step,bucket_id,prediction_error,trust_distance,baseline_error_mean,baseline_error_std,z_score,L_t
42825,305,0.04064568,1.65015714,0.00326130,0.00100000,37.38437393,5.00000000
42839,305,0.09561296,0.74960155,0.00326130,0.00100000,92.35166208,5.00000000
42870,493,0.01549411,0.49911158,0.00502578,0.00100000,10.46833388,5.00000000
43105,305,0.13775880,0.81267969,0.00602938,0.00100000,131.72941641,5.00000000
43106,489,0.01642180,0.74287877,0.00371955,0.00100000,12.70224582,5.00000000
43254,489,0.03478169,0.80392175,0.00371955,0.00100000,31.06213721,5.00000000
43334,305,0.03162067,0.95964066,0.00602938,0.00100000,25.59129045,5.00000000
43551,511,0.11090174,1.46530711,0.00310849,0.00100000,107.79325836,5.00000000
43558,511,0.07203054,0.93319352,0.00310849,0.00100000,68.92205598,5.00000000
43629,278,0.06345534,0.72551049,0.00812112,0.00100000,55.33421979,5.00000000
43654,278,0.07132360,0.93643375,0.00812112,0.00100000,63.20248541,5.00000000
43902,493,0.07496878,0.87955147,0.00787254,0.00100000,67.09624277,5.00000000
43929,461,0.05279054,0.96311962,0.00784332,0.00100000,44.94722028,5.00000000
43930,461,0.09510475,0.68613634,0.00784332,0.00100000,87.26143447,5.00000000
43950,365,0.03800548,0.66595068,0.00670933,0.00100000,31.29615658,5.00000000
44140,286,0.20297755,0.84613916,0.00479881,0.00100000,198.17874239,5.00000000
44194,509,0.06177657,1.14520336,0.00655431,0.00100000,55.22225515,5.00000000
44222,509,0.01682965,0.74184794,0.00655431,0.00100000,10.27533755,5.00000000
44270,509,0.02904846,0.92112726,0.00655431,0.00100000,22.49415148,5.00000000
44351,283,0.22036858,1.07449416,0.00851729,0.00100000,211.85128493,5.00000000
44357,452,0.03436965,1.16562902,0.00728496,0.00100000,27.08468879,5.00000000
44360,283,0.08875303,0.86856160,0.00851729,0.00100000,80.23573901,5.00000000
44375,283,0.06767560,0.95540818,0.00851729,0.00100000,59.15830736,5.00000000
44453,461,0.00599761,0.89117773,0.00874854,0.00100000,-2.89571671,-5.00000000
44480,383,0.08925782,1.12671238,0.00776040,0.00100000,81.49741357,5.00000000
44487,383,0.10018171,1.38009161,0.00776040,0.00100000,92.42130891,5.00000000
44529,493,0.01367829,1.03463203,0.00671187,0.00100000,6.96642264,3.96642264
44530,383,0.04454273,1.10603153,0.00776040,0.00100000,36.78232221,5.00000000
44596,305,0.02944176,0.97160984,0.00864018,0.00100000,20.80157295,5.00000000
44663,305,0.04090661,0.48914794,0.00864018,0.00100000,32.26642361,5.00000000
44693,365,0.02310532,0.76567813,0.00580519,0.00100000,17.30013459,5.00000000
44719,305,0.07378915,0.90828975,0.00864018,0.00100000,65.14896595,5.00000000
44760,493,0.01614746,0.80083683,0.00990979,0.00100000,6.23766906,3.23766906
44784,485,0.03456370,0.74765212,0.00528831,0.00100000,29.27539792,5.00000000
44797,485,0.10959274,1.01458442,0.00528831,0.00100000,104.30443143,5.00000000
44833,493,0.05213165,0.71533573,0.00990979,0.00100000,42.22186437,5.00000000
44981,305,0.07083596,0.99652931,0.00607727,0.00100000,64.75868716,5.00000000
44987,493,0.06072839,0.97950022,0.00942247,0.00100000,51.30591157,5.00000000
44995,493,0.01502041,0.90780041,0.00942247,0.00100000,5.59793442,2.59793442
44999,481,0.12594889,0.84347318,0.00885132,0.00100000,117.09756545,5.00000000
45144,493,0.02583968,0.83354254,0.00931828,0.00100000,16.52139498,5.00000000
45156,493,0.06624030,0.81019861,0.00931828,0.00100000,56.92201597,5.00000000
45179,493,0.02388494,0.65748648,0.00931828,0.00100000,14.56665439,5.00000000
45188,493,0.02771044,1.25375313,0.00931828,0.00100000,18.39215706,5.00000000
45242,272,0.01699792,0.75086866,0.00815488,0.00100000,8.84304061,5.00000000
45246,272,0.17838462,1.03016548,0.00815488,0.00100000,170.22973669,5.00000000
45302,304,0.04413280,1.20258382,0.00593162,0.00100000,38.20117334,5.00000000
45329,272,0.04671183,0.77789470,0.00815488,0.00100000,38.55694502,5.00000000
45496,481,0.10895415,0.83241286,0.00419338,0.00100000,104.76077474,5.00000000
45515,306,0.22852133,1.05303815,0.00638915,0.00100000,222.13218603,5.00000000
45533,286,0.05254844,0.94518138,0.00534725,0.00100000,47.20119672,5.00000000
45610,286,0.03468358,1.20386861,0.00534725,0.00100000,29.33633575,5.00000000
45659,207,0.09308608,0.91436252,0.00675461,0.00100000,86.33146763,5.00000000
45682,493,0.03526036,0.93977200,0.00826683,0.00100000,26.99352959,5.00000000
45686,492,0.05769413,0.86552666,0.00714420,0.00100000,50.54992917,5.00000000
45696,493,0.03789332,0.71427175,0.00826683,0.00100000,29.62648336,5.00000000
45858,461,0.34604448,0.91735148,0.00940532,0.00100000,336.63916019,5.00000000
45892,461,0.05796391,0.86945951,0.00940532,0.00100000,48.55859609,5.00000000
45935,460,0.01250337,0.53464465,0.00434702,0.00100000,8.15634902,5.00000000
45970,495,0.07867069,1.12937909,0.00695443,0.00100000,71.71626007,5.00000000
46054,274,0.02790684,1.08368580,0.00339313,0.00100000,24.51370782,5.00000000
46101,258,0.00718796,0.57164179,0.00885245,0.00100000,-1.75208503,-4.75208503
46117,274,0.02113458,0.99377160,0.00339313,0.00100000,17.74144621,5.00000000
46150,206,0.21048481,0.82201979,0.00407417,0.00100000,206.41063938,5.00000000
46185,274,0.01621397,1.36295944,0.00339313,0.00100000,12.82083920,5.00000000
46198,274,0.03152170,1.08363733,0.00607913,0.00100000,25.44256910,5.00000000
46219,274,0.05389833,0.76778913,0.00607913,0.00100000,47.81920027,5.00000000
46235,452,0.07470256,0.93823186,0.00968269,0.00100000,65.01987346,5.00000000
46243,452,0.02745863,0.59522570,0.00968269,0.00100000,17.77594461,5.00000000
46303,306,0.03467997,0.76734492,0.00619461,0.00100000,28.48535975,5.00000000
46317,306,0.05092931,1.14694153,0.00619461,0.00100000,44.73470311,5.00000000
46336,306,0.03795083,0.79493252,0.00619461,0.00100000,31.75621513,5.00000000
46383,306,0.02886401,1.00689601,0.00619461,0.00100000,22.66939575,5.00000000
46516,282,0.01315383,0.74594084,0.00608838,0.00100000,7.06545008,4.06545008
46532,493,0.04780737,1.21070216,0.00760603,0.00100000,40.20133240,5.00000000
46555,493,0.06089180,1.10602263,0.00760603,0.00100000,53.28577193,5.00000000
46573,493,0.17048522,1.21487455,0.00760603,0.00100000,162.87918239,5.00000000
46678,509,0.34774561,0.79671884,0.00611441,0.00100000,341.63120223,5.00000000
46725,493,0.11875486,1.05275811,0.00849461,0.00100000,110.26025227,5.00000000
46729,493,0.05948485,0.82871226,0.00849461,0.00100000,50.99023976,5.00000000
46732,493,0.02406348,0.83318839,0.00849461,0.00100000,15.56887345,5.00000000
46799,414,0.08583501,0.86692160,0.00352060,0.00100000,82.31440526,5.00000000
46802,381,0.09374009,0.87095273,0.00897186,0.00100000,84.76822242,5.00000000
46806,493,0.01599349,0.77629114,0.00569363,0.00100000,10.29986343,5.00000000
46810,493,0.00980822,0.78329728,0.00569363,0.00100000,4.11459100,1.11459100
46857,272,0.07507877,0.81492407,0.00666453,0.00100000,68.41423183,5.00000000
46882,272,0.06591936,0.80221225,0.00666453,0.00100000,59.25482380,5.00000000
46947,272,0.02577599,1.00640628,0.00666453,0.00100000,19.11145787,5.00000000
46972,493,0.01792333,0.85028806,0.00611256,0.00100000,11.81077090,5.00000000
47037,76,0.04891221,0.51121267,0.00634758,0.00100000,42.56463184,5.00000000
47042,76,0.05496210,0.76949128,0.00634758,0.00100000,48.61451425,5.00000000
47043,76,0.18300107,0.78260209,0.00634758,0.00100000,176.65349127,5.00000000
47099,495,0.04358504,0.81553124,0.00777474,0.00100000,35.81029947,5.00000000
47262,505,0.23841726,0.93703684,0.00688347,0.00100000,231.53378907,5.00000000
47287,507,0.02670582,0.97124856,0.00726636,0.00100000,19.43946768,5.00000000
47339,272,0.07932704,1.10062366,0.00531190,0.00100000,74.01513652,5.00000000
47340,511,0.06150497,0.77967344,0.00559766,0.00100000,55.90731014,5.00000000
47385,205,0.08106906,0.81038435,0.00522872,0.00100000,75.84034280,5.00000000
47394,205,0.04533175,0.88522097,0.00522872,0.00100000,40.10302789,5.00000000
47414,493,0.02132465,1.20360993,0.00771243,0.00100000,13.61221989,5.00000000
47427,493,0.03254236,0.63317492,0.00771243,0.00100000,24.82993074,5.00000000
47581,481,0.13271962,0.88227389,0.00924603,0.00100000,123.47358367,5.00000000
47637,497,0.06850776,0.60203474,0.00954713,0.00100000,58.96063079,5.00000000
47646,481,0.03766839,0.61053816,0.00924603,0.00100000,28.42235581,5.00000000
47689,306,0.11289618,1.02578293,0.00834657,0.00100000,104.54961112,5.00000000
47840,491,0.23368746,1.07760906,0.00658170,0.00100000,227.10576100,5.00000000
47845,306,0.10406706,0.92427413,0.00946179,0.00100000,94.60526895,5.00000000
47856,306,0.02906897,1.03486061,0.00946179,0.00100000,19.60718077,5.00000000
47899,256,0.07667666,0.74050810,0.00649740,0.00100000,70.17926672,5.00000000
47982,205,0.01386928,0.98308617,0.00926033,0.00100000,4.60894573,1.60894573
48068,205,0.07047197,1.16417931,0.00926033,0.00100000,61.21164503,5.00000000
48071,272,0.14820365,1.05462201,0.00535602,0.00100000,142.84762662,5.00000000
48073,205,0.07584212,1.20854056,0.00926033,0.00100000,66.58178696,5.00000000
48241,489,0.06849094,1.27485545,0.00372589,0.00100000,64.76504900,5.00000000
48308,274,0.01086775,0.71764103,0.00870254,0.00100000,2.27917755,-0.72082245
48315,304,0.06831508,0.91842050,0.00617089,0.00100000,62.14419341,5.00000000
48330,481,0.02750792,1.07709230,0.00791813,0.00100000,19.58978801,5.00000000
48336,274,0.14138749,0.99146296,0.00870254,0.00100000,132.68495072,5.00000000
48420,305,0.06079747,1.12516121,0.00361576,0.00100000,57.18171883,5.00000000
48472,305,0.03907716,1.00583813,0.00361576,0.00100000,35.46140168,5.00000000
48476,400,0.11521014,0.90906885,0.00506072,0.00100000,110.14942432,5.00000000
48496,400,0.02601481,0.96127083,0.00506072,0.00100000,20.95409182,5.00000000
48599,272,0.01820522,1.08715270,0.00773478,0.00100000,10.47043390,5.00000000
48604,485,0.01611011,0.75218431,0.00553695,0.00100000,10.57315823,5.00000000
48618,272,0.33441367,1.16792376,0.00773478,0.00100000,326.67888843,5.00000000
48643,485,0.10673778,1.11894674,0.00553695,0.00100000,101.20082069,5.00000000
48687,274,0.02145177,0.68984783,0.00502850,0.00100000,16.42326731,5.00000000
48699,274,0.01257380,0.66421194,0.00502850,0.00100000,7.54529484,4.54529484
48720,262,0.12560940,0.63986826,0.00897674,0.00100000,116.63266175,5.00000000
48728,274,0.00571798,0.64938144,0.00506298,0.00100000,0.68947433,-2.31052567
48732,274,0.02516444,0.59480393,0.00506298,0.00100000,20.10146051,5.00000000
48785,275,0.13332791,0.87448704,0.00617131,0.00100000,127.15660368,5.00000000
48855,493,0.04347044,0.82294601,0.00591493,0.00100000,37.55551439,5.00000000
48872,493,0.02337757,0.61960985,0.00591493,0.00100000,17.46264006,5.00000000
48877,493,0.04870822,1.13034032,0.00591493,0.00100000,42.79329085,5.00000000
48940,400,0.09243637,0.77397162,0.00637247,0.00100000,86.06390792,5.00000000
48944,493,0.04955286,0.76892000,0.00931312,0.00100000,40.23973725,5.00000000
48968,493,0.09078427,0.89529598,0.00931312,0.00100000,81.47114635,5.00000000
48996,493,0.04666460,0.93995973,0.00931312,0.00100000,37.35147606,5.00000000
49110,274,0.06344712,1.16656768,0.00529794,0.00100000,58.14918220,5.00000000
49122,377,0.11145925,0.95342232,0.00734831,0.00100000,104.11094344,5.00000000
49186,304,0.09231141,1.18176406,0.00603321,0.00100000,86.27819497,5.00000000
49192,377,0.02948664,0.96691980,0.00734831,0.00100000,22.13833427,5.00000000
49342,306,0.01087933,0.96060601,0.00341834,0.00100000,7.46099190,4.46099190
49345,511,0.05176731,0.79861796,0.00467850,0.00100000,47.08881050,5.00000000
49360,511,0.05730728,0.93439355,0.00467850,0.00100000,52.62878582,5.00000000
49386,511,0.04633844,0.97026870,0.00467850,0.00100000,41.65993988,5.00000000
49510,381,0.05324208,0.90044394,0.00767767,0.00100000,45.56440497,5.00000000
49514,511,0.02263824,0.83805757,0.00648382,0.00100000,16.15442687,5.00000000
49535,481,0.08159459,0.83639834,0.00585543,0.00100000,75.73916096,5.00000000
49536,511,0.07718920,1.38022843,0.00648382,0.00100000,70.70538416,5.00000000
49565,274,0.02419721,0.84220612,0.00491219,0.00100000,19.28502362,5.00000000
49572,271,0.12868755,0.78930471,0.00745813,0.00100000,121.22942196,5.00000000
49589,274,0.05510438,0.98011629,0.00491219,0.00100000,50.19219216,5.00000000
49598,274,0.11003811,0.61517979,0.00491219,0.00100000,105.12591764,5.00000000
49634,485,0.03421290,0.92536228,0.00738401,0.00100000,26.82888743,5.00000000
49636,306,0.01964383,1.04438499,0.00218393,0.00100000,17.45990123,5.00000000
49675,493,0.06586877,0.74759040,0.00505717,0.00100000,60.81160616,5.00000000
49689,306,0.02805326,1.30802115,0.00218393,0.00100000,25.86932546,5.00000000
49784,493,0.05412377,0.72220579,0.00592469,0.00100000,48.19907786,5.00000000
49811,272,0.05636644,0.92433560,0.00542821,0.00100000,50.93823044,5.00000000
49828,493,0.01923597,1.00839843,0.00592469,0.00100000,13.31127683,5.00000000
49844,493,0.05182554,0.94312391,0.00592469,0.00100000,45.90085458,5.00000000
49881,274,0.03248343,0.98005582,0.00746418,0.00100000,25.01924567,5.00000000
49891,274,0.04548600,0.77255519,0.00746418,0.00100000,38.02181935,5.00000000
49917,493,0.01978222,0.68786599,0.00960466,0.00100000,10.17756250,5.00000000
49943,493,0.01742470,0.74952769,0.00960466,0.00100000,7.82004045,4.82004045
50411,509,0.66622912,1.02910641,0.00864423,0.00100000,657.58488550,5.00000000
50418,509,0.81214248,0.90516761,0.00864423,0.00100000,803.49825347,5.00000000
50531,509,0.12815809,1.23258696,0.00864423,0.00100000,119.51385586,5.00000000
50541,509,0.60688093,0.96966501,0.00864423,0.00100000,598.23669837,5.00000000
50654,271,0.37901092,0.73627299,0.00887051,0.00100000,370.14040303,5.00000000
50962,315,0.44195517,1.02122177,0.00609257,0.00100000,435.86259412,5.00000000
50986,315,0.02483730,0.98906031,0.00609257,0.00100000,18.74472648,5.00000000
51293,315,0.45645771,1.13429503,0.00609257,0.00100000,450.36513895,5.00000000
51398,304,0.51781278,0.88737744,0.00726919,0.00100000,510.54359101,5.00000000
51445,304,0.21265614,1.07914163,0.00726919,0.00100000,205.38694868,5.00000000
51547,304,0.29467607,1.13598072,0.00726919,0.00100000,287.40688490,5.00000000
51675,304,0.23653355,1.03090912,0.00726919,0.00100000,229.26435937,5.00000000
52113,378,0.24687406,1.36925986,0.00944675,0.00100000,237.42731295,5.00000000
52498,378,1.23376813,1.53112443,0.00944675,0.00100000,1224.32138210,5.00000000
52853,378,0.00910386,0.83683121,0.00942960,0.00100000,-0.34289209,-3.34289209
52859,378,0.55768777,0.82085006,0.00942960,0.00100000,548.25816939,5.00000000
52872,378,0.22722645,1.10064634,0.00942960,0.00100000,217.79684154,5.00000000
