block_end_step,block_valid,block_evidence,block_familiarity,block_weight_sum,q_short,q_long,rate_gap,detector_armed,regime_change,positive_streak,initial_stabilization_streak,rearm_streak,initial_arming_complete,rate_warmup_remaining,adaptation_active,adaptation_remaining
55799,1,0.00000000,0.99096044,99.09604353,0.07778095,0.02935569,0.04842526,0,0,0,0,1,1,0,0,0
55899,1,0.00226625,0.98900942,98.90094245,0.06267801,0.02908479,0.03359321,0,0,0,0,2,1,0,0,0
55999,1,0.05175570,0.96758244,96.75824361,0.06049355,0.02931150,0.03118204,0,0,0,0,3,1,0,0,0
56099,1,0.03601137,0.99512697,99.51269668,0.05559711,0.02937850,0.02621861,1,0,0,0,0,1,0,0,0
56199,1,0.24784418,0.99211578,99.21157838,0.09404652,0.03156316,0.06248337,1,0,0,0,0,1,0,0,0
56299,1,0.52401681,0.99759072,99.75907154,0.18004058,0.03648769,0.14355289,1,0,0,0,0,1,0,0,0
56399,1,0.45763616,0.99686482,99.68648170,0.23555970,0.04069918,0.19486052,1,0,1,0,0,1,0,0,0
56499,1,0.42339109,0.99889682,99.88968200,0.27312598,0.04452610,0.22859988,1,0,2,0,0,1,0,0,0
56599,1,0.62904435,0.98595730,98.59573046,0.34430965,0.05037128,0.29393837,0,1,0,0,0,1,0,1,5000
56699,1,0.34312707,0.99231460,99.23146040,0.34407313,0.05329884,0.29077430,0,0,0,0,0,1,0,1,4900
56799,1,0.05904044,0.99586566,99.58656554,0.28706660,0.05335625,0.23371034,0,0,0,0,0,1,0,1,4800
56899,1,0.00115527,0.99925774,99.92577363,0.22988433,0.05283424,0.17705009,0,0,0,0,0,1,0,1,4700
56999,1,0.00000000,0.99961497,99.96149716,0.18390746,0.05230590,0.13160156,0,0,0,0,0,1,0,1,4600
57099,1,0.01001896,0.99717691,99.71769099,0.14912976,0.05188303,0.09724673,0,0,0,0,0,1,0,1,4500
57199,1,0.00684428,0.99739951,99.73995098,0.12067267,0.05143264,0.06924002,0,0,0,0,0,1,0,1,4400
57299,1,0.00298084,0.99788973,99.78897284,0.09713430,0.05094813,0.04618618,0,0,0,0,0,1,0,1,4300
57399,1,0.00000000,0.99980360,99.98036027,0.07770744,0.05043864,0.02726880,0,0,0,0,0,1,0,1,4200
57499,1,0.00000000,0.99862808,99.86280782,0.06216595,0.04993426,0.01223169,0,0,0,0,0,1,0,1,4100
57599,1,0.00000000,0.99888963,99.88896257,0.04973276,0.04943492,0.00029785,0,0,0,0,0,1,0,1,4000
57699,1,0.00000000,0.99987603,99.98760286,0.03978621,0.04894057,-0.00915436,0,0,0,0,0,1,0,1,3900
57799,1,0.00000000,0.99973805,99.97380490,0.03182897,0.04845116,-0.01662219,0,0,0,0,0,1,0,1,3800
57899,1,0.00000000,0.99981711,99.98171073,0.02546317,0.04796665,-0.02250348,0,0,0,0,0,1,0,1,3700
57999,1,0.00618515,0.99969449,99.96944857,0.02160757,0.04754883,-0.02594127,0,0,0,0,0,1,0,1,3600
58099,1,0.07556558,0.96176079,96.17607889,0.03239917,0.04782900,-0.01542983,0,0,0,0,0,1,0,1,3500
58199,1,0.05290764,0.94733376,94.73337639,0.03650086,0.04787979,-0.01137892,0,0,0,0,0,1,0,1,3400
58299,1,0.00000000,0.99969346,99.96934584,0.02920069,0.04740099,-0.01820030,0,0,0,0,0,1,0,1,3300
58399,1,0.00000000,0.99681724,99.68172428,0.02336055,0.04692698,-0.02356643,0,0,0,0,0,1,0,1,3200
58499,1,0.00029457,0.99964945,99.96494460,0.01874736,0.04646066,-0.02771330,0,0,0,0,0,1,0,1,3100
58599,1,0.00000000,0.99509125,99.50912548,0.01499789,0.04599605,-0.03099816,0,0,0,0,0,1,0,1,3000
58699,1,0.00000000,0.99827716,99.82771606,0.01199831,0.04553609,-0.03353778,0,0,0,0,0,1,0,1,2900
58799,1,0.00000000,0.99939834,99.93983400,0.00959865,0.04508073,-0.03548208,0,0,0,0,0,1,0,1,2800
58899,1,0.00000000,0.99399104,99.39910393,0.00767892,0.04462992,-0.03695100,0,0,0,0,0,1,0,1,2700
58999,1,0.00000000,0.99958917,99.95891749,0.00614313,0.04418362,-0.03804049,0,0,0,0,0,1,0,1,2600
59099,1,0.00000000,0.99010046,99.01004571,0.00491451,0.04374179,-0.03882728,0,0,0,0,0,1,0,1,2500
59199,1,0.00000000,0.99904076,99.90407556,0.00393161,0.04330437,-0.03937276,0,0,0,0,0,1,0,1,2400
59299,1,0.00000000,0.99835055,99.83505470,0.00314528,0.04287132,-0.03972604,0,0,0,0,0,1,0,1,2300
59399,1,0.00000000,0.99795546,99.79554639,0.00251623,0.04244261,-0.03992638,0,0,0,0,0,1,0,1,2200
59499,1,0.00000000,0.99593130,99.59312990,0.00201298,0.04201818,-0.04000520,0,0,0,0,0,1,0,1,2100
59599,1,0.00000000,0.99526458,99.52645826,0.00161039,0.04159800,-0.03998762,0,0,0,0,0,1,0,1,2000
59699,1,0.00000000,0.99599188,99.59918839,0.00128831,0.04118202,-0.03989371,0,0,0,0,0,1,0,1,1900
59799,1,0.00000000,0.99693775,99.69377534,0.00103065,0.04077020,-0.03973956,0,0,0,0,0,1,0,1,1800
59899,1,0.00000000,0.99636364,99.63636391,0.00082452,0.04036250,-0.03953798,0,0,0,0,0,1,0,1,1700
59999,1,0.00000000,0.99817419,99.81741946,0.00065961,0.03995888,-0.03929926,0,0,0,0,0,1,0,1,1600
60099,1,0.11323882,0.92956216,92.95621555,0.02317545,0.04069168,-0.01751622,0,0,0,0,0,1,0,1,1500
60199,1,0.02005187,0.98921881,98.92188097,0.02255074,0.04048528,-0.01793454,0,0,0,0,0,1,0,1,1400
60299,1,0.00000000,0.99956849,99.95684916,0.01804059,0.04008042,-0.02203983,0,0,0,0,0,1,0,1,1300
60399,1,0.00000000,0.99857867,99.85786697,0.01443247,0.03967962,-0.02524715,0,0,0,0,0,1,0,1,1200
60499,1,0.00000000,0.99934908,99.93490830,0.01154598,0.03928282,-0.02773685,0,0,0,0,0,1,0,1,1100
60599,1,0.00000000,0.99943424,99.94342400,0.00923678,0.03889000,-0.02965321,0,0,0,0,0,1,0,1,1000
60699,1,0.00000000,0.99976005,99.97600482,0.00738943,0.03850110,-0.03111167,0,0,0,0,0,1,0,1,900
60799,1,0.00000000,0.99973210,99.97321049,0.00591154,0.03811608,-0.03220454,0,0,0,0,0,1,0,1,800
60899,1,0.00058209,0.99979953,99.97995322,0.00484565,0.03774074,-0.03289509,0,0,0,0,0,1,0,1,700
60999,1,0.00000000,0.99432094,99.43209367,0.00387652,0.03736334,-0.03348682,0,0,0,0,0,1,0,1,600
61099,1,0.11907089,0.96846530,96.84652969,0.02691539,0.03818041,-0.01126502,0,0,0,0,0,1,0,1,500
61199,1,0.00000000,0.99855493,99.85549267,0.02153231,0.03779861,-0.01626629,0,0,0,0,0,1,0,1,400
61299,1,0.00000000,0.99846762,99.84676171,0.01722585,0.03742062,-0.02019477,0,0,0,0,0,1,0,1,300
61399,1,0.00000000,0.99765547,99.76554653,0.01378068,0.03704642,-0.02326573,0,0,0,0,0,1,0,1,200
61499,1,0.00000000,0.99808671,99.80867076,0.01102455,0.03667595,-0.02565141,0,0,0,0,0,1,0,1,100
61599,1,0.00000000,0.99776616,99.77661574,0.00881964,0.03630919,-0.02748956,0,0,0,0,1,1,0,0,0
61699,1,0.00000000,0.99682662,99.68266168,0.00705571,0.03594610,-0.02889039,0,0,0,0,2,1,0,0,0
61799,1,0.00054873,0.99404450,99.40445039,0.00575431,0.03559213,-0.02983781,0,0,0,0,3,1,0,0,0
61899,1,0.00000000,0.99282141,99.28214140,0.00460345,0.03523621,-0.03063276,1,0,0,0,0,1,0,0,0
61999,1,0.00257535,0.99326366,99.32636579,0.00419783,0.03490960,-0.03071177,1,0,0,0,0,1,0,0,0
62099,1,0.00072778,0.98787598,98.78759849,0.00350382,0.03456778,-0.03106396,1,0,0,0,0,1,0,0,0
62199,1,0.00187777,0.99909999,99.90999870,0.00317861,0.03424088,-0.03106227,1,0,0,0,0,1,0,0,0
62299,1,0.00017222,0.99966929,99.96692864,0.00257733,0.03390019,-0.03132286,1,0,0,0,0,1,0,0,0
62399,1,0.00000000,0.99788050,99.78804965,0.00206187,0.03356119,-0.03149932,1,0,0,0,0,1,0,0,0
62499,1,0.00217271,0.99925945,99.92594510,0.00208404,0.03324731,-0.03116327,1,0,0,0,0,1,0,0,0
62599,1,0.00000401,0.99994029,99.99402874,0.00166803,0.03291487,-0.03124684,1,0,0,0,0,1,0,0,0
62699,1,0.00000000,0.99876040,99.87604036,0.00133442,0.03258572,-0.03125130,1,0,0,0,0,1,0,0,0
62799,1,0.00181259,0.99914680,99.91467990,0.00143006,0.03227799,-0.03084794,1,0,0,0,0,1,0,0,0
62899,1,0.00553804,0.99659263,99.65926315,0.00225165,0.03201059,-0.02975894,1,0,0,0,0,1,0,0,0
62999,1,0.00923000,0.99687776,99.68777562,0.00364732,0.03178279,-0.02813547,1,0,0,0,0,1,0,0,0
63099,1,0.22232177,0.97512626,97.51262629,0.04738221,0.03368818,0.01369403,1,0,0,0,0,1,0,0,0
63199,1,0.00000000,0.99837087,99.83708742,0.03790577,0.03335130,0.00455447,1,0,0,0,0,1,0,0,0
63299,1,0.00000000,0.99389882,99.38988221,0.03032461,0.03301778,-0.00269317,1,0,0,0,0,1,0,0,0
63399,1,0.00316387,0.99900944,99.90094439,0.02489247,0.03271924,-0.00782678,1,0,0,0,0,1,0,0,0
63499,1,0.00000000,0.99862154,99.86215406,0.01991397,0.03239205,-0.01247808,1,0,0,0,0,1,0,0,0
63599,1,0.00000000,0.99941738,99.94173822,0.01593118,0.03206813,-0.01613695,1,0,0,0,0,1,0,0,0
63699,1,0.00000000,0.99651190,99.65119042,0.01274494,0.03174745,-0.01900251,1,0,0,0,0,1,0,0,0
63799,1,0.00000000,0.99860951,99.86095062,0.01019595,0.03142997,-0.02123402,1,0,0,0,0,1,0,0,0
63899,1,0.00041313,0.99970623,99.97062257,0.00823939,0.03111981,-0.02288042,1,0,0,0,0,1,0,0,0
63999,1,0.00000000,0.99993522,99.99352191,0.00659151,0.03080861,-0.02421710,1,0,0,0,0,1,0,0,0
64099,1,0.00633764,0.98666551,98.66655091,0.00654074,0.03056390,-0.02402316,1,0,0,0,0,1,0,0,0
64199,1,0.00043830,0.99988469,99.98846872,0.00532025,0.03026264,-0.02494239,1,0,0,0,0,1,0,0,0
64299,1,0.00000000,0.99967675,99.96767499,0.00425620,0.02996002,-0.02570382,1,0,0,0,0,1,0,0,0
64399,1,0.00000000,0.99987219,99.98721915,0.00340496,0.02966042,-0.02625546,1,0,0,0,0,1,0,0,0
64499,1,0.00000000,0.99997459,99.99745917,0.00272397,0.02936381,-0.02663984,1,0,0,0,0,1,0,0,0
64599,1,0.00041246,0.99982532,99.98253197,0.00226167,0.02907430,-0.02681263,1,0,0,0,0,1,0,0,0
64699,1,0.00372671,0.99985416,99.98541644,0.00255468,0.02882082,-0.02626615,1,0,0,0,0,1,0,0,0
64799,1,0.00161211,0.99998283,99.99828323,0.00236616,0.02854873,-0.02618257,1,0,0,0,0,1,0,0,0
64899,1,0.00129067,0.99992691,99.99269135,0.00215106,0.02827615,-0.02612509,1,0,0,0,0,1,0,0,0
64999,1,0.00038315,0.99968630,99.96863045,0.00179748,0.02799722,-0.02619974,1,0,0,0,0,1,0,0,0
65099,1,0.01401447,0.99368222,99.36822162,0.00424088,0.02785740,-0.02361652,1,0,0,0,0,1,0,0,0
65199,1,0.00793149,0.99391326,99.39132605,0.00497900,0.02765814,-0.02267914,1,0,0,0,0,1,0,0,0
65299,1,0.00059525,0.99890734,99.89073356,0.00410225,0.02738751,-0.02328526,1,0,0,0,0,1,0,0,0
65399,1,0.00052482,0.99845032,99.84503186,0.00338677,0.02711888,-0.02373212,1,0,0,0,0,1,0,0,0
65499,1,0.00000000,0.99940369,99.94036874,0.00270941,0.02684769,-0.02413828,1,0,0,0,0,1,0,0,0
65599,1,0.00000000,0.99982664,99.98266392,0.00216753,0.02657922,-0.02441169,1,0,0,0,0,1,0,0,0
65699,1,0.00000000,0.99935795,99.93579508,0.00173402,0.02631342,-0.02457940,1,0,0,0,0,1,0,0,0
65799,1,0.00102047,0.99956015,99.95601542,0.00159131,0.02606049,-0.02446918,1,0,0,0,0,1,0,0,0
65899,1,0.00006402,0.99887766,99.88776636,0.00128585,0.02580053,-0.02451468,1,0,0,0,0,1,0,0,0
65999,1,0.00050040,0.99847855,99.84785535,0.00112876,0.02554753,-0.02441876,1,0,0,0,0,1,0,0,0
66099,1,0.05084028,0.98249080,98.24908019,0.01107107,0.02580046,-0.01472939,1,0,0,0,0,1,0,0,0
66199,1,0.00000000,0.99906082,99.90608190,0.00885685,0.02554245,-0.01668560,1,0,0,0,0,1,0,0,0
66299,1,0.00000000,0.99966016,99.96601579,0.00708548,0.02528703,-0.01820154,1,0,0,0,0,1,0,0,0
66399,1,0.00000000,0.99983921,99.98392136,0.00566839,0.02503416,-0.01936577,1,0,0,0,0,1,0,0,0
66499,1,0.00000000,0.99997536,99.99753597,0.00453471,0.02478382,-0.02024911,1,0,0,0,0,1,0,0,0
66599,1,0.00000000,0.99986118,99.98611842,0.00362777,0.02453598,-0.02090821,1,0,0,0,0,1,0,0,0
66699,1,0.00036139,0.99983143,99.98314269,0.00297449,0.02429423,-0.02131974,1,0,0,0,0,1,0,0,0
66799,1,0.00000000,0.99998710,99.99870964,0.00237959,0.02405129,-0.02167170,1,0,0,0,0,1,0,0,0
66899,1,0.00000000,0.99993331,99.99333136,0.00190367,0.02381078,-0.02190710,1,0,0,0,0,1,0,0,0
66999,1,0.00000000,0.99999576,99.99957640,0.00152294,0.02357267,-0.02204973,1,0,0,0,0,1,0,0,0
67099,1,0.72568999,0.99908144,99.90814419,0.14635635,0.03059384,0.11576251,1,0,0,0,0,1,0,0,0
67199,1,0.28204735,0.96540243,96.54024258,0.17349455,0.03310838,0.14038617,1,0,0,0,0,1,0,0,0
67299,1,0.00340389,0.99721085,99.72108491,0.13947642,0.03281133,0.10666509,1,0,0,0,0,1,0,0,0
67399,1,0.00341421,0.99946348,99.94634783,0.11226398,0.03251736,0.07974662,1,0,0,0,0,1,0,0,0
67499,1,0.00010668,0.99906074,99.90607400,0.08983252,0.03219325,0.05763926,1,0,0,0,0,1,0,0,0
67599,1,0.00219539,0.99762595,99.76259522,0.07230509,0.03189327,0.04041182,1,0,0,0,0,1,0,0,0
67699,1,0.00087380,0.99952168,99.95216794,0.05801883,0.03158308,0.02643575,1,0,0,0,0,1,0,0,0
67799,1,0.00501908,0.99987333,99.98733269,0.04741888,0.03131744,0.01610144,1,0,0,0,0,1,0,0,0
67899,1,0.00552580,0.99983979,99.98397876,0.03904026,0.03105952,0.00798074,1,0,0,0,0,1,0,0,0
67999,1,0.00925995,0.99948543,99.94854263,0.03308420,0.03084153,0.00224267,1,0,0,0,0,1,0,0,0
68099,1,0.02291941,0.99906086,99.90608554,0.03105124,0.03076231,0.00028894,1,0,0,0,0,1,0,0,0
68199,1,0.00041435,0.99916398,99.91639831,0.02492387,0.03045883,-0.00553496,1,0,0,0,0,1,0,0,0
68299,1,0.00099851,0.99985640,99.98563970,0.02013879,0.03016422,-0.01002543,1,0,0,0,0,1,0,0,0
68399,1,0.00204165,0.99999548,99.99954783,0.01651937,0.02988300,-0.01336363,1,0,0,0,0,1,0,0,0
68499,1,0.00123697,0.99975691,99.97569067,0.01346289,0.02959654,-0.01613365,1,0,0,0,0,1,0,0,0
68599,1,0.00003030,0.99853445,99.85344458,0.01077637,0.02930088,-0.01852451,1,0,0,0,0,1,0,0,0
68699,1,0.00054117,0.99803683,99.80368288,0.00872933,0.02901328,-0.02028395,1,0,0,0,0,1,0,0,0
68799,1,0.00019845,0.99998200,99.99819997,0.00702315,0.02872513,-0.02170198,1,0,0,0,0,1,0,0,0
68899,1,0.00028274,0.99993649,99.99364935,0.00567507,0.02844071,-0.02276564,1,0,0,0,0,1,0,0,0
68999,1,0.00000000,0.99998913,99.99891264,0.00454006,0.02815630,-0.02361624,1,0,0,0,0,1,0,0,0
69099,1,0.01094926,0.96725901,96.72590111,0.00582190,0.02798423,-0.02216233,1,0,0,0,0,1,0,0,0
69199,1,0.03249776,0.98994926,98.99492618,0.01115707,0.02802936,-0.01687229,1,0,0,0,0,1,0,0,0
69299,1,0.00000000,0.99969068,99.96906758,0.00892566,0.02774907,-0.01882342,1,0,0,0,0,1,0,0,0
69399,1,0.00000000,0.99986956,99.98695602,0.00714052,0.02747158,-0.02033106,1,0,0,0,0,1,0,0,0
69499,1,0.00040351,0.99999733,99.99973321,0.00579312,0.02720090,-0.02140778,1,0,0,0,0,1,0,0,0
69599,1,0.00000000,0.99992764,99.99276386,0.00463450,0.02692889,-0.02229439,1,0,0,0,0,1,0,0,0
69699,1,0.00000000,0.99999505,99.99950535,0.00370760,0.02665960,-0.02295200,1,0,0,0,0,1,0,0,0
69799,1,0.00000717,0.99998872,99.99887236,0.00296751,0.02639308,-0.02342557,1,0,0,0,0,1,0,0,0
69899,1,0.00095568,0.99999486,99.99948628,0.00256514,0.02613870,-0.02357356,1,0,0,0,0,1,0,0,0
69999,1,0.00031832,0.99999704,99.99970357,0.00211578,0.02588050,-0.02376472,1,0,0,0,0,1,0,0,0
70099,1,0.00009200,0.97941499,97.94149857,0.00171102,0.02562261,-0.02391159,1,0,0,0,0,1,0,0,0
70199,1,0.00008407,0.99998607,99.99860734,0.00138563,0.02536723,-0.02398160,1,0,0,0,0,1,0,0,0
70299,1,0.00000000,0.99999358,99.99935768,0.00110851,0.02511356,-0.02400505,1,0,0,0,0,1,0,0,0
70399,1,0.00205058,0.99999795,99.99979494,0.00129692,0.02488293,-0.02358600,1,0,0,0,0,1,0,0,0
70499,1,0.00080201,0.99998258,99.99825783,0.00119794,0.02464212,-0.02344418,1,0,0,0,0,1,0,0,0
70599,1,0.00040746,0.99999864,99.99986422,0.00103984,0.02439977,-0.02335993,1,0,0,0,0,1,0,0,0
70699,1,0.00000000,0.99998882,99.99888203,0.00083188,0.02415577,-0.02332390,1,0,0,0,0,1,0,0,0
70799,1,0.00000000,0.99992426,99.99242572,0.00066550,0.02391422,-0.02324872,1,0,0,0,0,1,0,0,0
70899,1,0.00000000,0.99991345,99.99134483,0.00053240,0.02367507,-0.02314267,1,0,0,0,0,1,0,0,0
70999,1,0.00000000,0.99939963,99.93996271,0.00042592,0.02343832,-0.02301240,1,0,0,0,0,1,0,0,0
71099,1,0.10092509,0.89192366,89.19236556,0.02052575,0.02421319,-0.00368744,1,0,0,0,0,1,0,0,0
71199,1,0.03443789,0.97296352,97.29635195,0.02330818,0.02431544,-0.00100726,1,0,0,0,0,1,0,0,0
71299,1,0.00000000,0.99864374,99.86437368,0.01864655,0.02407228,-0.00542574,1,0,0,0,0,1,0,0,0
71399,1,0.00000000,0.99998994,99.99899428,0.01491724,0.02383156,-0.00891432,1,0,0,0,0,1,0,0,0
71499,1,0.00000000,0.99966260,99.96625969,0.01193379,0.02359324,-0.01165946,1,0,0,0,0,1,0,0,0
71599,1,0.00000000,0.99986403,99.98640276,0.00954703,0.02335731,-0.01381028,1,0,0,0,0,1,0,0,0
71699,1,0.00000000,0.99998655,99.99865454,0.00763762,0.02312374,-0.01548611,1,0,0,0,0,1,0,0,0
71799,1,0.00052478,0.99997754,99.99775398,0.00621506,0.02289775,-0.01668269,1,0,0,0,0,1,0,0,0
71899,1,0.00000000,0.99937772,99.93777248,0.00497204,0.02266877,-0.01769673,1,0,0,0,0,1,0,0,0
71999,1,0.00096817,0.99974943,99.97494284,0.00417127,0.02245177,-0.01828050,1,0,0,0,0,1,0,0,0
72099,1,0.07761350,0.92315910,92.31590988,0.01885972,0.02300338,-0.00414367,1,0,0,0,0,1,0,0,0
72199,1,0.00354349,0.99875964,99.87596450,0.01579647,0.02280878,-0.00701231,1,0,0,0,0,1,0,0,0
