block_end_step,block_valid,block_evidence,block_familiarity,block_weight_sum,q_short,q_long,rate_gap,detector_armed,regime_change,positive_streak,initial_stabilization_streak,rearm_streak,initial_arming_complete,rate_warmup_remaining
34999,1,0.00037075,0.97088294,97.08829353,0.00091050,0.00713468,-0.00622418,1,0,0,0,0,1,0
35099,1,0.00039471,0.92600657,92.60065690,0.00080734,0.00706728,-0.00625994,1,0,0,0,0,1,0
35199,1,0.02293840,0.99310163,99.31016330,0.00523355,0.00722599,-0.00199244,1,0,0,0,0,1,0
35299,1,0.01490562,0.97356768,97.35676805,0.00716797,0.00730279,-0.00013482,1,0,0,0,0,1,0
35399,1,0.00000812,0.98271789,98.27178869,0.00573600,0.00722984,-0.00149384,1,0,0,0,0,1,0
35499,1,0.00039289,0.95155254,95.15525435,0.00466738,0.00716147,-0.00249410,1,0,0,0,0,1,0
35599,1,0.00000000,0.97313238,97.31323806,0.00373390,0.00708986,-0.00335596,1,0,0,0,0,1,0
35699,1,0.00000000,0.98686391,98.68639124,0.00298712,0.00701896,-0.00403184,1,0,0,0,0,1,0
35799,1,0.00000000,0.99301829,99.30182862,0.00238970,0.00694877,-0.00455907,1,0,0,0,0,1,0
35899,1,0.00000000,0.97269734,97.26973356,0.00191176,0.00687928,-0.00496752,1,0,0,0,0,1,0
35999,1,0.00000000,0.98710306,98.71030551,0.00152941,0.00681049,-0.00528108,1,0,0,0,0,1,0
36099,1,0.00000000,0.96713210,96.71320978,0.00122352,0.00674238,-0.00551886,1,0,0,0,0,1,0
36199,1,0.00000000,0.99346680,99.34668004,0.00097882,0.00667496,-0.00569614,1,0,0,0,0,1,0
36299,1,0.00000000,0.99529736,99.52973612,0.00078306,0.00660821,-0.00582516,1,0,0,0,0,1,0
36399,1,0.00000000,0.99131872,99.13187227,0.00062644,0.00654213,-0.00591568,1,0,0,0,0,1,0
36499,1,0.00000000,0.99426086,99.42608589,0.00050116,0.00647671,-0.00597555,1,0,0,0,0,1,0
36599,1,0.00000000,0.99650632,99.65063235,0.00040092,0.00641194,-0.00601102,1,0,0,0,0,1,0
36699,1,0.00000000,0.99469759,99.46975945,0.00032074,0.00634782,-0.00602708,1,0,0,0,0,1,0
36799,1,0.00000000,0.98398778,98.39877804,0.00025659,0.00628434,-0.00602775,1,0,0,0,0,1,0
36899,1,0.00000000,0.99192193,99.19219259,0.00020527,0.00622150,-0.00601623,1,0,0,0,0,1,0
36999,1,0.00000549,0.99315244,99.31524391,0.00016532,0.00615934,-0.00599402,1,0,0,0,0,1,0
37099,1,0.00772116,0.90419327,90.41932698,0.00167649,0.00617496,-0.00449847,1,0,0,0,0,1,0
37199,1,0.01522046,0.96380099,96.38009870,0.00438528,0.00626541,-0.00188013,1,0,0,0,0,1,0
37299,1,0.00000000,0.99303437,99.30343738,0.00350822,0.00620276,-0.00269453,1,0,0,0,0,1,0
37399,1,0.00000000,0.99895684,99.89568414,0.00280658,0.00614073,-0.00333415,1,0,0,0,0,1,0
37499,1,0.00000000,0.99817018,99.81701823,0.00224526,0.00607932,-0.00383406,1,0,0,0,0,1,0
37599,1,0.00000000,0.98728470,98.72847033,0.00179621,0.00601853,-0.00422232,1,0,0,0,0,1,0
37699,1,0.00000000,0.99743008,99.74300843,0.00143697,0.00595835,-0.00452138,1,0,0,0,0,1,0
37799,1,0.00000000,0.98726373,98.72637279,0.00114957,0.00589876,-0.00474919,1,0,0,0,0,1,0
37899,1,0.00000000,0.99908034,99.90803356,0.00091966,0.00583977,-0.00492011,1,0,0,0,0,1,0
37999,1,0.00000000,0.99170532,99.17053158,0.00073573,0.00578138,-0.00504565,1,0,0,0,0,1,0
38099,1,0.00000000,0.96299251,96.29925137,0.00058858,0.00572356,-0.00513498,1,0,0,0,0,1,0
38199,1,0.00000000,0.99098367,99.09836739,0.00047087,0.00566633,-0.00519546,1,0,0,0,0,1,0
38299,1,0.00000000,0.98873422,98.87342229,0.00037669,0.00560966,-0.00523297,1,0,0,0,0,1,0
38399,1,0.00000000,0.99397909,99.39790933,0.00030135,0.00555357,-0.00525221,1,0,0,0,0,1,0
38499,1,0.00000000,0.99038813,99.03881276,0.00024108,0.00549803,-0.00525695,1,0,0,0,0,1,0
38599,1,0.00000000,0.99155466,99.15546600,0.00019287,0.00544305,-0.00525018,1,0,0,0,0,1,0
38699,1,0.00000000,0.99552730,99.55273034,0.00015429,0.00538862,-0.00523433,1,0,0,0,0,1,0
38799,1,0.00000000,0.99440002,99.44000248,0.00012343,0.00533473,-0.00521130,1,0,0,0,0,1,0
38899,1,0.00000000,0.99823887,99.82388693,0.00009875,0.00528139,-0.00518264,1,0,0,0,0,1,0
38999,1,0.00000000,0.99727925,99.72792488,0.00007900,0.00522857,-0.00514957,1,0,0,0,0,1,0
39099,1,0.02548066,0.94554134,94.55413427,0.00515933,0.00543109,-0.00027176,1,0,0,0,0,1,0
39199,1,0.00000000,0.99693005,99.69300505,0.00412746,0.00537678,-0.00124932,1,0,0,0,0,1,0
39299,1,0.00000000,0.98268427,98.26842668,0.00330197,0.00532302,-0.00202104,1,0,0,0,0,1,0
39399,1,0.00000000,0.99077682,99.07768248,0.00264158,0.00526979,-0.00262821,1,0,0,0,0,1,0
39499,1,0.00000000,0.99328422,99.32842208,0.00211326,0.00521709,-0.00310383,1,0,0,0,0,1,0
39599,1,0.00000000,0.99685604,99.68560396,0.00169061,0.00516492,-0.00347431,1,0,0,0,0,1,0
39699,1,0.00000000,0.99129250,99.12924985,0.00135249,0.00511327,-0.00376078,1,0,0,0,0,1,0
39799,1,0.00000000,0.98315051,98.31505107,0.00108199,0.00506213,-0.00398014,1,0,0,0,0,1,0
39899,1,0.00000000,0.98890578,98.89057790,0.00086559,0.00501151,-0.00414592,1,0,0,0,0,1,0
39999,1,0.00000000,0.98557978,98.55797791,0.00069247,0.00496140,-0.00426892,1,0,0,0,0,1,0
40099,1,0.00000000,0.93990004,93.99000431,0.00055398,0.00491178,-0.00435781,1,0,0,0,0,1,0
40199,1,0.00000000,0.97854695,97.85469499,0.00044318,0.00486267,-0.00441948,1,0,0,0,0,1,0
40299,1,0.00000000,0.97597878,97.59787843,0.00035455,0.00481404,-0.00445949,1,0,0,0,0,1,0
40399,1,0.00000000,0.99127766,99.12776629,0.00028364,0.00476590,-0.00448226,1,0,0,0,0,1,0
40499,1,0.00000000,0.99515477,99.51547726,0.00022691,0.00471824,-0.00449133,1,0,0,0,0,1,0
40599,1,0.00000000,0.98826884,98.82688426,0.00018153,0.00467106,-0.00448953,1,0,0,0,0,1,0
40699,1,0.00000000,0.98534649,98.53464877,0.00014522,0.00462435,-0.00447912,1,0,0,0,0,1,0
40799,1,0.00000000,0.99194811,99.19481075,0.00011618,0.00457810,-0.00446193,1,0,0,0,0,1,0
40899,1,0.00006321,0.99757633,99.75763290,0.00010558,0.00453295,-0.00442737,1,0,0,0,0,1,0
40999,1,0.00000000,0.99698364,99.69836421,0.00008447,0.00448763,-0.00440316,1,0,0,0,0,1,0
41099,1,0.00000000,0.97325232,97.32523208,0.00006757,0.00444275,-0.00437518,1,0,0,0,0,1,0
41199,1,0.00000000,0.99847728,99.84772751,0.00005406,0.00439832,-0.00434426,1,0,0,0,0,1,0
41299,1,0.00000000,0.99662247,99.66224691,0.00004325,0.00435434,-0.00431109,1,0,0,0,0,1,0
41399,1,0.00000000,0.99605758,99.60575773,0.00003460,0.00431079,-0.00427620,1,0,0,0,0,1,0
41499,1,0.00000000,0.99120226,99.12022641,0.00002768,0.00426769,-0.00424001,1,0,0,0,0,1,0
41599,1,0.00000000,0.99298019,99.29801856,0.00002214,0.00422501,-0.00420287,1,0,0,0,0,1,0
41699,1,0.00000000,0.99189465,99.18946523,0.00001771,0.00418276,-0.00416505,1,0,0,0,0,1,0
41799,1,0.00000000,0.99168414,99.16841406,0.00001417,0.00414093,-0.00412676,1,0,0,0,0,1,0
41899,1,0.00000000,0.99291527,99.29152679,0.00001134,0.00409952,-0.00408819,1,0,0,0,0,1,0
41999,1,0.00000000,0.98669071,98.66907142,0.00000907,0.00405853,-0.00404946,1,0,0,0,0,1,0
42099,1,0.00000000,0.95289251,95.28925093,0.00000726,0.00401794,-0.00401069,1,0,0,0,0,1,0
42199,1,0.00000000,0.99258285,99.25828539,0.00000580,0.00397776,-0.00397196,1,0,0,0,0,1,0
42299,1,0.00000000,0.99524160,99.52416001,0.00000464,0.00393799,-0.00393334,1,0,0,0,0,1,0
42399,1,0.00000000,0.99756448,99.75644816,0.00000371,0.00389861,-0.00389489,1,0,0,0,0,1,0
42499,1,0.00000000,0.99434677,99.43467689,0.00000297,0.00385962,-0.00385665,1,0,0,0,0,1,0
42599,1,0.00000000,0.99339329,99.33932919,0.00000238,0.00382102,-0.00381865,1,0,0,0,0,1,0
42699,1,0.00000000,0.99452968,99.45296807,0.00000190,0.00378281,-0.00378091,1,0,0,0,0,1,0
42799,1,0.00000000,0.99407900,99.40789962,0.00000152,0.00374498,-0.00374346,1,0,0,0,0,1,0
42899,1,0.00000000,0.98825557,98.82555685,0.00000122,0.00370754,-0.00370632,1,0,0,0,0,1,0
42999,1,0.00000000,0.98448408,98.44840783,0.00000097,0.00367046,-0.00366949,1,0,0,0,0,1,0
43099,1,0.00113512,0.95753110,95.75311033,0.00022780,0.00364511,-0.00341730,1,0,0,0,0,1,0
43199,1,0.00000000,0.99679301,99.67930050,0.00018224,0.00360866,-0.00342641,1,0,0,0,0,1,0
43299,1,0.00000000,0.99257347,99.25734701,0.00014579,0.00357257,-0.00342677,1,0,0,0,0,1,0
43399,1,0.00000000,0.99910116,99.91011593,0.00011664,0.00353684,-0.00342021,1,0,0,0,0,1,0
43499,1,0.00000000,0.99709153,99.70915266,0.00009331,0.00350147,-0.00340817,1,0,0,0,0,1,0
43599,1,0.00000000,0.99959907,99.95990727,0.00007465,0.00346646,-0.00339181,1,0,0,0,0,1,0
43699,1,0.00000000,0.99355755,99.35575538,0.00005972,0.00343180,-0.00337208,1,0,0,0,0,1,0
43799,1,0.00000000,0.99561742,99.56174197,0.00004777,0.00339748,-0.00334970,1,0,0,0,0,1,0
43899,1,0.00000000,0.99287423,99.28742288,0.00003822,0.00336350,-0.00332528,1,0,0,0,0,1,0
43999,1,0.00000000,0.99025692,99.02569208,0.00003058,0.00332987,-0.00329929,1,0,0,0,0,1,0
44099,1,0.00006639,0.98273318,98.27331756,0.00003774,0.00329723,-0.00325949,1,0,0,0,0,1,0
44199,1,0.00046952,0.99226762,99.22676220,0.00012410,0.00326896,-0.00314486,1,0,0,0,0,1,0
44299,1,0.00000000,0.99531775,99.53177526,0.00009928,0.00323627,-0.00313699,1,0,0,0,0,1,0
44399,1,0.00000000,0.98573223,98.57322277,0.00007942,0.00320390,-0.00312448,1,0,0,0,0,1,0
44499,1,0.00000000,0.99607680,99.60768003,0.00006354,0.00317186,-0.00310833,1,0,0,0,0,1,0
44599,1,0.00000000,0.99540729,99.54072940,0.00005083,0.00314015,-0.00308932,1,0,0,0,0,1,0
44699,1,0.00000000,0.99761995,99.76199498,0.00004066,0.00310874,-0.00306808,1,0,0,0,0,1,0
44799,1,0.00000000,0.98630860,98.63085996,0.00003253,0.00307766,-0.00304513,1,0,0,0,0,1,0
44899,1,0.00068059,0.99234598,99.23459758,0.00016214,0.00305369,-0.00289154,1,0,0,0,0,1,0
44999,1,0.00000000,0.99908964,99.90896424,0.00012971,0.00302315,-0.00289343,1,0,0,0,0,1,0
45099,1,0.00476088,0.98169859,98.16985864,0.00105595,0.00304053,-0.00198458,1,0,0,0,0,1,0
45199,1,0.00000000,0.99897290,99.89729034,0.00084476,0.00301012,-0.00216536,1,0,0,0,0,1,0
45299,1,0.00000000,0.99889215,99.88921475,0.00067581,0.00298002,-0.00230421,1,0,0,0,0,1,0
45399,1,0.00000000,0.99912790,99.91279001,0.00054065,0.00295022,-0.00240957,1,0,0,0,0,1,0
45499,1,0.00000000,0.99885210,99.88521013,0.00043252,0.00292072,-0.00248820,1,0,0,0,0,1,0
45599,1,0.00000000,0.99733837,99.73383692,0.00034601,0.00289151,-0.00254550,1,0,0,0,0,1,0
45699,1,0.00000000,0.99109615,99.10961458,0.00027681,0.00286260,-0.00258579,1,0,0,0,0,1,0
45799,1,0.00000000,0.99560671,99.56067140,0.00022145,0.00283397,-0.00261252,1,0,0,0,0,1,0
45899,1,0.00000000,0.97455885,97.45588489,0.00017716,0.00280563,-0.00262847,1,0,0,0,0,1,0
45999,1,0.00000000,0.99815322,99.81532207,0.00014173,0.00277757,-0.00263585,1,0,0,0,0,1,0
46099,1,0.00000000,0.96552189,96.55218858,0.00011338,0.00274980,-0.00263642,1,0,0,0,0,1,0
46199,1,0.00114126,0.99739173,99.73917255,0.00031896,0.00273371,-0.00241476,1,0,0,0,0,1,0
46299,1,0.00000000,0.99876421,99.87642067,0.00025517,0.00270638,-0.00245121,1,0,0,0,0,1,0
46399,1,0.00000000,0.99917356,99.91735649,0.00020413,0.00267931,-0.00247518,1,0,0,0,0,1,0
46499,1,0.00000000,0.99868144,99.86814353,0.00016331,0.00265252,-0.00248921,1,0,0,0,0,1,0
46599,1,0.00000000,0.99689206,99.68920561,0.00013064,0.00262599,-0.00249535,1,0,0,0,0,1,0
46699,1,0.00000000,0.99597038,99.59703776,0.00010452,0.00259973,-0.00249522,1,0,0,0,0,1,0
46799,1,0.00000000,0.99959903,99.95990348,0.00008361,0.00257374,-0.00249012,1,0,0,0,0,1,0
46899,1,0.00000000,0.99951710,99.95171027,0.00006689,0.00254800,-0.00248111,1,0,0,0,0,1,0
46999,1,0.00000000,0.99910064,99.91006376,0.00005351,0.00252252,-0.00246901,1,0,0,0,0,1,0
47099,1,0.00000000,0.97292933,97.29293321,0.00004281,0.00249729,-0.00245448,1,0,0,0,0,1,0
47199,1,0.00000000,0.99913968,99.91396823,0.00003425,0.00247232,-0.00243807,1,0,0,0,0,1,0
47299,1,0.00000000,0.99577356,99.57735610,0.00002740,0.00244760,-0.00242020,1,0,0,0,0,1,0
47399,1,0.00000000,0.99320826,99.32082616,0.00002192,0.00242312,-0.00240120,1,0,0,0,0,1,0
47499,1,0.00000000,0.99768386,99.76838600,0.00001753,0.00239889,-0.00238136,1,0,0,0,0,1,0
47599,1,0.00000000,0.99967320,99.96731959,0.00001403,0.00237490,-0.00236087,1,0,0,0,0,1,0
47699,1,0.00000000,0.99996553,99.99655283,0.00001122,0.00235115,-0.00233993,1,0,0,0,0,1,0
47799,1,0.00000000,0.99875034,99.87503415,0.00000898,0.00232764,-0.00231866,1,0,0,0,0,1,0
47899,1,0.00000000,0.99933957,99.93395680,0.00000718,0.00230436,-0.00229718,1,0,0,0,0,1,0
47999,1,0.00000000,0.99984506,99.98450572,0.00000575,0.00228132,-0.00227557,1,0,0,0,0,1,0
48099,1,0.00000000,0.96001488,96.00148756,0.00000460,0.00225851,-0.00225391,1,0,0,0,0,1,0
48199,1,0.00000000,0.99950949,99.95094914,0.00000368,0.00223592,-0.00223225,1,0,0,0,0,1,0
48299,1,0.00000000,0.99454373,99.45437289,0.00000294,0.00221356,-0.00221062,1,0,0,0,0,1,0
48399,1,0.00000000,0.99517176,99.51717633,0.00000235,0.00219143,-0.00218907,1,0,0,0,0,1,0
48499,1,0.00000000,0.99209293,99.20929332,0.00000188,0.00216951,-0.00216763,1,0,0,0,0,1,0
48599,1,0.00000000,0.99796777,99.79677692,0.00000151,0.00214782,-0.00214631,1,0,0,0,0,1,0
48699,1,0.00000000,0.99444659,99.44465891,0.00000120,0.00212634,-0.00212513,1,0,0,0,0,1,0
48799,1,0.00000000,0.99980565,99.98056521,0.00000096,0.00210508,-0.00210411,1,0,0,0,0,1,0
48899,1,0.00000000,0.99810895,99.81089496,0.00000077,0.00208403,-0.00208325,1,0,0,0,0,1,0
48999,1,0.00021228,0.99968431,99.96843106,0.00004307,0.00206531,-0.00202224,1,0,0,0,0,1,0
49099,1,0.00207955,0.95484765,95.48476467,0.00045037,0.00206545,-0.00161508,1,0,0,0,0,1,0
49199,1,0.00000000,0.99716759,99.71675927,0.00036030,0.00204480,-0.00168450,1,0,0,0,0,1,0
49299,1,0.00000000,0.99445454,99.44545433,0.00028824,0.00202435,-0.00173611,1,0,0,0,0,1,0
49399,1,0.00000000,0.99805142,99.80514182,0.00023059,0.00200410,-0.00177352,1,0,0,0,0,1,0
49499,1,0.00000000,0.99343966,99.34396587,0.00018447,0.00198406,-0.00179959,1,0,0,0,0,1,0
49599,1,0.00000000,0.99919951,99.91995123,0.00014758,0.00196422,-0.00181665,1,0,0,0,0,1,0
49699,1,0.00000000,0.99316398,99.31639835,0.00011806,0.00194458,-0.00182652,1,0,0,0,0,1,0
49799,1,0.00000000,0.98603968,98.60396803,0.00009445,0.00192514,-0.00183069,1,0,0,0,0,1,0
49899,1,0.00000000,0.99954516,99.95451648,0.00007556,0.00190588,-0.00183032,1,0,0,0,0,1,0
49999,1,0.00000000,0.99886912,99.88691174,0.00006045,0.00188682,-0.00182638,1,0,0,0,0,1,0
50099,1,0.14781093,0.98384365,98.38436456,0.02961054,0.00334607,0.02626448,1,0,0,0,0,1,0
50199,1,0.67135826,0.97639080,97.63907981,0.15796009,0.01002619,0.14793390,1,0,0,0,0,1,0
50299,1,0.47401093,0.99976642,99.97664167,0.22117025,0.01466604,0.20650422,1,0,1,0,0,1,0
50399,1,0.55871638,0.99204300,99.20429977,0.28867948,0.02010654,0.26857294,1,0,2,0,0,1,0
50499,1,0.38225091,0.99407325,99.40732462,0.30739376,0.02372798,0.28366578,0,1,0,0,0,1,0
60599,0,0.00000000,0.03431318,3.43131815,nan,nan,nan,0,0,0,0,0,0,20
60699,0,0.00123142,0.13991959,13.99195915,nan,nan,nan,0,0,0,0,0,0,20
60799,1,0.00040535,0.25485812,25.48581231,0.00040535,0.00040535,0.00000000,0,0,0,0,0,0,19
60899,1,0.00076907,0.29702601,29.70260077,0.00047809,0.00040898,0.00006911,0,0,0,0,0,0,18
60999,1,0.00288295,0.39457984,39.45798356,0.00095906,0.00043372,0.00052534,0,0,0,0,0,0,17
61099,0,0.00150627,0.11042286,11.04228648,0.00095906,0.00043372,0.00052534,0,0,0,0,0,0,17
61199,1,0.00000000,0.48886329,48.88632861,0.00076725,0.00042939,0.00033786,0,0,0,0,0,0,16
61299,1,0.00023903,0.52842221,52.84222131,0.00066161,0.00042748,0.00023412,0,0,0,0,0,0,15
61399,1,0.00071053,0.57359669,57.35966853,0.00067139,0.00043031,0.00024108,0,0,0,0,0,0,14
61499,1,0.00004061,0.65104227,65.10422734,0.00054524,0.00042642,0.00011882,0,0,0,0,0,0,13
61599,1,0.00221316,0.62385176,62.38517611,0.00087882,0.00044428,0.00043454,0,0,0,0,0,0,12
61699,1,0.00595796,0.61009852,61.00985228,0.00189465,0.00049942,0.00139523,0,0,0,0,0,0,11
61799,1,0.00661185,0.61329810,61.32981016,0.00283809,0.00056054,0.00227754,0,0,0,0,0,0,10
61899,1,0.00151047,0.72462032,72.46203182,0.00257256,0.00057004,0.00200252,0,0,0,0,0,0,9
61999,1,0.01347665,0.74721235,74.72123464,0.00475338,0.00069911,0.00405427,0,0,0,0,0,0,8
62099,0,0.06612281,0.12688697,12.68869669,0.00475338,0.00069911,0.00405427,0,0,0,0,0,0,8
62199,1,0.00000000,0.61206217,61.20621730,0.00380270,0.00069212,0.00311059,0,0,0,0,0,0,7
62299,1,0.00045877,0.78008179,78.00817869,0.00313392,0.00068979,0.00244413,0,0,0,0,0,0,6
62399,1,0.00000000,0.82669232,82.66923225,0.00250713,0.00068289,0.00182425,0,0,0,0,0,0,5
62499,1,0.00020087,0.76509516,76.50951624,0.00204588,0.00067807,0.00136782,0,0,0,0,0,0,4
62599,1,0.00000000,0.77404230,77.40422975,0.00163671,0.00067129,0.00096542,0,0,0,0,0,0,3
62699,1,0.00000000,0.80657054,80.65705365,0.00130936,0.00066457,0.00064479,0,0,0,0,0,0,2
62799,1,0.00000000,0.79778664,79.77866412,0.00104749,0.00065793,0.00038956,0,0,0,0,0,0,1
62899,1,0.00000000,0.81079727,81.07972709,0.00083799,0.00065135,0.00018664,0,0,0,0,0,0,0
62999,1,0.00000000,0.86170395,86.17039516,0.00067039,0.00064484,0.00002556,0,0,0,1,0,0,0
63099,1,0.00057724,0.53457289,53.45728893,0.00065176,0.00064416,0.00000760,0,0,0,2,0,0,0
63199,1,0.00000000,0.84822202,84.82220169,0.00052141,0.00063772,-0.00011631,0,0,0,3,0,0,0
63299,1,0.00000000,0.84818212,84.81821220,0.00041713,0.00063134,-0.00021421,1,0,0,0,0,1,0
63399,1,0.00000000,0.86411256,86.41125580,0.00033370,0.00062503,-0.00029132,1,0,0,0,0,1,0
63499,1,0.00000000,0.87963447,87.96344725,0.00026696,0.00061878,-0.00035181,1,0,0,0,0,1,0
63599,1,0.00212452,0.87986036,87.98603580,0.00063847,0.00063383,0.00000464,1,0,0,0,0,1,0
63699,1,0.00488692,0.88682422,88.68242175,0.00148816,0.00067637,0.00081180,1,0,0,0,0,1,0
63799,1,0.00455748,0.86635063,86.63506312,0.00210203,0.00071518,0.00138685,1,0,0,0,0,1,0
63899,1,0.00289628,0.90679443,90.67944340,0.00226088,0.00073699,0.00152389,1,0,0,0,0,1,0
63999,1,0.00450667,0.92465728,92.46572796,0.00271004,0.00077468,0.00193535,1,0,0,0,0,1,0
64099,1,0.00027272,0.56094898,56.09489762,0.00222257,0.00076966,0.00145291,1,0,0,0,0,1,0
64199,1,0.00372865,0.84255619,84.25561895,0.00252379,0.00079925,0.00172453,1,0,0,0,0,1,0
64299,1,0.00262614,0.94023920,94.02392046,0.00254426,0.00081752,0.00172674,1,0,0,0,0,1,0
64399,1,0.00292805,0.90325596,90.32559599,0.00262102,0.00083863,0.00178239,1,0,0,0,0,1,0
64499,1,0.00103579,0.94454873,94.45487279,0.00230397,0.00084060,0.00146337,1,0,0,0,0,1,0
64599,1,0.00104060,0.89141021,89.14102106,0.00205130,0.00084260,0.00120870,1,0,0,0,0,1,0
64699,1,0.00000000,0.92174839,92.17483883,0.00164104,0.00083417,0.00080686,1,0,0,0,0,1,0
64799,1,0.00064074,0.85100571,85.10057073,0.00144098,0.00083224,0.00060874,1,0,0,0,0,1,0
64899,1,0.00000000,0.84078519,84.07851859,0.00115278,0.00082392,0.00032887,1,0,0,0,0,1,0
64999,1,0.00000000,0.85945130,85.94513009,0.00092223,0.00081568,0.00010655,1,0,0,0,0,1,0
65099,1,0.02089799,0.29996691,29.99669107,0.00491738,0.00101650,0.00390088,1,0,0,0,0,1,0
65199,1,0.72255973,0.50872828,50.87282785,0.14844585,0.00823193,0.14021391,1,0,0,0,0,1,0
65299,1,1.00000000,0.58900127,58.90012698,0.31875668,0.01814961,0.30060706,1,0,1,0,0,1,0
65399,1,0.99105369,0.61503194,61.50319446,0.45321608,0.02787866,0.42533743,1,0,2,0,0,1,0
65499,1,0.98727669,0.37212442,37.21244181,0.56002820,0.03747264,0.52255557,0,1,0,0,0,1,0
75599,0,0.00000000,0.06922211,6.92221140,nan,nan,nan,0,0,0,0,0,0,20
75699,0,0.00000000,0.24617848,24.61784830,nan,nan,nan,0,0,0,0,0,0,20
75799,1,0.00000000,0.37435310,37.43531020,0.00000000,0.00000000,0.00000000,0,0,0,0,0,0,19
75899,1,0.00000000,0.47268561,47.26856139,0.00000000,0.00000000,0.00000000,0,0,0,0,0,0,18
75999,1,0.00000000,0.54261836,54.26183595,0.00000000,0.00000000,0.00000000,0,0,0,0,0,0,17
76099,0,0.14846646,0.05034858,5.03485777,0.00000000,0.00000000,0.00000000,0,0,0,0,0,0,17
76199,1,0.00011443,0.47304352,47.30435222,0.00002289,0.00000114,0.00002174,0,0,0,0,0,0,16
76299,1,0.00000000,0.64005849,64.00584880,0.00001831,0.00000113,0.00001718,0,0,0,0,0,0,15
76399,1,0.00000000,0.67190882,67.19088166,0.00001465,0.00000112,0.00001353,0,0,0,0,0,0,14
76499,1,0.00033296,0.65494148,65.49414810,0.00007831,0.00000444,0.00007387,0,0,0,0,0,0,13
76599,1,0.00000740,0.75086618,75.08661829,0.00006413,0.00000447,0.00005966,0,0,0,0,0,0,12
76699,1,0.00045839,0.77329193,77.32919255,0.00014298,0.00000901,0.00013397,0,0,0,0,0,0,11
76799,1,0.00000000,0.82426591,82.42659142,0.00011439,0.00000892,0.00010547,0,0,0,0,0,0,10
76899,1,0.00160162,0.80175596,80.17559553,0.00041183,0.00002485,0.00038699,0,0,0,0,0,0,9
76999,1,0.00000000,0.77998856,77.99885567,0.00032947,0.00002460,0.00030487,0,0,0,0,0,0,8
77099,0,0.22066130,0.24164633,24.16463292,0.00032947,0.00002460,0.00030487,0,0,0,0,0,0,8
77199,1,0.01867850,0.70703770,70.70376976,0.00399927,0.00021114,0.00378814,0,0,0,0,0,0,7
77299,1,0.00000000,0.87676712,87.67671223,0.00319942,0.00020902,0.00299039,0,0,0,0,0,0,6
77399,1,0.00000000,0.86649992,86.64999231,0.00255953,0.00020693,0.00235260,0,0,0,0,0,0,5
77499,1,0.00054272,0.91378427,91.37842750,0.00215617,0.00021029,0.00194588,0,0,0,0,0,0,4
77599,1,0.00000000,0.89508139,89.50813888,0.00172494,0.00020819,0.00151675,0,0,0,0,0,0,3
77699,1,0.00000000,0.91875244,91.87524393,0.00137995,0.00020611,0.00117384,0,0,0,0,0,0,2
77799,1,0.00000000,0.91919632,91.91963218,0.00110396,0.00020405,0.00089991,0,0,0,0,0,0,1
77899,1,0.00042418,0.91735363,91.73536258,0.00096800,0.00020625,0.00076175,0,0,0,0,0,0,0
77999,1,0.00000000,0.94251729,94.25172869,0.00077440,0.00020419,0.00057022,0,0,0,1,0,0,0
78099,1,0.02467801,0.29514872,29.51487173,0.00555512,0.00044892,0.00510620,0,0,0,2,0,0,0
78199,1,0.00000000,0.91207089,91.20708892,0.00444410,0.00044443,0.00399966,0,0,0,3,0,0,0
78299,1,0.00000000,0.94387095,94.38709542,0.00355528,0.00043999,0.00311529,1,0,0,0,0,1,0
78399,1,0.00000000,0.96795115,96.79511496,0.00284422,0.00043559,0.00240863,1,0,0,0,0,1,0
78499,1,0.00185266,0.95390458,95.39045816,0.00264591,0.00044976,0.00219615,1,0,0,0,0,1,0
78599,1,0.00000000,0.92311000,92.31100011,0.00211673,0.00044526,0.00167146,1,0,0,0,0,1,0
78699,1,0.00134112,0.93556005,93.55600473,0.00196161,0.00045422,0.00150738,1,0,0,0,0,1,0
78799,1,0.00000000,0.94381659,94.38165909,0.00156929,0.00044968,0.00111961,1,0,0,0,0,1,0
78899,1,0.00079504,0.94539697,94.53969671,0.00141444,0.00045313,0.00096130,1,0,0,0,0,1,0
78999,1,0.00027413,0.93284674,93.28467371,0.00118637,0.00045134,0.00073503,1,0,0,0,0,1,0
79099,1,0.03291990,0.32231561,32.23156079,0.00753308,0.00077603,0.00675705,1,0,0,0,0,1,0
79199,1,0.00000000,0.91089656,91.08965640,0.00602646,0.00076827,0.00525820,1,0,0,0,0,1,0
79299,1,0.00067574,0.93115631,93.11563142,0.00495632,0.00076734,0.00418898,1,0,0,0,0,1,0
79399,1,0.00000000,0.93617785,93.61778494,0.00396505,0.00075967,0.00320539,1,0,0,0,0,1,0
79499,1,0.00011000,0.95863804,95.86380413,0.00319404,0.00075317,0.00244087,1,0,0,0,0,1,0
79599,1,0.00000000,0.96510417,96.51041691,0.00255523,0.00074564,0.00180959,1,0,0,0,0,1,0
79699,1,0.00001083,0.93240796,93.24079615,0.00204635,0.00073829,0.00130806,1,0,0,0,0,1,0
79799,1,0.00091652,0.95599274,95.59927429,0.00182039,0.00074008,0.00108031,1,0,0,0,0,1,0
79899,1,0.00102003,0.94707779,94.70777914,0.00166031,0.00074287,0.00091744,1,0,0,0,0,1,0
