step,fast_slow_gap,fast_wins,gap_evidence,state_action_pseudo_count,state_action_familiarity_weight,familiarity_ready,familiarity_warmup_remaining,block_completed,block_valid,block_evidence,block_familiarity,block_weight_sum,q_short,q_long,rate_gap,detector_armed,regime_change,positive_streak,initial_stabilization_streak,rearm_streak,initial_arming_complete,rate_warmup_remaining,adaptation_active,adaptation_remaining,predictor_lr,active_slow_ema,initial_warmup_remaining,log_p_fast,log_p_slow,fast_mean_total_var,slow_mean_total_var,fast_mean_epistemic_var,slow_mean_epistemic_var,predictor_nll
43600,-0.18718624,0,0.00000000,137,0.99999888,1,0,0,0,nan,nan,nan,0.00007465,0.00346646,-0.00339181,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-10.45140743,-10.26422119,24.19058228,24.16004753,0.08788911,0.08742131,12.29450607
43699,-0.61178875,0,0.00000000,291,1.00000000,1,0,1,1,0.00000000,0.99355755,99.35575538,0.00005972,0.00343180,-0.00337208,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-13.86571693,-13.25392818,14.72250748,14.77366447,0.05940453,0.05332360,14.69612535
43700,0.01411915,1,0.00000000,74,0.99938875,1,0,0,0,nan,nan,nan,0.00005972,0.00343180,-0.00337208,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-7.37632942,-7.39044857,13.47666550,13.56100559,0.06234887,0.05841818,7.74357963
43799,-0.35801983,0,0.00000000,56,0.99630214,1,0,1,1,0.00000000,0.99561742,99.56174197,0.00004777,0.00339748,-0.00334970,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-9.53740311,-9.17938328,26.26780319,26.28297615,0.08129945,0.08880915,13.80972266
43800,-0.37222385,0,0.00000000,294,1.00000000,1,0,0,0,nan,nan,nan,0.00004777,0.00339748,-0.00334970,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-9.29821301,-8.92598915,18.20653534,18.39413452,0.06477525,0.05668719,8.33791733
43899,0.39809799,1,0.00000000,320,1.00000000,1,0,1,1,0.00000000,0.99287423,99.28742288,0.00003822,0.00336350,-0.00332528,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-10.72489357,-11.12299156,12.67501736,13.00637817,0.03630685,0.03796384,11.05472040
43900,0.17984390,1,0.00000000,70,0.99908812,1,0,0,0,nan,nan,nan,0.00003822,0.00336350,-0.00332528,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-9.89901924,-10.07886314,17.26922417,17.75444031,0.11024254,0.10481038,10.38518429
43999,0.01484871,1,0.00000000,377,1.00000000,1,0,1,1,0.00000000,0.99025692,99.02569208,0.00003058,0.00332987,-0.00329929,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-11.28247261,-11.29732132,17.15325928,16.94609451,0.07736364,0.07006070,11.61625028
44000,-0.02791595,0,0.00000000,458,1.00000000,1,0,0,0,nan,nan,nan,0.00003058,0.00332987,-0.00329929,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-36.09432983,-36.06641388,1.86313462,1.85788178,0.02543195,0.02478947,36.53410149
44099,-0.48054028,0,0.00000000,456,1.00000000,1,0,1,1,0.00006639,0.98273318,98.27331756,0.00003774,0.00329723,-0.00325949,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-10.46383286,-9.98329258,19.77033806,18.67399025,0.06438471,0.06464900,11.11687708
44100,-0.53919983,0,0.00000000,215,1.00000000,1,0,0,0,nan,nan,nan,0.00003774,0.00329723,-0.00325949,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-12.20877552,-11.66957569,15.04294872,14.50988960,0.05014256,0.05117294,12.85743942
44199,-0.50243950,0,0.00000000,315,1.00000000,1,0,1,1,0.00046952,0.99226762,99.22676220,0.00012410,0.00326896,-0.00314486,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-8.08902931,-7.58658981,12.58144093,12.49375439,0.05111956,0.05335054,7.96309948
44200,-0.35188484,0,0.00000000,274,1.00000000,1,0,0,0,nan,nan,nan,0.00012410,0.00326896,-0.00314486,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-11.65319061,-11.30130577,18.48852348,18.04937172,0.07354447,0.07512692,11.27081609
44299,0.35436821,1,0.00000000,95,0.99992515,1,0,1,1,0.00000000,0.99531775,99.53177526,0.00009928,0.00323627,-0.00313699,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-9.48498154,-9.83934975,19.98566055,20.94303322,0.05723916,0.05541337,10.11549914
44300,-1.23363209,0,0.00000000,144,0.99999944,1,0,0,0,nan,nan,nan,0.00009928,0.00323627,-0.00313699,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-9.98753929,-8.75390720,17.10127068,17.58768082,0.13064985,0.13257715,11.08772850
44399,-0.07922268,0,0.00000000,202,1.00000000,1,0,1,1,0.00000000,0.98573223,98.57322277,0.00007942,0.00320390,-0.00312448,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-8.48574448,-8.40652180,14.77280521,14.94460011,0.05092722,0.05234714,8.44622612
44400,-0.34599018,0,0.00000000,70,0.99908812,1,0,0,0,nan,nan,nan,0.00007942,0.00320390,-0.00312448,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-12.09885788,-11.75286770,18.59257317,18.42837524,0.12274528,0.11503768,13.27196280
44499,-0.13202095,0,0.00000000,520,1.00000000,1,0,1,1,0.00000000,0.99607680,99.60768003,0.00006354,0.00317186,-0.00310833,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-14.82970238,-14.69768143,15.32756233,15.12514782,0.11202142,0.10415598,15.53706193
44500,-0.22523117,0,0.00000000,171,0.99999996,1,0,0,0,nan,nan,nan,0.00006354,0.00317186,-0.00310833,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-9.99083328,-9.76560211,17.23781395,17.75032425,0.06786832,0.06386125,12.16026115
44599,0.37710953,1,0.00000000,146,0.99999954,1,0,1,1,0.00000000,0.99540729,99.54072940,0.00005083,0.00314015,-0.00308932,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-12.18600655,-12.56311607,23.47991371,23.10854149,0.12878166,0.11550651,14.07545312
44600,-0.58536530,0,0.00000000,65,0.99849656,1,0,0,0,nan,nan,nan,0.00005083,0.00314015,-0.00308932,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-9.45263863,-8.86727333,21.64322853,22.41119003,0.10266872,0.10410242,16.21506405
44699,0.22370625,1,0.00000000,118,0.99999250,1,0,1,1,0.00000000,0.99761995,99.76199498,0.00004066,0.00310874,-0.00306808,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-9.56707287,-9.79077911,20.54178238,21.07995987,0.09420478,0.09425024,20.26668866
44700,1.57939625,1,0.00000000,240,1.00000000,1,0,0,0,nan,nan,nan,0.00004066,0.00310874,-0.00306808,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-12.32474232,-13.90413857,13.72980881,14.03409481,0.03652579,0.03344134,12.81953182
44799,0.07204247,1,0.00000000,49,0.99255342,1,0,1,1,0.00000000,0.98630860,98.63085996,0.00003253,0.00307766,-0.00304513,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-13.10070038,-13.17274284,14.84360123,15.84678459,0.07851169,0.08070620,16.05397002
44800,0.96288204,1,0.00000000,255,1.00000000,1,0,0,0,nan,nan,nan,0.00003253,0.00307766,-0.00304513,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-15.47796345,-16.44084549,18.28517532,18.20342445,0.06509132,0.05814070,16.72717222
44899,0.44054508,1,0.00000000,200,1.00000000,1,0,1,1,0.00068059,0.99234598,99.23459758,0.00016214,0.00305369,-0.00289154,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-10.53851032,-10.97905540,21.78011322,21.49618530,0.12325414,0.11309198,11.85279751
44900,-2.36980724,0,0.00000000,147,0.99999959,1,0,0,0,nan,nan,nan,0.00016214,0.00305369,-0.00289154,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-13.69369411,-11.32388687,17.82475853,17.89236832,0.04844795,0.04662891,15.42309443
44999,-0.38460159,0,0.00000000,115,0.99998987,1,0,1,1,0.00000000,0.99908964,99.90896424,0.00012971,0.00302315,-0.00289343,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-9.06444740,-8.67984581,16.59839630,17.12484932,0.07753491,0.07295457,8.01285553
45000,0.85085678,1,0.00000000,228,1.00000000,1,0,0,0,nan,nan,nan,0.00012971,0.00302315,-0.00289343,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-41.96455002,-42.81540680,1.94516134,1.93978369,0.03868584,0.03455618,43.23440266
45099,-1.89583683,0,0.00000000,262,1.00000000,1,0,1,1,0.00476088,0.98169859,98.16985864,0.00105595,0.00304053,-0.00198458,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-8.28218174,-6.38634491,19.28813934,19.52181244,0.06038404,0.06408186,10.15008545
45100,-0.37786007,0,0.00000000,251,1.00000000,1,0,0,0,nan,nan,nan,0.00105595,0.00304053,-0.00198458,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-10.81581020,-10.43795013,18.22978783,17.99361992,0.07767778,0.08076047,11.21576468
45199,0.22355080,1,0.00000000,83,0.99975148,1,0,1,1,0.00000000,0.99897290,99.89729034,0.00084476,0.00301012,-0.00216536,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-9.09559250,-9.31914330,20.94946671,20.49023819,0.09648841,0.08975646,nan
45200,0.02097511,1,0.00000000,113,0.99998763,1,0,0,0,nan,nan,nan,0.00084476,0.00301012,-0.00216536,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-6.34227753,-6.36325264,16.53102875,16.43755913,0.09086411,0.08351538,6.72389587
45299,0.41524124,1,0.00000000,213,1.00000000,1,0,1,1,0.00000000,0.99889215,99.88921475,0.00067581,0.00298002,-0.00230421,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-6.45469713,-6.86993837,17.36785126,17.37761688,0.06439856,0.06716614,7.54842401
45300,1.38883114,1,0.00000000,637,1.00000000,1,0,0,0,nan,nan,nan,0.00067581,0.00298002,-0.00230421,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-7.57831955,-8.96715069,16.13258553,16.17002869,0.05871717,0.06075848,7.46785450
45399,-0.32236624,0,0.00000000,169,0.99999995,1,0,1,1,0.00000000,0.99912790,99.91279001,0.00054065,0.00295022,-0.00240957,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-6.65949345,-6.33712721,22.61684418,23.87608910,0.10290996,0.10650715,12.32220491
45400,0.96620846,1,0.00000000,155,0.99999981,1,0,0,0,nan,nan,nan,0.00054065,0.00295022,-0.00240957,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-7.13404846,-8.10025692,13.65065479,14.86182499,0.07007537,0.07691638,7.36722946
45499,0.46826363,1,0.00000000,194,1.00000000,1,0,1,1,0.00000000,0.99885210,99.88521013,0.00043252,0.00292072,-0.00248820,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-16.14412689,-16.61239052,11.81682301,12.02519321,0.06403466,0.06216411,17.41714986
45500,0.54035187,1,0.00000000,259,1.00000000,1,0,0,0,nan,nan,nan,0.00043252,0.00292072,-0.00248820,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-7.08001995,-7.62037182,16.16017532,16.67445183,0.11801510,0.11533327,6.72564363
45599,-0.12160110,0,0.00000000,162,0.99999991,1,0,1,1,0.00000000,0.99733837,99.73383692,0.00034601,0.00289151,-0.00254550,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-8.83474922,-8.71314812,15.38141251,16.01357460,0.06801312,0.06995370,8.78967222
45600,-0.50151300,0,0.00000000,178,0.99999998,1,0,0,0,nan,nan,nan,0.00034601,0.00289151,-0.00254550,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-7.88254499,-7.38103199,11.37349701,12.63423538,0.03496455,0.03308690,7.50769965
45699,-0.66710377,0,0.00000000,196,1.00000000,1,0,1,1,0.00000000,0.99109615,99.10961458,0.00027681,0.00286260,-0.00258579,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-9.05555248,-8.38844872,11.55373001,12.81902885,0.06058041,0.06409822,9.66480041
45700,-0.92627525,0,0.00000000,160,0.99999989,1,0,0,0,nan,nan,nan,0.00027681,0.00286260,-0.00258579,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-11.83088112,-10.90460587,21.48180389,21.92968369,0.09552404,0.08835141,14.34362570
45799,0.17207241,1,0.00000000,98,0.99994455,1,0,1,1,0.00000000,0.99560671,99.56067140,0.00022145,0.00283397,-0.00261252,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-10.27978230,-10.45185471,13.04488754,13.53577995,0.07180900,0.06794263,11.65196864
45800,-0.14967060,0,0.00000000,147,0.99999959,1,0,0,0,nan,nan,nan,0.00022145,0.00283397,-0.00261252,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-12.07874680,-11.92907619,22.54643250,22.70900536,0.10212105,0.09672244,13.19577909
45899,-1.04825401,0,0.00000000,396,1.00000000,1,0,1,1,0.00000000,0.97455885,97.45588489,0.00017716,0.00280563,-0.00262847,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-8.89587975,-7.84762573,14.79577255,14.86004639,0.02937343,0.03387028,8.05572224
45900,-0.56924629,0,0.00000000,415,1.00000000,1,0,0,0,nan,nan,nan,0.00017716,0.00280563,-0.00262847,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-8.08835030,-7.51910400,16.27939987,16.08339119,0.06472895,0.05443179,12.74002361
45999,0.25361252,1,0.00000000,36,0.97267628,1,0,1,1,0.00000000,0.99815322,99.81532207,0.00014173,0.00277757,-0.00263585,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-10.06164169,-10.31525421,13.84337044,14.04323006,0.04641546,0.04308198,10.38279692
46000,0.47245407,1,0.00000000,323,1.00000000,1,0,0,0,nan,nan,nan,0.00014173,0.00277757,-0.00263585,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-37.99298096,-38.46543503,1.73670256,1.71531725,0.03127784,0.02938303,37.95811176
46099,-0.43169880,0,0.00000000,168,0.99999995,1,0,1,1,0.00000000,0.96552189,96.55218858,0.00011338,0.00274980,-0.00263642,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-9.21768951,-8.78599072,17.00522614,15.96540642,0.05478774,0.05937705,9.42205811
46100,-0.95535755,0,0.00000000,263,1.00000000,1,0,0,0,nan,nan,nan,0.00011338,0.00274980,-0.00263642,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-9.40903473,-8.45367718,14.85292053,14.03461647,0.09052256,0.07448018,15.63846302
46199,-0.24605560,0,0.00000000,35,0.96980262,1,0,1,1,0.00114126,0.99739173,99.73917255,0.00031896,0.00273371,-0.00241476,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-11.34649658,-11.10044098,10.04833412,9.78332424,0.06608507,0.05996154,11.57460181
46200,0.62400055,1,0.00000000,258,1.00000000,1,0,0,0,nan,nan,nan,0.00031896,0.00273371,-0.00241476,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-15.07077789,-15.69477844,19.00951767,17.10526085,0.13950540,0.13420364,14.93963099
46299,-0.08435345,0,0.00000000,85,0.99979653,1,0,1,1,0.00000000,0.99876421,99.87642067,0.00025517,0.00270638,-0.00245121,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-12.76558018,-12.68122673,18.22553253,16.98509789,0.08445509,0.08165773,14.62753487
46300,0.70586872,1,0.00000000,296,1.00000000,1,0,0,0,nan,nan,nan,0.00025517,0.00270638,-0.00245121,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-12.72051620,-13.42638493,29.31688499,27.09259224,0.16668528,0.15760577,15.66592852
46399,-1.24305534,0,0.00000000,79,0.99962926,1,0,1,1,0.00000000,0.99917356,99.91735649,0.00020413,0.00267931,-0.00247518,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-7.81466007,-6.57160473,12.83915234,12.78386307,0.05817999,0.05466986,9.82322752
46400,0.81060028,1,0.00000000,245,1.00000000,1,0,0,0,nan,nan,nan,0.00020413,0.00267931,-0.00247518,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-19.98714066,-20.79774094,14.49151230,13.56828785,0.04517154,0.03926708,20.64503956
46499,0.21068096,1,0.00000000,300,1.00000000,1,0,1,1,0.00000000,0.99868144,99.86814353,0.00016331,0.00265252,-0.00248921,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-14.67932224,-14.89000320,21.25411034,19.48076439,0.07049784,0.05871805,15.12824106
46500,-1.47460651,0,0.00000000,135,0.99999863,1,0,0,0,nan,nan,nan,0.00016331,0.00265252,-0.00248921,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-9.91342926,-8.43882275,24.48461151,23.12949944,0.06803000,0.05616526,9.62199306
46599,0.35601711,1,0.00000000,121,0.99999444,1,0,1,1,0.00000000,0.99689206,99.68920561,0.00013064,0.00262599,-0.00249535,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-7.03168869,-7.38770580,14.76851273,15.86580276,0.12661903,0.10894004,8.61092138
46600,0.37583065,1,0.00000000,285,1.00000000,1,0,0,0,nan,nan,nan,0.00013064,0.00262599,-0.00249535,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-14.68009186,-15.05592251,13.31317520,13.15805435,0.09511079,0.08782829,14.70515394
46699,0.24318981,1,0.00000000,93,0.99990858,1,0,1,1,0.00000000,0.99597038,99.59703776,0.00010452,0.00259973,-0.00249522,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-9.82948494,-10.07267475,17.70507431,16.89898491,0.06387036,0.05393596,10.83223224
46700,-0.30158377,0,0.00000000,265,1.00000000,1,0,0,0,nan,nan,nan,0.00010452,0.00259973,-0.00249522,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-7.93377495,-7.63219118,23.65600777,22.69800568,0.12077924,0.10555853,9.65933943
46799,0.09075165,1,0.00000000,116,0.99999083,1,0,1,1,0.00000000,0.99959903,99.95990348,0.00008361,0.00257374,-0.00249012,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-10.57128048,-10.66203213,19.71487427,18.33827400,0.10633235,0.10079377,10.91077805
46800,0.22332954,1,0.00000000,199,1.00000000,1,0,0,0,nan,nan,nan,0.00008361,0.00257374,-0.00249012,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-5.24954319,-5.47287273,22.40887260,22.05925369,0.10580117,0.09024244,4.73470736
46899,0.20840359,1,0.00000000,392,1.00000000,1,0,1,1,0.00000000,0.99951710,99.95171027,0.00006689,0.00254800,-0.00248111,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-9.94659138,-10.15499496,17.44273949,17.07859802,0.13844514,0.12261382,10.55357838
46900,-0.72480679,0,0.00000000,106,0.99997508,1,0,0,0,nan,nan,nan,0.00006689,0.00254800,-0.00248111,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-6.97865391,-6.25384712,15.90680981,16.06702995,0.06221770,0.05818537,7.56509113
46999,-0.80797386,0,0.00000000,266,1.00000000,1,0,1,1,0.00000000,0.99910064,99.91006376,0.00005351,0.00252252,-0.00246901,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-12.70574570,-11.89777184,24.16110992,22.87404633,0.14344637,0.13726279,14.91137664
47000,0.47371292,1,0.00000000,258,1.00000000,1,0,0,0,nan,nan,nan,0.00005351,0.00252252,-0.00246901,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-51.88743210,-52.36114502,1.91888702,1.88334703,0.03503075,0.03491596,52.32183647
47099,-1.15516043,0,0.00000000,224,1.00000000,1,0,1,1,0.00000000,0.97292933,97.29293321,0.00004281,0.00249729,-0.00245448,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-6.49233770,-5.33717728,14.13308239,13.00626469,0.06255908,0.06185906,7.42726707
47100,0.25328636,1,0.00000000,154,0.99999979,1,0,0,0,nan,nan,nan,0.00004281,0.00249729,-0.00245448,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-13.28710747,-13.54039383,21.85411072,19.46720314,0.10735643,0.10474233,14.39418316
47199,-0.65760946,0,0.00000000,182,0.99999999,1,0,1,1,0.00000000,0.99913968,99.91396823,0.00003425,0.00247232,-0.00243807,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-6.99364281,-6.33603334,17.98743439,16.76690292,0.05250214,0.04591824,8.54295731
47200,0.41477299,1,0.00000000,353,1.00000000,1,0,0,0,nan,nan,nan,0.00003425,0.00247232,-0.00243807,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-6.66864204,-7.08341503,14.42547417,13.60709667,0.07605079,0.06993952,7.03137469
47299,-0.83382750,0,0.00000000,206,1.00000000,1,0,1,1,0.00000000,0.99577356,99.57735610,0.00002740,0.00244760,-0.00242020,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-6.62039566,-5.78656816,18.17013550,17.73097801,0.06829799,0.05779486,7.59582980
47300,0.09074259,1,0.00000000,189,0.99999999,1,0,0,0,nan,nan,nan,0.00002740,0.00244760,-0.00242020,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-5.95432949,-6.04507208,13.98116875,14.08815479,0.04830130,0.04488253,5.74505126
47399,0.19689178,1,0.00000000,345,1.00000000,1,0,1,1,0.00000000,0.99320826,99.32082616,0.00002192,0.00242312,-0.00240120,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-7.56575680,-7.76264858,17.61303711,17.86564636,0.04291121,0.03919699,7.15716950
47400,0.48451185,1,0.00000000,119,0.99999321,1,0,0,0,nan,nan,nan,0.00002192,0.00242312,-0.00240120,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-6.47351074,-6.95802259,13.40755177,14.11270142,0.07812134,0.08120123,6.11682447
47499,-1.49671078,0,0.00000000,205,1.00000000,1,0,1,1,0.00000000,0.99768386,99.76838600,0.00001753,0.00239889,-0.00238136,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-8.89136982,-7.39465904,12.60469437,13.51389885,0.08110772,0.08485576,13.08931208
47500,-0.09899044,0,0.00000000,207,1.00000000,1,0,0,0,nan,nan,nan,0.00001753,0.00239889,-0.00238136,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-11.88777733,-11.78878689,21.79478645,21.69726181,0.09524988,0.09219905,14.41461372
47599,0.95450592,1,0.00000000,102,0.99996283,1,0,1,1,0.00000000,0.99967320,99.96731959,0.00001403,0.00237490,-0.00236087,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-7.76451778,-8.71902370,16.91504288,18.49573135,0.14751633,0.14736524,8.80079007
47600,-0.02657986,0,0.00000000,169,0.99999995,1,0,0,0,nan,nan,nan,0.00001403,0.00237490,-0.00236087,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-7.09817982,-7.07159996,9.15561485,9.83102036,0.10238121,0.09917977,8.63832808
47699,1.85732365,1,0.00000000,94,0.99991728,1,0,1,1,0.00000000,0.99996553,99.99655283,0.00001122,0.00235115,-0.00233993,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-9.63258362,-11.48990726,15.71110344,17.75355721,0.17301218,0.16454789,14.95815325
47700,0.18512535,1,0.00000000,360,1.00000000,1,0,0,0,nan,nan,nan,0.00001122,0.00235115,-0.00233993,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-10.24837208,-10.43349743,15.04163647,15.21124458,0.06714443,0.06067478,10.46467519
47799,0.62129641,1,0.00000000,391,1.00000000,1,0,1,1,0.00000000,0.99875034,99.87503415,0.00000898,0.00232764,-0.00231866,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-5.96274137,-6.58403778,9.98667812,11.11797428,0.08139624,0.06761748,5.62660138
47800,0.93657780,1,0.00000000,104,0.99996957,1,0,0,0,nan,nan,nan,0.00000898,0.00232764,-0.00231866,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-7.35125637,-8.28783417,14.71778011,15.62273121,0.06365890,0.05091954,8.36376691
47899,0.35704565,1,0.00000000,278,1.00000000,1,0,1,1,0.00000000,0.99933957,99.93395680,0.00000718,0.00230436,-0.00229718,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-7.42428493,-7.78133059,18.50316238,20.18655014,0.09265774,0.08849054,7.65742970
47900,-0.85913754,0,0.00000000,90,0.99987659,1,0,0,0,nan,nan,nan,0.00000718,0.00230436,-0.00229718,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-5.95703459,-5.09789705,11.99272156,13.50509071,0.07330298,0.06522411,4.83043575
47999,-0.36925983,0,0.00000000,105,0.99997246,1,0,1,1,0.00000000,0.99984506,99.98450572,0.00000575,0.00228132,-0.00227557,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-5.43393898,-5.06467915,17.19870949,18.78331566,0.06711151,0.05965777,6.67621136
48000,-0.40996933,0,0.00000000,502,1.00000000,1,0,0,0,nan,nan,nan,0.00000575,0.00228132,-0.00227557,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-42.05120850,-41.64123917,1.57362700,1.61458087,0.02566776,0.02369684,42.13140869
48099,0.08356285,1,0.00000000,220,1.00000000,1,0,1,1,0.00000000,0.96001488,96.00148756,0.00000460,0.00225851,-0.00225391,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-13.02814674,-13.11170959,16.17412376,16.19457626,0.06227146,0.06495984,13.82065153
48100,-0.83340740,0,0.00000000,103,0.99996637,1,0,0,0,nan,nan,nan,0.00000460,0.00225851,-0.00225391,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-10.97336102,-10.13995361,21.02307129,20.85609818,0.13935195,0.12987515,nan
48199,-2.19138861,0,0.00000000,336,1.00000000,1,0,1,1,0.00000000,0.99950949,99.95094914,0.00000368,0.00223592,-0.00223225,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-9.02276611,-6.83137751,19.01056480,20.98014069,0.13965100,0.12437561,12.88290691
48200,-0.43198395,0,0.00000000,280,1.00000000,1,0,0,0,nan,nan,nan,0.00000368,0.00223592,-0.00223225,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-13.84897041,-13.41698647,13.26112652,13.85706043,0.07242087,0.07185161,14.41166162
48299,-0.41288185,0,0.00000000,334,1.00000000,1,0,1,1,0.00000000,0.99454373,99.45437289,0.00000294,0.00221356,-0.00221062,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-13.87638378,-13.46350193,12.82640839,14.07116413,0.05167878,0.05222904,14.89572358
48300,-2.27221489,0,0.00000000,84,0.99977513,1,0,0,0,nan,nan,nan,0.00000294,0.00221356,-0.00221062,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-6.71573925,-4.44352436,10.47482967,12.47589016,0.19347221,0.18361196,8.35653512
48399,-1.22276497,0,0.00000000,109,0.99998154,1,0,1,1,0.00000000,0.99517176,99.51717633,0.00000235,0.00219143,-0.00218907,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-8.94632053,-7.72355556,15.72733021,18.08332062,0.16190682,0.15735769,12.89627012
