step,surprise_raw,surprise_clipped,state_action_pseudo_count,familiarity,e_t,block_E_k,W_k,block_completed,warmup_remaining,regime_change,mean_total_var,mean_epistemic_var,predictor_nll
0,2.49035096,2.49035096,0,0.00000000,0.00000000,nan,0.00000000,0,9999,0,1.01010597,0.00213096,38.96993510
100,7.05742741,7.05742741,0,0.00000000,0.00000000,nan,0.00000000,0,9899,0,3.59710193,1.16699052,299.38663864
200,7.62097359,7.62097359,0,0.00000000,0.00000000,nan,0.00000000,0,9799,0,1.56548321,0.24463874,116.76327515
300,2.47040081,2.47040081,0,0.00000000,0.00000000,nan,0.00000000,0,9699,0,2.30257607,0.42671522,63.40606562
400,1.68333197,1.68333197,0,0.00000000,0.00000000,nan,0.00000000,0,9599,0,1.34164059,0.08966657,34.93113136
500,1.38332164,1.38332164,0,0.00000000,0.00000000,nan,0.00000000,0,9499,0,2.31115961,0.37606615,37.09062958
600,0.90998542,0.90998542,0,0.00000000,0.00000000,nan,0.00000000,0,9399,0,3.60361362,0.36445102,35.77855158
700,1.05200410,1.05200410,0,0.00000000,0.00000000,nan,0.00000000,0,9299,0,2.82112408,0.36042926,34.62719345
800,2.08022046,2.08022046,0,0.00000000,0.00000000,nan,0.00000000,0,9199,0,1.87046289,0.16062650,41.59142227
900,1.13918185,1.13918185,0,0.00000000,0.00000000,nan,0.00000000,0,9099,0,5.35495996,0.36791599,37.88108826
1000,6.46686316,6.46686316,0,0.00000000,0.00000000,nan,0.00000000,0,8999,0,1.05294907,0.00302637,76.51198324
1100,1.39628601,1.39628601,0,0.00000000,0.00000000,nan,0.00000000,0,8899,0,2.87617779,0.12892884,30.71347046
1200,0.75434440,0.75434440,0,0.00000000,0.00000000,nan,0.00000000,0,8799,0,4.22282076,0.23733711,28.07101440
1300,0.75742733,0.75742733,0,0.00000000,0.00000000,nan,0.00000000,0,8699,0,24.06663513,0.60320783,55.21144390
1400,2.82738948,2.82738948,0,0.00000000,0.00000000,nan,0.00000000,0,8599,0,3.38154912,0.11441488,49.82271576
1500,0.23457026,0.23457026,0,0.00000000,0.00000000,nan,0.00000000,0,8499,0,11.67037106,0.37598431,26.19301414
1600,0.19050524,0.19050524,0,0.00000000,0.00000000,nan,0.00000000,0,8399,0,16.43820190,0.44153944,30.58933973
1700,4.69364929,4.69364929,0,0.00000000,0.00000000,nan,0.00000000,0,8299,0,2.78536558,0.06503456,69.56953939
1800,1.10545790,1.10545790,0,0.00000000,0.00000000,nan,0.00000000,0,8199,0,10.54601383,0.33111984,36.44878006
1900,1.93168306,1.93168306,0,0.00000000,0.00000000,nan,0.00000000,0,8099,0,5.55325508,0.17835511,45.65475591
2000,2.73237944,2.73237944,0,0.00000000,0.00000000,nan,0.00000000,0,7999,0,1.07081747,0.00210880,41.03812663
2100,0.56629014,0.56629014,0,0.00000000,0.00000000,nan,0.00000000,0,7899,0,16.92272377,0.27940169,29.50230916
2200,0.42952865,0.42952865,0,0.00000000,0.00000000,nan,0.00000000,0,7799,0,39.30654144,0.35825762,30.18017578
