step,fast_slow_gap,fast_wins,bernoulli_llr,cusum_W,detector_active,regime_change,log_p_fast,log_p_slow,fast_mean_total_var,slow_mean_total_var,fast_mean_epistemic_var,slow_mean_epistemic_var,initial_warmup_remaining,post_change_warmup_remaining,predictor_nll
18000,0.00000000,0,0.00000000,0.00000000,0,0,-48.27435303,-48.27435303,1.16352618,1.16352618,0.00312978,0.00312978,0,654,48.18764019
18100,0.00000000,0,0.00000000,0.00000000,0,0,-15.56928062,-15.56928062,5.10612202,5.10612202,0.03815836,0.03815836,0,554,15.36710008
18200,0.00000000,0,0.00000000,0.00000000,0,0,-18.94536781,-18.94536781,10.63497543,10.63497543,0.07265617,0.07265617,0,454,19.06950111
18300,0.00000000,0,0.00000000,0.00000000,0,0,-19.44437408,-19.44437408,8.71200562,8.71200562,0.03513049,0.03513049,0,354,20.07740211
18400,0.00000000,0,0.00000000,0.00000000,0,0,-19.74118805,-19.74118805,25.65414047,25.65414047,0.08074315,0.08074315,0,254,19.14298948
18500,0.00000000,0,0.00000000,0.00000000,0,0,-18.20755196,-18.20755196,19.16884041,19.16884041,0.07266653,0.07266653,0,154,18.61577670
18600,0.00000000,0,0.00000000,0.00000000,0,0,-21.80169106,-21.80169106,9.54817390,9.54817390,0.05363521,0.05363521,0,54,22.41784604
18700,0.32322884,1,0.33647224,4.13861300,1,0,-19.39989281,-19.72312164,8.87610722,8.54376698,0.04053024,0.04018429,0,0,19.71485376
18800,0.38677406,1,0.33647224,18.29798587,1,0,-16.17322922,-16.56000328,19.02035332,18.26831818,0.08323284,0.07861140,0,0,16.73385696
18900,0.67028046,1,0.33647224,43.47223093,1,0,-17.58129883,-18.25157928,10.27391720,10.25723743,0.03404580,0.03364266,0,0,17.52179972
19000,0.85397339,1,0.33647224,61.02079525,1,0,-33.57699203,-34.43096542,1.23440218,1.22928059,0.00304715,0.00314356,0,0,33.52548726
19100,0.34029388,1,0.33647224,80.26395528,1,0,-19.38001633,-19.72031021,22.78356361,20.68857956,0.05825847,0.05146553,0,0,20.32411814
19200,0.00000000,0,0.00000000,0.00000000,0,0,-19.97697639,-19.97697639,5.14530754,5.14530754,0.02459048,0.02459048,0,977,20.54115677
19300,0.00000000,0,0.00000000,0.00000000,0,0,-18.25822067,-18.25822067,12.83385754,12.83385754,0.04466448,0.04466448,0,877,18.98417616
19400,0.00000000,0,0.00000000,0.00000000,0,0,-19.90737152,-19.90737152,10.85249043,10.85249043,0.04683813,0.04683813,0,777,19.45721436
19500,0.00000000,0,0.00000000,0.00000000,0,0,-18.25933075,-18.25933075,8.64243507,8.64243507,0.03643113,0.03643113,0,677,18.30703163
19600,0.00000000,0,0.00000000,0.00000000,0,0,-20.80314255,-20.80314255,40.91334152,40.91334152,0.12130984,0.12130984,0,577,33.05239868
19700,0.00000000,0,0.00000000,0.00000000,0,0,-22.15708351,-22.15708351,45.78535461,45.78535461,0.11997489,0.11997489,0,477,45.82313919
19800,0.00000000,0,0.00000000,0.00000000,0,0,-16.85913849,-16.85913849,14.98948479,14.98948479,0.04257353,0.04257353,0,377,16.90369873
19900,0.00000000,0,0.00000000,0.00000000,0,0,-20.02628517,-20.02628517,33.98950958,33.98950958,0.06709951,0.06709951,0,277,20.89189593
20000,0.00000000,0,0.00000000,0.00000000,0,0,-51.47708130,-51.47708130,1.29936397,1.29936397,0.00512592,0.00512592,0,177,54.20247459
20100,0.00000000,0,0.00000000,0.00000000,0,0,-17.14956474,-17.14956474,8.92431736,8.92431736,0.04882916,0.04882916,0,77,16.87130674
20200,0.10953140,1,0.33647224,6.55509135,1,0,-19.88151932,-19.99105072,4.65778255,4.58746099,0.03095095,0.03028863,0,0,19.99570656
20300,0.03980064,1,0.33647224,32.57663426,1,0,-20.05949593,-20.09929657,38.86503601,37.71345139,0.10232371,0.09952137,0,0,28.14883868
20400,1.23776817,1,0.33647224,64.52926221,1,0,-21.70429230,-22.94206047,10.51550674,11.13007069,0.06419108,0.06676988,0,0,21.97136879
20500,3.44245625,1,0.33647224,98.17648587,1,0,-15.23158932,-18.67404556,27.68387222,29.69363785,0.10511577,0.10905959,0,0,13.73185730
20600,0.00000000,0,0.00000000,0.00000000,0,0,-20.08394623,-20.08394623,9.07474995,9.07474995,0.03471040,0.03471040,0,906,19.98037720
20700,0.00000000,0,0.00000000,0.00000000,0,0,-21.04368973,-21.04368973,25.27963066,25.27963066,0.09818050,0.09818050,0,806,22.21638184
20800,0.00000000,0,0.00000000,0.00000000,0,0,-15.06540775,-15.06540775,22.84271049,22.84271049,0.07514787,0.07514787,0,706,16.01956201
20900,0.00000000,0,0.00000000,0.00000000,0,0,-16.37758636,-16.37758636,33.76800156,33.76800156,0.12408027,0.12408027,0,606,18.31447728
21000,0.00000000,0,0.00000000,0.00000000,0,0,-55.31558990,-55.31558990,1.16354322,1.16354322,0.00494243,0.00494243,0,506,56.39686012
21100,0.00000000,0,0.00000000,0.00000000,0,0,-23.11285591,-23.11285591,4.59661198,4.59661198,0.03297981,0.03297981,0,406,23.29360723
21200,0.00000000,0,0.00000000,0.00000000,0,0,-16.46729469,-16.46729469,24.94961357,24.94961357,0.08999053,0.08999053,0,306,16.79913759
21300,0.00000000,0,0.00000000,0.00000000,0,0,-20.08502388,-20.08502388,36.26823807,36.26823807,0.12194961,0.12194961,0,206,23.75121816
21400,0.00000000,0,0.00000000,0.00000000,0,0,-21.51495361,-21.51495361,31.16856575,31.16856575,0.08942009,0.08942009,0,106,22.47401237
21500,0.00000000,0,0.00000000,0.00000000,0,0,-18.24230194,-18.24230194,32.58924484,32.58924484,0.09001879,0.09001879,0,6,19.53287659
21600,0.39099216,1,0.33647224,3.19036898,1,0,-15.86341572,-16.25440788,9.46119308,9.76662540,0.03558235,0.03621780,0,0,15.82269549
21700,0.35297203,1,0.33647224,1.17153556,1,0,-15.59181213,-15.94478416,29.12570572,32.05264282,0.12213712,0.12485201,0,0,14.95500565
21800,0.51765060,1,0.33647224,7.70522769,1,0,-16.63146210,-17.14911270,15.70730591,18.20410347,0.06558488,0.06130165,0,0,16.37630415
21900,0.71920586,1,0.33647224,10.84972838,1,0,-13.94364643,-14.66285229,21.93570709,24.30738258,0.10978387,0.10586677,0,0,15.26818275
22000,-0.74919891,0,-0.51082562,25.00910125,1,0,-67.27610779,-66.52690887,1.24110770,1.27748251,0.00885516,0.00839335,0,0,69.59364700
22100,2.61589622,1,0.33647224,36.62658054,1,0,-20.69448662,-23.31038284,26.91543198,23.27020454,0.14907090,0.14164342,0,0,21.44033813
22200,0.75548935,1,0.33647224,69.42650634,1,0,-16.56261063,-17.31809998,10.79993057,8.81807041,0.04418902,0.03589894,0,0,16.47468996
22300,-0.68740654,0,-0.51082562,95.44804926,1,0,-17.13709068,-16.44968414,21.80058289,15.77923203,0.04697962,0.05121503,0,0,17.86533451
22400,0.00000000,0,0.00000000,0.00000000,0,0,-17.53769684,-17.53769684,28.34920120,28.34920120,0.08475503,0.08475503,0,957,18.39553197
22500,0.00000000,0,0.00000000,0.00000000,0,0,-15.35446548,-15.35446548,19.11293602,19.11293602,0.07828816,0.07828816,0,857,15.88142705
22600,0.00000000,0,0.00000000,0.00000000,0,0,-17.58886528,-17.58886528,40.53240967,40.53240967,0.13778012,0.13778012,0,757,23.96317720
22700,0.00000000,0,0.00000000,0.00000000,0,0,-15.64095497,-15.64095497,21.21868515,21.21868515,0.04366655,0.04366655,0,657,15.76739597
22800,0.00000000,0,0.00000000,0.00000000,0,0,-19.16723251,-19.16723251,34.35749054,34.35749054,0.10931620,0.10931620,0,557,19.23966281
22900,0.00000000,0,0.00000000,0.00000000,0,0,-17.91496277,-17.91496277,30.19837761,30.19837761,0.12801424,0.12801424,0,457,19.56164837
23000,0.00000000,0,0.00000000,0.00000000,0,0,-54.85637665,-54.85637665,1.14953852,1.14953852,0.00392107,0.00392107,0,357,55.23457718
23100,0.00000000,0,0.00000000,0.00000000,0,0,-21.31514931,-21.31514931,25.95125389,25.95125389,0.08377862,0.08377862,0,257,23.26163712
23200,0.00000000,0,0.00000000,0.00000000,0,0,-19.19810104,-19.19810104,9.69845772,9.69845772,0.08426823,0.08426823,0,157,19.86671321
23300,0.00000000,0,0.00000000,0.00000000,0,0,-25.97145271,-25.97145271,6.73287868,6.73287868,0.03430631,0.03430631,0,57,25.77058220
23400,0.41710472,1,0.33647224,4.81155747,1,0,-21.60688972,-22.02399445,23.22836113,22.78545952,0.07451282,0.07226129,0,0,21.32811737
23500,1.75096989,1,0.33647224,37.61148328,1,0,-14.65162945,-16.40259933,24.68459702,26.47033310,0.07272881,0.07551377,0,0,14.17165279
23600,2.60012817,1,0.33647224,70.41140908,1,0,-19.09956551,-21.69969368,34.08105850,37.55202103,0.06515697,0.06395938,0,0,18.93064308
23700,2.63658905,1,0.33647224,98.97484558,1,0,-19.00436974,-21.64095879,28.32553864,34.39261246,0.04261923,0.04266423,0,0,20.51528168
23800,0.00000000,0,0.00000000,0.00000000,0,0,-16.51437569,-16.51437569,29.59810066,29.59810066,0.11256830,0.11256830,0,904,16.29564349
23900,0.00000000,0,0.00000000,0.00000000,0,0,-17.53484917,-17.53484917,28.50559425,28.50559425,0.06868629,0.06868629,0,804,17.61875677
24000,0.00000000,0,0.00000000,0.00000000,0,0,-56.04029846,-56.04029846,1.14004052,1.14004052,0.00361561,0.00361561,0,704,56.32943649
24100,0.00000000,0,0.00000000,0.00000000,0,0,-21.80489922,-21.80489922,4.89932680,4.89932680,0.02713142,0.02713142,0,604,21.79806805
24200,0.00000000,0,0.00000000,0.00000000,0,0,-24.10441589,-24.10441589,4.56772137,4.56772137,0.02644855,0.02644855,0,504,24.59483385
24300,0.00000000,0,0.00000000,0.00000000,0,0,-17.09930420,-17.09930420,25.31617546,25.31617546,0.06908437,0.06908437,0,404,17.18714142
24400,0.00000000,0,0.00000000,0.00000000,0,0,-17.44097137,-17.44097137,25.57410622,25.57410622,0.06605477,0.06605477,0,304,17.87635803
24500,0.00000000,0,0.00000000,0.00000000,0,0,-23.00527954,-23.00527954,7.47613525,7.47613525,0.03274705,0.03274705,0,204,23.17905172
24600,0.00000000,0,0.00000000,0.00000000,0,0,-19.92851639,-19.92851639,23.89795876,23.89795876,0.05702291,0.05702291,0,104,20.45043373
24700,0.00000000,0,0.00000000,0.00000000,0,0,-19.27050018,-19.27050018,9.70900345,9.70900345,0.03784237,0.03784237,0,4,19.10039520
24800,0.57104874,1,0.33647224,21.97164154,1,0,-16.97666550,-17.54771423,25.35474396,25.57027817,0.06489840,0.06521659,0,0,17.30455589
24900,-0.21041298,0,-0.51082562,33.58912083,1,0,-21.75308037,-21.54266739,10.36637020,10.72072697,0.03931260,0.03984968,0,0,22.72188044
25000,-0.17130089,0,-0.51082562,40.97011082,1,0,-27.28358269,-27.11228180,1.26234901,1.27999735,0.00530860,0.00521345,0,0,29.48687363
25100,0.90105820,1,0.33647224,55.12948370,1,0,-23.14951515,-24.05057335,10.21426582,9.62201405,0.06638381,0.06969180,0,0,24.38937251
25200,-0.09684563,0,-0.51082562,63.35777155,1,0,-19.25837517,-19.16152954,24.74663162,21.97313499,0.07601967,0.07653544,0,0,19.72915697
25300,-0.19840240,0,-0.51082562,58.87659149,1,0,-17.51789093,-17.31948853,22.37390900,22.14931107,0.06704897,0.06086169,0,0,18.36399460
25400,0.49290085,1,0.33647224,67.10487934,1,0,-17.26739311,-17.76029396,19.09976196,19.84348297,0.06133275,0.05886181,0,0,18.05588722
25500,0.09850883,1,0.33647224,69.40208217,1,0,-16.60827637,-16.70678520,10.06084347,10.77565479,0.05837723,0.05573050,0,0,16.27029371
25600,0.06433487,1,0.33647224,76.78307216,1,0,-18.86870575,-18.93304062,18.71034431,20.53490448,0.05266732,0.04841938,0,0,19.64167468
25700,-0.22467136,0,-0.51082562,93.48433861,1,0,-14.33190060,-14.10722923,26.97500992,30.24347687,0.13768612,0.13197748,0,0,15.20684433
25800,-1.35976219,0,-0.51082562,89.85045642,1,0,-15.82004356,-14.46028137,21.12942123,23.64598465,0.06876577,0.06467345,0,0,16.76566911
25900,-0.48261642,0,-0.51082562,78.59089348,1,0,-16.83681488,-16.35419846,20.43214417,23.25770187,0.06589365,0.06108199,0,0,17.40225792
26000,-0.27394485,0,-0.51082562,65.63673482,1,0,-37.67231750,-37.39837265,1.28919268,1.30570376,0.00939477,0.00922634,0,0,37.98759842
26100,0.46826172,1,0.33647224,55.22446974,1,0,-19.72658920,-20.19485092,6.59979153,6.23818016,0.04371196,0.04664553,0,0,19.62868023
26200,1.26665306,1,0.33647224,57.52167257,1,0,-20.84527779,-22.11193085,19.18631935,16.47308350,0.07890497,0.07895315,0,0,22.13539251
26300,0.85331345,1,0.33647224,60.66617326,1,0,-16.94698715,-17.80030060,10.93073750,9.67473507,0.04628076,0.04720607,0,0,17.54152393
26400,-0.07321548,0,-0.51082562,68.89446111,1,0,-18.45714951,-18.38393402,28.93686867,27.83016586,0.06934759,0.06683434,0,0,19.80302505
26500,1.71879959,1,0.33647224,83.05383398,1,0,-23.97960281,-25.69840240,5.86466408,5.58392477,0.04252549,0.03943349,0,0,23.95084127
26600,1.34652328,1,0.33647224,85.35103681,1,0,-21.66825104,-23.01477432,8.66182804,8.40619469,0.04809399,0.04167257,0,0,21.60976648
26700,0.00000000,0,0.00000000,0.00000000,0,0,-17.35100174,-17.35100174,8.01772785,8.01772785,0.02945616,0.02945616,0,967,17.53132324
26800,0.00000000,0,0.00000000,0.00000000,0,0,-15.38275528,-15.38275528,29.10338402,29.10338402,0.07105712,0.07105712,0,867,18.34824626
26900,0.00000000,0,0.00000000,0.00000000,0,0,-21.28840256,-21.28840256,20.37259865,20.37259865,0.09101734,0.09101734,0,767,20.08774567
27000,0.00000000,0,0.00000000,0.00000000,0,0,-69.68539429,-69.68539429,1.18314338,1.18314338,0.00566224,0.00566224,0,667,69.86428833
27100,0.00000000,0,0.00000000,0.00000000,0,0,-18.28293800,-18.28293800,14.58883476,14.58883476,0.11419532,0.11419532,0,567,18.66673164
27200,0.00000000,0,0.00000000,0.00000000,0,0,-18.93253517,-18.93253517,16.12287331,16.12287331,0.06037305,0.06037305,0,467,19.33079109
27300,0.00000000,0,0.00000000,0.00000000,0,0,-15.36434364,-15.36434364,11.37921715,11.37921715,0.04464529,0.04464529,0,367,15.73813629
27400,0.00000000,0,0.00000000,0.00000000,0,0,-19.11399460,-19.11399460,8.28626060,8.28626060,0.03605752,0.03605752,0,267,19.61302185
27500,0.00000000,0,0.00000000,0.00000000,0,0,-19.79614639,-19.79614639,9.06343746,9.06343746,0.04321063,0.04321063,0,167,20.24806404
27600,0.00000000,0,0.00000000,0.00000000,0,0,-18.24303055,-18.24303055,24.47818565,24.47818565,0.09309795,0.09309795,0,67,20.14703242
27700,0.02799416,1,0.33647224,7.04144789,1,0,-18.06627846,-18.09427261,12.43552399,12.43441391,0.07537395,0.07532500,0,0,17.75957108
27800,0.73950577,1,0.33647224,22.89541649,1,0,-18.87875748,-19.61826324,14.21888542,13.77764893,0.03909991,0.03819986,0,0,20.28094101
27900,7.09532356,1,0.33647224,50.61155513,1,0,-22.76638222,-29.86170578,43.09970474,43.95000458,0.22576104,0.22088252,0,0,105.52755483
28000,0.03680801,1,0.33647224,41.04658791,1,0,-39.27629471,-39.31310272,1.39519405,1.38503778,0.00551818,0.00560543,0,0,39.43580170
28100,1.61631966,1,0.33647224,59.44245008,1,0,-15.86234856,-17.47866821,22.45230484,24.57737923,0.06287578,0.05531463,0,0,16.09095478
28200,2.55099869,1,0.33647224,83.76939728,1,0,-18.84453964,-21.39553833,46.28263474,47.59671021,0.13082469,0.11501898,0,0,36.41005961
28300,0.00000000,0,0.00000000,0.00000000,0,0,-15.76868153,-15.76868153,36.04897690,36.04897690,0.12113944,0.12113944,0,966,15.76739629
28400,0.00000000,0,0.00000000,0.00000000,0,0,-21.87959480,-21.87959480,24.08335686,24.08335686,0.07878539,0.07878539,0,866,nan
28500,0.00000000,0,0.00000000,0.00000000,0,0,-15.28417778,-15.28417778,27.81953621,27.81953621,0.12014111,0.12014111,0,766,16.31353521
28600,0.00000000,0,0.00000000,0.00000000,0,0,-13.38290787,-13.38290787,23.05828094,23.05828094,0.09535620,0.09535620,0,666,17.48317623
28700,0.00000000,0,0.00000000,0.00000000,0,0,-17.99309158,-17.99309158,23.85525703,23.85525703,0.06548205,0.06548205,0,566,20.93890238
28800,0.00000000,0,0.00000000,0.00000000,0,0,-15.60374165,-15.60374165,21.81933784,21.81933784,0.04584548,0.04584548,0,466,16.02472687
28900,0.00000000,0,0.00000000,0.00000000,0,0,-18.65955544,-18.65955544,10.64895248,10.64895248,0.04873910,0.04873910,0,366,18.79780102
29000,0.00000000,0,0.00000000,0.00000000,0,0,-30.64794350,-30.64794350,1.30782533,1.30782533,0.00499116,0.00499116,0,266,31.38614845
29100,0.00000000,0,0.00000000,0.00000000,0,0,-12.38072586,-12.38072586,14.90154171,14.90154171,0.03859608,0.03859608,0,166,12.21233130
29200,0.00000000,0,0.00000000,0.00000000,0,0,-17.11558342,-17.11558342,12.93035507,12.93035507,0.04835597,0.04835597,0,66,17.94649251
29300,0.17642879,1,0.33647224,1.00941671,1,0,-13.74834347,-13.92477226,44.77446747,45.10588455,0.13320668,0.12984729,0,0,24.75490729
29400,0.05884361,1,0.33647224,0.49859109,1,0,-11.76036644,-11.81921005,29.40996552,30.86801529,0.07301136,0.06700655,0,0,12.96681976
29500,1.44461632,1,0.33647224,3.75320261,1,0,-16.22891235,-17.67352867,34.63834000,35.83660126,0.10197569,0.10424346,0,0,17.58321095
29600,-0.12863159,0,-0.51082562,9.43959688,1,0,-15.78404331,-15.65541172,11.08686161,12.03680611,0.06935724,0.06334660,0,0,17.17511145
29700,0.26631355,1,0.33647224,13.43139543,1,0,-13.33184528,-13.59815884,11.00399017,12.24516678,0.03297380,0.03351690,0,0,13.57187080
29800,0.51817894,1,0.33647224,21.65968328,1,0,-11.12672043,-11.64489937,6.90083838,7.35152531,0.03462793,0.03430299,0,0,11.55051422
29900,0.28799057,1,0.33647224,16.33120537,1,0,-12.20877457,-12.49676514,15.54913998,18.20921326,0.04044956,0.04324462,0,0,12.83518052
30000,-0.70102692,0,-0.51082562,22.01759964,1,0,-41.24308777,-40.54206085,1.29494584,1.33803797,0.00877367,0.00855639,0,0,41.80157852
30100,0.96760941,1,0.33647224,0.33647224,1,0,-13.28285980,-14.25046921,40.07004166,43.21604538,0.05674966,0.05540566,0,0,nan
30200,-0.73547363,0,-0.51082562,0.00000000,1,0,-16.37964630,-15.64417267,17.96123886,19.53604698,0.05336466,0.05407190,0,0,17.44535383
30300,-0.67238712,0,-0.51082562,0.49859109,1,0,-13.98539352,-13.31300640,16.63574982,18.61105919,0.06782467,0.06532653,0,0,13.92085457
30400,-0.39927673,0,-0.51082562,0.14988431,1,0,-14.38800049,-13.98872375,14.60558033,16.31126976,0.03477979,0.03483881,0,0,13.74859905
30500,0.67741013,1,0.33647224,0.71271795,1,0,-13.92073441,-14.59814453,21.86404800,24.18045807,0.09200236,0.08528081,0,0,16.41320992
30600,-0.20477104,0,-0.51082562,0.49859109,1,0,-11.71720886,-11.51243782,13.85244370,15.57253361,0.07811657,0.07802101,0,0,11.84355640
30700,1.42747402,1,0.33647224,1.62118849,1,0,-14.04541111,-15.47288513,31.60083771,36.42044067,0.09599883,0.09369901,0,0,18.78495979
30800,-2.00711441,0,-0.51082562,4.04073670,1,0,-13.28012466,-11.27301025,27.09928322,30.88118172,0.11061351,0.09779349,0,0,19.05141506
30900,-0.92887878,0,-0.51082562,1.25415236,1,0,-22.49585342,-21.56697464,8.50128555,8.80957317,0.04827172,0.04235290,0,0,23.64229774
31000,-0.25092316,0,-0.51082562,0.16211885,1,0,-32.38820648,-32.13728333,1.29174995,1.31687045,0.00695567,0.00613998,0,0,32.10704899
31100,-2.27242756,0,-0.51082562,0.00000000,1,0,-15.59831142,-13.32588387,20.43349838,23.23879433,0.09018259,0.07649009,0,0,17.18260884
31200,-1.43191624,0,-0.51082562,0.00000000,1,0,-13.88938427,-12.45746803,38.24013901,41.93191910,0.17387827,0.17134854,0,0,17.03190470
31300,-0.84562588,0,-0.51082562,0.00000000,1,0,-13.70712852,-12.86150265,9.72912312,9.92068863,0.05162933,0.05034540,0,0,13.76095104
31400,-0.59066582,0,-0.51082562,0.00000000,1,0,-14.69985008,-14.10918427,21.96273422,22.56374168,0.08165297,0.07702441,0,0,15.82298501
31500,-0.54165459,0,-0.51082562,0.16211885,1,0,-15.66973305,-15.12807846,16.64510345,16.64584541,0.07629637,0.06847718,0,0,16.01308568
31600,-0.91592216,0,-0.51082562,0.00000000,1,0,-16.60051537,-15.68459320,16.38730621,16.32690811,0.05396949,0.05537809,0,0,18.32885838
31700,-0.63385010,0,-0.51082562,0.00000000,1,0,-17.79335594,-17.15950584,6.82818890,6.48524284,0.03436408,0.03600271,0,0,16.92123032
31800,-0.56823444,0,-0.51082562,0.00000000,1,0,-12.05919075,-11.49095631,19.28040504,18.51737213,0.07143769,0.06961533,0,0,13.37254190
31900,-0.88515759,0,-0.51082562,0.08871162,1,0,-13.70581722,-12.82065964,26.74903297,25.66462326,0.08751872,0.07688618,0,0,13.03954697
32000,0.78407669,1,0.33647224,4.18755115,1,0,-60.28003311,-61.06410980,1.38659906,1.38409042,0.00985972,0.00952298,0,0,60.73736572
32100,0.38936996,1,0.33647224,6.48475398,1,0,-13.90541840,-14.29478836,23.77394104,22.45682144,0.06692687,0.07380494,0,0,15.71597862
32200,-0.29364014,0,-0.51082562,0.46188747,1,0,-14.38896942,-14.09532928,20.12696457,20.24839973,0.06368087,0.06238193,0,0,17.09988403
32300,-0.90109158,0,-0.51082562,6.55816121,1,0,-14.10650253,-13.20541096,23.30056763,22.86068344,0.07481322,0.06863194,0,0,15.29479790
32400,0.02641487,1,0.33647224,13.09185333,1,0,-11.47678185,-11.50319672,16.30022812,17.42997932,0.03012728,0.04042485,0,0,12.05128288
32500,-0.27105808,0,-0.51082562,10.30526900,1,0,-11.04432201,-10.77326393,19.60568237,20.25659561,0.06096433,0.05173715,0,0,10.67472339
32600,-0.68415737,0,-0.51082562,0.00000000,1,0,-14.62583447,-13.94167709,23.43574142,25.35167503,0.17972046,0.16116688,0,0,17.43788910
32700,-0.85707855,0,-0.51082562,0.00000000,1,0,-15.93244553,-15.07536697,16.26152992,17.19391823,0.05695130,0.05438336,0,0,16.03169696
32800,1.24834824,1,0.33647224,0.48635655,1,0,-15.74670410,-16.99505234,12.45346355,11.89710808,0.06361835,0.05393227,0,0,16.64801311
32900,-0.38444805,0,-0.51082562,0.00000000,1,0,-12.05734158,-11.67289352,19.22702026,16.71275902,0.11392628,0.10219803,0,0,13.40758061
33000,-0.44871902,0,-0.51082562,0.00000000,1,0,-43.57070160,-43.12198257,1.43321145,1.40166080,0.01039614,0.00937050,0,0,44.24982834
33100,-4.30220222,0,-0.51082562,0.00000000,1,0,-16.47738647,-12.17518425,29.66906738,27.86450577,0.08368531,0.06867056,0,0,20.48569679
33200,-0.13645363,0,-0.51082562,0.00000000,1,0,-21.28644753,-21.14999390,15.53433418,13.64126396,0.06437022,0.06072072,0,0,21.20374775
33300,-0.13596535,0,-0.51082562,0.00000000,1,0,-23.71731758,-23.58135223,27.22625542,25.01386833,0.08816830,0.08057925,0,0,29.46564865
