step,detector_epoch,phase,transition_surprise,z_score,transition_evidence,valid_local_residual,supported_tables,median_bucket_count,block_completed,block_evidence,block_coverage,num_regions,W_t,log_p_hat,mean_total_var,mean_epistemic_var,predictor_warmup_remaining,residual_calibration_remaining,regime_change,predictor_nll
36500,0,monitoring,0.88169670,0.87310459,0.00000000,1,4,32.50000000,0,nan,nan,0,1.47930552,-27.83731842,36.78401184,0.12646435,0,0,0,nan
36600,0,monitoring,0.47167075,-0.37213958,0.00000000,1,4,26.50000000,0,nan,nan,0,1.47555275,-23.94876099,30.58980560,0.10836288,0,0,0,nan
36700,0,monitoring,0.34019968,-0.62121599,0.00000000,1,4,113.50000000,0,nan,nan,0,1.48943548,-22.27079201,27.85559273,0.07369093,0,0,0,nan
36800,0,monitoring,0.56183779,-0.13573597,0.00000000,1,3,52.00000000,0,nan,nan,0,1.44865880,-23.37792587,49.76361084,0.15197587,0,0,0,nan
36900,0,monitoring,1.55703771,2.95435184,0.11138226,1,4,86.00000000,0,nan,nan,0,1.53614166,-32.77939987,19.26850700,0.07155116,0,0,0,nan
37000,0,monitoring,4.35479212,5.69484853,2.69484853,1,4,169.50000000,0,nan,nan,0,1.57750707,-55.93687439,1.14186466,0.00212196,0,0,0,nan
37100,0,monitoring,0.48907954,-0.52669241,0.00000000,1,4,99.00000000,0,nan,nan,0,1.78524792,-23.85653877,14.49341011,0.05192251,0,0,0,nan
37200,0,monitoring,0.77586722,0.52657480,0.00000000,1,3,9.00000000,0,nan,nan,0,1.82546412,-26.93616676,43.85668945,0.18228251,0,0,0,nan
37300,0,monitoring,1.39034200,1.37432222,0.00000000,1,4,156.50000000,0,nan,nan,0,1.83700307,-32.23739243,36.25840759,0.07268555,0,0,0,nan
37400,0,monitoring,0.27946189,-0.84473347,0.00000000,1,3,23.00000000,0,nan,nan,0,1.84581163,-22.28269386,36.70964813,0.12869464,0,0,0,nan
37500,0,monitoring,0.96507806,1.29395143,0.00000000,1,4,84.00000000,0,nan,nan,0,1.81133173,-27.22264862,13.85895061,0.03385586,0,0,0,nan
37600,0,monitoring,0.47531763,nan,nan,0,2,80.50000000,0,nan,nan,0,1.86984419,-23.55176544,49.79232025,0.19421083,0,0,0,nan
37700,0,monitoring,0.26156819,-0.88169225,0.00000000,1,4,55.50000000,0,nan,nan,0,2.00101081,-22.42620659,39.41904831,0.15590236,0,0,0,nan
37800,0,monitoring,1.32203770,1.76764861,0.00000000,1,4,63.50000000,0,nan,nan,0,1.99445523,-30.19367599,12.01576614,0.03639488,0,0,0,nan
37900,0,monitoring,0.43885300,-0.60239021,0.00000000,1,4,78.00000000,0,nan,nan,0,2.04145892,-23.13588715,33.93728256,0.09831300,0,0,0,nan
38000,0,monitoring,5.21424913,7.61519280,4.61519280,1,4,143.50000000,0,nan,nan,0,2.02929620,-63.72194672,1.18142426,0.00311429,0,0,0,nan
38100,0,monitoring,1.88082886,2.44331878,0.00000000,1,3,61.00000000,0,nan,nan,0,2.38284308,-36.36274338,17.06114578,0.06822674,0,0,0,nan
38200,0,monitoring,1.68294549,2.19217536,0.00000000,1,3,129.00000000,0,nan,nan,0,2.41452383,-34.35521698,16.09498405,0.07008457,0,0,0,nan
38300,0,monitoring,1.93263495,4.40088098,1.40088098,1,4,130.50000000,0,nan,nan,0,2.50079299,-35.61581802,10.05780888,0.04410706,0,0,0,nan
38400,0,monitoring,0.36024714,-0.52082673,0.00000000,1,4,64.50000000,0,nan,nan,0,2.51005217,-22.92146301,37.93578339,0.10369462,0,0,0,nan
38500,0,monitoring,0.71090621,0.08793614,0.00000000,1,4,108.50000000,0,nan,nan,0,2.64257631,-25.72453690,31.93714714,0.10431138,0,0,0,nan
38600,0,monitoring,0.78164709,0.13200558,0.00000000,1,4,60.50000000,0,nan,nan,0,2.66149672,-25.73979378,49.14264297,0.16788605,0,0,0,nan
38700,0,monitoring,0.29229179,-0.83392907,0.00000000,1,4,92.50000000,0,nan,nan,0,2.72763230,-20.75588608,47.57131577,0.11305676,0,0,0,nan
38800,0,monitoring,0.37937292,-0.62875853,0.00000000,1,4,93.00000000,0,nan,nan,0,2.78382511,-22.02021027,44.88213348,0.06378327,0,0,0,nan
38900,0,monitoring,1.37961280,1.41774440,0.00000000,1,3,125.00000000,0,nan,nan,0,2.82823903,-31.39194489,18.26731110,0.06278232,0,0,0,nan
39000,0,monitoring,4.38190317,8.20748563,5.20748563,1,4,144.50000000,0,nan,nan,0,2.81827943,-56.06010056,1.19271338,0.00465191,0,0,0,nan
39100,0,monitoring,0.89983231,0.65097872,0.00000000,1,4,65.00000000,0,nan,nan,0,2.94849925,-27.71389771,49.27847672,0.17581941,0,0,0,nan
39200,0,monitoring,0.61271787,-0.13167952,0.00000000,1,4,66.50000000,0,nan,nan,0,3.12297196,-25.29206467,35.23432922,0.08684233,0,0,0,nan
39300,0,monitoring,1.54164207,2.25680453,0.00000000,1,4,153.50000000,0,nan,nan,0,3.20921177,-32.76621628,29.78685188,0.06136180,0,0,0,nan
39400,0,monitoring,1.31855083,2.72246096,0.00000000,1,3,12.00000000,0,nan,nan,0,3.32044603,-31.73179626,49.87886810,0.23016861,0,0,0,nan
39500,0,monitoring,0.70288026,nan,nan,0,2,91.00000000,0,nan,nan,0,3.47879812,-24.41396332,49.85593796,0.24191618,0,0,0,nan
39600,0,monitoring,0.84088492,0.56375952,0.00000000,1,4,77.00000000,0,nan,nan,0,3.48088615,-27.23262405,28.65113258,0.08229616,0,0,0,nan
39700,0,monitoring,2.01427245,2.91149295,0.03367327,1,4,150.50000000,0,nan,nan,0,3.70138122,-37.05796432,18.36466217,0.05387437,0,0,0,nan
39800,0,monitoring,0.78786635,1.08479345,0.00000000,1,3,12.00000000,0,nan,nan,0,3.71599552,-26.96906662,23.97915459,0.07906228,0,0,0,nan
39900,0,monitoring,1.75177133,1.86105179,0.00000000,1,4,44.00000000,0,nan,nan,0,3.84760896,-34.58300781,20.30279922,0.04743345,0,0,0,nan
40000,0,monitoring,5.85098362,9.79161341,6.79161341,1,4,113.00000000,0,nan,nan,0,4.05485247,-69.33364105,1.24968255,0.00604436,0,0,0,nan
40100,0,monitoring,0.62997681,-0.18908335,0.00000000,1,4,77.00000000,0,nan,nan,0,4.43818601,-24.87549019,38.74588776,0.09876164,0,0,0,nan
40200,0,monitoring,1.10072851,0.96155018,0.00000000,1,4,87.50000000,0,nan,nan,0,4.47761910,-29.10990143,32.90568542,0.07781740,0,0,0,nan
40300,0,monitoring,0.27612138,-1.14623263,0.00000000,1,3,30.00000000,0,nan,nan,0,4.70599883,-21.37909508,45.39442444,0.11268158,0,0,0,nan
40400,0,monitoring,1.08756602,0.73205361,0.00000000,1,3,134.00000000,0,nan,nan,0,4.80926784,-29.09866524,27.44931793,0.06336507,0,0,0,nan
40500,0,monitoring,0.84711671,nan,nan,0,1,143.00000000,0,nan,nan,0,4.81470621,-27.06833267,46.57789993,0.19000833,0,0,0,nan
40600,0,monitoring,0.82323235,0.27586825,0.00000000,1,4,89.50000000,0,nan,nan,0,4.82059376,-26.62940788,34.32740021,0.05856128,0,0,0,nan
40700,0,monitoring,0.57444870,-0.24819941,0.00000000,1,4,153.00000000,0,nan,nan,0,4.99896893,-24.88300514,24.11280632,0.06037782,0,0,0,nan
40800,1,predictor_warmup,26.85498810,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-260.75753784,1.35652554,0.24796993,9999,0,0,320.65106201
40900,1,predictor_warmup,3.49457812,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-52.48017502,1.73433161,0.32559073,9899,0,0,72.70073191
41000,1,predictor_warmup,19.21951103,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-189.73156738,1.02531338,0.00504159,9799,0,0,194.77498881
41100,1,predictor_warmup,8.53983212,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-98.41108704,2.02694082,0.33333093,9699,0,0,138.26722717
41200,1,predictor_warmup,5.41394997,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-69.79062653,1.98292673,0.24282548,9599,0,0,80.61089325
41300,1,predictor_warmup,9.37411880,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-105.02866364,1.94746351,0.26159075,9499,0,0,141.42900848
41400,1,predictor_warmup,0.94265151,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-32.57175446,4.61924076,0.42370689,9399,0,0,37.41066360
41500,1,predictor_warmup,3.10812712,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-51.11174393,4.90434694,0.35444152,9299,0,0,57.37067032
41600,1,predictor_warmup,2.71196961,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-46.07691574,3.14078259,0.28113627,9199,0,0,47.30576897
41700,1,predictor_warmup,9.73238754,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-107.83431244,2.39107418,0.20589043,9099,0,0,120.94013023
41800,1,predictor_warmup,0.23074245,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-28.68402863,12.88741779,0.88982177,8999,0,0,32.60967954
41900,1,predictor_warmup,3.31585240,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-49.19865799,2.27404451,0.10622987,8899,0,0,52.40202560
42000,1,predictor_warmup,15.85258675,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-159.64645386,1.08621120,0.00880607,8799,0,0,162.91582743
42100,1,predictor_warmup,0.45560801,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-27.64284325,21.66237831,0.52560425,8699,0,0,27.73320770
42200,1,predictor_warmup,0.53900605,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-28.58310318,18.21541214,0.40988567,8599,0,0,30.63166300
42300,1,predictor_warmup,1.63614333,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-36.62709808,9.18823051,0.26270777,8499,0,0,47.19879150
42400,1,predictor_warmup,1.02802181,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-31.20405006,12.97493458,0.29031202,8399,0,0,34.41895358
42500,1,predictor_warmup,0.99313271,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-30.62186050,12.50855255,0.30133334,8299,0,0,32.04810810
42600,1,predictor_warmup,0.82479072,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-30.31270981,17.27161598,0.31558922,8199,0,0,31.04712804
42700,1,predictor_warmup,0.57150227,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-26.68717957,18.14671707,0.22485119,8099,0,0,30.06726138
42800,1,predictor_warmup,0.59723514,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-28.00534058,19.07670403,0.34466204,7999,0,0,33.97652817
42900,1,predictor_warmup,1.10054076,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-31.32971382,8.97478199,0.15890735,7899,0,0,32.53126640
43000,1,predictor_warmup,10.89326096,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-115.16361237,1.15190327,0.01219046,7799,0,0,116.34202321
43100,1,predictor_warmup,0.25945792,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-25.76059341,39.47154999,0.49103335,7699,0,0,26.45337343
43200,1,predictor_warmup,1.84264123,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-35.96541214,4.03465605,0.11072511,7599,0,0,37.93868510
43300,1,predictor_warmup,1.80920053,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-37.97919464,10.44739819,0.15401432,7499,0,0,38.66940689
43400,1,predictor_warmup,0.48091793,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-29.41296005,39.88417816,0.44029558,7399,0,0,38.78523827
43500,1,predictor_warmup,0.64219964,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-27.50563240,16.15993881,0.16778946,7299,0,0,27.94612551
43600,1,predictor_warmup,0.48601690,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-27.96997643,25.90620804,0.30620798,7199,0,0,30.18851357
43700,1,predictor_warmup,0.21621551,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-24.10271645,38.35319519,0.34493998,7099,0,0,23.99710035
43800,1,predictor_warmup,0.45187315,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-25.21169281,16.71874809,0.28642449,6999,0,0,24.73644320
43900,1,predictor_warmup,0.22582147,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-24.48947525,32.53862000,0.22629637,6899,0,0,25.13797760
44000,1,predictor_warmup,6.27461481,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-73.62800598,1.16532719,0.00780287,6799,0,0,73.90452766
44100,1,predictor_warmup,0.35577419,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-25.56641769,41.00190735,0.29639301,6699,0,0,26.16172028
44200,1,predictor_warmup,1.35504353,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-32.17040253,7.25789738,0.11162301,6599,0,0,33.02592392
44300,1,predictor_warmup,0.38967353,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-25.29325104,37.11509323,0.28335205,6499,0,0,26.47723274
44400,1,predictor_warmup,1.09403789,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-31.11619568,13.49496174,0.19710509,6399,0,0,31.75159168
44500,1,predictor_warmup,0.30993298,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-23.63076019,44.98138428,0.54505700,6299,0,0,nan
44600,1,predictor_warmup,0.42448178,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-24.48808289,48.10791016,0.69489068,6199,0,0,25.91369534
44700,1,predictor_warmup,0.63401097,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-27.37702942,25.32979774,0.14336818,6099,0,0,28.00710106
44800,1,predictor_warmup,0.87869626,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-30.00933647,26.96265984,0.20337957,5999,0,0,31.38710175
44900,1,predictor_warmup,0.43870407,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-24.20536804,45.38447571,0.53229558,5899,0,0,25.41259003
45000,1,predictor_warmup,6.72895765,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-77.85871124,1.25176668,0.01109146,5799,0,0,79.75706482
45100,1,predictor_warmup,0.69500965,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-27.55155182,18.51295280,0.20363611,5699,0,0,28.51359320
45200,1,predictor_warmup,0.22077127,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-22.78163338,33.53523636,0.22542541,5599,0,0,22.25332260
45300,1,predictor_warmup,0.67536759,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-26.52142334,23.47708511,0.16311868,5499,0,0,25.47586060
45400,1,predictor_warmup,0.70232415,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-26.48334312,31.39011002,0.13334280,5399,0,0,26.86540871
45500,1,predictor_warmup,0.31772864,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-22.30967712,42.68228149,0.27790362,5299,0,0,22.40139866
45600,1,predictor_warmup,0.23151009,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-20.83490372,40.04913712,0.19896585,5199,0,0,20.95555258
45700,1,predictor_warmup,0.49590233,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-25.08898926,22.70281792,0.21604408,5099,0,0,26.49273046
45800,1,predictor_warmup,0.69843471,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-27.39950562,39.81161118,0.29937923,4999,0,0,29.41949224
45900,1,predictor_warmup,0.34129661,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-24.04722404,28.60094261,0.22472589,4899,0,0,24.11968676
46000,1,predictor_warmup,6.78741932,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-78.20753479,1.21121955,0.00692036,4799,0,0,77.79386902
46100,1,predictor_warmup,0.24756084,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-22.95266151,41.01032257,0.27222627,4699,0,0,23.60819769
46200,1,predictor_warmup,0.81701893,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-28.85633087,26.47473526,0.23134300,4599,0,0,29.26200294
46300,1,predictor_warmup,0.97938281,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-29.83628273,35.90220642,0.29102775,4499,0,0,31.13767242
46400,1,predictor_warmup,3.30351567,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-49.15290070,7.03075457,0.06323852,4399,0,0,52.45845795
46500,1,predictor_warmup,0.44811571,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-23.24626160,47.28168869,0.43237144,4299,0,0,27.32666016
46600,1,predictor_warmup,1.07177746,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-29.75415421,19.25316620,0.08930721,4199,0,0,31.43134244
46700,1,predictor_warmup,0.27912390,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-22.48892212,35.36074448,0.23147160,4099,0,0,24.40090942
46800,1,predictor_warmup,0.17645967,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-21.05422974,40.40406418,0.26601601,3999,0,0,21.48331118
46900,1,predictor_warmup,0.17784272,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-21.72655106,40.72698593,0.15274547,3899,0,0,20.44813728
47000,1,predictor_warmup,9.41452503,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-102.01770020,1.29738760,0.00980985,3799,0,0,102.38180542
47100,1,predictor_warmup,1.93039918,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-37.31462860,9.13161850,0.09688037,3699,0,0,41.99326992
47200,1,predictor_warmup,0.44465479,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-24.63813400,23.76702309,0.11720710,3599,0,0,24.21856499
47300,1,predictor_warmup,0.18324743,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-21.36490059,36.16657257,0.14229576,3499,0,0,21.46554565
47400,1,predictor_warmup,0.40968516,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-22.26692581,42.53470612,0.27405038,3399,0,0,22.73113680
47500,1,predictor_warmup,1.68264914,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-34.52381516,11.98098087,0.08594803,3299,0,0,35.40084585
47600,1,predictor_warmup,0.28530079,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-22.15400696,32.81926727,0.08359489,3199,0,0,22.18084049
47700,1,predictor_warmup,0.83859897,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-27.06777382,15.42382622,0.05557689,3099,0,0,27.65300814
47800,1,predictor_warmup,0.40152037,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-23.42793465,29.21946907,0.06178043,2999,0,0,22.67178090
47900,1,predictor_warmup,0.26828629,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-20.28529930,44.69092178,0.20225109,2899,0,0,29.95080519
48000,1,predictor_warmup,5.47616434,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-66.22986603,1.21493828,0.00639491,2799,0,0,66.28578440
48100,1,predictor_warmup,0.41629249,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-21.72310829,38.57378387,0.14771491,2699,0,0,23.52430248
48200,1,predictor_warmup,1.65315449,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-34.30351257,12.53290939,0.05383607,2599,0,0,34.92661285
48300,1,predictor_warmup,0.27528986,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-21.04909897,46.80609512,0.24908145,2499,0,0,30.03482691
48400,1,predictor_warmup,1.29094720,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-31.47192764,17.23683929,0.05042990,2399,0,0,31.86912155
48500,1,predictor_warmup,0.28214443,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-21.05315018,38.30805206,0.21669628,2299,0,0,20.80350828
48600,1,predictor_warmup,0.39415774,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-23.84059525,35.31339645,0.10306790,2199,0,0,24.12890720
48700,1,predictor_warmup,0.96166062,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-28.40800285,29.16751099,0.11524953,2099,0,0,28.80163765
48800,1,predictor_warmup,0.21640716,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-19.91252136,37.26831818,0.09119341,1999,0,0,19.77302599
48900,1,predictor_warmup,0.67236072,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-24.84078789,20.52287865,0.04118698,1899,0,0,25.02828102
49000,1,predictor_warmup,7.11978722,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-80.90978241,1.21448231,0.00642320,1799,0,0,80.67450205
49100,1,predictor_warmup,0.24905862,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-21.11813354,33.69799042,0.06916219,1699,0,0,21.27356656
49200,1,predictor_warmup,0.41432726,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-22.82555389,34.80967331,0.12290122,1599,0,0,22.84436925
49300,1,predictor_warmup,0.15104775,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-19.94817734,33.82651901,0.15338847,1499,0,0,20.28569460
49400,1,predictor_warmup,0.66183704,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-23.59023666,38.54973602,0.15772134,1399,0,0,25.16925112
49500,1,predictor_warmup,0.62378526,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-22.64787483,42.69309998,0.33592144,1299,0,0,32.92411041
49600,1,predictor_warmup,0.50562614,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-21.29325867,43.69565582,0.27609524,1199,0,0,30.78466606
49700,1,predictor_warmup,1.13745916,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-27.57936478,43.36670303,0.15592074,1099,0,0,29.92774439
49800,1,predictor_warmup,0.43609378,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-20.34351540,41.66714478,0.30132049,999,0,0,22.28435135
49900,1,predictor_warmup,0.55918306,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-22.99927139,37.00370789,0.07571018,899,0,0,24.87168694
50000,1,predictor_warmup,4.82199764,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-60.36981964,1.27432477,0.00742309,799,0,0,63.89326477
50100,1,predictor_warmup,0.31791285,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-22.66655159,23.58752441,0.06465718,699,0,0,23.15094757
50200,1,predictor_warmup,0.57241267,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-26.58383560,36.74381638,0.25816843,599,0,0,30.10063744
50300,1,predictor_warmup,0.51698488,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-25.56286049,43.36705399,0.20722803,499,0,0,28.71402168
50400,1,predictor_warmup,0.61061960,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-25.91796875,37.98411942,0.14096949,399,0,0,26.76618481
50500,1,predictor_warmup,0.41331694,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-23.71438599,16.19729233,0.05929371,299,0,0,24.24641418
50600,1,predictor_warmup,0.37146792,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-23.19495392,31.52947235,0.08850970,199,0,0,23.39226627
50700,1,predictor_warmup,0.33560011,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-22.13881302,15.76744270,0.04984809,99,0,0,22.11153746
50800,1,residual_calibration,0.37184629,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-20.94504929,44.71583557,0.17104889,0,9999,0,nan
50900,1,residual_calibration,0.21017590,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-21.00744629,36.97873306,0.11733235,0,9899,0,nan
51000,1,residual_calibration,2.72404313,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-41.40710449,1.26753008,0.00597325,0,9799,0,nan
51100,1,residual_calibration,0.37782553,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-21.92771530,10.68565273,0.02649801,0,9699,0,nan
51200,1,residual_calibration,0.46313539,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-23.31949997,20.89090919,0.05859261,0,9599,0,nan
51300,1,residual_calibration,0.63362336,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-24.73349953,18.65120697,0.05012621,0,9499,0,nan
51400,1,residual_calibration,0.57915252,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-24.43433762,33.49558640,0.12995195,0,9399,0,nan
51500,1,residual_calibration,0.49706534,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-23.24468040,26.13466644,0.11108843,0,9299,0,nan
51600,1,residual_calibration,1.24045229,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-29.63013840,8.57170296,0.03636558,0,9199,0,nan
51700,1,residual_calibration,0.29087806,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-22.17784309,31.79632568,0.05376206,0,9099,0,nan
51800,1,residual_calibration,0.51439792,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-23.77210999,30.84606552,0.07724286,0,8999,0,nan
51900,1,residual_calibration,0.23298311,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-21.33095360,20.77106476,0.03688622,0,8899,0,nan
52000,1,residual_calibration,7.05188227,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-80.31594086,1.19870210,0.00445977,0,8799,0,nan
52100,1,residual_calibration,0.32412228,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-22.26414871,28.75239372,0.07792640,0,8699,0,nan
52200,1,residual_calibration,0.27031365,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-21.55472565,22.31248474,0.04301181,0,8599,0,nan
52300,1,residual_calibration,0.52151549,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-23.00318909,9.98624325,0.03198666,0,8499,0,nan
52400,1,residual_calibration,0.90152061,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-26.39196014,38.07702637,0.08195440,0,8399,0,nan
52500,1,residual_calibration,0.23787655,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-21.27449989,28.06555939,0.05226954,0,8299,0,nan
52600,1,residual_calibration,0.50609899,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-23.78948784,19.72066307,0.06164393,0,8199,0,nan
52700,1,residual_calibration,0.32317024,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-21.97178078,19.65979385,0.07025242,0,8099,0,nan
52800,1,residual_calibration,0.30394161,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-21.64248276,17.04662514,0.04687597,0,7999,0,nan
52900,1,residual_calibration,1.01852524,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-27.34057999,8.03623772,0.03162263,0,7899,0,nan
53000,1,residual_calibration,5.30699968,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-64.53052521,1.17064714,0.00465653,0,7799,0,nan
53100,1,residual_calibration,0.28020746,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-22.17628098,33.77096176,0.12256765,0,7699,0,nan
53200,1,residual_calibration,0.18875791,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-20.76884651,33.72620773,0.07239572,0,7599,0,nan
53300,1,residual_calibration,0.56288695,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-24.33596039,30.07985687,0.07302298,0,7499,0,nan
53400,1,residual_calibration,0.86630344,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-25.74344826,37.18033981,0.10500586,0,7399,0,nan
53500,1,residual_calibration,0.53410548,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-23.86060715,25.01408768,0.08565252,0,7299,0,nan
53600,1,residual_calibration,0.44101003,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-20.38960648,45.45744705,0.27632415,0,7199,0,nan
53700,1,residual_calibration,0.44887099,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-22.51686478,39.11474228,0.14625873,0,7099,0,nan
