block_index,step,E_k,W_k,mean_familiarity,mean_surprise,mean_gradient_coherence,mean_gradient_novelty,regime_change
41,14199,0.44344680,0.00000000,0.78008303,0.81621367,-0.05624747,1.05624747,0
42,14299,0.40273271,0.00000000,0.77515992,0.78535195,0.02077567,0.97922433,0
43,14399,0.28029252,0.00000000,0.74787724,0.59592302,0.05080552,0.94919448,0
44,14499,0.30326586,0.00000000,0.76580145,0.55731690,0.11458716,0.88541284,0
45,14599,0.32692988,0.00000000,0.81013648,0.57345564,0.02680020,0.97319980,0
46,14699,0.36101326,0.00000000,0.89137618,0.51189519,0.13551097,0.86448903,0
47,14799,0.37281657,0.00000000,0.86096362,0.58108631,0.02993555,0.97006445,0
48,14899,0.41646495,0.00000000,0.88852353,0.56935867,0.08579926,0.91420074,0
49,14999,0.44192009,0.00000000,0.88997674,0.59821332,-0.00783096,1.00783096,0
50,15099,0.55437906,0.00000000,0.84605931,0.85256460,-0.01052402,1.01052402,0
51,15199,0.42895294,0.00000000,0.91034876,0.56769392,0.12082464,0.87917536,0
52,15299,0.45921141,0.00000000,0.91590738,0.60753905,0.07145077,0.92854923,0
53,15399,0.41833434,0.00000000,0.82722299,0.68573921,0.02675956,0.97324044,0
54,15499,0.44769909,0.00000000,0.85619638,0.70276628,0.07488476,0.92511524,0
55,15599,0.28801650,0.00000000,0.79898442,0.54125446,-0.00752240,1.00752240,0
56,15699,0.36579007,0.00000000,0.87895137,0.51238753,0.08194072,0.91805928,0
57,15799,0.34199050,0.00000000,0.89079883,0.49130210,0.05610840,0.94389160,0
58,15899,0.36364452,0.00000000,0.92388201,0.46621797,0.02472323,0.97527677,0
59,15999,0.41154890,0.00000000,0.94054981,0.49351245,0.05605447,0.94394553,0
60,16099,0.53921096,0.12997796,0.79568414,1.01860903,-0.16430131,1.16430131,0
61,16199,0.46107988,0.08751814,0.89463143,0.66509096,-0.09042264,1.09042264,0
62,16299,0.53874562,0.07496804,0.90097012,0.71293136,0.02327736,0.97672264,0
63,16399,0.49806739,0.03479068,0.89525480,0.69200336,0.01919239,0.98080761,0
64,16499,0.34249354,0.00000000,0.88935705,0.50444435,0.04890712,0.95109288,0
65,16599,0.39080273,0.00000000,0.91752450,0.50039326,0.00350500,0.99649500,0
66,16699,0.34646622,0.00000000,0.92792190,0.42743921,0.05090578,0.94909422,0
67,16799,0.37198658,0.00000000,0.93412345,0.44217172,0.05492197,0.94507803,0
68,16899,0.35703581,0.00000000,0.93659400,0.46239684,0.02493650,0.97506350,0
69,16999,0.46350042,0.00000000,0.92218015,0.59801911,-0.01626896,1.01626896,0
70,17099,0.79612622,0.20718150,0.92976445,0.93945957,-0.04778240,1.04778240,0
71,17199,0.59984391,0.23762193,0.91980509,0.78679825,0.03722788,0.96277212,0
72,17299,0.43039953,0.04681648,0.94984764,0.50048443,0.02609343,0.97390657,0
73,17399,0.41461133,0.00000000,0.93631947,0.51414464,0.00224515,0.99775485,0
74,17499,0.36859677,0.00000000,0.92364262,0.46412901,0.00289210,0.99710790,0
75,17599,0.43621150,0.00000000,0.92964941,0.53410535,0.03014325,0.96985675,0
76,17699,0.38985247,0.00000000,0.89319772,0.51865268,0.02178977,0.97821023,0
77,17799,0.40163484,0.00000000,0.89977172,0.54507069,0.00011041,0.99988959,0
78,17899,0.42744204,0.00000000,0.90861960,0.56989148,-0.02942031,1.02942031,0
79,17999,0.43962458,0.00000000,0.91569753,0.57333544,0.02185377,0.97814623,0
80,18099,0.75333352,0.23505683,0.88933321,1.04123175,-0.04240534,1.04240534,0
81,18199,0.43440399,0.07235866,0.93587359,0.53674965,0.06663719,0.93336281,0
82,18299,0.43838419,0.00000000,0.93962935,0.54228764,-0.01460803,1.01460803,0
83,18399,0.37221019,0.00000000,0.91899971,0.48572388,0.00732984,0.99267016,0
84,18499,0.50171424,0.00000000,0.95935756,0.56260972,0.02870201,0.97129799,0
85,18599,0.44914505,0.00000000,0.94551944,0.51167629,0.03287383,0.96712617,0
86,18699,0.46054555,0.00000000,0.95718816,0.52799472,0.01819520,0.98180480,0
87,18799,0.48652612,0.00000000,0.96296343,0.55822649,0.06130884,0.93869116,0
88,18899,0.54318058,0.00000000,0.98000512,0.57157094,0.01991016,0.98008984,0
89,18999,0.48024609,0.00000000,0.95708218,0.53461688,0.00541562,0.99458438,0
90,19099,0.76760554,0.16783484,0.93013346,0.97669577,0.01279951,0.98720049,0
91,19199,0.46315884,0.00000000,0.96909215,0.50982420,0.03304694,0.96695306,0
92,19299,0.47955660,0.00000000,0.93198373,0.57569161,0.00007405,0.99992595,0
93,19399,0.57321035,0.00000000,0.93863605,0.68042733,-0.01103181,1.01103181,0
94,19499,0.50990027,0.00000000,0.91936934,0.61374164,-0.00366567,1.00366567,0
95,19599,0.47623125,0.00000000,0.93687844,0.56954802,0.01226533,0.98773467,0
96,19699,0.52494129,0.00000000,0.95682990,0.59357710,0.04398226,0.95601774,0
97,19799,0.50669699,0.00000000,0.95855046,0.58039967,0.02112951,0.97887049,0
98,19899,0.51827093,0.00000000,0.94131738,0.61908793,0.02912486,0.97087514,0
99,19999,0.54127120,0.00000000,0.96704957,0.58868430,0.01429057,0.98570943,0
100,20099,0.76036631,0.19968601,0.91821038,0.95512935,-0.04558515,1.04558515,0
101,20199,0.50746237,0.10016573,0.94050634,0.60743366,0.05757870,0.94242130,0
102,20299,0.48564401,0.00000000,0.97138815,0.52529390,0.03592191,0.96407809,0
103,20399,0.45137488,0.00000000,0.95943480,0.51998336,-0.01021120,1.01021120,0
104,20499,0.49813718,0.00000000,0.94542687,0.59062723,-0.00117013,1.00117013,0
105,20599,0.49594552,0.00000000,0.94605593,0.59349697,0.03163297,0.96836703,0
106,20699,0.38813974,0.00000000,0.99215617,0.39722042,0.00746082,0.99253918,0
107,20799,0.48025481,0.00000000,0.98628056,0.50400562,0.03303174,0.96696826,0
108,20899,0.52908874,0.00000000,0.98661190,0.54630656,0.03020914,0.96979086,0
109,20999,0.53038086,0.00000000,0.97242026,0.56749195,0.02338685,0.97661315,0
110,21099,0.83119201,0.24430539,0.93392703,1.01133568,-0.08000045,1.08000045,0
111,21199,0.67404811,0.24256552,0.98598121,0.72393678,0.04244396,0.95755604,0
112,21299,0.46320934,0.03545425,0.98146872,0.49245390,0.03666620,0.96333380,0
113,21399,0.50339248,0.00000000,0.96047191,0.55327076,0.01682801,0.98317199,0
114,21499,0.56003015,0.00000000,0.97109370,0.60088855,0.03955045,0.96044955,0
115,21599,0.60866270,0.00000000,0.97199360,0.64902165,0.00391589,0.99608411,0
116,21699,0.59191488,0.00000000,0.96591162,0.65440985,0.02900684,0.97099316,0
117,21799,0.51297011,0.00000000,0.97570054,0.55444506,0.05502480,0.94497520,0
118,21899,0.54775925,0.00000000,0.96181879,0.59101917,0.01982105,0.98017895,0
119,21999,0.56324730,0.00000000,0.96936253,0.60389401,0.02296408,0.97703592,0
120,22099,0.81611591,0.19077646,0.94039867,0.91321341,-0.03757002,1.03757002,0
121,22199,0.52818232,0.09723321,0.94710125,0.61419143,-0.00772848,1.00772848,0
122,22299,0.51008952,0.00000000,0.94641137,0.59191318,0.00722981,0.99277019,0
123,22399,0.47966626,0.00000000,0.92010419,0.56661720,-0.00255303,1.00255303,0
124,22499,0.45808358,0.00000000,0.94676060,0.53469598,0.00263074,0.99736926,0
125,22599,0.49719201,0.00000000,0.97211299,0.54936476,-0.00932911,1.00932911,0
126,22699,0.52090046,0.00000000,0.96247458,0.56967621,0.01257787,0.98742213,0
127,22799,0.51855460,0.00000000,0.97173047,0.56207242,0.01973632,0.98026368,0
128,22899,0.49788056,0.00000000,0.96907364,0.53495295,0.00131099,0.99868901,0
129,22999,0.50875876,0.00000000,0.94730403,0.58541167,0.02581763,0.97418237,0
130,23099,0.90298726,0.31688516,0.93957254,1.07422270,-0.10642014,1.10642014,0
131,23199,0.55560121,0.26666842,0.93343945,0.72445782,0.02856478,0.97143522,0
132,23299,0.46907911,0.07006775,0.98087377,0.50083140,-0.01387021,1.01387021,0
133,23399,0.49191566,0.00000000,0.95824048,0.53913782,0.02611992,0.97388008,0
134,23499,0.49891702,0.00000000,0.94606284,0.58670521,0.01806188,0.98193812,0
135,23599,0.49429190,0.00000000,0.98409092,0.52126846,0.02491631,0.97508369,0
136,23699,0.47498537,0.00000000,0.96726774,0.51854540,0.00200118,0.99799882,0
137,23799,0.49833598,0.00000000,0.97936306,0.53500251,0.00028650,0.99971350,0
138,23899,0.48408070,0.00000000,0.96528174,0.53733220,-0.00745735,1.00745735,0
139,23999,0.49010008,0.00000000,0.94845175,0.56932912,-0.02532450,1.02532450,0
140,24099,0.75451368,0.12960941,0.95210095,0.84247545,-0.00192532,1.00192532,0
141,24199,0.46661137,0.00000000,0.97453140,0.50052552,0.03136230,0.96863770,0
142,24299,0.53474980,0.00000000,0.95459915,0.60598992,0.01352183,0.98647817,0
143,24399,0.45634993,0.00000000,0.97199486,0.49868358,-0.02341079,1.02341079,0
144,24499,0.50239515,0.00000000,0.96369131,0.54942628,0.00307138,0.99692862,0
145,24599,0.46037510,0.00000000,0.97150515,0.51842686,0.00838974,0.99161026,0
146,24699,0.48388626,0.00000000,0.95933883,0.53082384,0.01175823,0.98824177,0
147,24799,0.46265588,0.00000000,0.91676156,0.55504087,-0.01852594,1.01852594,0
148,24899,0.47170420,0.00000000,0.96931636,0.50834586,0.02133176,0.97866824,0
149,24999,0.58739115,0.00000000,0.95373159,0.64051192,-0.01211425,1.01211425,0
150,25099,0.87437251,0.27298646,0.93298309,1.01386168,-0.01205381,1.01205381,0
151,25199,0.45770406,0.07631815,0.97641077,0.49036148,0.01925135,0.98074865,0
152,25299,0.52184957,0.00000000,0.95672986,0.57607686,-0.00414420,1.00414420,0
153,25399,0.49535010,0.00000000,0.97284640,0.53204145,0.00311339,0.99688661,0
154,25499,0.44950856,0.00000000,0.96837048,0.49747052,0.01193901,0.98806099,0
155,25599,0.44520677,0.00000000,0.96569616,0.48750130,0.01074547,0.98925453,0
156,25699,0.47330768,0.00000000,0.98030874,0.50199717,0.00544502,0.99455498,0
157,25799,0.53828187,0.00000000,0.96558590,0.58022754,-0.00612763,1.00612763,0
158,25899,0.51793630,0.00000000,0.97872930,0.54469690,0.00669695,0.99330305,0
159,25999,0.49339214,0.00000000,0.98365878,0.51755427,-0.00242196,1.00242196,0
160,26099,0.80975086,0.25078926,0.91408603,0.99975999,-0.08838160,1.08838160,0
161,26199,0.49468040,0.10943215,0.95410088,0.57927883,0.02178282,0.97821718,0
162,26299,0.45626573,0.00000000,0.97540241,0.49941636,0.00316610,0.99683390,0
163,26399,0.47019292,0.00000000,0.97861471,0.50128543,0.00932291,0.99067709,0
164,26499,0.52928371,0.00000000,0.99249684,0.54232388,0.03382683,0.96617317,0
165,26599,0.50207850,0.00000000,0.98458425,0.51876958,0.01214511,0.98785489,0
166,26699,0.49754230,0.00000000,0.98890559,0.51160040,-0.00370580,1.00370580,0
167,26799,0.48623360,0.00000000,0.98705866,0.49907196,-0.00885482,1.00885482,0
168,26899,0.53923156,0.00000000,0.98654112,0.56189361,-0.00291027,1.00291027,0
169,26999,0.50897690,0.00000000,0.98521210,0.53881376,0.02499792,0.97500208,0
170,27099,0.88645217,0.31232429,0.92629746,1.05813254,-0.01775758,1.01775758,0
171,27199,0.56536809,0.21427770,0.97989666,0.60486287,0.03973229,0.96026771,0
172,27299,0.49311277,0.03323613,0.98749219,0.51113719,0.02443056,0.97556944,0
173,27399,0.48164870,0.00000000,0.98132121,0.50827920,0.00471622,0.99528378,0
174,27499,0.42202277,0.00000000,0.97458748,0.44931332,0.00796990,0.99203010,0
175,27599,0.47267349,0.00000000,0.98708061,0.49127576,0.02542528,0.97457472,0
176,27699,0.49555442,0.00000000,0.98479601,0.52196511,-0.02004955,1.02004955,0
177,27799,0.48297823,0.00000000,0.98798343,0.50197748,0.02297772,0.97702228,0
178,27899,0.55665646,0.00000000,0.99597534,0.56596880,-0.00047750,1.00047750,0
179,27999,0.52981497,0.00000000,0.99065006,0.54694801,-0.00756950,1.00756950,0
180,28099,0.83307661,0.20944746,0.95568168,0.92320998,0.00438545,0.99561455,0
181,28199,0.53402145,0.06707078,0.98615191,0.54948986,0.00075448,0.99924552,0
182,28299,0.51203298,0.00000000,0.99560805,0.51805097,0.01355173,0.98644827,0
183,28399,0.50265869,0.00000000,0.98954411,0.52049718,0.01819990,0.98180010,0
184,28499,0.55762487,0.00000000,0.99256723,0.56916634,0.00791419,0.99208581,0
185,28599,0.57939413,0.00000000,0.99162073,0.59801398,-0.00442918,1.00442918,0
186,28699,0.45107850,0.00000000,0.99510497,0.45939394,0.00138670,0.99861330,0
187,28799,0.53255248,0.00000000,0.99791412,0.53763181,0.00968216,0.99031784,0
188,28899,0.50995494,0.00000000,0.99327438,0.52369502,0.00778331,0.99221669,0
189,28999,0.52190165,0.00000000,0.99541603,0.52937396,-0.00699777,1.00699777,0
190,29099,0.69147098,0.09031597,0.94200935,0.81454548,0.01257292,0.98742708,0
191,29199,0.58913925,0.01358615,0.98223376,0.60788615,-0.01464849,1.01464849,0
192,29299,0.54750643,0.00000000,0.98890125,0.56291186,-0.00036831,1.00036831,0
193,29399,0.53429872,0.00000000,0.97866923,0.56664352,-0.01308210,1.01308210,0
194,29499,0.48063494,0.00000000,0.99421663,0.49130564,0.05411392,0.94588608,0
195,29599,0.55413531,0.00000000,0.99346599,0.56989765,-0.00159770,1.00159770,0
196,29699,0.51872746,0.00000000,0.99244848,0.53217053,0.00295532,0.99704468,0
197,29799,0.46434825,0.00000000,0.99644794,0.47054784,0.00711633,0.99288367,0
198,29899,0.53976569,0.00000000,0.98892202,0.56057983,0.01421809,0.98578191,0
199,29999,0.50397317,0.00000000,0.99472609,0.51630238,0.01423822,0.98576178,0
200,30099,0.69806837,0.07134355,0.95906701,0.78925412,-0.00340288,1.00340288,0
201,30199,0.49042955,0.00000000,0.99417547,0.50038059,0.00317369,0.99682631,0
202,30299,0.50167480,0.00000000,0.99302198,0.51241435,0.00034152,0.99965848,0
203,30399,0.52986749,0.00000000,0.99658958,0.53701422,-0.00368458,1.00368458,0
204,30499,0.50034938,0.00000000,0.98802562,0.51229323,-0.02180011,1.02180011,0
205,30599,0.51894503,0.00000000,0.99646316,0.52368679,0.01649277,0.98350723,0
206,30699,0.50574777,0.00000000,0.99536755,0.51214637,0.04958944,0.95041056,0
207,30799,0.53441591,0.00000000,0.99223469,0.54414382,-0.05421150,1.05421150,0
208,30899,0.53373481,0.00000000,0.98899948,0.55425379,0.00154096,0.99845904,0
209,30999,0.46271711,0.00000000,0.99104106,0.47717425,0.00882248,0.99117752,0
210,31099,0.63732243,0.04049112,0.92753861,0.76804022,-0.00578740,1.00578740,0
211,31199,0.40954729,0.00000000,0.99149752,0.41894017,0.00247357,0.99752643,0
212,31299,0.47527907,0.00000000,0.99531415,0.48192180,-0.00852423,1.00852423,0
213,31399,0.50831298,0.00000000,0.98892120,0.51610041,0.00877046,0.99122954,0
214,31499,0.50126803,0.00000000,0.99392374,0.51098642,-0.01053154,1.01053154,0
215,31599,0.48534055,0.00000000,0.99517741,0.49014614,0.03608198,0.96391802,0
216,31699,0.49109080,0.00000000,0.99803134,0.49553157,-0.01813605,1.01813605,0
217,31799,0.59239521,0.00000000,0.99751957,0.59945901,0.00224722,0.99775278,0
218,31899,0.59076751,0.00000000,0.99898274,0.59277858,-0.00597012,1.00597012,0
219,31999,0.44891424,0.00000000,0.99527981,0.45500006,-0.00316826,1.00316826,0
220,32099,0.92416656,0.36567197,0.93343935,1.09148271,0.02739969,0.97260031,0
221,32199,0.47782859,0.16221012,0.99803723,0.48083866,0.01040454,0.98959546,0
222,32299,0.51141780,0.00000000,0.99768417,0.51537199,-0.01466483,1.01466483,0
223,32399,0.50707410,0.00000000,0.99606849,0.51428801,0.02724361,0.97275639,0
224,32499,0.48569826,0.00000000,0.99610471,0.49012526,-0.01964507,1.01964507,0
225,32599,0.53410931,0.00000000,0.99817278,0.53672868,-0.00535159,1.00535159,0
226,32699,0.61285778,0.00000000,0.99882642,0.61653709,-0.01651178,1.01651178,0
227,32799,0.53765618,0.00000000,0.99587799,0.54499629,0.00892596,0.99107404,0
228,32899,0.51339528,0.00000000,0.99938445,0.51469817,-0.00831909,1.00831909,0
229,32999,0.47095866,0.00000000,0.99610195,0.47809845,0.01276508,0.98723492,0
230,33099,0.91247736,0.30458073,0.95572157,1.03963852,0.01580053,0.98419947,0
231,33199,0.42931523,0.05009866,0.99950386,0.42986751,0.00209842,0.99790158,0
232,33299,0.41677031,0.00000000,0.99191982,0.42706870,-0.01407359,1.01407359,0
233,33399,0.49014346,0.00000000,0.99839711,0.49379885,0.01478411,0.98521589,0
234,33499,0.54038606,0.00000000,0.99466831,0.54866604,0.00222696,0.99777304,0
235,33599,0.63632611,0.00000000,0.99717153,0.64020752,-0.02592326,1.02592326,0
236,33699,0.56225261,0.00000000,0.99841659,0.56489495,0.04805852,0.95194148,0
237,33799,0.53433651,0.00000000,0.99962789,0.53564965,-0.00804455,1.00804455,0
238,33899,0.56490214,0.00000000,0.99876150,0.56805449,0.01827122,0.98172878,0
239,33999,0.57296896,0.00000000,0.99770144,0.57533073,-0.00131549,1.00131549,0
240,34099,0.86807461,0.28254921,0.93505491,1.01354312,-0.01768922,1.01768922,0
241,34199,0.45026367,0.05424121,0.99732244,0.45436104,0.03190807,0.96809193,0
242,34299,0.55645326,0.00000000,0.99678967,0.56492030,0.01188464,0.98811536,0
243,34399,0.50965087,0.00000000,0.99426540,0.51714557,0.03696636,0.96303364,0
244,34499,0.51852984,0.00000000,0.99713305,0.52191894,0.01018406,0.98981594,0
245,34599,0.52860670,0.00000000,0.99570820,0.53492285,-0.00360527,1.00360527,0
246,34699,0.52152294,0.00000000,0.99728776,0.52668531,0.00190526,0.99809474,0
247,34799,0.55745600,0.00000000,0.99256254,0.57192526,-0.01284491,1.01284491,0
248,34899,0.57160319,0.00000000,0.99889639,0.57399910,-0.00606487,1.00606487,0
249,34999,0.52917788,0.00000000,0.99979377,0.52956341,0.00159542,0.99840458,0
250,35099,0.74778635,0.17736847,0.91385700,0.94090072,0.02669649,0.97330351,0
251,35199,0.53065891,0.02591651,0.99947544,0.53214067,0.00289265,0.99710735,0
252,35299,0.51441338,0.00000000,0.99333507,0.52055882,-0.00274804,1.00274804,0
253,35399,0.54109469,0.00000000,0.99570571,0.55081828,0.02212510,0.97787490,0
254,35499,0.46971845,0.00000000,0.99974468,0.46997429,-0.03584390,1.03584390,0
255,35599,0.49471564,0.00000000,0.99970934,0.49548786,0.02114476,0.97885524,0
256,35699,0.54464333,0.00000000,0.99805775,0.54776037,0.02894891,0.97105109,0
257,35799,0.52871560,0.00000000,0.99927426,0.53022238,-0.01677970,1.01677970,0
258,35899,0.56118416,0.00000000,0.99931997,0.56271608,0.02709425,0.97290575,0
259,35999,0.53881582,0.00000000,0.99954315,0.53969650,-0.00969951,1.00969951,0
260,36099,0.82614765,0.24205704,0.92841134,1.00429734,0.02829047,0.97170953,0
261,36199,0.53139751,0.09444417,0.99850911,0.53341142,-0.02556067,1.02556067,0
262,36299,0.52103981,0.00000000,0.99968025,0.52170011,-0.00412185,1.00412185,0
263,36399,0.43554264,0.00000000,0.99993823,0.43565533,0.02934609,0.97065391,0
264,36499,0.48368600,0.00000000,0.99710939,0.49030822,0.00999295,0.99000705,0
265,36599,0.55894040,0.00000000,0.99953461,0.56014373,-0.02302335,1.02302335,0
266,36699,0.47386832,0.00000000,0.99945223,0.47458001,-0.00066106,1.00066106,0
267,36799,0.49950770,0.00000000,0.99976612,0.49987294,0.00694757,0.99305243,0
268,36899,0.52796816,0.00000000,0.99963609,0.52861999,0.02084973,0.97915027,0
269,36999,0.54495246,0.00000000,0.99840939,0.54820347,0.03030932,0.96969068,0
270,37099,0.75110854,0.25435507,0.86693694,1.04382663,0.06549241,0.93450759,0
271,37199,0.56293535,0.15062494,0.99311249,0.58426459,-0.00617817,1.00617817,0
272,37299,0.48331115,0.00000000,0.99805686,0.48927727,0.00106390,0.99893610,0
273,37399,0.56820012,0.00000000,0.99877628,0.57074541,0.02002211,0.97997789,0
274,37499,0.56032494,0.00000000,0.99966638,0.56116183,0.00653921,0.99346079,0
275,37599,0.61517756,0.00000000,0.99752757,0.62242297,-0.00892245,1.00892245,0
276,37699,0.57426886,0.00000000,0.99940202,0.57587072,0.00077460,0.99922540,0
277,37799,0.52448186,0.00000000,0.99873734,0.52672684,0.02451907,0.97548093,0
278,37899,0.61354479,0.00000000,0.99942117,0.61454047,0.01307030,0.98692970,0
279,37999,0.61903163,0.00000000,0.99924889,0.62139251,-0.00018845,1.00018845,0
280,38099,0.81628376,0.18709142,0.97637173,0.88515018,0.02447332,0.97552668,0
281,38199,0.59486542,0.13457731,0.97255108,0.64989728,0.00399140,0.99600860,0
282,38299,0.53853626,0.00000000,0.99794665,0.54178659,0.01824727,0.98175273,0
283,38399,0.50474043,0.00000000,0.99805941,0.50656398,0.00367553,0.99632447,0
284,38499,0.56658945,0.00000000,0.99717122,0.56954618,0.00489934,0.99510066,0
285,38599,0.53746659,0.00000000,0.99798272,0.54244451,-0.01241638,1.01241638,0
286,38699,0.51913671,0.00000000,0.99938675,0.52049646,0.02561862,0.97438138,0
287,38799,0.54496825,0.00000000,0.99861275,0.54632159,0.01227618,0.98772382,0
288,38899,0.50883519,0.00000000,0.99340168,0.51980783,0.00665918,0.99334082,0
289,38999,0.53325276,0.00000000,0.99956635,0.53427049,0.00860516,0.99139484,0
290,39099,0.83776848,0.21076628,0.96576176,0.90872027,0.04191157,0.95808843,0
291,39199,0.60846929,0.13833855,0.99916520,0.61037420,0.02788601,0.97211399,0
292,39299,0.55789974,0.02331180,0.99447115,0.56973070,-0.00251359,1.00251359,0
293,39399,0.51819315,0.00000000,0.99683927,0.52446985,-0.00273273,1.00273273,0
294,39499,0.50802216,0.00000000,0.99946576,0.50881068,0.00595971,0.99404029,0
295,39599,0.59430976,0.00000000,0.99301088,0.60803168,-0.02238980,1.02238980,0
296,39699,0.56245071,0.00000000,0.99137231,0.57307770,0.01937844,0.98062156,0
297,39799,0.56899103,0.00000000,0.99656089,0.57777536,-0.00209146,1.00209146,0
298,39899,0.64048430,0.00000000,0.99459102,0.65158199,0.03469177,0.96530823,0
299,39999,0.57363222,0.00000000,0.99756187,0.57943368,-0.00042943,1.00042943,0
300,40099,1.07026697,0.48857648,0.93899609,1.20958760,0.04804208,0.95195792,0
301,40199,0.44314278,0.24385653,0.99943898,0.44424468,0.04585223,0.95414777,0
302,40299,0.42053972,0.00000000,0.99996056,0.42063499,0.00780639,0.99219361,0
303,40399,0.52583753,0.00000000,0.99969924,0.52636090,0.02045747,0.97954253,0
304,40499,0.54683559,0.00000000,0.99983269,0.54727915,-0.01240697,1.01240697,0
305,40599,0.49777455,0.00000000,0.99935790,0.49910937,0.01086098,0.98913902,0
306,40699,0.52997778,0.00000000,0.99499285,0.53468683,0.00444892,0.99555108,0
307,40799,0.51737259,0.00000000,0.99991421,0.51753588,-0.02122330,1.02122330,0
308,40899,0.54679985,0.00000000,0.99976797,0.54737621,-0.00140886,1.00140886,0
309,40999,0.61306006,0.00000000,0.99834484,0.61842404,0.00479243,0.99520757,0
310,41099,0.94708938,0.32153729,0.96282710,1.08822579,0.04184090,0.95815910,0
311,41199,0.53792044,0.17583940,0.99824453,0.54241766,-0.00752516,1.00752516,0
312,41299,0.54049290,0.03463097,0.99720102,0.54458644,-0.00607133,1.00607133,0
313,41399,0.59499744,0.00000000,0.99856983,0.59856976,-0.00392261,1.00392261,0
314,41499,0.58579770,0.00000000,0.99824679,0.58958522,0.00343169,0.99656831,0
315,41599,0.50793873,0.00000000,0.99845826,0.51095124,0.00018339,0.99981661,0
316,41699,0.49006029,0.00000000,0.99956368,0.49074990,0.00321931,0.99678069,0
317,41799,0.59414297,0.00000000,0.99665249,0.60028067,0.01122882,0.98877118,0
318,41899,0.55159002,0.00000000,0.99884538,0.55330640,0.00785216,0.99214784,0
319,41999,0.47320863,0.00000000,0.99996131,0.47328688,-0.00695888,1.00695888,0
