step,fast_slow_gap,fast_wins,bernoulli_llr,familiarity_weight,weighted_bernoulli_llr,cusum_W,detector_active,regime_change,epistemic_uncertainty,epistemic_ref,log_p_fast,log_p_slow,fast_mean_total_var,slow_mean_total_var,fast_mean_epistemic_var,slow_mean_epistemic_var,initial_warmup_remaining,post_change_warmup_remaining,predictor_nll
29700,0.51791286,1,0.33647224,1.00000000,0.33647224,6.42549283,1,0,0.03279571,0.05837256,-13.33184528,-13.84975815,11.00399017,13.44237900,0.03297380,0.03279571,0,0,13.57187080
29800,0.63793945,1,0.33647224,1.00000000,0.33647224,10.88888069,1,0,0.03542187,0.05840256,-11.12672043,-11.76465988,6.90083838,7.85626650,0.03462793,0.03542187,0,0,11.55051422
29900,0.25049210,1,0.33647224,1.00000000,0.33647224,4.22968409,1,0,0.04393699,0.05838533,-12.20877457,-12.45926666,15.54913998,19.55198288,0.04044956,0.04393699,0,0,12.83518052
30000,-0.79879761,0,-0.51082562,1.00000000,-0.51082562,8.77654354,1,0,0.00826132,0.05838080,-41.24308777,-40.44429016,1.29494584,1.35209894,0.00877367,0.00826132,0,0,41.80157852
30100,0.00356007,1,0.33647224,1.00000000,0.33647224,0.33647224,1,0,0.05554589,0.05826890,-13.28285980,-13.28641987,40.07004166,43.96926498,0.05674966,0.05554589,0,0,nan
30200,-0.70738506,0,-0.51082562,1.00000000,-0.51082562,0.00000000,1,0,0.05622476,0.05836311,-16.37964630,-15.67226124,17.96123886,21.01052856,0.05336466,0.05622476,0,0,17.44535383
30300,-0.64027596,0,-0.51082562,0.88134085,-0.45021149,0.25903831,1,0,0.06625782,0.05839572,-13.98539352,-13.34511757,16.63574982,19.85314178,0.06782467,0.06625782,0,0,13.92085457
30400,-0.48357964,0,-0.51082562,1.00000000,-0.51082562,0.13966307,1,0,0.03387848,0.05841062,-14.38800049,-13.90442085,14.60558033,17.12964249,0.03477979,0.03387848,0,0,13.74859905
30500,0.60010052,1,0.33647224,0.68277469,0.22973473,0.99725925,1,0,0.08554384,0.05840717,-13.92073441,-14.52083492,21.86404800,25.43270874,0.09200236,0.08554384,0,0,16.41320992
30600,-0.14419651,0,-0.51082562,0.75730287,-0.38684971,0.62256700,1,0,0.07709274,0.05838255,-11.71720886,-11.57301235,13.85244370,16.24087143,0.07811657,0.07709274,0,0,11.84355640
30700,1.55954552,1,0.33647224,0.61681946,0.20754262,2.58959961,1,0,0.09465045,0.05838224,-14.04541111,-15.60495663,31.60083771,37.37892151,0.09599883,0.09465045,0,0,18.78495979
30800,-1.82829285,0,-0.51082562,0.58937204,-0.30106634,5.55920454,1,0,0.09896356,0.05832635,-13.28012466,-11.45183182,27.09928322,31.75098610,0.11061351,0.09896356,0,0,19.05141506
30900,-1.07764244,0,-0.51082562,1.00000000,-0.51082562,0.70281844,1,0,0.04290640,0.05835601,-22.49585342,-21.41821098,8.50128555,9.03000259,0.04827172,0.04290640,0,0,23.64229774
31000,-0.26172638,0,-0.51082562,1.00000000,-0.51082562,0.16211885,1,0,0.00608316,0.05834143,-32.38820648,-32.12648010,1.29174995,1.32291055,0.00695567,0.00608316,0,0,32.10704899
31100,-2.21763515,0,-0.51082562,0.74653489,-0.38134915,0.00000000,1,0,0.07809556,0.05830106,-15.59831142,-13.38067627,20.43349838,23.95388603,0.09018259,0.07809556,0,0,17.18260884
31200,-1.29601955,0,-0.51082562,0.34040233,-0.17388623,0.00000000,1,0,0.17121638,0.05828246,-13.88938427,-12.59336472,38.24013901,42.14424515,0.17387827,0.17121638,0,0,17.03190470
31300,-0.81258297,0,-0.51082562,1.00000000,-0.51082562,0.00000000,1,0,0.05125932,0.05828818,-13.70712852,-12.89454556,9.72912312,10.11524391,0.05162933,0.05125932,0,0,13.76095104
31400,-0.58202934,0,-0.51082562,0.75511423,-0.38573170,0.00000000,1,0,0.07710067,0.05821981,-14.69985008,-14.11782074,21.96273422,23.10276031,0.08165297,0.07710067,0,0,15.82298501
31500,-0.58850670,0,-0.51082562,0.83124081,-0.42461910,0.35187066,1,0,0.07002819,0.05821029,-15.66973305,-15.08122635,16.64510345,16.95985413,0.07629637,0.07002819,0,0,16.01308568
31600,-0.87287712,0,-0.51082562,1.00000000,-0.51082562,0.00000000,1,0,0.05625279,0.05825023,-16.60051537,-15.72763824,16.38730621,16.60889053,0.05396949,0.05625279,0,0,18.32885838
31700,-0.62519836,0,-0.51082562,1.00000000,-0.51082562,0.00000000,1,0,0.03624279,0.05824472,-17.79335594,-17.16815758,6.82818890,6.54961824,0.03436408,0.03624279,0,0,16.92123032
31800,-0.50221634,0,-0.51082562,0.82880826,-0.42337649,0.00000000,1,0,0.07030850,0.05827226,-12.05919075,-11.55697441,19.28040504,18.78378677,0.07143769,0.07030850,0,0,13.37254190
31900,-0.78790951,0,-0.51082562,0.76037574,-0.38841941,1.84587319,1,0,0.07663812,0.05827377,-13.70581722,-12.91790771,26.74903297,25.97537994,0.08751872,0.07663812,0,0,13.03954697
32000,0.62562180,1,0.33647224,1.00000000,0.33647224,6.13133970,1,0,0.00949067,0.05824533,-60.28003311,-60.90565491,1.38659906,1.38659704,0.00985972,0.00949067,0,0,60.73736572
32100,0.26049805,1,0.33647224,0.79026305,0.26590158,11.80355738,1,0,0.07356671,0.05813705,-13.90541840,-14.16591644,23.77394104,22.68359566,0.06692687,0.07356671,0,0,15.71597862
32200,-0.26525497,0,-0.51082562,0.92886629,-0.47448870,5.60560133,1,0,0.06261267,0.05815880,-14.38896942,-14.12371445,20.12696457,20.40335083,0.06368087,0.06261267,0,0,17.09988403
32300,-0.89069366,0,-0.51082562,0.84195292,-0.43009112,12.25205976,1,0,0.06902962,0.05811969,-14.10650253,-13.21580887,23.30056763,23.06916046,0.07481322,0.06902962,0,0,15.29479790
32400,0.01606274,1,0.33647224,1.00000000,0.33647224,19.92098956,1,0,0.04031049,0.05807483,-11.47678185,-11.49284458,16.30022812,17.56099510,0.03012728,0.04031049,0,0,12.05128288
32500,-0.25350380,0,-0.51082562,1.00000000,-0.51082562,20.78345106,1,0,0.05208997,0.05807863,-11.04432201,-10.79081821,19.60568237,20.43841934,0.06096433,0.05208997,0,0,10.67472339
32600,-0.68811321,0,-0.51082562,0.35979040,-0.18379016,2.75641073,1,0,0.16138124,0.05806342,-14.62583447,-13.93772125,23.43574142,25.51714706,0.17972046,0.16138124,0,0,17.43788910
32700,-0.83817673,0,-0.51082562,1.00000000,-0.51082562,0.00000000,1,0,0.05458850,0.05806745,-15.93244553,-15.09426880,16.26152992,17.32000351,0.05695130,0.05458850,0,0,16.03169696
32800,1.19999504,1,0.33647224,1.00000000,0.33647224,0.70547894,1,0,0.05409072,0.05809905,-15.74670410,-16.94669914,12.45346355,11.95219803,0.06361835,0.05409072,0,0,16.64801311
32900,-0.37777328,0,-0.51082562,0.56797338,-0.29013535,0.40408572,1,0,0.10231251,0.05811078,-12.05734158,-11.67956829,19.22702026,16.80004883,0.11392628,0.10231251,0,0,13.40758061
33000,-0.46043015,0,-0.51082562,1.00000000,-0.51082562,0.00000000,1,0,0.00936229,0.05817784,-43.57070160,-43.11027145,1.43321145,1.40264273,0.01039614,0.00936229,0,0,44.24982834
33100,-4.28804016,0,-0.51082562,0.84420400,-0.43124103,0.00000000,1,0,0.06885567,0.05812823,-16.47738647,-12.18934631,29.66906738,27.97405815,0.08368531,0.06885567,0,0,20.48569679
33200,-0.16834831,0,-0.51082562,0.95689140,-0.48880464,0.00000000,1,0,0.06077763,0.05815759,-21.28644753,-21.11809921,15.53433418,13.68211746,0.06437022,0.06077763,0,0,21.20374775
33300,-0.09477997,0,-0.51082562,0.72341949,-0.36954121,0.00000000,1,0,0.08050808,0.05824111,-23.71731758,-23.62253761,27.22625542,25.09475517,0.08816830,0.08050808,0,0,29.46564865
33400,-0.55853081,0,-0.51082562,1.00000000,-0.51082562,0.00000000,1,0,0.05430320,0.05831667,-16.65058899,-16.09205818,21.03423309,17.85525131,0.06891012,0.05430320,0,0,17.33184052
33500,-0.64135456,0,-0.51082562,0.85156778,-0.43500264,0.00000000,1,0,0.06858202,0.05840224,-13.74154472,-13.10019016,19.96995926,17.29519272,0.07549870,0.06858202,0,0,13.70058314
33600,-0.43692589,0,-0.51082562,0.85702004,-0.43778780,0.00000000,1,0,0.06826375,0.05850340,-16.23457336,-15.79764748,23.96433449,21.71419907,0.07802423,0.06826375,0,0,16.91226501
33700,-0.44166183,0,-0.51082562,0.64395557,-0.32894901,0.00000000,1,0,0.09098980,0.05859339,-12.57904053,-12.13737869,28.34761238,24.07417488,0.09711418,0.09098980,0,0,13.90726948
33800,-0.29670811,0,-0.51082562,0.72702733,-0.37138419,0.25855847,1,0,0.08069307,0.05866606,-11.58909225,-11.29238415,35.62990189,35.03914261,0.10081509,0.08069307,0,0,11.96450233
33900,0.43240070,1,0.33647224,0.82990456,0.27923984,0.27923984,1,0,0.07078556,0.05874526,-13.13563633,-13.56803703,29.05452156,27.50781250,0.07708067,0.07078556,0,0,13.24984741
34000,0.16065979,1,0.33647224,1.00000000,0.33647224,7.13687245,1,0,0.01300954,0.05882073,-45.43140411,-45.59206390,1.44534612,1.39518249,0.01439374,0.01300954,0,0,45.40591939
34100,-0.42461681,0,-0.51082562,0.42975226,-0.21952847,9.80873109,1,0,0.13677984,0.05878145,-14.35278034,-13.92816353,32.54075241,30.09813690,0.15820728,0.13677984,0,0,18.38922119
34200,0.53958130,1,0.33647224,1.00000000,0.33647224,0.33647224,1,0,0.05762215,0.05890433,-16.76606560,-17.30564690,19.18860817,15.63056087,0.07005694,0.05762215,0,0,16.73148775
34300,-0.69463348,0,-0.51082562,0.49714385,-0.25395382,0.59887277,1,0,0.11868824,0.05900513,-18.79879761,-18.10416412,28.85937881,26.69429588,0.12506106,0.11868824,0,0,20.36028433
34400,0.03710938,1,0.33647224,0.92418767,0.31096349,0.87232006,1,0,0.06396294,0.05911376,-19.21420288,-19.25131226,21.23131180,19.78292084,0.07541621,0.06396294,0,0,18.61188889
34500,-0.42329693,0,-0.51082562,0.64468541,-0.32932182,2.34778646,1,0,0.09189276,0.05924192,-15.19994164,-14.77664471,26.75235748,27.84841537,0.09278803,0.09189276,0,0,15.88590503
34600,0.85880280,1,0.33647224,0.41293663,0.13894171,0.71646099,1,0,0.14379758,0.05937929,-16.79912949,-17.65793228,33.38601685,33.21382141,0.16469471,0.14379758,0,0,19.59570236
34700,0.15414715,1,0.33647224,0.95735902,0.32212473,2.09651531,1,0,0.06220464,0.05955217,-13.63800335,-13.79215050,23.48046303,20.67300987,0.06200116,0.06220464,0,0,13.74208403
34800,1.19941330,1,0.33647224,0.32700776,0.11002903,0.46839157,1,0,0.18252237,0.05968623,-15.17273521,-16.37214851,39.86906815,41.35639572,0.17637797,0.18252237,0,0,21.56077118
34900,-0.64531517,0,-0.51082562,0.76291309,-0.38971556,0.00000000,1,0,0.07845908,0.05985746,-14.01487732,-13.36956215,27.50177193,26.93516159,0.08256748,0.07845908,0,0,14.73693800
35000,0.48126984,1,0.33647224,1.00000000,0.33647224,0.33647224,1,0,0.00716119,0.05996431,-65.79460907,-66.27587891,1.36789370,1.34010613,0.00709777,0.00716119,0,0,nan
35100,0.79390335,1,0.33647224,1.00000000,0.33647224,17.18090573,1,0,0.04074453,0.05971030,-19.03467178,-19.82857513,5.69039965,5.05437660,0.03962006,0.04074453,0,0,19.55446196
35200,0.97116852,1,0.33647224,1.00000000,0.33647224,49.59209117,1,0,0.03031631,0.05942318,-13.88030529,-14.85147381,7.48949623,6.55294228,0.03180964,0.03031631,0,0,13.72903633
35300,1.04660797,1,0.33647224,1.00000000,0.33647224,46.40727421,1,0,0.04738151,0.05940552,-23.11024666,-24.15685463,23.09798813,19.87119865,0.04475764,0.04738151,0,0,24.65840530
35400,-0.02607536,0,-0.51082562,1.00000000,-0.51082562,40.13073390,1,0,0.05447232,0.05947783,-12.40635681,-12.38028145,28.96806526,25.50650787,0.06212755,0.05447232,0,0,12.50869497
35500,0.48662376,1,0.33647224,0.73133783,0.24607487,41.70146982,1,0,0.08149124,0.05959763,-12.39282799,-12.87945175,29.29723740,28.52174187,0.08987034,0.08149124,0,0,13.86807489
35600,-0.33110619,0,-0.51082562,1.00000000,-0.51082562,33.09222713,1,0,0.04609666,0.05974231,-13.89766693,-13.56656075,25.31935883,24.07750130,0.05010392,0.04609666,0,0,14.56809735
35700,0.42702103,1,0.33647224,0.87001758,0.29273676,19.65816516,1,0,0.06871943,0.05978711,-13.38436890,-13.81138992,29.62207985,30.35065651,0.08076750,0.06871943,0,0,14.20952358
35800,-0.33951569,0,-0.51082562,0.47651592,-0.24341654,28.81329754,1,0,0.12548569,0.05979593,-14.27560806,-13.93609238,32.43655396,33.63194656,0.12597230,0.12548569,0,0,21.33220100
35900,-0.42187977,0,-0.51082562,0.67481451,-0.34471254,35.15851618,1,0,0.08878723,0.05991491,-11.43900681,-11.01712704,33.07766342,33.72180939,0.09967960,0.08878723,0,0,13.75088716
36000,-0.22416306,0,-0.51082562,1.00000000,-0.51082562,48.01409337,1,0,0.00810382,0.05997826,-40.39131165,-40.16714859,1.45416689,1.44534743,0.00867192,0.00810382,0,0,40.61722819
36100,0.16070938,1,0.33647224,0.91837605,0.30900804,61.00160609,1,0,0.06512984,0.05981368,-15.84971619,-16.01042557,36.62844467,34.06282043,0.06607661,0.06512984,0,0,28.75180173
36200,-0.10561275,0,-0.51082562,0.53743290,-0.27453450,52.29882123,1,0,0.11136571,0.05985159,-11.52321339,-11.41760063,29.72884750,28.67572021,0.12014259,0.11136571,0,0,12.68364620
36300,0.79903412,1,0.33647224,1.00000000,0.33647224,47.96881403,1,0,0.03889148,0.05990129,-11.03503418,-11.83406830,16.53607750,15.24902344,0.04025067,0.03889148,0,0,11.00722713
36400,0.08510399,1,0.33647224,1.00000000,0.33647224,48.04873341,1,0,0.03369272,0.05991168,-14.48053741,-14.56564140,14.38634777,13.97732067,0.03432691,0.03369272,0,0,14.49818349
36500,0.08808041,1,0.33647224,1.00000000,0.33647224,49.35494637,1,0,0.05802473,0.05990959,-15.99033451,-16.07841492,18.67666626,19.99115944,0.06150919,0.05802473,0,0,17.25396156
36600,0.82599163,1,0.33647224,1.00000000,0.33647224,64.11439932,1,0,0.04325939,0.05990590,-11.13802242,-11.96401405,20.96381569,21.69165611,0.04517499,0.04325939,0,0,10.22252083
36700,0.67490482,1,0.33647224,0.99240123,0.33391546,83.77980598,1,0,0.06039913,0.05994017,-10.18095684,-10.85586166,22.34637642,23.44476128,0.05669762,0.06039913,0,0,10.34662604
36800,0.04177380,1,0.33647224,0.77438064,0.26055759,92.58651722,1,0,0.07746004,0.05998355,-14.58082485,-14.62259865,26.60993767,29.42735481,0.06730635,0.07746004,0,0,15.50567849
36900,0.87908077,1,0.33647224,1.00000000,0.33647224,80.52469779,1,0,0.04176410,0.06007696,-15.11781693,-15.99689770,18.37529755,19.30550575,0.04130025,0.04176410,0,0,15.05730597
37000,0.03159714,1,0.33647224,1.00000000,0.33647224,68.55085467,1,0,0.00524200,0.06007542,-36.25788879,-36.28948593,1.35212660,1.36850083,0.00532539,0.00524200,0,0,36.54664898
37100,2.31298828,1,0.33647224,1.00000000,0.33647224,66.56766842,1,0,0.04309530,0.05988175,-20.41742325,-22.73041153,12.36592007,10.55124187,0.04723773,0.04309530,0,0,21.10144043
37200,-2.41133308,0,-0.51082562,0.51329579,-0.26220464,35.56465042,1,0,0.11687016,0.05998896,-15.85741615,-13.44608307,38.46147537,34.27568817,0.12153853,0.11687016,0,0,22.31312027
37300,0.15335464,1,0.33647224,0.94979705,0.31958034,0.91044170,1,0,0.06321967,0.06004586,-16.71635437,-16.86970901,24.85839081,24.13782501,0.06525619,0.06321967,0,0,17.39003372
37400,0.45094490,1,0.33647224,1.00000000,0.33647224,1.00941671,1,0,0.05015808,0.06001318,-11.36639786,-11.81734276,23.49196434,24.62847137,0.05457731,0.05015808,0,0,11.53737679
37500,0.34965706,1,0.33647224,1.00000000,0.33647224,11.00895006,1,0,0.04911930,0.06001958,-13.00052452,-13.35018158,17.54386711,17.56590271,0.05336852,0.04911930,0,0,11.76280117
37600,0.22601128,1,0.33647224,0.53233513,0.17911599,21.70817266,1,0,0.11279586,0.06004520,-10.55928612,-10.78529739,25.08265114,27.41065216,0.11172730,0.11279586,0,0,10.81990528
37700,-0.13392258,0,-0.51082562,0.39931773,-0.20398173,28.20761988,1,0,0.15039945,0.06005717,-10.81013870,-10.67621613,23.68302345,24.73613548,0.18734623,0.15039945,0,0,14.36947274
37800,-0.10800552,0,-0.51082562,1.00000000,-0.51082562,36.23678100,1,0,0.05055521,0.06008996,-16.42544556,-16.31744003,17.67566872,18.49191284,0.06360336,0.05055521,0,0,16.83913040
37900,-0.33978939,0,-0.51082562,0.52456796,-0.26796275,50.08854355,1,0,0.11452124,0.06007417,-15.50164890,-15.16185951,24.66576767,25.76957703,0.13820760,0.11452124,0,0,18.45569820
38000,-0.07921600,0,-0.51082562,1.00000000,-0.51082562,52.91749693,1,0,0.00662970,0.06013650,-42.36885834,-42.28964233,1.46236205,1.48423994,0.00759409,0.00662970,0,0,42.91024526
38100,0.45573425,1,0.33647224,1.00000000,0.33647224,32.24935658,1,0,0.05489476,0.06014302,-16.62877655,-17.08451080,23.61581802,22.34569359,0.05725090,0.05489476,0,0,17.75763766
38200,0.59881306,1,0.33647224,0.80165064,0.26973318,3.45349280,1,0,0.07511967,0.06021973,-14.24076366,-14.83957672,21.70564461,22.00205040,0.07953104,0.07511967,0,0,15.54586919
38300,-0.16170692,0,-0.51082562,0.99822341,-0.50991810,0.00000000,1,0,0.06040862,0.06030130,-16.53025055,-16.36854362,15.93902588,15.81607056,0.06360403,0.06040862,0,0,17.44098949
38400,0.42058372,1,0.33647224,0.71631950,0.24102163,3.00527093,1,0,0.08421598,0.06032555,-11.46541119,-11.88599491,26.15971947,26.97965622,0.08636508,0.08421598,0,0,11.16813421
38500,-0.14445114,0,-0.51082562,0.85428143,-0.43638885,0.36440373,1,0,0.07071233,0.06040823,-10.43409729,-10.28964615,23.97312164,24.65397263,0.07632011,0.07071233,0,0,11.05101426
38600,0.38955307,1,0.33647224,1.00000000,0.33647224,1.07277391,1,0,0.05991684,0.06049567,-9.64941978,-10.03897285,21.20714378,23.95135880,0.06774916,0.05991684,0,0,nan
38700,-0.62123394,0,-0.51082562,0.75127740,-0.38377175,0.00000000,1,0,0.08058760,0.06054364,-11.05541801,-10.43418407,31.07512665,33.88290024,0.08699301,0.08058760,0,0,15.86638037
38800,-0.28987217,0,-0.51082562,0.86793165,-0.44336173,3.09028260,1,0,0.06983129,0.06060879,-11.15283966,-10.86296749,29.38370705,31.46640968,0.07594768,0.06983129,0,0,15.54631742
38900,0.65254974,1,0.33647224,1.00000000,0.33647224,15.95023786,1,0,0.05001220,0.06063831,-14.31490517,-14.96745491,19.00823402,19.56480980,0.05582155,0.05001220,0,0,14.61793009
39000,-0.00444412,0,-0.51082562,1.00000000,-0.51082562,26.64648178,1,0,0.01538567,0.06069031,-37.57857132,-37.57412720,1.48976529,1.49263358,0.01604611,0.01538567,0,0,37.86453056
39100,-1.29257584,0,-0.51082562,0.74837277,-0.38228798,6.03772683,1,0,0.08114697,0.06072818,-12.08364105,-10.79106522,20.74130440,21.35653687,0.08280909,0.08114697,0,0,13.66786289
39200,0.42247963,1,0.33647224,1.00000000,0.33647224,0.33647224,1,0,0.03825828,0.06078543,-13.73474884,-14.15722847,17.75062752,17.66046524,0.03802118,0.03825828,0,0,13.47372007
39300,-1.17787552,0,-0.51082562,1.00000000,-0.51082562,0.00000000,1,0,0.05513693,0.06091601,-14.88427544,-13.70639992,27.51989365,27.15986824,0.05524797,0.05513693,0,0,17.38380432
39400,-0.33206558,0,-0.51082562,0.87087303,-0.44486426,1.22696352,1,0,0.07004718,0.06100220,-12.12648392,-11.79441833,23.45030022,25.49686050,0.07276470,0.07004718,0,0,13.36899090
39500,-1.82992601,0,-0.51082562,0.68306182,-0.34892548,0.00000000,1,0,0.08940931,0.06107208,-9.80438900,-7.97446299,26.91773415,29.81447983,0.09099516,0.08940931,0,0,13.16951847
39600,0.61107063,1,0.33647224,1.00000000,0.33647224,2.14649487,1,0,0.03276474,0.06116829,-11.04064751,-11.65171814,18.05719757,18.94950294,0.03253070,0.03276474,0,0,10.73433471
39700,0.48800182,1,0.33647224,0.58232669,0.19593676,0.19593676,1,0,0.10524629,0.06128772,-14.10125256,-14.58925438,23.92144775,24.14129448,0.10860176,0.10524629,0,0,14.25772047
39800,0.01482773,1,0.33647224,0.88383739,0.29738674,0.93110782,1,0,0.06944629,0.06137923,-10.90465736,-10.91948509,17.18049812,18.14934158,0.07212272,0.06944629,0,0,10.82943185
39900,0.02044106,1,0.33647224,0.72724844,0.24469891,0.24469891,1,0,0.08456775,0.06150176,-14.94252872,-14.96296978,20.59299850,21.32851601,0.09644016,0.08456775,0,0,17.04717541
40000,0.20957565,1,0.33647224,1.00000000,0.33647224,0.33647224,1,0,0.02350749,0.06157471,-44.01778793,-44.22736359,1.68712986,1.68688726,0.02463617,0.02350749,0,0,46.41665077
40100,-1.24641037,0,-0.51082562,0.52512240,-0.26824598,0.00000000,1,0,0.11743895,0.06166982,-12.83630371,-11.58989334,26.03366852,25.89673233,0.13895644,0.11743895,0,0,13.75546487
40200,0.23287582,1,0.33647224,0.95937422,0.32280279,0.32280279,1,0,0.06447000,0.06185086,-11.56879425,-11.80167007,27.65699196,26.78827858,0.08232221,0.06447000,0,0,11.41498121
40300,-1.00579834,0,-0.51082562,0.83277522,-0.42540292,0.00000000,1,0,0.07442088,0.06197586,-12.02542686,-11.01962852,20.13204002,20.20897102,0.08394367,0.07442088,0,0,12.25508404
40400,-0.11973381,0,-0.51082562,1.00000000,-0.51082562,0.89739643,1,0,0.05930294,0.06203585,-11.06463909,-10.94490528,22.84649849,21.55990601,0.06536128,0.05930294,0,0,11.37966366
40500,-0.24181652,0,-0.51082562,0.48943611,-0.25001650,1.97632807,1,0,0.12690350,0.06211116,-10.23725510,-9.99543858,17.60191917,18.56946564,0.15043360,0.12690350,0,0,10.81392574
40600,0.05390644,1,0.33647224,1.00000000,0.33647224,13.13997885,1,0,0.05439220,0.06221250,-12.30604744,-12.35995388,21.07912445,20.61204338,0.05652600,0.05439220,0,0,13.49732526
40700,0.24613190,1,0.33647224,0.86761491,0.29192833,19.44720233,1,0,0.07181266,0.06230573,-11.62736511,-11.87349701,20.43526459,20.46568298,0.08873461,0.07181266,0,0,11.80241919
40800,-0.71064091,0,-0.51082562,0.78909084,-0.40308782,23.77843625,1,0,0.07903077,0.06236246,-12.43310452,-11.72246361,25.05673599,25.32305336,0.08837996,0.07903077,0,0,15.13826714
40900,0.01329136,1,0.33647224,0.93940312,0.31608307,30.77699511,1,0,0.06643336,0.06240771,-10.79170227,-10.80499363,18.63209915,19.92045021,0.06829827,0.06643336,0,0,11.08175707
41000,0.22425461,1,0.33647224,1.00000000,0.33647224,30.09083224,1,0,0.01850135,0.06248663,-60.04177475,-60.26602936,1.45363152,1.47011757,0.01991550,0.01850135,0,0,60.30920919
41100,-1.65089989,0,-0.51082562,0.51795728,-0.26458585,11.38394039,1,0,0.12072044,0.06252803,-10.82724380,-9.17634392,24.49261093,25.44876289,0.12575991,0.12072044,0,0,13.06741524
41200,0.18624306,1,0.33647224,0.65746406,0.22121840,0.99380158,1,0,0.09525147,0.06262442,-16.25689125,-16.44313431,19.54856110,20.29593277,0.09693840,0.09525147,0,0,19.13031864
41300,0.12254524,1,0.33647224,0.72168501,0.24282697,0.36029418,1,0,0.08696540,0.06276163,-16.23148727,-16.35403252,18.33478355,18.97867584,0.09493298,0.08696540,0,0,17.34821002
41400,0.45817947,1,0.33647224,0.97765367,0.32895332,5.78640384,1,0,0.06429466,0.06285791,-7.78127575,-8.23945522,17.98623657,18.75489998,0.05974399,0.06429466,0,0,8.09228007
41500,0.02697086,1,0.33647224,0.78281053,0.26339401,0.38714718,1,0,0.08046497,0.06298882,-12.04694271,-12.07391357,20.28804779,20.69537354,0.08681467,0.08046497,0,0,14.98282623
41600,-0.38166046,0,-0.51082562,0.86529894,-0.44201687,0.00000000,1,0,0.07294054,0.06311537,-11.95775604,-11.57609558,20.71865082,21.04306793,0.07915158,0.07294054,0,0,12.99287987
41700,0.08520794,1,0.33647224,0.73633758,0.24775715,2.66220100,1,0,0.08581969,0.06319226,-14.09524059,-14.18044853,18.48341560,18.69970512,0.09384671,0.08581969,0,0,15.26328278
41800,-0.70371246,0,-0.51082562,0.53216350,-0.27184275,0.49664710,1,0,0.11892838,0.06328934,-11.69125175,-10.98753929,30.67317009,31.88591766,0.13212095,0.11892838,0,0,14.71729851
41900,0.11930847,1,0.33647224,1.00000000,0.33647224,3.47092860,1,0,0.05707406,0.06341516,-13.35379791,-13.47310638,17.07153893,17.12534142,0.06263682,0.05707406,0,0,13.70006609
42000,-0.28222656,0,-0.51082562,1.00000000,-0.51082562,0.00000000,1,0,0.02944144,0.06357336,-59.79045868,-59.50823212,1.81210411,1.82855856,0.03272982,0.02944144,0,0,60.88107204
42100,-1.17812920,0,-0.51082562,0.70114983,-0.35816530,0.00000000,1,0,0.09065434,0.06356227,-10.56172562,-9.38359642,19.90535355,20.30400658,0.08660266,0.09065434,0,0,11.19080114
42200,0.04802418,1,0.33647224,0.55703224,0.18742588,0.52389812,1,0,0.11430306,0.06367049,-14.19902611,-14.24705029,17.05382919,18.00056076,0.13147897,0.11430306,0,0,16.18129559
42300,0.05025482,1,0.33647224,0.51364435,0.17282706,0.68730977,1,0,0.12417122,0.06377985,-11.09109688,-11.14135170,21.59076309,21.64784431,0.12287206,0.12417122,0,0,12.35595385
42400,-0.09770966,0,-0.51082562,0.68617526,-0.35051590,0.00000000,1,0,0.09309822,0.06388170,-12.40265846,-12.30494881,17.28237915,17.87646866,0.10201126,0.09309822,0,0,12.63460112
42500,-0.20244312,0,-0.51082562,1.00000000,-0.51082562,0.00000000,1,0,0.04164890,0.06398546,-12.31654835,-12.11410522,15.76502132,16.28978729,0.04768663,0.04164890,0,0,13.61032248
42600,-0.23382854,0,-0.51082562,1.00000000,-0.51082562,5.31708923,1,0,0.05039127,0.06408308,-11.56775379,-11.33392525,19.09838867,19.69891167,0.05847450,0.05039127,0,0,12.65816212
42700,0.53704739,1,0.33647224,0.68550860,0.23065461,0.55803307,1,0,0.09372070,0.06424634,-10.46076298,-10.99781036,17.97304344,18.64343262,0.10141888,0.09372070,0,0,11.00056648
42800,0.29780674,1,0.33647224,0.51530445,0.17338564,3.39007720,1,0,0.12480007,0.06431003,-10.75560665,-11.05341339,21.89378357,23.27781105,0.12352198,0.12480007,0,0,11.73191333
42900,-0.37566948,0,-0.51082562,0.96934715,-0.49516736,0.82141149,1,0,0.06649049,0.06445237,-12.54190636,-12.16623688,17.49054337,18.65178108,0.06732367,0.06649049,0,0,13.47573757
43000,-0.11557007,0,-0.51082562,1.00000000,-0.51082562,0.00000000,1,0,0.03468039,0.06459178,-56.91345596,-56.79788589,1.88558877,1.89959335,0.03706885,0.03468039,0,0,58.45563507
43100,-0.09942055,0,-0.51082562,0.57175002,-0.29206456,0.00000000,1,0,0.11314771,0.06469220,-7.52577305,-7.42635250,13.87213612,14.69102955,0.13067204,0.11314771,0,0,9.00110245
43200,0.07186508,1,0.33647224,1.00000000,0.33647224,0.33647224,1,0,0.04588635,0.06490857,-9.44770241,-9.51956749,17.26844025,17.68498993,0.04736941,0.04588635,0,0,9.18790913
43300,-0.07283974,0,-0.51082562,0.97467825,-0.49789063,0.00000000,1,0,0.06680199,0.06511044,-13.68101501,-13.60817528,20.69505119,21.19511604,0.07168327,0.06680199,0,0,13.88966815
