step,surprise_raw,surprise_clipped,state_action_pseudo_count,familiarity,e_t,block_E_k,W_k,block_completed,warmup_remaining,regime_change,mean_total_var,mean_epistemic_var,gradient_coherence,gradient_novelty,predictor_nll
2900,0.38162434,0.38162434,0,0.00000000,0.00000000,nan,0.00000000,0,7099,0,18.01137352,0.16889545,-0.00465205,1.00465205,26.10130072
3000,7.01600790,7.01600790,0,0.00000000,0.00000000,nan,0.00000000,0,6999,0,1.13434720,0.00387228,0.60260563,0.39739437,80.88805644
3100,0.80458039,0.80458039,0,0.00000000,0.00000000,nan,0.00000000,0,6899,0,9.03096294,0.10576742,0.08846114,0.91153886,28.78307486
3200,0.53405863,0.53405863,0,0.00000000,0.00000000,nan,0.00000000,0,6799,0,12.62903023,0.07537697,0.00334483,0.99665517,26.15475178
3300,0.34637314,0.34637314,0,0.00000000,0.00000000,nan,0.00000000,0,6699,0,44.90445328,0.40888864,-0.07034417,1.07034417,30.75080427
3400,0.37631568,0.37631568,0,0.00000000,0.00000000,nan,0.00000000,0,6599,0,20.67361832,0.19723111,0.10381647,0.89618353,27.87195015
3500,0.33293813,0.33293813,0,0.00000000,0.00000000,nan,0.00000000,0,6499,0,36.28206253,0.18294007,0.06370298,0.93629702,26.94560051
3600,0.22829390,0.22829390,0,0.00000000,0.00000000,nan,0.00000000,0,6399,0,28.30120850,0.14543709,0.03287750,0.96712250,26.32849693
3700,0.33651230,0.33651230,0,0.00000000,0.00000000,nan,0.00000000,0,6299,0,38.38316345,0.17918488,0.08651254,0.91348746,25.73808734
3800,0.29701132,0.29701132,0,0.00000000,0.00000000,nan,0.00000000,0,6199,0,29.88400650,0.11371609,-0.04307628,1.04307628,25.38367462
3900,0.62858987,0.62858987,0,0.00000000,0.00000000,nan,0.00000000,0,6099,0,41.63685989,0.26866782,0.02455911,0.97544089,33.31354841
4000,7.31243801,7.31243801,0,0.00000000,0.00000000,nan,0.00000000,0,5999,0,1.17736483,0.00367090,0.55091877,0.44908123,81.91062164
4100,0.41783705,0.41783705,0,0.00000000,0.00000000,nan,0.00000000,0,5899,0,40.63957596,0.18339133,0.07683164,0.92316836,29.27303886
4200,0.82511592,0.82511592,0,0.00000000,0.00000000,nan,0.00000000,0,5799,0,39.16812515,0.18979999,0.01270933,0.98729067,32.69310455
4300,0.70037645,0.70037645,0,0.00000000,0.00000000,nan,0.00000000,0,5699,0,10.49104309,0.10735744,-0.02421918,1.02421918,27.86372604
4400,0.39408156,0.39408156,0,0.00000000,0.00000000,nan,0.00000000,0,5599,0,15.33128738,0.09437421,0.02568024,0.97431976,25.25841045
4500,0.64061546,0.64061546,0,0.00000000,0.00000000,nan,0.00000000,0,5499,0,19.29380226,0.07892843,0.05479412,0.94520588,28.81719653
4600,0.30572060,0.30572060,0,0.00000000,0.00000000,nan,0.00000000,0,5399,0,46.87543488,0.27571622,-0.03214666,1.03214666,28.22215652
4700,0.77241933,0.77241933,0,0.00000000,0.00000000,nan,0.00000000,0,5299,0,47.57691956,0.24425231,0.06538829,0.93461171,31.68951035
4800,0.39099491,0.39099491,0,0.00000000,0.00000000,nan,0.00000000,0,5199,0,41.86581039,0.26162174,0.01506702,0.98493298,31.81861115
4900,1.41422105,1.41422105,0,0.00000000,0.00000000,nan,0.00000000,0,5099,0,6.81603622,0.06919979,0.13124221,0.86875779,33.90095444
5000,3.68155241,3.68155241,0,0.00000000,0.00000000,nan,0.00000000,0,4999,0,1.10325134,0.00301511,-0.19298722,1.19298722,50.44917425
5100,0.44423959,0.44423959,0,0.00000000,0.00000000,nan,0.00000000,0,4899,0,14.59457397,0.13129756,-0.09891143,1.09891143,25.97803688
5200,0.71808869,0.71808869,0,0.00000000,0.00000000,nan,0.00000000,0,4799,0,11.45578575,0.08977975,0.10125715,0.89874285,27.29072990
5300,0.47177103,0.47177103,0,0.00000000,0.00000000,nan,0.00000000,0,4699,0,46.36565399,0.17084809,-0.02748982,1.02748982,25.52285576
5400,0.52040231,0.52040231,0,0.00000000,0.00000000,nan,0.00000000,0,4599,0,9.54406071,0.04030340,0.09365302,0.90634698,25.41090441
5500,0.46583408,0.46583408,0,0.00000000,0.00000000,nan,0.00000000,0,4499,0,17.33762169,0.13985480,0.08156946,0.91843054,25.30625343
5600,0.53159040,0.53159040,0,0.00000000,0.00000000,nan,0.00000000,0,4399,0,20.72451210,0.08841424,0.06895286,0.93104714,26.18096008
5700,0.38629028,0.38629028,0,0.00000000,0.00000000,nan,0.00000000,0,4299,0,9.13220882,0.03954847,0.15921473,0.84078527,22.81171703
5800,0.15992934,0.15992934,0,0.00000000,0.00000000,nan,0.00000000,0,4199,0,34.68821716,0.12722236,-0.02024449,1.02024449,22.66668765
5900,0.35601056,0.35601056,0,0.00000000,0.00000000,nan,0.00000000,0,4099,0,35.76042175,0.16787241,0.00078184,0.99921816,25.45420456
6000,8.89903164,8.89903164,0,0.00000000,0.00000000,nan,0.00000000,0,3999,0,1.20503092,0.00496224,-0.10201181,1.10201181,nan
6100,0.45279980,0.45279980,0,0.00000000,0.00000000,nan,0.00000000,0,3899,0,8.64767647,0.06757910,-0.03574268,1.03574268,24.67785263
6200,1.04113460,1.04113460,0,0.00000000,0.00000000,nan,0.00000000,0,3799,0,50.14665604,0.29415703,-0.02226177,1.02226177,44.82776165
6300,0.36718494,0.36718494,0,0.00000000,0.00000000,nan,0.00000000,0,3699,0,49.49184799,0.26784077,-0.04193422,1.04193422,25.85070801
6400,0.46948931,0.46948931,0,0.00000000,0.00000000,nan,0.00000000,0,3599,0,32.11720276,0.11207961,-0.05505470,1.05505470,25.82666588
6500,0.54493934,0.54493934,0,0.00000000,0.00000000,nan,0.00000000,0,3499,0,21.42530441,0.09225763,-0.02980092,1.02980092,26.80655098
6600,0.73725009,0.73725009,0,0.00000000,0.00000000,nan,0.00000000,0,3399,0,44.37170792,0.17892446,-0.08972521,1.08972521,29.32437992
6700,0.37303162,0.37303162,0,0.00000000,0.00000000,nan,0.00000000,0,3299,0,9.23430061,0.06541183,0.29318963,0.70681037,23.10791079
6800,0.47839981,0.47839981,0,0.00000000,0.00000000,nan,0.00000000,0,3199,0,36.68687057,0.12904702,0.12557752,0.87442248,26.40333939
6900,0.67791682,0.67791682,0,0.00000000,0.00000000,nan,0.00000000,0,3099,0,10.27711010,0.06027338,0.18551700,0.81448300,25.53506184
7000,4.31786442,4.31786442,0,0.00000000,0.00000000,nan,0.00000000,0,2999,0,1.14111865,0.00366023,-0.07835794,1.07835794,54.44343185
7100,1.08487749,1.08487749,0,0.00000000,0.00000000,nan,0.00000000,0,2899,0,4.32321596,0.03126593,-0.07874747,1.07874747,28.69862652
7200,1.04066956,1.04066956,0,0.00000000,0.00000000,nan,0.00000000,0,2799,0,9.78373718,0.04568823,0.25288786,0.74711214,29.83897686
7300,0.76193786,0.76193786,0,0.00000000,0.00000000,nan,0.00000000,0,2699,0,10.79181767,0.04311928,0.05871784,0.94128216,27.03658257
7400,0.40204886,0.40204886,0,0.00000000,0.00000000,nan,0.00000000,0,2599,0,20.45685768,0.07833910,0.21041224,0.78958776,23.31896718
7500,0.32360911,0.32360911,0,0.00000000,0.00000000,nan,0.00000000,0,2499,0,16.77557564,0.08282741,0.15368545,0.84631455,23.36746470
7600,0.33893052,0.33893052,0,0.00000000,0.00000000,nan,0.00000000,0,2399,0,14.14736271,0.04231519,0.13401630,0.86598370,22.39876442
7700,0.24246155,0.24246155,0,0.00000000,0.00000000,nan,0.00000000,0,2299,0,14.26015568,0.05176979,0.22206573,0.77793427,21.23475313
7800,0.41063589,0.41063589,0,0.00000000,0.00000000,nan,0.00000000,0,2199,0,19.54230499,0.10424062,0.01956347,0.98043653,23.26897545
7900,0.35847223,0.35847223,0,0.00000000,0.00000000,nan,0.00000000,0,2099,0,43.90974808,0.17960064,0.06906609,0.93093391,24.54291725
8000,8.75525665,8.75525665,0,0.00000000,0.00000000,nan,0.00000000,0,1999,0,1.13662338,0.00348854,-0.15145404,1.15145404,97.05922699
8100,0.37797302,0.37797302,0,0.00000000,0.00000000,nan,0.00000000,0,1899,0,34.76907730,0.08593747,0.04897201,0.95102799,26.21572876
8200,0.76973224,0.76973224,0,0.00000000,0.00000000,nan,0.00000000,0,1799,0,13.76582527,0.07130614,-0.02497923,1.02497923,27.06828690
8300,0.54287750,0.54287750,0,0.00000000,0.00000000,nan,0.00000000,0,1699,0,18.34845734,0.06704122,0.20019033,0.79980967,24.86552238
8400,0.45166847,0.45166847,0,0.00000000,0.00000000,nan,0.00000000,0,1599,0,16.39215851,0.05423756,-0.12829793,1.12829793,24.16849772
8500,1.46270216,1.46270216,0,0.00000000,0.00000000,nan,0.00000000,0,1499,0,2.27856493,0.01482661,0.09775591,0.90224409,30.81297684
8600,0.27065027,0.27065027,0,0.00000000,0.00000000,nan,0.00000000,0,1399,0,39.06790924,0.14604533,0.08045970,0.91954030,23.23360920
8700,1.43778551,1.43778551,0,0.00000000,0.00000000,nan,0.00000000,0,1299,0,6.34887838,0.03954498,-0.02570694,1.02570694,31.91069984
8800,1.17492402,1.17492402,0,0.00000000,0.00000000,nan,0.00000000,0,1199,0,4.26186466,0.03455026,-0.06254629,1.06254629,29.39269829
8900,0.26527336,0.26527336,0,0.00000000,0.00000000,nan,0.00000000,0,1099,0,13.59739017,0.05121718,0.09936967,0.90063033,20.64892769
9000,4.06303644,4.06303644,0,0.00000000,0.00000000,nan,0.00000000,0,999,0,1.16039956,0.00247965,0.05086536,0.94913464,52.50741768
9100,0.45009646,0.45009646,0,0.00000000,0.00000000,nan,0.00000000,0,899,0,8.60235119,0.04467891,0.07224647,0.92775353,21.85717201
9200,0.58276975,0.58276975,0,0.00000000,0.00000000,nan,0.00000000,0,799,0,3.72337222,0.02469326,-0.03530411,1.03530411,23.04115868
9300,0.25945118,0.25945118,0,0.00000000,0.00000000,nan,0.00000000,0,699,0,29.87766457,0.06448278,0.09702791,0.90297209,20.70439466
9400,0.24171907,0.24171907,0,0.00000000,0.00000000,nan,0.00000000,0,599,0,25.41128159,0.08767267,0.16571022,0.83428978,20.54500275
9500,0.50355965,0.50355965,0,0.00000000,0.00000000,nan,0.00000000,0,499,0,42.25904846,0.11556632,-0.18888338,1.18888338,26.70134608
9600,0.36994451,0.36994451,0,0.00000000,0.00000000,nan,0.00000000,0,399,0,43.13920212,0.15229785,-0.19798488,1.19798488,22.68532181
9700,0.40972644,0.40972644,0,0.00000000,0.00000000,nan,0.00000000,0,299,0,19.77398491,0.09925026,-0.05835084,1.05835084,22.40302658
9800,1.12195694,1.12195694,0,0.00000000,0.00000000,nan,0.00000000,0,199,0,2.48884296,0.01084231,0.07606705,0.92393295,26.53404045
9900,0.66981959,0.66981959,0,0.00000000,0.00000000,nan,0.00000000,0,99,0,10.51485062,0.03653546,0.40273753,0.59726247,24.63177586
10000,4.31282997,4.31282997,0,0.00000000,0.00000000,nan,0.00000000,0,0,0,1.25865602,0.00351867,-0.04110351,1.04110351,56.26525688
10100,0.40530455,0.40530455,0,0.00000000,0.00000000,nan,0.00000000,0,0,0,38.02027130,0.13529965,-0.15150868,1.15150868,26.54031258
10200,0.47711739,0.47711739,2,0.18126925,0.00051514,nan,0.00000000,0,0,0,38.54554749,0.12427616,0.29557225,0.70442775,24.83182621
10300,0.31559873,0.31559873,2,0.18126925,0.00034075,nan,0.00000000,0,0,0,43.38750458,0.16455406,0.12220669,0.87779331,33.09604645
10400,0.18590900,0.18590900,2,0.18126925,0.00020072,nan,0.00000000,0,0,0,43.26988220,0.10025402,0.17095474,0.82904526,22.67924118
10500,0.40037429,0.40037429,3,0.25918178,0.00180669,nan,0.00000000,0,0,0,37.47494888,0.08994174,-0.02708038,1.02708038,24.14207687
10600,0.47820303,0.47820303,2,0.18126925,0.00051631,nan,0.00000000,0,0,0,46.30384064,0.09851509,-0.15051413,1.15051413,26.94876353
10700,0.56572139,0.56572139,5,0.39346934,0.01355958,nan,0.00000000,0,0,0,23.00403214,0.04116713,0.13674161,0.86325839,24.92839479
10800,1.26969397,1.26969397,5,0.39346934,0.03043285,nan,0.00000000,0,0,0,43.82330704,0.09492845,-0.06878167,1.06878167,32.36603165
10900,0.35657924,0.35657924,18,0.83470111,0.17309321,nan,0.00000000,0,0,0,24.27953339,0.05338677,0.23656893,0.76343107,22.25919437
11000,4.36932278,4.36932278,10,0.63212056,0.69761176,nan,0.00000000,0,0,0,1.19248557,0.00307159,0.13476373,0.86523627,52.86244202
11100,0.32807934,0.32807934,8,0.55067104,0.03016809,nan,0.00000000,0,0,0,29.17831802,0.08180530,-0.03978048,1.03978048,23.23795446
11200,1.01923013,1.01923013,1,0.09516258,0.00008359,nan,0.00000000,0,0,0,27.45069695,0.06179080,0.00620077,0.99379923,28.44509633
11300,0.56819934,0.56819934,4,0.32967995,0.00671229,nan,0.00000000,0,0,0,17.26418114,0.04370448,0.15263009,0.84736991,22.94703770
11400,1.19381189,1.19381189,18,0.83470111,0.57950858,nan,0.00000000,0,0,0,4.97320223,0.02260251,0.29612764,0.70387236,28.59558169
11500,0.23918574,0.23918574,7,0.50341470,0.01536168,nan,0.00000000,0,0,0,34.48921204,0.13560216,0.02678792,0.97321208,21.17687845
11600,1.60273767,1.60273767,5,0.39346934,0.03841546,nan,0.00000000,0,0,0,8.60244370,0.02342407,0.23601619,0.76398381,33.32831955
11700,0.99953949,0.99953949,19,0.85043138,0.52282587,nan,0.00000000,0,0,0,30.42348480,0.05772594,0.08529609,0.91470391,26.76993799
11800,0.48585606,0.48585606,31,0.95495080,0.40404674,nan,0.00000000,0,0,0,17.36468697,0.08462951,0.02900824,0.97099176,22.15467262
11900,0.40088525,0.40088525,4,0.32967995,0.00473577,nan,0.00000000,0,0,0,34.88059235,0.09339198,-0.01289562,1.01289562,21.37073771
12000,2.63696194,2.63696194,28,0.93918994,2.05171760,nan,0.00000000,0,0,0,1.14410925,0.00245484,0.09084559,0.90915441,40.22128906
12100,0.50038266,0.50038266,17,0.81731648,0.22328691,nan,0.00000000,0,0,0,5.41143036,0.03855377,0.17432079,0.82567921,21.86636829
12200,0.19567461,0.19567461,21,0.87754357,0.11604041,nan,0.00000000,0,0,0,49.01124954,0.20062882,-0.17255362,1.17255362,18.75357723
12300,0.32288694,0.32288694,10,0.63212056,0.05155255,nan,0.00000000,0,0,0,46.11103058,0.15525971,0.04072749,0.95927251,24.95669746
12400,1.76109743,1.76109743,27,0.93279449,1.33329812,nan,0.00000000,0,0,0,5.03382349,0.01795590,0.34447305,0.65552695,34.06795756
12500,0.63773930,0.63773930,1,0.09516258,0.00005230,nan,0.00000000,0,0,0,43.98066330,0.19196868,-0.09275165,1.09275165,27.14612770
12600,0.56147844,0.56147844,16,0.79810348,0.22780849,nan,0.00000000,0,0,0,47.22615433,0.17158045,-0.25552835,1.25552835,32.52222013
12700,0.96517766,0.96517766,17,0.81731648,0.43069346,nan,0.00000000,0,0,0,11.31394291,0.04196279,0.33665241,0.66334759,27.34407997
12800,0.45998350,0.45998350,27,0.93279449,0.34824600,nan,0.00000000,0,0,0,32.47061920,0.08504277,0.00830036,0.99169964,21.70540886
12900,0.42155212,0.42155212,18,0.83470111,0.20463280,nan,0.00000000,0,0,0,34.58097839,0.09129751,-0.13819003,1.13819003,21.86177921
13000,3.84480786,3.84480786,64,0.99833844,3.81931801,nan,0.00000000,0,0,0,1.12537241,0.00300917,0.00601589,0.99398411,51.13085556
13100,0.72113806,0.72113806,12,0.69880579,0.17196671,nan,0.00000000,0,0,0,45.94940186,0.15146293,0.18837065,0.81162935,29.62303829
13200,1.04688716,1.04688716,62,0.99797057,1.03841466,nan,0.00000000,0,0,0,12.48577881,0.05212151,0.37031568,0.62968432,27.18334436
13300,0.26955962,0.26955962,24,0.90928205,0.18426774,nan,0.00000000,0,0,0,25.35592461,0.08169077,-0.06806987,1.06806987,19.36109734
13400,0.73019546,0.73019546,26,0.92572642,0.53625304,nan,0.00000000,0,0,0,14.23378849,0.06071032,0.20447198,0.79552802,23.30349207
13500,0.47090924,0.47090924,31,0.95495080,0.39161669,nan,0.00000000,0,0,0,31.75030518,0.12140404,0.03281875,0.96718125,nan
13600,1.05644035,1.05644035,25,0.91791500,0.74998893,nan,0.00000000,0,0,0,8.59273911,0.03840084,0.31957019,0.68042981,27.31617610
13700,0.72560573,0.72560573,27,0.93279449,0.54934425,nan,0.00000000,0,0,0,9.54390430,0.03641203,0.13965109,0.86034891,23.03443241
13800,0.49936825,0.49936825,17,0.81731648,0.22283425,nan,0.00000000,0,0,0,30.40323257,0.09444147,0.09182444,0.90817556,21.40271123
13900,0.59730434,0.59730434,22,0.88919684,0.37341118,nan,0.00000000,0,0,0,12.53768444,0.03641041,0.19392350,0.80607650,22.26970100
14000,3.07871461,3.07871461,74,0.99938875,3.07119402,nan,0.00000000,0,0,0,1.16764677,0.00314383,0.07440044,0.92559956,43.95091502
14100,0.80396515,0.80396515,24,0.90928205,0.54958097,nan,0.00000000,0,0,0,12.98620510,0.04526394,0.12044927,0.87955073,24.09103394
14200,0.50019974,0.50019974,7,0.50341470,0.03212529,nan,0.00000000,0,0,0,16.60498428,0.09218442,-0.07513079,1.07513079,22.09631824
14300,0.43408394,0.43408394,46,0.98994816,0.41689198,nan,0.00000000,0,0,0,8.71615124,0.05790246,-0.21663531,1.21663531,19.78450139
14400,0.60348362,0.60348362,16,0.79810348,0.24485124,nan,0.00000000,0,0,0,40.36177063,0.10301537,0.09455692,0.90544308,26.84255600
14500,0.18796100,0.18796100,36,0.97267628,0.16824456,nan,0.00000000,0,0,0,36.98097229,0.06252863,0.15851882,0.84148118,18.53147697
14600,0.37414396,0.37414396,54,0.99548342,0.36743021,nan,0.00000000,0,0,0,23.53424263,0.05648988,-0.10572034,1.10572034,19.02240245
14700,0.46237886,0.46237886,98,0.99994455,0.46227631,nan,0.00000000,0,0,0,21.55475044,0.06035852,0.01746399,0.98253601,20.48445956
14800,0.37570667,0.37570667,32,0.95923780,0.31809295,nan,0.00000000,0,0,0,28.85293198,0.08849739,0.24668876,0.75331124,19.61569023
14900,0.40743500,0.40743500,37,0.97527647,0.36861188,nan,0.00000000,0,0,0,16.37290192,0.08319107,-0.08286461,1.08286461,18.88819265
15000,3.90529799,3.90529799,47,0.99090472,3.76514557,nan,0.00000000,0,0,0,1.15497279,0.00488435,-0.17803291,1.17803291,51.04732437
15100,0.32445344,0.32445344,21,0.87754357,0.19240978,nan,0.27092307,0,0,0,36.99423981,0.20394784,0.00009762,0.99990238,21.81821918
15200,0.53876626,0.53876626,35,0.96980262,0.47657779,nan,0.30985737,0,0,0,5.18069601,0.02867241,-0.14102346,1.14102346,19.25423177
15300,0.16564113,0.16564113,49,0.99255342,0.16076212,nan,0.39713699,0,0,0,8.08348083,0.04085604,0.31970506,0.68029494,16.40112281
15400,0.54281640,0.54281640,68,0.99888622,0.54040214,nan,0.36319687,0,0,0,5.45429897,0.02564491,0.33742436,0.66257564,20.26987076
15500,0.27301767,0.27301767,14,0.75340304,0.08796304,nan,0.28691838,0,0,0,8.39411163,0.03677172,0.24798133,0.75201867,17.49557495
15600,1.48044205,1.48044205,26,0.92572642,1.08723156,nan,0.12579189,0,0,0,3.42492890,0.01225286,0.09008568,0.90991432,29.68855858
15700,0.49918693,0.49918693,26,0.92572642,0.36660117,nan,0.00443689,0,0,0,13.00066948,0.03879541,0.19805326,0.80194674,18.03964996
15800,0.57049394,0.57049394,44,0.98772266,0.54298909,nan,0.00000000,0,0,0,6.75983620,0.03032706,0.10977138,0.89022862,18.91135915
15900,0.71269226,0.71269226,61,0.99775713,0.70631984,nan,0.00000000,0,0,0,3.52256298,0.01508453,-0.08013253,1.08013253,20.55399195
16000,2.60820079,2.60820079,111,0.99998489,2.60804313,nan,0.00000000,0,0,0,1.20961976,0.00283148,-0.00884410,1.00884410,38.96233877
16100,0.76745349,0.76745349,38,0.97762923,0.70104965,nan,0.18149055,0,0,0,4.34849119,0.02437528,-0.05805173,1.05805173,19.54852676
16200,0.47654676,0.47654676,50,0.99326205,0.46383221,nan,0.08361373,0,0,0,35.68870926,0.07676812,0.19458264,0.80541736,17.42132187
16300,0.23555517,0.23555517,21,0.87754357,0.13969067,nan,0.05003475,0,0,0,18.79958534,0.05295211,0.28221946,0.71778054,16.05842527
16400,0.60063446,0.60063446,67,0.99876909,0.59768260,nan,0.00000000,0,0,0,9.41714668,0.04076296,0.05227001,0.94772999,20.56319332
16500,0.48878610,0.48878610,69,0.99899221,0.48681871,nan,0.04283179,0,0,0,43.17275238,0.17076518,0.11158794,0.88841206,41.61027336
16600,0.66081518,0.66081518,40,0.98168436,0.61371608,nan,0.00000000,0,0,0,25.03578949,0.06880936,0.05615016,0.94384984,23.56327248
16700,0.23663314,0.23663314,33,0.96311683,0.20360641,nan,0.00000000,0,0,0,12.91240311,0.03102532,0.31770584,0.68229416,17.58097649
16800,0.70633692,0.70633692,185,0.99999999,0.70633689,nan,0.00000000,0,0,0,28.40892029,0.08551091,-0.00516106,1.00516106,20.32966805
16900,1.08852375,1.08852375,63,0.99816370,1.08055030,nan,0.00000000,0,0,0,13.18929386,0.06242778,0.18930449,0.81069551,26.00021458
17000,2.21930242,2.21930242,92,0.99989896,2.21840560,nan,0.00000000,0,0,0,1.19608045,0.00394352,-0.07439342,1.07439342,35.74693584
17100,0.47559452,0.47559452,28,0.93918994,0.37004161,nan,0.34562332,0,0,0,14.72195244,0.05770722,0.14946049,0.85053951,20.41228294
17200,0.49713039,0.49713039,69,0.99899221,0.49512942,nan,0.28955469,0,0,0,25.38793564,0.06413969,0.02083280,0.97916720,21.45783997
17300,0.44467604,0.44467604,115,0.99998987,0.44465802,nan,0.17452926,0,0,0,13.67903519,0.06109100,-0.09915119,1.09915119,17.88073921
17400,0.41033158,0.41033158,30,0.95021293,0.33451738,nan,0.12075309,0,0,0,30.64082527,0.13001177,0.12228667,0.87771333,20.40476418
17500,0.75629133,0.75629133,15,0.77686984,0.27547498,nan,0.08855041,0,0,0,19.07335472,0.05544174,-0.20889757,1.20889757,22.60464334
17600,0.68945682,0.68945682,58,0.99697245,0.68114519,nan,0.12793950,0,0,0,14.82991028,0.05194578,0.17451095,0.82548905,21.83663902
17700,0.26638210,0.26638210,33,0.96311683,0.22920333,nan,0.17324584,0,0,0,10.23365021,0.03406519,0.28311747,0.71688253,17.54451116
17800,0.48188624,0.48188624,42,0.98500442,0.45362528,nan,0.00000000,0,0,0,3.57574749,0.02011447,0.30960779,0.69039221,18.92180967
17900,0.88554132,0.88554132,46,0.98994816,0.85046932,nan,0.00000000,0,0,0,4.04954290,0.01558918,0.14581953,0.85418047,22.66494878
18000,3.01629281,3.01629281,165,0.99999993,3.01629199,nan,0.00000000,0,0,0,1.47652829,0.00399269,-0.02267615,1.02267615,42.31305542
18100,0.15118343,0.15118343,96,0.99993227,0.15114247,nan,0.00000000,0,0,0,8.71939945,0.02731252,0.23058146,0.76941854,14.10038153
18200,0.25292885,0.25292885,72,0.99925341,0.25217437,nan,0.00000000,0,0,0,9.02519608,0.04584731,0.14464116,0.85535884,13.77064514
18300,0.92577785,0.92577785,74,0.99938875,0.92351639,nan,0.00000000,0,0,0,12.53517151,0.03518431,0.17641790,0.82358210,21.64829159
