step,fast_slow_gap,fast_wins,log_p_fast,log_p_slow,fast_mean_total_var,slow_mean_total_var,fast_mean_epistemic_var,slow_mean_epistemic_var,warmup_remaining,predictor_nll
47300,0.09074259,1,-5.95432949,-6.04507208,13.98116875,14.08815479,0.04830130,0.04488253,0,5.74505126
47400,0.48451185,1,-6.47351074,-6.95802259,13.40755177,14.11270142,0.07812134,0.08120123,0,6.11682447
47500,-0.09899044,0,-11.88777733,-11.78878689,21.79478645,21.69726181,0.09524988,0.09219905,0,14.41461372
47600,-0.02657986,0,-7.09817982,-7.07159996,9.15561485,9.83102036,0.10238121,0.09917977,0,8.63832808
47700,0.18512535,1,-10.24837208,-10.43349743,15.04163647,15.21124458,0.06714443,0.06067478,0,10.46467519
47800,0.93657780,1,-7.35125637,-8.28783417,14.71778011,15.62273121,0.06365890,0.05091954,0,8.36376691
47900,-0.85913754,0,-5.95703459,-5.09789705,11.99272156,13.50509071,0.07330298,0.06522411,0,4.83043575
48000,-0.40996933,0,-42.05120850,-41.64123917,1.57362700,1.61458087,0.02566776,0.02369684,0,42.13140869
48100,-0.83340740,0,-10.97336102,-10.13995361,21.02307129,20.85609818,0.13935195,0.12987515,0,nan
48200,-0.43198395,0,-13.84897041,-13.41698647,13.26112652,13.85706043,0.07242087,0.07185161,0,14.41166162
48300,-2.27221489,0,-6.71573925,-4.44352436,10.47482967,12.47589016,0.19347221,0.18361196,0,8.35653512
48400,-0.27132988,0,-14.16490078,-13.89357090,15.90224361,16.49160767,0.07192706,0.06903885,0,14.88074589
48500,-1.13186359,0,-7.33075905,-6.19889545,15.04981136,16.11294937,0.06318242,0.06093495,0,8.19177945
48600,-0.73924923,0,-11.31820965,-10.57896042,18.58892441,19.52147675,0.07930356,0.07326123,0,12.35833581
48700,1.00168991,1,-12.59208298,-13.59377289,17.36866951,17.59465408,0.17494805,0.16838619,0,14.49410057
48800,-0.07284546,0,-5.31089878,-5.23805332,10.99406242,12.32523441,0.06151138,0.05585322,0,5.04863644
48900,0.41852760,1,-8.27137470,-8.68990231,14.41570568,16.00430679,0.05849973,0.05536270,0,8.63102849
49000,-0.36323166,0,-45.22222519,-44.85899353,1.54002488,1.59168184,0.02415868,0.02261005,0,45.87369003
49100,0.01899958,1,-5.90564346,-5.92464304,9.31549072,10.10178661,0.03795677,0.04647636,0,6.35947771
49200,-0.31211853,0,-8.72241879,-8.41030025,11.06434155,12.56826115,0.05931769,0.05945323,0,9.75510025
49300,-0.85793066,0,-5.75488424,-4.89695358,16.18457031,18.84775543,0.05631806,0.05571110,0,6.27138548
49400,-0.13843250,0,-12.31143951,-12.17300701,23.10246468,23.96086502,0.12892655,0.12785752,0,16.74941730
49500,-0.46413517,0,-9.39271736,-8.92858219,17.80039787,18.27516937,0.08911905,0.09726965,0,16.50559044
49600,-1.05312824,0,-8.22522163,-7.17209339,20.73481369,21.66922188,0.13216628,0.12689975,0,11.55912177
49700,-1.14109993,0,-16.07181740,-14.93071747,16.00979233,18.07207680,0.15138428,0.14619154,0,18.68749046
49800,-0.77040672,0,-10.83126831,-10.06086159,20.15717888,20.86614227,0.13060215,0.12780221,0,14.21215801
49900,0.41214466,1,-9.99664783,-10.40879250,11.80638790,12.39267349,0.04122376,0.03751402,0,10.78554344
50000,0.44974518,1,-37.33185577,-37.78160095,1.63389969,1.62639868,0.02744107,0.02766194,0,38.26080195
50100,16.96283340,1,-13.89088535,-30.85371971,12.94709587,12.98386765,0.04115611,0.04691325,0,15.65815067
50200,24.44114685,1,-13.91027832,-38.35142517,14.54714298,16.17389870,0.05061866,0.05340638,0,15.60762715
50300,2.76748657,1,-13.09419060,-15.86167717,20.28022003,23.96663475,0.12907954,0.14934523,0,19.37940598
50400,26.09571648,1,-13.43271065,-39.52842712,11.97344685,14.73352432,0.05778009,0.06437933,0,14.60783768
50500,9.69763470,1,-12.43756199,-22.13519669,7.89629602,9.16660023,0.05216168,0.06302036,0,13.65396595
50600,8.78472710,1,-14.07728004,-22.86200714,11.90081215,14.26585865,0.07801814,0.06806697,0,14.82634258
50700,0.11181355,1,-9.32868671,-9.44050026,13.58639050,15.76253414,0.04158108,0.04976996,0,9.32627411
50800,2.25411320,1,-10.09434986,-12.34846306,17.89528275,23.98818588,0.09310858,0.10172963,0,10.55351067
50900,0.23710060,1,-13.23814392,-13.47524452,13.38196659,16.29576302,0.05765531,0.06408237,0,15.62847424
51000,0.04045868,1,-28.54225731,-28.58271599,1.46773267,1.55099583,0.01089073,0.01358458,0,28.76578789
51100,1.72028351,1,-11.68155670,-13.40184021,10.24580574,11.51718330,0.02989659,0.03417742,0,12.47533989
51200,2.13294601,1,-8.32243633,-10.45538235,9.21583366,10.84281158,0.06175947,0.07330557,0,7.46201992
51300,-0.54419136,0,-10.80814362,-10.26395226,7.86464787,8.97217369,0.05189682,0.07222531,0,11.29355113
51400,1.17399502,1,-13.84969902,-15.02369404,8.92545700,10.16420078,0.05645783,0.05114476,0,19.92469406
51500,0.53355217,1,-10.01047993,-10.54403210,9.87296867,10.70758915,0.02328515,0.02248569,0,10.26226664
51600,1.33074570,1,-12.29736137,-13.62810707,8.28021049,8.74231243,0.03034141,0.03486863,0,12.55623182
51700,-0.18533325,0,-9.64430428,-9.45897102,11.96376228,12.62969112,0.03130704,0.03152695,0,11.70848656
51800,0.13850784,1,-13.20744133,-13.34594917,10.64982986,11.30852795,0.03031770,0.02699813,0,13.57798195
51900,1.81254578,1,-9.24768257,-11.06022835,9.24513912,9.56867504,0.02644125,0.03028233,0,9.45661807
52000,-0.79737091,0,-59.06742477,-58.27005386,1.29371786,1.32043183,0.01020818,0.01067540,0,59.69622421
52100,-0.22853947,0,-12.47621250,-12.24767303,12.88279629,13.49403000,0.04337528,0.04318431,0,13.32060083
52200,-0.10835457,0,-6.33930254,-6.23094797,6.80709505,7.49413300,0.03990087,0.04961456,0,6.52781073
52300,0.80693436,1,-6.73717308,-7.54410744,7.03187275,7.81270599,0.01615595,0.01760215,0,6.56872495
52400,0.30156708,1,-22.15618134,-22.45774841,7.09397125,7.94504738,0.02989842,0.03713535,0,23.94470644
52500,0.77338505,1,-6.56350756,-7.33689260,10.47890568,11.11729527,0.05454408,0.06096449,0,6.34061019
52600,-0.41279888,0,-9.84008026,-9.42728138,9.16120529,10.07940674,0.03544206,0.03352829,0,10.84376526
52700,1.11111116,1,-6.95834875,-8.06945992,8.86426544,9.50617218,0.03879289,0.03708836,0,7.71622109
52800,3.15245485,1,-5.84898424,-9.00143909,9.10588455,10.14326286,0.03108275,0.03595408,0,6.61559284
52900,1.17224884,1,-8.43921566,-9.61146450,10.31091785,11.12374878,0.02529192,0.02468406,0,8.79015319
53000,-1.15689468,0,-37.96257401,-36.80567932,1.38919592,1.43187487,0.01538609,0.01494255,0,38.39392376
53100,1.02235270,1,-6.23046827,-7.25282097,10.65155411,10.45461178,0.03664181,0.02779610,0,6.43221927
53200,0.52397299,1,-4.63677883,-5.16075182,7.17291927,7.05370903,0.03849110,0.03480085,0,5.79483938
53300,0.20355463,1,-6.60010672,-6.80366135,12.90382957,12.26375484,0.06566279,0.05554976,0,5.93541892
53400,-1.05574274,0,-7.33996868,-6.28422594,9.43163490,9.02951431,0.04504080,0.04839719,0,9.01983261
53500,0.48353577,1,-8.71351242,-9.19704819,11.77342224,10.82253456,0.05230197,0.05113481,0,9.01448472
53600,0.77918625,1,-7.42040157,-8.19958782,10.77377510,11.10228062,0.07571629,0.08109137,0,11.52461300
53700,-1.03062248,0,-13.07756805,-12.04694557,11.86056709,11.95477104,0.07453564,0.07385334,0,17.55987430
53800,1.73503780,1,-10.61711597,-12.35215378,17.53030586,15.52651787,0.07607856,0.07187520,0,16.42222246
53900,0.93537331,1,-10.30009079,-11.23546410,12.39957333,11.16028023,0.07521138,0.07320292,0,12.32839584
54000,1.93027878,1,-53.04854584,-54.97882462,1.43141270,1.39688349,0.01542496,0.01318443,0,52.82279968
54100,1.17089558,1,-10.26592922,-11.43682480,13.35226059,10.76022720,0.06053306,0.05745810,0,10.84947472
54200,-0.03054714,0,-13.21203899,-13.18149185,10.70112610,8.84964848,0.07700905,0.06676926,0,14.05614109
54300,-1.39112377,0,-8.47295475,-7.08183098,16.82843399,13.96400166,0.06900006,0.06572194,0,9.16246096
54400,0.61269093,1,-10.90312481,-11.51581573,13.75217533,11.70288563,0.11014715,0.10449266,0,12.44060898
54500,-0.48582602,0,-6.40885830,-5.92303228,10.24667740,9.20199776,0.03415804,0.03202191,0,6.64944235
54600,-0.01310635,0,-10.15291882,-10.13981247,14.41202641,13.73358822,0.05525196,0.04298951,0,10.62880611
54700,1.47934246,1,-5.82479811,-7.30414057,11.48740005,11.51148891,0.05619262,0.05028292,0,nan
54800,0.53114891,1,-5.76903343,-6.30018234,9.69809151,10.32967758,0.07145505,0.06447998,0,6.23475304
54900,-0.42034578,0,-7.49263000,-7.07228422,12.44839096,13.02835464,0.04076758,0.03475972,0,8.16391287
55000,0.67929077,1,-50.89785004,-51.57714081,1.34826612,1.35328722,0.00969517,0.00879934,0,52.19768143
55100,155.03999329,1,-20.35985947,-175.39985657,35.46027374,47.08279419,0.14849389,0.13143945,0,199.77050877
55200,69.72652435,1,-17.37040520,-87.09693146,41.09517288,49.82880020,0.24299434,0.29250818,0,41.45050526
55300,143.42448425,1,-19.79830742,-163.22279358,26.76451874,48.70372772,0.10569578,0.11413331,0,30.80716181
55400,165.75372314,1,-8.95921040,-174.71293640,13.88074398,37.01610184,0.09205702,0.13181122,0,8.30402970
55500,63.68400955,1,-14.95602131,-78.64002991,11.30313110,35.14643860,0.11538030,0.10883973,0,16.69389725
55600,45.90663910,1,-19.36718941,-65.27382660,14.45595646,37.41446304,0.07853886,0.09374121,0,20.67322731
55700,27.41814804,1,-14.64806652,-42.06621552,11.64281178,30.77345848,0.06356725,0.09942336,0,19.02450609
55800,28.81568146,1,-16.87342453,-45.68910599,14.92858505,33.13695526,0.12922576,0.16096181,0,18.40229797
55900,18.98039627,1,-15.95735073,-34.93774796,13.94365692,28.21180344,0.04116579,0.05090748,0,nan
56000,-6.35668564,0,-64.38581848,-58.02913284,1.36245275,1.39599752,0.01401661,0.01413627,0,64.76833216
56100,-2.44527626,0,-23.12339592,-20.67811966,5.79694796,6.91796017,0.03801653,0.04529687,0,22.88314501
56200,0.38451767,1,-20.03773499,-20.42225266,6.96136713,6.75582504,0.07955411,0.07531592,0,20.45345370
56300,0.11017418,1,-19.70815086,-19.81832504,8.48650265,6.35644150,0.07491292,0.07454997,0,21.75061035
56400,3.95989799,1,-24.11096764,-28.07086563,6.31315708,4.64654207,0.03226903,0.03105303,0,24.41705227
56500,0.12662888,1,-14.62187099,-14.74849987,12.03475285,8.94004345,0.05340688,0.04853497,0,14.88337088
56600,1.41954041,1,-21.05205536,-22.47159576,13.76540947,8.69748306,0.09442132,0.09345775,0,20.80716038
56700,3.07774925,1,-19.93790245,-23.01565170,8.57424545,5.90935946,0.06520466,0.06172376,0,20.31527901
56800,3.94678307,1,-17.04174805,-20.98853111,13.70930958,8.62004948,0.06763099,0.05495095,0,17.18059998
56900,3.36311722,1,-13.84911537,-17.21223259,13.08266830,8.55727291,0.07701368,0.04922432,0,13.68628693
57000,3.58122635,1,-43.51592255,-47.09714890,1.49545169,1.38355207,0.01374577,0.01283824,0,44.94376659
57100,0.03122520,1,-17.26411819,-17.29534340,5.25250530,3.71415043,0.03876267,0.04039944,0,17.02889633
57200,2.24487782,1,-12.48526478,-14.73014259,12.81809139,7.84720516,0.06254091,0.04904735,0,12.40093842
57300,3.05477142,1,-12.63418484,-15.68895626,11.71678829,7.59842157,0.08442523,0.07287854,0,11.83645630
57400,3.31146049,1,-12.69902611,-16.01048660,14.18290234,9.20141220,0.09306744,0.07877336,0,12.64487457
57500,2.29814911,1,-13.67775249,-15.97590160,10.02223682,7.17442131,0.06440965,0.05239746,0,13.71480441
57600,3.38067436,1,-13.54067421,-16.92134857,14.73375416,8.97969627,0.09294672,0.11625188,0,13.73439789
57700,6.01025009,1,-11.30608940,-17.31633949,13.21582603,9.89103222,0.08799560,0.06396750,0,11.81086381
57800,3.76709080,1,-12.96607113,-16.73316193,22.03322411,14.95409489,0.16059382,0.13025098,0,13.35157522
57900,5.47997952,1,-11.19519520,-16.67517471,15.44704819,11.84611130,0.12994204,0.10279967,0,10.79363132
58000,4.83254242,1,-49.66174316,-54.49428558,1.78150725,1.70999467,0.01434462,0.01249817,0,50.37070656
58100,1.35277748,1,-14.89606667,-16.24884415,7.65879631,5.09146261,0.07263795,0.05784280,0,15.38809443
58200,3.24989986,1,-13.37230778,-16.62220764,14.93697453,8.68642807,0.09005347,0.06742452,0,14.64804490
58300,2.28597450,1,-9.67972374,-11.96569824,18.46699333,11.01461792,0.06171481,0.06052685,0,10.04059935
58400,2.79103708,1,-7.79213953,-10.58317661,17.46750259,12.04348087,0.08653998,0.08719022,0,9.89376068
58500,4.98496246,1,-8.69935226,-13.68431473,16.76380157,11.97360039,0.09604205,0.07824299,0,9.02093244
58600,2.15590858,1,-10.05616951,-12.21207809,22.00431061,16.89579391,0.09208185,0.08408394,0,12.30028653
58700,4.72229481,1,-11.68493938,-16.40723419,12.66843319,10.79534054,0.07356070,0.06957451,0,11.71499681
58800,1.98208904,1,-9.74586201,-11.72795105,11.42549324,10.38940620,0.06011131,0.04717584,0,10.08147812
58900,2.22431564,1,-5.35897827,-7.58329391,16.01725388,13.89825058,0.05500276,0.05822084,0,8.65931511
59000,0.84265900,1,-42.18334198,-43.02600098,1.59340656,1.59502530,0.01533308,0.01505110,0,42.62164307
59100,3.79800320,1,-15.19548893,-18.99349213,13.98217392,12.02862930,0.05079587,0.04221077,0,15.25560570
59200,-0.78633785,0,-15.20593262,-14.41959476,16.26239967,17.01242828,0.09213224,0.08955202,0,19.25662994
59300,1.72702789,1,-10.38996124,-12.11698914,13.57903004,13.49060535,0.05517192,0.05826861,0,11.35564518
59400,3.14817047,1,-15.64123726,-18.78940773,21.08891106,19.54702377,0.14758760,0.12423779,0,15.77800337
59500,2.18780422,1,-12.08414650,-14.27195072,20.57007599,19.05326843,0.09537130,0.08284057,0,12.65550308
59600,0.72755241,1,-8.56608391,-9.29363632,9.39636040,9.56521034,0.03159883,0.02066001,0,9.20106010
59700,3.11757946,1,-8.25743008,-11.37500954,11.31435299,12.54990959,0.16593343,0.11657437,0,9.14355977
59800,0.86539745,1,-10.17252541,-11.03792286,9.51341057,10.19562626,0.04193982,0.04230712,0,10.33985265
59900,1.15995407,1,-12.47327805,-13.63323212,14.37572098,15.53092766,0.15377463,0.14562492,0,12.80297661
60000,-0.61370087,0,-51.01544952,-50.40174866,1.26215434,1.28710413,0.00614992,0.00593865,0,51.35255508
60100,1.95660400,1,-17.22295952,-19.17956352,4.81879616,3.79625034,0.11306787,0.10084241,0,16.72579050
60200,2.95907593,1,-10.25861454,-13.21769047,14.11415482,9.56890297,0.03485261,0.03097359,0,11.03293657
60300,2.54086113,1,-10.28039265,-12.82125378,18.90605545,15.92226791,0.04062833,0.04381932,0,12.39250024
60400,2.07075739,1,-5.38551617,-7.45627356,17.23420143,15.47243214,0.05410085,0.04896677,0,6.42576623
60500,-0.49235344,0,-10.69764709,-10.20529366,34.05497360,32.99419403,0.18760580,0.18595566,0,24.28462672
60600,0.78048325,1,-9.76745987,-10.54794312,26.54985237,26.76042938,0.09833738,0.10790630,0,12.07087231
60700,2.23479939,1,-8.59668922,-10.83148861,12.71715260,13.15215397,0.04680026,0.04823807,0,9.14643621
60800,1.60936356,1,-10.49195576,-12.10131931,13.96605968,13.64077091,0.07092317,0.06447735,0,13.12198448
60900,-0.67025661,0,-8.68318748,-8.01293087,10.66808605,10.77143288,0.06189312,0.06111303,0,10.64101672
61000,0.56419754,1,-38.57924271,-39.14344025,1.32760572,1.31813979,0.01125464,0.01141783,0,37.72901154
61100,0.36937904,1,-10.00867462,-10.37805367,10.30418777,12.19376755,0.04959418,0.04532305,0,12.06248226
61200,0.32079220,1,-10.60804558,-10.92883778,17.90965271,17.86429787,0.17008889,0.14604791,0,11.52545929
61300,-0.46046543,0,-6.89375591,-6.43329048,15.82260132,16.29054070,0.08078697,0.07451756,0,7.27256727
61400,0.51375389,1,-6.32710457,-6.84085846,13.56729794,13.00133038,0.07923041,0.07301936,0,6.49664187
61500,0.94823027,1,-6.79927540,-7.74750566,11.83139896,12.04931259,0.05865614,0.06108142,0,6.60989873
61600,-0.46712875,0,-8.97645950,-8.50933075,13.17285156,13.70141983,0.04421038,0.04642442,0,11.75426896
61700,4.42304516,1,-8.41939449,-12.84243965,12.41040611,12.05176258,0.07013448,0.07711285,0,9.49397818
61800,0.23074293,1,-3.93283844,-4.16358137,11.15438461,12.66304207,0.08737823,0.08382761,0,4.64121765
61900,0.84965515,1,-6.45622444,-7.30587959,9.31855583,9.85618591,0.06196263,0.04621216,0,6.80296576
62000,-0.65479660,0,-53.59026337,-52.93546677,1.54004049,1.54190934,0.01638748,0.01462166,0,55.72288005
62100,-0.81038666,0,-10.00425529,-9.19386864,9.42830753,11.14937782,0.07357696,0.07218785,0,12.47078196
62200,-0.01510143,0,-7.45991707,-7.44481564,11.37344837,12.28233242,0.15538366,0.11669331,0,8.26936638
62300,-0.68555927,0,-6.16585255,-5.48029327,8.21684647,10.10681438,0.10724151,0.09755904,0,7.98950589
62400,0.52107906,1,-13.34767056,-13.86874962,19.04276848,18.46941185,0.06948503,0.06212071,0,13.76970545
62500,-0.63188076,0,-7.96826839,-7.33638763,13.00151539,13.88805008,0.13275518,0.12989266,0,7.94241524
62600,-0.71635723,0,-4.82818031,-4.11182308,8.30361271,9.07940006,0.10525305,0.06734850,0,5.31658745
62700,-2.57389975,0,-6.76088381,-4.18698406,8.56346989,10.21059799,0.11969389,0.10732205,0,6.61498976
62800,1.19100857,1,-12.53736973,-13.72837830,10.23146820,12.22089386,0.04934202,0.03517722,0,14.45314407
62900,0.44813204,1,-7.92285395,-8.37098598,19.62900734,22.00420189,0.23736161,0.23310086,0,9.31324863
63000,-1.14939880,0,-61.45383453,-60.30443573,1.46345580,1.49619985,0.02143567,0.02173015,0,nan
63100,-15.47883415,0,-22.33851051,-6.85967636,9.12777233,10.00100517,0.07967724,0.05957793,0,49.46448994
63200,-1.42100143,0,-9.06659508,-7.64559364,9.62921524,11.93709373,0.12381607,0.16295248,0,9.21930504
63300,-1.48000240,0,-6.95628929,-5.47628689,7.61436462,9.22163582,0.07128201,0.07143741,0,6.93658686
63400,-1.54843807,0,-9.87851143,-8.33007336,9.38433456,10.67889214,0.09019622,0.09822407,0,10.59644842
63500,-0.60489655,0,-5.51852131,-4.91362476,8.42006016,9.83416367,0.04017254,0.04146574,0,6.04443773
63600,-0.44363213,0,-4.45508480,-4.01145267,7.00305605,8.50217628,0.06059188,0.05485654,0,4.64369240
63700,-0.28154516,0,-6.20175362,-5.92020845,8.38473701,10.42813969,0.05172851,0.05149657,0,7.93517590
63800,-0.27615356,0,-16.16910553,-15.89295197,21.41284752,22.12165260,0.08150564,0.06881300,0,17.39169884
63900,-0.95507526,0,-7.74697876,-6.79190350,8.98585033,10.30792236,0.05294975,0.04993466,0,10.71228123
64000,0.78233337,1,-45.88280106,-46.66513443,1.58402514,1.57576323,0.01966558,0.01675666,0,45.06073952
64100,0.02109718,1,-13.82489681,-13.84599400,17.11995125,14.79893684,0.05794704,0.05393878,0,14.92308044
64200,2.04090166,1,-7.62791777,-9.66881943,15.98015308,15.24572754,0.12149917,0.11503211,0,9.69404968
64300,0.99563503,1,-9.46618176,-10.46181679,19.37217140,19.36827469,0.11447340,0.09257316,0,9.22772503
64400,0.93533611,1,-9.65260506,-10.58794117,10.19105148,10.87485504,0.05171049,0.04920646,0,9.91635838
64500,0.46966028,1,-6.73889256,-7.20855284,15.34827995,16.23366737,0.09977043,0.08832151,0,8.35117308
64600,-0.11271381,0,-5.00914574,-4.89643192,14.21848106,15.20906544,0.07926229,0.07944666,0,8.59598088
64700,2.62271070,1,-1.75243139,-4.37514210,7.33611536,8.38780308,0.04270782,0.04200762,0,2.11562282
64800,0.63901234,1,-7.39800739,-8.03701973,19.97877121,23.07296562,0.20403817,0.20532909,0,8.63487848
64900,1.65308332,1,-7.13658190,-8.78966522,10.04387188,12.33004951,0.08209846,0.08168590,0,10.61101468
65000,-0.62493896,0,-59.16379547,-58.53885651,1.48993170,1.51983285,0.02488479,0.02371832,0,61.98677254
65100,-0.73966694,0,-9.31476402,-8.57509708,9.74256039,10.85315323,0.05728311,0.05864411,0,10.28028452
65200,0.00152016,1,-9.06425762,-9.06577778,7.74726868,8.40169907,0.08568937,0.07531402,0,9.78582168
65300,-0.41334534,0,-12.84679031,-12.43344498,13.33983231,14.17056751,0.10593902,0.10488746,0,12.61162806
65400,-0.02210426,0,-13.66689110,-13.64478683,17.17290878,17.85011482,0.14584348,0.13190109,0,14.98537779
65500,0.42041063,1,-7.74029875,-8.16070938,8.77563000,8.48058701,0.06340456,0.04926540,0,8.90993945
65600,0.14336348,1,-3.76051235,-3.90387583,14.38763809,13.11658859,0.17233430,0.18170065,0,5.51203569
65700,0.93485117,1,-5.65695429,-6.59180546,12.04325485,10.57233906,0.10236298,0.08863291,0,5.72692561
65800,0.62021589,1,-7.37966871,-7.99988461,16.45099831,15.11529064,0.15025946,0.14656375,0,8.44901323
65900,-0.55259418,0,-8.56215763,-8.00956345,10.08356190,9.72148323,0.02892871,0.02850442,0,9.80553293
66000,0.01010895,1,-32.96403885,-32.97414780,1.60542214,1.60112357,0.01595009,0.01474652,0,33.69497999
66100,-1.36991358,0,-7.13892555,-5.76901197,15.14861870,14.50887680,0.07870520,0.08603993,0,7.76549657
66200,-0.42470169,0,-9.61827469,-9.19357300,13.11394119,12.34227657,0.10330571,0.10380857,0,9.59866238
66300,-0.97368431,0,-16.72052383,-15.74683952,13.24097061,12.63158894,0.04536398,0.04788981,0,18.25108719
66400,-1.04407358,0,-6.26601315,-5.22193956,6.07525110,6.30542088,0.04448643,0.04917575,0,8.44664788
66500,0.09084702,1,-5.54587364,-5.63672066,10.32464790,10.41784191,0.03470385,0.04210803,0,5.60363388
66600,-0.02464008,0,-9.03624344,-9.01160336,15.54683399,15.83983040,0.07704932,0.07184333,0,10.12517452
66700,-1.01731873,0,-11.35915565,-10.34183693,11.92175961,13.39486599,0.14675903,0.15531817,0,14.95865059
66800,0.05802512,1,-2.89511871,-2.95314384,5.60508490,5.93205070,0.05221484,0.05009379,0,5.24380287
66900,0.83806109,1,-0.80141139,-1.63947248,6.70987463,7.56389046,0.03689570,0.03363650,0,1.57582593
67000,0.01375580,1,-37.20639038,-37.22014618,1.67831492,1.71014357,0.02288122,0.01994529,0,37.92463913
67100,89.26035309,1,-6.84617424,-96.10652924,25.17612457,29.41802979,0.06668516,0.07523551,0,13.56922793
67200,-5.05028248,0,-10.78108978,-5.73080730,5.66135120,7.33089018,0.22024697,0.21409182,0,12.24591192
67300,-3.31108093,0,-6.41483784,-3.10375690,7.12583590,7.70255709,0.07646921,0.08645388,0,7.12221265
67400,-2.03005600,0,-11.73201752,-9.70196152,8.86558151,9.66152096,0.10583654,0.16227241,0,13.51334476
67500,0.70776832,1,-1.57514513,-2.28291345,6.74570465,6.78683567,0.04011792,0.04845881,0,1.54481971
67600,-0.82130289,0,-5.90349197,-5.08218908,5.90442133,5.91597223,0.04193807,0.04239650,0,6.67201296
67700,-1.86988258,0,-12.11363411,-10.24375153,7.24522972,7.34685183,0.08759961,0.09308588,0,15.12840033
67800,0.91571426,1,-1.79012775,-2.70584202,6.30151796,6.51386452,0.02395655,0.01943412,0,2.44007590
67900,1.76194477,1,0.17728019,-1.58466458,6.78103209,7.14363956,0.04526768,0.04782255,0,0.01098742
68000,-0.15250587,0,-25.73265457,-25.58014870,1.59182370,1.66640770,0.01684770,0.01556805,0,26.08266576
68100,0.42754936,1,-8.24621868,-8.67376804,18.07818985,20.75392342,0.46001828,0.38573727,0,7.62208676
68200,0.62763119,1,-7.48441124,-8.11204243,13.62343216,15.74874210,0.18871514,0.17315803,0,8.96466231
68300,0.54591894,1,-6.88571215,-7.43163109,15.17276478,16.79898262,0.24338351,0.21486539,0,7.20172977
68400,1.00902367,1,-8.56596756,-9.57499123,15.50833988,17.08511162,0.30181244,0.27914473,0,7.75734758
68500,0.46032715,1,-10.93837929,-11.39870644,11.49485588,12.40642262,0.16965789,0.15511820,0,9.50922489
68600,-0.39775181,0,-10.01645279,-9.61870098,14.20579147,15.47549057,0.30409098,0.27420485,0,11.01840553
68700,0.00887489,1,-6.83586979,-6.84474468,18.76715851,18.86369324,0.41780445,0.38790819,0,8.88883495
68800,0.60557032,1,-7.32691002,-7.93248034,15.68928337,16.23359680,0.22918987,0.19422930,0,7.63840771
68900,0.94252872,1,-6.34612656,-7.28865528,15.37666798,16.02545929,0.17918862,0.16486084,0,7.67020893
69000,-0.25421906,0,-33.73329544,-33.47907639,1.60371721,1.64818847,0.02850607,0.02826231,0,34.99259853
69100,4.01482773,1,-22.74711609,-26.76194382,3.94945788,3.60991335,0.14715734,0.15934724,0,23.86124763
69200,-0.61220527,0,-1.21125531,-0.59905005,15.76512527,11.44627571,0.08698472,0.08801280,0,1.71414948
69300,-0.45465207,0,-0.01685667,0.43779540,4.24985409,4.38575363,0.05791844,0.06062077,0,0.84588309
69400,-0.45866060,0,-1.21978617,-0.76112556,5.52940083,5.78481340,0.06924742,0.07214208,0,2.93443149
69500,0.49864829,1,-1.24503911,-1.74368739,4.79479313,4.97691250,0.06346239,0.06582724,0,1.67652705
69600,0.34550917,1,1.06886673,0.72335756,5.03240538,5.54601955,0.04511125,0.04487618,0,-0.65525484
69700,-0.20586765,0,-0.20656681,-0.00069916,4.10258245,4.33613682,0.06440812,0.04976674,0,-1.92430401
69800,1.46338272,1,-4.42920685,-5.89258957,6.23274517,6.96645784,0.06016601,0.05535134,0,5.32057524
69900,0.71319151,1,-1.89991903,-2.61311054,4.82891655,5.21628046,0.05580590,0.05163664,0,2.34850049
70000,0.32627487,1,-53.08831024,-53.41458511,1.62137878,1.62791550,0.01597589,0.01545686,0,54.00479380
70100,0.52394104,1,-2.71968842,-3.24362946,4.53876925,4.45867729,0.05836420,0.04821105,0,3.71355780
70200,-1.01426649,0,-5.29306602,-4.27879953,18.30576897,18.19796753,0.11355460,0.12740077,0,4.54636037
70300,0.93826175,1,-0.63082600,-1.56908774,10.21970749,10.61056137,0.05611809,0.06287634,0,1.64474130
70400,-0.79165101,0,-2.26721931,-1.47556829,4.56097746,5.11447239,0.02435527,0.02505731,0,2.79217115
70500,0.87106133,1,-2.87351012,-3.74457145,13.68531799,14.68202209,0.12256233,0.11389869,0,4.35238624
70600,-2.50201726,0,-6.29602003,-3.79400277,3.13966489,3.71383786,0.03417925,0.02175522,0,8.02554258
70700,-0.67456222,0,-0.17187762,0.50268459,3.48457050,4.12142277,0.05268251,0.04636362,0,1.34464667
70800,1.14639378,1,-5.25289249,-6.39928627,11.02339363,11.45711422,0.07840820,0.06612465,0,6.14261556
70900,0.69551253,1,1.28793192,0.59241939,11.51334667,11.87071228,0.09439775,0.07816585,0,1.86819029
71000,-0.51805115,0,-55.06724930,-54.54919815,1.50346076,1.51313376,0.02488393,0.02355167,0,58.47521973
71100,6.84506798,1,-31.32565498,-38.17072296,5.00707006,3.95645404,0.07614272,0.08177000,0,31.17407672
71200,0.43215084,1,-8.79807854,-9.23022938,18.18496704,13.93869114,0.10784613,0.11674014,0,9.15013107
71300,-0.52529478,0,-0.06552625,0.45976853,4.90923643,3.98621249,0.05216791,0.04438365,0,-0.12947722
71400,0.31302464,1,-0.68046641,-0.99349105,12.49942684,11.37573528,0.08023743,0.08095562,0,0.80750263
