step,fast_slow_gap,fast_wins,log_p_fast,log_p_slow,fast_mean_total_var,slow_mean_total_var,fast_mean_epistemic_var,slow_mean_epistemic_var,warmup_remaining,predictor_nll
23100,1.53005409,1,-21.31514931,-22.84520340,25.95125389,22.53110695,0.08377862,0.08442526,0,23.26163712
23200,0.43164825,1,-19.19810104,-19.62974930,9.69845772,7.18196106,0.08426823,0.06952468,0,19.86671321
23300,3.13369560,1,-25.97145271,-29.10514832,6.73287868,5.01103401,0.03430631,0.03163347,0,25.77058220
23400,-0.57140160,0,-21.60688972,-21.03548813,23.22836113,15.15678787,0.07451282,0.06377368,0,21.32811737
23500,-0.30267811,0,-14.65162945,-14.34895134,24.68459702,18.50281334,0.07272881,0.06596719,0,14.17165279
23600,0.48990059,1,-19.09956551,-19.58946609,34.08105850,29.98647118,0.06515697,0.06255091,0,18.93064308
23700,0.32172203,1,-19.00436974,-19.32609177,28.32553864,26.85892868,0.04261923,0.04571005,0,20.51528168
23800,-0.09160042,0,-16.51437569,-16.42277527,29.59810066,30.59545898,0.11256830,0.10916155,0,16.29564349
23900,0.55622292,1,-17.53484917,-18.09107208,28.50559425,30.86809921,0.06868629,0.07231662,0,17.61875677
24000,-0.95701599,0,-56.04029846,-55.08328247,1.14004052,1.15592480,0.00361561,0.00348124,0,56.32943649
24100,0.93881035,1,-21.80489922,-22.74370956,4.89932680,4.60138464,0.02713142,0.02785558,0,21.79806805
24200,0.81215096,1,-24.10441589,-24.91656685,4.56772137,4.07953072,0.02644855,0.02735061,0,24.59483385
24300,-0.03819466,0,-17.09930420,-17.06110954,25.31617546,22.00987816,0.06908437,0.06064766,0,17.18714142
24400,0.43068695,1,-17.44097137,-17.87165833,25.57410622,25.12643051,0.06605477,0.06627699,0,17.87635803
24500,-0.22835159,0,-23.00527954,-22.77692795,7.47613525,7.93556881,0.03274705,0.03357163,0,23.17905172
24600,-0.37405014,0,-19.92851639,-19.55446625,23.89795876,25.73380089,0.05702291,0.05271671,0,20.45043373
24700,0.20528412,1,-19.27050018,-19.47578430,9.70900345,10.91288853,0.03784237,0.03621770,0,19.10039520
24800,0.50564194,1,-16.97666550,-17.48230743,25.35474396,28.76475716,0.06489840,0.05820401,0,17.30455589
24900,-0.79755211,0,-21.75308037,-20.95552826,10.36637020,11.64087009,0.03931260,0.03940730,0,22.72188044
25000,-0.28526497,0,-27.28358269,-26.99831772,1.26234901,1.28717923,0.00530860,0.00540243,0,29.48687363
25100,0.45980072,1,-23.14951515,-23.60931587,10.21426582,10.30823326,0.06638381,0.06518361,0,24.38937251
25200,0.22465706,1,-19.25837517,-19.48303223,24.74663162,24.07833672,0.07601967,0.07795875,0,19.72915697
25300,0.08142090,1,-17.51789093,-17.59931183,22.37390900,23.96150398,0.06704897,0.05925441,0,18.36399460
25400,0.77866554,1,-17.26739311,-18.04605865,19.09976196,21.20928192,0.06133275,0.06026905,0,18.05588722
25500,0.07019424,1,-16.60827637,-16.67847061,10.06084347,11.40879440,0.05837723,0.05613054,0,16.27029371
25600,0.11749268,1,-18.86870575,-18.98619843,18.71034431,21.70281219,0.05266732,0.04894047,0,19.64167468
25700,-0.13507366,0,-14.33190060,-14.19682693,26.97500992,31.55754280,0.13768612,0.13429005,0,15.20684433
25800,-1.23499012,0,-15.82004356,-14.58505344,21.12942123,24.65068245,0.06876577,0.06594281,0,16.76566911
25900,-0.25292969,0,-16.83681488,-16.58388519,20.43214417,24.31105804,0.06589365,0.06140586,0,17.40225792
26000,-0.38413239,0,-37.67231750,-37.28818512,1.28919268,1.31098676,0.00939477,0.00924199,0,37.98759842
26100,0.31714630,1,-19.72658920,-20.04373550,6.59979153,6.38440514,0.04371196,0.04681920,0,19.62868023
26200,1.28795624,1,-20.84527779,-22.13323402,19.18631935,16.94518661,0.07890497,0.07825463,0,22.13539251
26300,0.82455254,1,-16.94698715,-17.77153969,10.93073750,9.92632389,0.04628076,0.04719625,0,17.54152393
26400,0.19695854,1,-18.45714951,-18.65410805,28.93686867,28.51037979,0.06934759,0.06626727,0,19.80302505
26500,1.69039917,1,-23.97960281,-25.67000198,5.86466408,5.66087341,0.04252549,0.03930779,0,23.95084127
26600,1.34134483,1,-21.66825104,-23.00959587,8.66182804,8.54582024,0.04809399,0.04178369,0,21.60976648
26700,1.04511261,1,-17.35100174,-18.39611435,8.01772785,7.78428459,0.02945616,0.03033460,0,17.53132324
26800,-0.98216057,0,-15.38275528,-14.40059471,29.10338402,31.26668358,0.07105712,0.07037786,0,18.34824626
26900,0.19250870,1,-21.28840256,-21.48091125,20.37259865,20.85417938,0.09101734,0.08855502,0,20.08774567
27000,-0.03428650,0,-69.68539429,-69.65110779,1.18314338,1.18878698,0.00566224,0.00552242,0,69.86428833
27100,0.68803215,1,-18.28293800,-18.97097015,14.58883476,12.89472485,0.11419532,0.09248421,0,18.66673164
27200,0.36508179,1,-18.93253517,-19.29761696,16.12287331,11.39066601,0.06037305,0.05127858,0,19.33079109
27300,0.19010258,1,-15.36434364,-15.55444622,11.37921715,7.80425262,0.04464529,0.04143806,0,15.73813629
27400,-0.17234039,0,-19.11399460,-18.94165421,8.28626060,6.10794067,0.03605752,0.03554767,0,19.61302185
27500,0.49958420,1,-19.79614639,-20.29573059,9.06343746,6.93046331,0.04321063,0.04107692,0,20.24806404
27600,2.54063034,1,-18.24303055,-20.78366089,24.47818565,19.12760162,0.09309795,0.08826034,0,20.14703242
27700,2.64012146,1,-18.06627846,-20.70639992,12.43552399,9.84897041,0.07537395,0.07558249,0,17.75957108
27800,1.89353561,1,-18.87875748,-20.77229309,14.21888542,10.65981579,0.03909991,0.04180121,0,20.28094101
27900,0.62542725,1,-22.76638222,-23.39180946,43.09970474,42.66155243,0.22576104,0.20663510,0,105.52755483
28000,1.75254440,1,-39.27629471,-41.02883911,1.39519405,1.32461858,0.00551818,0.00539557,0,39.43580170
28100,0.85828209,1,-15.86234856,-16.72063065,22.45230484,19.85284615,0.06287578,0.05282651,0,16.09095478
28200,0.02729034,1,-18.84453964,-18.87182999,46.28263474,47.05216599,0.13082469,0.11436068,0,36.41005961
28300,2.96712780,1,-15.76868153,-18.73580933,36.04897690,38.92403793,0.12113944,0.11688091,0,15.76739629
28400,0.45483208,1,-21.87959480,-22.33442688,24.08335686,27.98526764,0.07878539,0.08409164,0,nan
28500,1.66693497,1,-15.28417778,-16.95111275,27.81953621,32.61407471,0.12014111,0.11122929,0,16.31353521
28600,0.23947144,1,-13.38290787,-13.62237930,23.05828094,30.32954216,0.09535620,0.09189655,0,17.48317623
28700,0.30176163,1,-17.99309158,-18.29485321,23.85525703,33.32509613,0.06548205,0.06480328,0,20.93890238
28800,-0.72581577,0,-15.60374165,-14.87792587,21.81933784,30.12043571,0.04584548,0.03781170,0,16.02472687
28900,-0.01709557,0,-18.65955544,-18.64245987,10.64895248,14.35767078,0.04873910,0.05143728,0,18.79780102
29000,-0.51926804,0,-30.64794350,-30.12867546,1.30782533,1.36611700,0.00499116,0.00461891,0,31.38614845
29100,0.18817043,1,-12.38072586,-12.56889629,14.90154171,16.73567390,0.03859608,0.04047496,0,12.21233130
29200,-0.40945625,0,-17.11558342,-16.70612717,12.93035507,15.34960461,0.04835597,0.05124638,0,17.94649251
29300,-1.02440548,0,-13.74834347,-12.72393799,44.77446747,47.24378967,0.13320668,0.13704628,0,24.75490729
29400,0.21634674,1,-11.76036644,-11.97671318,29.40996552,35.69459915,0.07301136,0.07176607,0,12.96681976
29500,0.33335876,1,-16.22891235,-16.56227112,34.63834000,39.37211609,0.10197569,0.10628193,0,17.58321095
29600,-0.59668064,0,-15.78404331,-15.18736267,11.08686161,13.89084911,0.06935724,0.06827228,0,17.17511145
29700,0.50666714,1,-13.33184528,-13.83851242,11.00399017,13.67346954,0.03297380,0.03246346,0,13.57187080
29800,0.70192909,1,-11.12672043,-11.82864952,6.90083838,7.94218111,0.03462793,0.03450244,0,11.55051422
29900,0.18232822,1,-12.20877457,-12.39110279,15.54913998,19.86108017,0.04044956,0.04286946,0,12.83518052
30000,-0.72475433,0,-41.24308777,-40.51833344,1.29494584,1.35124803,0.00877367,0.00823673,0,41.80157852
30100,0.74703503,1,-13.28285980,-14.02989483,40.07004166,44.20422745,0.05674966,0.05416996,0,nan
30200,-0.72043419,0,-16.37964630,-15.65921211,17.96123886,21.26465034,0.05336466,0.05457465,0,17.44535383
30300,-0.64632607,0,-13.98539352,-13.33906746,16.63574982,20.08789635,0.06782467,0.06535823,0,13.92085457
30400,-0.36683083,0,-14.38800049,-14.02116966,14.60558033,17.30540657,0.03477979,0.03407262,0,13.74859905
30500,0.72358704,1,-13.92073441,-14.64432144,21.86404800,25.72879028,0.09200236,0.08494724,0,16.41320992
30600,-0.14881134,0,-11.71720886,-11.56839752,13.85244370,16.36703110,0.07811657,0.07725367,0,11.84355640
30700,1.56734657,1,-14.04541111,-15.61275768,31.60083771,37.60323715,0.09599883,0.09390695,0,18.78495979
30800,-1.69147110,0,-13.28012466,-11.58865356,27.09928322,32.02720261,0.11061351,0.09866433,0,19.05141506
30900,-1.10163116,0,-22.49585342,-21.39422226,8.50128555,9.05920887,0.04827172,0.04257299,0,23.64229774
31000,-0.25326920,0,-32.38820648,-32.13493729,1.29174995,1.32275438,0.00695567,0.00609550,0,32.10704899
31100,-2.22049904,0,-15.59831142,-13.37781239,20.43349838,24.08589363,0.09018259,0.07745215,0,17.18260884
31200,-1.55573177,0,-13.88938427,-12.33365250,38.24013901,42.25982666,0.17387827,0.17216597,0,17.03190470
31300,-0.80211067,0,-13.70712852,-12.90501785,9.72912312,10.15575027,0.05162933,0.05090323,0,13.76095104
31400,-0.64853096,0,-14.69985008,-14.05131912,21.96273422,23.20401764,0.08165297,0.07696527,0,15.82298501
31500,-0.58632851,0,-15.66973305,-15.08340454,16.64510345,17.00244141,0.07629637,0.06976080,0,16.01308568
31600,-0.88012123,0,-16.60051537,-15.72039413,16.38730621,16.65333557,0.05396949,0.05609971,0,18.32885838
31700,-0.62793732,0,-17.79335594,-17.16541862,6.82818890,6.56447935,0.03436408,0.03616103,0,16.92123032
31800,-0.48471642,0,-12.05919075,-11.57447433,19.28040504,18.83381081,0.07143769,0.07014087,0,13.37254190
31900,-0.78479958,0,-13.70581722,-12.92101765,26.74903297,26.03601074,0.08751872,0.07673657,0,13.03954697
32000,0.63700485,1,-60.28003311,-60.91703796,1.38659906,1.38660765,0.00985972,0.00949209,0,60.73736572
32100,0.29426098,1,-13.90541840,-14.19967937,23.77394104,22.71881294,0.06692687,0.07348896,0,15.71597862
32200,-0.24914932,0,-14.38896942,-14.13982010,20.12696457,20.44827843,0.06368087,0.06257888,0,17.09988403
32300,-0.87874794,0,-14.10650253,-13.22775459,23.30056763,23.10871887,0.07481322,0.06887916,0,15.29479790
32400,0.03677654,1,-11.47678185,-11.51355839,16.30022812,17.59165192,0.03012728,0.04040512,0,12.05128288
32500,-0.25238705,0,-11.04432201,-10.79193497,19.60568237,20.46742249,0.06096433,0.05201834,0,10.67472339
32600,-0.67808056,0,-14.62583447,-13.94775391,23.43574142,25.55639648,0.17972046,0.16133796,0,17.43788910
32700,-0.83329296,0,-15.93244553,-15.09915257,16.26152992,17.34559441,0.05695130,0.05455969,0,16.03169696
32800,1.20040894,1,-15.74670410,-16.94711304,12.45346355,11.95864391,0.06361835,0.05404948,0,16.64801311
32900,-0.36929989,0,-12.05734158,-11.68804169,19.22702026,16.81735992,0.11392628,0.10229926,0,13.40758061
33000,-0.45660019,0,-43.57070160,-43.11410141,1.43321145,1.40261531,0.01039614,0.00936141,0,44.24982834
33100,-4.27765369,0,-16.47738647,-12.19973278,29.66906738,27.99867439,0.08368531,0.06881958,0,20.48569679
33200,-0.16879845,0,-21.28644753,-21.11764908,15.53433418,13.69058609,0.06437022,0.06077139,0,21.20374775
33300,-0.10957527,0,-23.71731758,-23.60774231,27.22625542,25.11837387,0.08816830,0.08054459,0,29.46564865
33400,-0.56340027,0,-16.65058899,-16.08718872,21.03423309,17.86525536,0.06891012,0.05429243,0,17.33184052
33500,-0.64225769,0,-13.74154472,-13.09928703,19.96995926,17.30091095,0.07549870,0.06855509,0,13.70058314
33600,-0.43286610,0,-16.23457336,-15.80170727,23.96433449,21.72380829,0.07802423,0.06821541,0,16.91226501
33700,-0.44082546,0,-12.57904053,-12.13821507,28.34761238,24.08234787,0.09711418,0.09094875,0,13.90726948
33800,-0.29342461,0,-11.58909225,-11.29566765,35.62990189,35.04766846,0.10081509,0.08069307,0,11.96450233
33900,0.43589306,1,-13.13563633,-13.57152939,29.05452156,27.51897430,0.07708067,0.07072687,0,13.24984741
34000,0.16195297,1,-45.43140411,-45.59335709,1.44534612,1.39517009,0.01439374,0.01300728,0,45.40591939
34100,-0.42393398,0,-14.35278034,-13.92884636,32.54075241,30.10152245,0.15820728,0.13674457,0,18.38922119
34200,0.54067612,1,-16.76606560,-17.30674171,19.18860817,15.63363266,0.07005694,0.05760515,0,16.73148775
34300,-0.69560814,0,-18.79879761,-18.10318947,28.85937881,26.69610977,0.12506106,0.11866392,0,20.36028433
34400,0.03663063,1,-19.21420288,-19.25083351,21.23131180,19.78808212,0.07541621,0.06395757,0,18.61188889
34500,-0.41978455,0,-15.19994164,-14.78015709,26.75235748,27.85188103,0.09278803,0.09188174,0,15.88590503
34600,0.86248016,1,-16.79912949,-17.66160965,33.38601685,33.21754456,0.16469471,0.14376268,0,19.59570236
34700,0.15368176,1,-13.63800335,-13.79168510,23.48046303,20.67456055,0.06200116,0.06220354,0,13.74208403
34800,1.19264412,1,-15.17273521,-16.36537933,39.86906815,41.35871887,0.17637797,0.18251456,0,21.56077118
34900,-0.64405727,0,-14.01487732,-13.37082005,27.50177193,26.93754387,0.08256748,0.07845685,0,14.73693800
35000,0.48223114,1,-65.79460907,-66.27684021,1.36789370,1.34010601,0.00709777,0.00716096,0,nan
35100,0.79376221,1,-19.03467178,-19.82843399,5.69039965,5.05459738,0.03962006,0.04074354,0,19.55446196
35200,0.97108555,1,-13.88030529,-14.85139084,7.48949623,6.55336094,0.03180964,0.03031388,0,13.72903633
35300,1.04634857,1,-23.11024666,-24.15659523,23.09798813,19.87181664,0.04475764,0.04737739,0,24.65840530
35400,-0.02509499,0,-12.40635681,-12.38126183,28.96806526,25.50823212,0.06212755,0.05447050,0,12.50869497
35500,0.48666763,1,-12.39282799,-12.87949562,29.29723740,28.52363777,0.08987034,0.08149017,0,13.86807489
35600,-0.33016682,0,-13.89766693,-13.56750011,25.31935883,24.07882309,0.05010392,0.04609596,0,14.56809735
35700,0.42797089,1,-13.38436890,-13.81233978,29.62207985,30.35148048,0.08076750,0.06870957,0,14.20952358
35800,-0.33865261,0,-14.27560806,-13.93695545,32.43655396,33.63290787,0.12597230,0.12548362,0,21.33220100
35900,-0.42055035,0,-11.43900681,-11.01845646,33.07766342,33.72217178,0.09967960,0.08878785,0,13.75088716
36000,-0.22393417,0,-40.39131165,-40.16737747,1.45416689,1.44534528,0.00867192,0.00810367,0,40.61722819
36100,0.16193390,1,-15.84971619,-16.01165009,36.62844467,34.06363297,0.06607661,0.06512681,0,28.75180173
36200,-0.10513783,0,-11.52321339,-11.41807556,29.72884750,28.67617035,0.12014259,0.11136550,0,12.68364620
36300,0.79903507,1,-11.03503418,-11.83406925,16.53607750,15.24921131,0.04025067,0.03889066,0,11.00722713
36400,0.08522129,1,-14.48053741,-14.56575871,14.38634777,13.97762680,0.03432691,0.03369157,0,14.49818349
36500,0.08814144,1,-15.99033451,-16.07847595,18.67666626,19.99151993,0.06150919,0.05802296,0,17.25396156
36600,0.82614231,1,-11.13802242,-11.96416473,20.96381569,21.69209862,0.04517499,0.04325816,0,10.22252083
36700,0.67500210,1,-10.18095684,-10.85595894,22.34637642,23.44496536,0.05669762,0.06039846,0,10.34662604
36800,0.04180813,1,-14.58082485,-14.62263298,26.60993767,29.42779541,0.06730635,0.07745752,0,15.50567849
36900,0.87928200,1,-15.11781693,-15.99709892,18.37529755,19.30579376,0.04130025,0.04176420,0,15.05730597
37000,0.03162003,1,-36.25788879,-36.28950882,1.35212660,1.36850059,0.00532539,0.00524204,0,36.54664898
37100,2.31284714,1,-20.41742325,-22.73027039,12.36592007,10.55136967,0.04723773,0.04309517,0,21.10144043
37200,-2.41114998,0,-15.85741615,-13.44626617,38.46147537,34.27580261,0.12153853,0.11686778,0,22.31312027
37300,0.15337753,1,-16.71635437,-16.86973190,24.85839081,24.13799858,0.06525619,0.06321972,0,17.39003372
37400,0.45090103,1,-11.36639786,-11.81729889,23.49196434,24.62869263,0.05457731,0.05015824,0,11.53737679
37500,0.34968185,1,-13.00052452,-13.35020638,17.54386711,17.56601143,0.05336852,0.04911881,0,11.76280117
37600,0.22608089,1,-10.55928612,-10.78536701,25.08265114,27.41084290,0.11172730,0.11279525,0,10.81990528
37700,-0.13387680,0,-10.81013870,-10.67626190,23.68302345,24.73624802,0.18734623,0.15039901,0,14.36947274
37800,-0.10804749,0,-16.42544556,-16.31739807,17.67566872,18.49193764,0.06360336,0.05055504,0,16.83913040
37900,-0.33966064,0,-15.50164890,-15.16198826,24.66576767,25.76963234,0.13820760,0.11452088,0,18.45569820
38000,-0.07918549,0,-42.36885834,-42.28967285,1.46236205,1.48423946,0.00759409,0.00662970,0,42.91024526
38100,0.45569611,1,-16.62877655,-17.08447266,23.61581802,22.34572983,0.05725090,0.05489470,0,17.75763766
38200,0.59883881,1,-14.24076366,-14.83960247,21.70564461,22.00209236,0.07953104,0.07511963,0,15.54586919
38300,-0.16176033,0,-16.53025055,-16.36849022,15.93902588,15.81610107,0.06360403,0.06040845,0,17.44098949
38400,0.42059422,1,-11.46541119,-11.88600540,26.15971947,26.97971725,0.08636508,0.08421580,0,11.16813421
38500,-0.14445496,0,-10.43409729,-10.28964233,23.97312164,24.65404510,0.07632011,0.07071240,0,11.05101426
38600,0.38950062,1,-9.64941978,-10.03892040,21.20714378,23.95141602,0.06774916,0.05991655,0,nan
38700,-0.62123680,0,-11.05541801,-10.43418121,31.07512665,33.88294983,0.08699301,0.08058748,0,15.86638037
38800,-0.28987598,0,-11.15283966,-10.86296368,29.38370705,31.46642685,0.07594768,0.06983097,0,15.54631742
38900,0.65256500,1,-14.31490517,-14.96747017,19.00823402,19.56484604,0.05582155,0.05001225,0,14.61793009
39000,-0.00444794,0,-37.57857132,-37.57412338,1.48976529,1.49263358,0.01604611,0.01538566,0,37.86453056
39100,-1.29257774,0,-12.08364105,-10.79106331,20.74130440,21.35656357,0.08280909,0.08114681,0,13.66786289
39200,0.42250824,1,-13.73474884,-14.15725708,17.75062752,17.66048431,0.03802118,0.03825813,0,13.47372007
39300,-1.17789173,0,-14.88427544,-13.70638371,27.51989365,27.15988541,0.05524797,0.05513686,0,17.38380432
39400,-0.33209133,0,-12.12648392,-11.79439259,23.45030022,25.49688911,0.07276470,0.07004716,0,13.36899090
39500,-1.82992077,0,-9.80438900,-7.97446823,26.91773415,29.81451416,0.09099516,0.08940898,0,13.16951847
39600,0.61108017,1,-11.04064751,-11.65172768,18.05719757,18.94951630,0.03253070,0.03276470,0,10.73433471
39700,0.48795319,1,-14.10125256,-14.58920574,23.92144775,24.14130020,0.10860176,0.10524636,0,14.25772047
39800,0.01485538,1,-10.90465736,-10.91951275,17.18049812,18.14934921,0.07212272,0.06944627,0,10.82943185
39900,0.02049065,1,-14.94252872,-14.96301937,20.59299850,21.32852554,0.09644016,0.08456772,0,17.04717541
40000,0.20957565,1,-44.01778793,-44.22736359,1.68712986,1.68688715,0.02463617,0.02350748,0,46.41665077
40100,-1.24645329,0,-12.83630371,-11.58985043,26.03366852,25.89674377,0.13895644,0.11743883,0,13.75546487
40200,0.23293686,1,-11.56879425,-11.80173111,27.65699196,26.78829193,0.08232221,0.06446996,0,11.41498121
40300,-1.00578308,0,-12.02542686,-11.01964378,20.13204002,20.20897675,0.08394367,0.07442085,0,12.25508404
40400,-0.11968517,0,-11.06463909,-10.94495392,22.84649849,21.55991364,0.06536128,0.05930295,0,11.37966366
40500,-0.24180317,0,-10.23725510,-9.99545193,17.60191917,18.56947136,0.15043360,0.12690346,0,10.81392574
40600,0.05391884,1,-12.30604744,-12.35996628,21.07912445,20.61205101,0.05652600,0.05439216,0,13.49732526
40700,0.24615955,1,-11.62736511,-11.87352467,20.43526459,20.46568871,0.08873461,0.07181264,0,11.80241919
40800,-0.71067142,0,-12.43310452,-11.72243309,25.05673599,25.32305908,0.08837996,0.07903074,0,15.13826714
40900,0.01333809,1,-10.79170227,-10.80504036,18.63209915,19.92045403,0.06829827,0.06643333,0,11.08175707
41000,0.22425461,1,-60.04177475,-60.26602936,1.45363152,1.47011769,0.01991550,0.01850135,0,60.30920919
41100,-1.65089798,0,-10.82724380,-9.17634583,24.49261093,25.44876480,0.12575991,0.12072045,0,13.06741524
41200,0.18637466,1,-16.25689125,-16.44326591,19.54856110,20.29594040,0.09693840,0.09525147,0,19.13031864
41300,0.12257004,1,-16.23148727,-16.35405731,18.33478355,18.97867775,0.09493298,0.08696540,0,17.34821002
41400,0.45815182,1,-7.78127575,-8.23942757,17.98623657,18.75490189,0.05974399,0.06429466,0,8.09228007
41500,0.02704525,1,-12.04694271,-12.07398796,20.28804779,20.69537354,0.08681467,0.08046499,0,14.98282623
41600,-0.38168144,0,-11.95775604,-11.57607460,20.71865082,21.04306984,0.07915158,0.07294055,0,12.99287987
41700,0.08516598,1,-14.09524059,-14.18040657,18.48341560,18.69970322,0.09384671,0.08581969,0,15.26328278
41800,-0.70358467,0,-11.69125175,-10.98766708,30.67317009,31.88591766,0.13212095,0.11892840,0,14.71729851
41900,0.11926270,1,-13.35379791,-13.47306061,17.07153893,17.12534142,0.06263682,0.05707406,0,13.70006609
42000,-0.28222656,0,-59.79045868,-59.50823212,1.81210411,1.82855856,0.03272982,0.02944144,0,60.88107204
42100,-1.17813110,0,-10.56172562,-9.38359451,19.90535355,20.30400658,0.08660266,0.09065431,0,11.19080114
42200,0.04805374,1,-14.19902611,-14.24707985,17.05382919,18.00056267,0.13147897,0.11430306,0,16.18129559
42300,0.05024147,1,-11.09109688,-11.14133835,21.59076309,21.64784431,0.12287206,0.12417118,0,12.35595385
42400,-0.09767532,0,-12.40265846,-12.30498314,17.28237915,17.87646866,0.10201126,0.09309822,0,12.63460112
42500,-0.20241833,0,-12.31654835,-12.11413002,15.76502132,16.28978729,0.04768663,0.04164889,0,13.61032248
42600,-0.23383999,0,-11.56775379,-11.33391380,19.09838867,19.69890976,0.05847450,0.05039126,0,12.65816212
42700,0.53701687,1,-10.46076298,-10.99777985,17.97304344,18.64343262,0.10141888,0.09372070,0,11.00056648
42800,0.29777050,1,-10.75560665,-11.05337715,21.89378357,23.27781105,0.12352198,0.12480009,0,11.73191333
42900,-0.37569427,0,-12.54190636,-12.16621208,17.49054337,18.65178108,0.06732367,0.06649049,0,13.47573757
43000,-0.11557770,0,-56.91345596,-56.79787827,1.88558877,1.89959335,0.03706885,0.03468038,0,58.45563507
43100,-0.09944725,0,-7.52577305,-7.42632580,13.87213612,14.69102955,0.13067204,0.11314771,0,9.00110245
43200,0.07186508,1,-9.44770241,-9.51956749,17.26844025,17.68498993,0.04736941,0.04588635,0,9.18790913
43300,-0.07284355,0,-13.68101501,-13.60817146,20.69505119,21.19511414,0.07168327,0.06680200,0,13.88966815
43400,-1.53525829,0,-11.76993847,-10.23468018,26.17592430,26.14685440,0.11187240,0.10841238,0,20.12489557
43500,0.22294140,1,-15.12724018,-15.35018158,13.84463310,13.80159664,0.05425250,0.05388903,0,16.45654742
43600,-0.18718624,0,-10.45140743,-10.26422119,24.19058228,24.16004753,0.08788911,0.08742131,0,12.29450607
43700,0.01411915,1,-7.37632942,-7.39044857,13.47666550,13.56100559,0.06234887,0.05841818,0,7.74357963
43800,-0.37222385,0,-9.29821301,-8.92598915,18.20653534,18.39413452,0.06477525,0.05668719,0,8.33791733
43900,0.17984390,1,-9.89901924,-10.07886314,17.26922417,17.75444031,0.11024254,0.10481038,0,10.38518429
44000,-0.02791595,0,-36.09432983,-36.06641388,1.86313462,1.85788178,0.02543195,0.02478947,0,36.53410149
44100,-0.53919983,0,-12.20877552,-11.66957569,15.04294872,14.50988960,0.05014256,0.05117294,0,12.85743942
44200,-0.35188484,0,-11.65319061,-11.30130577,18.48852348,18.04937172,0.07354447,0.07512692,0,11.27081609
44300,-1.23363209,0,-9.98753929,-8.75390720,17.10127068,17.58768082,0.13064985,0.13257715,0,11.08772850
44400,-0.34599018,0,-12.09885788,-11.75286770,18.59257317,18.42837524,0.12274528,0.11503768,0,13.27196280
44500,-0.22523117,0,-9.99083328,-9.76560211,17.23781395,17.75032425,0.06786832,0.06386125,0,12.16026115
44600,-0.58536530,0,-9.45263863,-8.86727333,21.64322853,22.41119003,0.10266872,0.10410242,0,16.21506405
44700,1.57939625,1,-12.32474232,-13.90413857,13.72980881,14.03409481,0.03652579,0.03344134,0,12.81953182
44800,0.96288204,1,-15.47796345,-16.44084549,18.28517532,18.20342445,0.06509132,0.05814070,0,16.72717222
44900,-2.36980724,0,-13.69369411,-11.32388687,17.82475853,17.89236832,0.04844795,0.04662891,0,15.42309443
45000,0.85085678,1,-41.96455002,-42.81540680,1.94516134,1.93978369,0.03868584,0.03455618,0,43.23440266
45100,-0.37786007,0,-10.81581020,-10.43795013,18.22978783,17.99361992,0.07767778,0.08076047,0,11.21576468
45200,0.02097511,1,-6.34227753,-6.36325264,16.53102875,16.43755913,0.09086411,0.08351538,0,6.72389587
45300,1.38883114,1,-7.57831955,-8.96715069,16.13258553,16.17002869,0.05871717,0.06075848,0,7.46785450
45400,0.96620846,1,-7.13404846,-8.10025692,13.65065479,14.86182499,0.07007537,0.07691638,0,7.36722946
45500,0.54035187,1,-7.08001995,-7.62037182,16.16017532,16.67445183,0.11801510,0.11533327,0,6.72564363
45600,-0.50151300,0,-7.88254499,-7.38103199,11.37349701,12.63423538,0.03496455,0.03308690,0,7.50769965
45700,-0.92627525,0,-11.83088112,-10.90460587,21.48180389,21.92968369,0.09552404,0.08835141,0,14.34362570
45800,-0.14967060,0,-12.07874680,-11.92907619,22.54643250,22.70900536,0.10212105,0.09672244,0,13.19577909
45900,-0.56924629,0,-8.08835030,-7.51910400,16.27939987,16.08339119,0.06472895,0.05443179,0,12.74002361
46000,0.47245407,1,-37.99298096,-38.46543503,1.73670256,1.71531725,0.03127784,0.02938303,0,37.95811176
46100,-0.95535755,0,-9.40903473,-8.45367718,14.85292053,14.03461647,0.09052256,0.07448018,0,15.63846302
46200,0.62400055,1,-15.07077789,-15.69477844,19.00951767,17.10526085,0.13950540,0.13420364,0,14.93963099
46300,0.70586872,1,-12.72051620,-13.42638493,29.31688499,27.09259224,0.16668528,0.15760577,0,15.66592852
46400,0.81060028,1,-19.98714066,-20.79774094,14.49151230,13.56828785,0.04517154,0.03926708,0,20.64503956
46500,-1.47460651,0,-9.91342926,-8.43882275,24.48461151,23.12949944,0.06803000,0.05616526,0,9.62199306
46600,0.37583065,1,-14.68009186,-15.05592251,13.31317520,13.15805435,0.09511079,0.08782829,0,14.70515394
46700,-0.30158377,0,-7.93377495,-7.63219118,23.65600777,22.69800568,0.12077924,0.10555853,0,9.65933943
46800,0.22332954,1,-5.24954319,-5.47287273,22.40887260,22.05925369,0.10580117,0.09024244,0,4.73470736
46900,-0.72480679,0,-6.97865391,-6.25384712,15.90680981,16.06702995,0.06221770,0.05818537,0,7.56509113
47000,0.47371292,1,-51.88743210,-52.36114502,1.91888702,1.88334703,0.03503075,0.03491596,0,52.32183647
47100,0.25328636,1,-13.28710747,-13.54039383,21.85411072,19.46720314,0.10735643,0.10474233,0,14.39418316
47200,0.41477299,1,-6.66864204,-7.08341503,14.42547417,13.60709667,0.07605079,0.06993952,0,7.03137469
