step,surprise_raw,surprise_clipped,state_action_pseudo_count,familiarity,e_t,block_E_k,W_k,block_completed,warmup_remaining,regime_change,mean_total_var,mean_epistemic_var,predictor_nll
0,9.05427933,9.05427933,0,0.00000000,0.00000000,nan,0.00000000,0,9999,0,0.99874431,0.00508774,98.69982300
100,3.56547260,3.56547260,0,0.00000000,0.00000000,nan,0.00000000,0,9899,0,1.37175238,0.23190175,68.46067301
200,1.07254457,1.07254457,0,0.00000000,0.00000000,nan,0.00000000,0,9799,0,2.05809641,0.55574989,36.06471252
300,1.02324438,1.02324438,0,0.00000000,0.00000000,nan,0.00000000,0,9699,0,2.11310148,0.58095396,47.59942627
400,6.31498146,6.31498146,0,0.00000000,0.00000000,nan,0.00000000,0,9599,0,1.38164949,0.15130657,91.26319504
500,6.27011347,6.27011347,0,0.00000000,0.00000000,nan,0.00000000,0,9499,0,1.37399125,0.14277163,94.88168589
600,5.81161690,5.81161690,0,0.00000000,0.00000000,nan,0.00000000,0,9399,0,2.70627904,0.59729737,112.00686137
700,5.92085075,5.92085075,0,0.00000000,0.00000000,nan,0.00000000,0,9299,0,1.65512133,0.16930979,86.07402802
800,4.95865154,4.95865154,0,0.00000000,0.00000000,nan,0.00000000,0,9199,0,1.52806878,0.07834813,66.31707764
900,2.95941114,2.95941114,0,0.00000000,0.00000000,nan,0.00000000,0,9099,0,3.85651183,0.29190752,57.90704727
1000,8.16882324,8.16882324,0,0.00000000,0.00000000,nan,0.00000000,0,8999,0,1.05311453,0.00470558,92.52442932
1100,1.17773461,1.17773461,0,0.00000000,0.00000000,nan,0.00000000,0,8899,0,5.47265291,0.42070785,39.76941109
1200,5.56586456,5.56586456,0,0.00000000,0.00000000,nan,0.00000000,0,8799,0,2.21382904,0.14290854,71.66161537
1300,5.20651770,5.20651770,0,0.00000000,0.00000000,nan,0.00000000,0,8699,0,2.86727619,0.15528643,66.91403961
1400,0.76548678,0.76548678,0,0.00000000,0.00000000,nan,0.00000000,0,8599,0,3.60798097,0.22155541,29.04539490
1500,0.88931870,0.88931870,0,0.00000000,0.00000000,nan,0.00000000,0,8499,0,11.06284523,0.43026602,36.08402405
1600,1.07028067,1.07028067,0,0.00000000,0.00000000,nan,0.00000000,0,8399,0,7.80734444,0.26395470,33.37237740
1700,0.53315711,0.53315711,0,0.00000000,0.00000000,nan,0.00000000,0,8299,0,5.57603788,0.21272008,29.02129745
1800,0.80297393,0.80297393,0,0.00000000,0.00000000,nan,0.00000000,0,8199,0,7.33930540,0.27122706,31.51492691
1900,0.61358464,0.61358464,0,0.00000000,0.00000000,nan,0.00000000,0,8099,0,4.45302486,0.15254347,26.33851433
2000,5.52442932,5.52442932,0,0.00000000,0.00000000,nan,0.00000000,0,7999,0,1.07131028,0.00338056,65.00990677
2100,0.91770005,0.91770005,0,0.00000000,0.00000000,nan,0.00000000,0,7899,0,4.29472017,0.17381169,29.29964002
2200,0.89219260,0.89219260,0,0.00000000,0.00000000,nan,0.00000000,0,7799,0,3.85874081,0.13366948,30.86959839
2300,1.25932586,1.25932586,0,0.00000000,0.00000000,nan,0.00000000,0,7699,0,6.07004976,0.19829148,35.16374111
2400,0.60154957,0.60154957,0,0.00000000,0.00000000,nan,0.00000000,0,7599,0,35.10202408,0.62522089,34.69672012
2500,0.71708488,0.71708488,0,0.00000000,0.00000000,nan,0.00000000,0,7499,0,25.88902092,0.41119370,34.48306322
2600,0.58742493,0.58742493,0,0.00000000,0.00000000,nan,0.00000000,0,7399,0,16.63839912,0.35241061,30.14584446
2700,1.35595620,1.35595620,0,0.00000000,0.00000000,nan,0.00000000,0,7299,0,6.30420351,0.15156108,32.89909236
2800,1.18352234,1.18352234,0,0.00000000,0.00000000,nan,0.00000000,0,7199,0,7.52876043,0.12028395,33.07636452
2900,0.26053372,0.26053372,0,0.00000000,0.00000000,nan,0.00000000,0,7099,0,17.91979218,0.19565424,25.79042625
3000,6.00972319,6.00972319,0,0.00000000,0.00000000,nan,0.00000000,0,6999,0,1.17005897,0.00529142,70.29582977
3100,0.66715360,0.66715360,0,0.00000000,0.00000000,nan,0.00000000,0,6899,0,31.06595230,0.33416951,34.31888676
3200,0.44880378,0.44880378,0,0.00000000,0.00000000,nan,0.00000000,0,6799,0,23.12647247,0.28795964,27.69518566
3300,2.13606167,2.13606167,0,0.00000000,0.00000000,nan,0.00000000,0,6699,0,5.52597284,0.11493655,40.76333364
3400,1.20636225,1.20636225,0,0.00000000,0.00000000,nan,0.00000000,0,6599,0,6.72631168,0.11150327,33.06832771
3500,0.47788748,0.47788748,0,0.00000000,0.00000000,nan,0.00000000,0,6499,0,37.94778061,0.28475395,30.28424120
3600,0.57308835,0.57308835,0,0.00000000,0.00000000,nan,0.00000000,0,6399,0,11.19267082,0.14348690,25.63125944
3700,0.67466694,0.67466694,0,0.00000000,0.00000000,nan,0.00000000,0,6299,0,23.43381119,0.24489075,29.17579206
3800,0.41232002,0.41232002,0,0.00000000,0.00000000,nan,0.00000000,0,6199,0,22.95849991,0.18817560,27.21269290
3900,0.47464710,0.47464710,0,0.00000000,0.00000000,nan,0.00000000,0,6099,0,36.74448776,0.24014729,28.61909342
4000,6.22697258,6.22697258,0,0.00000000,0.00000000,nan,0.00000000,0,5999,0,1.20058060,0.00885496,73.06813049
4100,1.47268343,1.47268343,0,0.00000000,0.00000000,nan,0.00000000,0,5899,0,5.31950903,0.08902690,34.61125755
4200,0.65456289,0.65456289,0,0.00000000,0.00000000,nan,0.00000000,0,5799,0,8.65410328,0.08093688,26.21037547
4300,0.77056998,0.77056998,0,0.00000000,0.00000000,nan,0.00000000,0,5699,0,44.19944763,0.28208384,43.79523087
4400,0.33327463,0.33327463,0,0.00000000,0.00000000,nan,0.00000000,0,5599,0,26.88958740,0.15970744,28.75891209
4500,0.37141991,0.37141991,0,0.00000000,0.00000000,nan,0.00000000,0,5499,0,12.72900295,0.14088535,24.74575424
4600,1.29016387,1.29016387,0,0.00000000,0.00000000,nan,0.00000000,0,5399,0,10.44576168,0.09717449,33.23220444
4700,0.45172295,0.45172295,0,0.00000000,0.00000000,nan,0.00000000,0,5299,0,42.44982910,0.19039130,29.83783388
4800,1.79413927,1.79413927,0,0.00000000,0.00000000,nan,0.00000000,0,5199,0,6.28709888,0.05648379,36.24528631
4900,0.36429751,0.36429751,0,0.00000000,0.00000000,nan,0.00000000,0,5099,0,29.24004173,0.14693846,25.87321663
5000,0.99004334,0.99004334,0,0.00000000,0.00000000,nan,0.00000000,0,4999,0,1.06773698,0.00112940,25.70958519
5100,0.99523121,0.99523121,0,0.00000000,0.00000000,nan,0.00000000,0,4899,0,21.00653648,0.13204445,32.72987239
5200,0.23987433,0.23987433,0,0.00000000,0.00000000,nan,0.00000000,0,4799,0,13.33697033,0.11843787,23.76288732
5300,0.76553863,0.76553863,0,0.00000000,0.00000000,nan,0.00000000,0,4699,0,16.37733269,0.14077698,28.66796923
5400,0.35392609,0.35392609,0,0.00000000,0.00000000,nan,0.00000000,0,4599,0,19.10048676,0.14960480,25.24199219
5500,0.60031438,0.60031438,0,0.00000000,0.00000000,nan,0.00000000,0,4499,0,26.24706650,0.13270989,28.78875046
5600,0.16289014,0.16289014,0,0.00000000,0.00000000,nan,0.00000000,0,4399,0,20.55716705,0.10377764,23.67330742
5700,0.90534782,0.90534782,0,0.00000000,0.00000000,nan,0.00000000,0,4299,0,5.06063461,0.05405093,27.74411678
5800,0.59987932,0.59987932,0,0.00000000,0.00000000,nan,0.00000000,0,4199,0,3.94962525,0.04199044,24.54928894
5900,0.52899897,0.52899897,0,0.00000000,0.00000000,nan,0.00000000,0,4099,0,18.27539444,0.10149814,27.04413605
6000,5.41616058,5.41616058,0,0.00000000,0.00000000,nan,0.00000000,0,3999,0,1.23948550,0.00510308,66.74544430
6100,0.28066936,0.28066936,0,0.00000000,0.00000000,nan,0.00000000,0,3899,0,31.10878181,0.20387863,25.22606405
6200,0.43033612,0.43033612,0,0.00000000,0.00000000,nan,0.00000000,0,3799,0,46.60591125,0.21568428,28.67947149
6300,0.29991880,0.29991880,0,0.00000000,0.00000000,nan,0.00000000,0,3699,0,31.76502419,0.12799338,25.21253204
6400,0.38425431,0.38425431,0,0.00000000,0.00000000,nan,0.00000000,0,3599,0,45.51207733,0.16082114,29.15547132
6500,0.48573270,0.48573270,0,0.00000000,0.00000000,nan,0.00000000,0,3499,0,47.71558380,0.24771278,26.23462248
6600,0.67645717,0.67645717,0,0.00000000,0.00000000,nan,0.00000000,0,3399,0,28.23094559,0.10615811,28.70057678
6700,0.50878668,0.50878668,0,0.00000000,0.00000000,nan,0.00000000,0,3299,0,25.08426857,0.10576617,25.82638168
6800,1.30343711,1.30343711,0,0.00000000,0.00000000,nan,0.00000000,0,3199,0,8.78985596,0.04999151,32.02000380
6900,0.18741043,0.18741043,0,0.00000000,0.00000000,nan,0.00000000,0,3099,0,24.26472664,0.10619240,22.72840118
7000,5.00870228,5.00870228,0,0.00000000,0.00000000,nan,0.00000000,0,2999,0,1.22526681,0.00529902,62.20738411
7100,0.28717497,0.28717497,0,0.00000000,0.00000000,nan,0.00000000,0,2899,0,18.05232811,0.10486070,23.67037710
7200,0.55468774,0.55468774,0,0.00000000,0.00000000,nan,0.00000000,0,2799,0,34.99571228,0.15336941,26.94382922
7300,0.63427484,0.63427484,0,0.00000000,0.00000000,nan,0.00000000,0,2699,0,26.01176262,0.13541892,27.62485313
7400,0.93822205,0.93822205,0,0.00000000,0.00000000,nan,0.00000000,0,2599,0,16.99570465,0.07726159,29.52242978
7500,0.39917913,0.39917913,0,0.00000000,0.00000000,nan,0.00000000,0,2499,0,45.23291397,0.16590139,28.84601911
7600,0.60142457,0.60142457,0,0.00000000,0.00000000,nan,0.00000000,0,2399,0,12.22165394,0.08941918,25.35383844
7700,0.27700323,0.27700323,0,0.00000000,0.00000000,nan,0.00000000,0,2299,0,12.59237576,0.07183389,22.23490047
