step,surprise_raw,surprise_clipped,state_action_pseudo_count,familiarity,e_t,block_E_k,W_k,block_completed,warmup_remaining,regime_change,mean_total_var,mean_epistemic_var,predictor_nll
0,13.35897636,13.35897636,0,0.00000000,0.00000000,nan,0.00000000,0,9999,0,1.02066398,0.00468346,135.27533468
100,6.95422125,6.95422125,0,0.00000000,0.00000000,nan,0.00000000,0,9899,0,1.39678073,0.15779449,96.33086014
200,5.39056158,5.39056158,0,0.00000000,0.00000000,nan,0.00000000,0,9799,0,2.34190989,0.57238770,127.01890373
300,2.58593798,2.58593798,0,0.00000000,0.00000000,nan,0.00000000,0,9699,0,1.38451850,0.12744771,46.00848134
400,5.48336220,5.48336220,0,0.00000000,0.00000000,nan,0.00000000,0,9599,0,1.88636398,0.20144659,89.58093071
500,8.87050819,8.87050819,0,0.00000000,0.00000000,nan,0.00000000,0,9499,0,1.17736602,0.02727742,97.72750854
600,1.71366251,1.71366251,0,0.00000000,0.00000000,nan,0.00000000,0,9399,0,1.61291540,0.12472917,40.76278687
700,1.42652333,1.42652333,0,0.00000000,0.00000000,nan,0.00000000,0,9299,0,1.39387286,0.07378796,32.22505474
800,3.97687960,3.97687960,0,0.00000000,0.00000000,nan,0.00000000,0,9199,0,2.72185993,0.19973767,62.45546595
900,3.69865203,3.69865203,0,0.00000000,0.00000000,nan,0.00000000,0,9099,0,2.21413112,0.17914902,55.79612541
1000,7.59102726,7.59102726,0,0.00000000,0.00000000,nan,0.00000000,0,8999,0,1.07673514,0.00493720,86.22233327
1100,3.09146166,3.09146166,0,0.00000000,0.00000000,nan,0.00000000,0,8899,0,4.29559803,0.26253641,75.52842045
1200,1.88307023,1.88307023,0,0.00000000,0.00000000,nan,0.00000000,0,8799,0,8.24011326,0.34319329,53.26381429
1300,2.97384262,2.97384262,0,0.00000000,0.00000000,nan,0.00000000,0,8699,0,2.33804870,0.11876098,46.74611282
1400,2.10814452,2.10814452,0,0.00000000,0.00000000,nan,0.00000000,0,8599,0,2.45875788,0.10579886,40.49818134
1500,0.62706006,0.62706006,0,0.00000000,0.00000000,nan,0.00000000,0,8499,0,21.94387817,0.39070827,33.61738348
1600,0.67830044,0.67830044,0,0.00000000,0.00000000,nan,0.00000000,0,8399,0,4.72783232,0.14007542,28.28980637
1700,0.56011778,0.56011778,0,0.00000000,0.00000000,nan,0.00000000,0,8299,0,10.01415634,0.23335153,29.47676697
1800,0.35673082,0.35673082,0,0.00000000,0.00000000,nan,0.00000000,0,8199,0,27.15622711,0.36849231,30.09227257
1900,0.24542744,0.24542744,0,0.00000000,0.00000000,nan,0.00000000,0,8099,0,24.18016434,0.35560143,25.54269473
2000,7.30749273,7.30749273,0,0.00000000,0.00000000,nan,0.00000000,0,7999,0,1.08176839,0.00459704,81.15633901
2100,0.94742405,0.94742405,0,0.00000000,0.00000000,nan,0.00000000,0,7899,0,6.03144836,0.21648321,31.39458084
2200,0.36200470,0.36200470,0,0.00000000,0.00000000,nan,0.00000000,0,7799,0,4.12004423,0.11524417,23.27303251
2300,1.68502665,1.68502665,0,0.00000000,0.00000000,nan,0.00000000,0,7699,0,19.25913429,0.24125960,42.17599106
2400,0.48340517,0.48340517,0,0.00000000,0.00000000,nan,0.00000000,0,7599,0,15.02663994,0.34707713,26.02514966
2500,0.15455055,0.15455055,0,0.00000000,0.00000000,nan,0.00000000,0,7499,0,37.07405853,0.60664850,24.50390005
2600,0.30278143,0.30278143,0,0.00000000,0.00000000,nan,0.00000000,0,7399,0,17.61027527,0.26524231,24.99955654
2700,0.39570412,0.39570412,0,0.00000000,0.00000000,nan,0.00000000,0,7299,0,12.21194935,0.16174975,24.62842846
2800,1.01801634,1.01801634,0,0.00000000,0.00000000,nan,0.00000000,0,7199,0,23.27723503,0.26258948,33.41485214
2900,0.67070460,0.67070460,0,0.00000000,0.00000000,nan,0.00000000,0,7099,0,6.94702816,0.09412243,26.57429504
3000,6.83326721,6.83326721,0,0.00000000,0.00000000,nan,0.00000000,0,6999,0,1.10696423,0.00423236,79.29985046
3100,1.99522841,1.99522841,0,0.00000000,0.00000000,nan,0.00000000,0,6899,0,2.88136959,0.07491002,35.90509605
3200,0.47965240,0.47965240,0,0.00000000,0.00000000,nan,0.00000000,0,6799,0,18.84115601,0.27567339,25.89319086
3300,1.94531822,1.94531822,0,0.00000000,0.00000000,nan,0.00000000,0,6699,0,5.92920351,0.10594731,38.18356094
3400,0.63007003,0.63007003,0,0.00000000,0.00000000,nan,0.00000000,0,6599,0,28.13292122,0.39579451,28.28291512
3500,0.46552435,0.46552435,0,0.00000000,0.00000000,nan,0.00000000,0,6499,0,30.08323860,0.28270313,26.29909261
3600,0.28941351,0.28941351,0,0.00000000,0.00000000,nan,0.00000000,0,6399,0,21.66179466,0.17536825,25.51396036
3700,0.52838206,0.52838206,0,0.00000000,0.00000000,nan,0.00000000,0,6299,0,19.65099525,0.14775914,27.96118975
3800,0.34469721,0.34469721,0,0.00000000,0.00000000,nan,0.00000000,0,6199,0,33.32271576,0.46835408,28.66310183
3900,0.22922209,0.22922209,0,0.00000000,0.00000000,nan,0.00000000,0,6099,0,12.64605045,0.11492973,23.29161119
4000,6.29110956,6.29110956,0,0.00000000,0.00000000,nan,0.00000000,0,5999,0,1.17062116,0.00633963,73.31043498
4100,0.85496861,0.85496861,0,0.00000000,0.00000000,nan,0.00000000,0,5899,0,6.67729712,0.11603364,27.92648570
4200,0.84512627,0.84512627,0,0.00000000,0.00000000,nan,0.00000000,0,5799,0,4.19916105,0.05717158,26.79483223
4300,0.55311823,0.55311823,0,0.00000000,0.00000000,nan,0.00000000,0,5699,0,24.96342087,0.28420386,27.69261551
4400,0.20891789,0.20891789,0,0.00000000,0.00000000,nan,0.00000000,0,5599,0,47.67720032,0.42512733,26.37176933
4500,0.90769303,0.90769303,0,0.00000000,0.00000000,nan,0.00000000,0,5499,0,24.04230499,0.21268624,30.92058372
4600,0.40448692,0.40448692,0,0.00000000,0.00000000,nan,0.00000000,0,5399,0,22.81489372,0.26394749,24.91798337
4700,0.75603700,0.75603700,0,0.00000000,0.00000000,nan,0.00000000,0,5299,0,25.24256325,0.13300951,29.59675217
4800,0.54475051,0.54475051,0,0.00000000,0.00000000,nan,0.00000000,0,5199,0,40.03779602,0.27606747,27.88652325
4900,0.77185082,0.77185082,0,0.00000000,0.00000000,nan,0.00000000,0,5099,0,19.82775688,0.12129642,28.26073647
5000,4.53526211,4.53526211,0,0.00000000,0.00000000,nan,0.00000000,0,4999,0,1.13713157,0.00357908,57.59336599
5100,2.76452684,2.76452684,0,0.00000000,0.00000000,nan,0.00000000,0,4899,0,2.63649201,0.03197381,42.61990229
5200,0.94040322,0.94040322,0,0.00000000,0.00000000,nan,0.00000000,0,4799,0,10.54086304,0.11960808,29.72218399
5300,0.41056097,0.41056097,0,0.00000000,0.00000000,nan,0.00000000,0,4699,0,26.78571701,0.18195230,25.97006162
5400,0.55299085,0.55299085,0,0.00000000,0.00000000,nan,0.00000000,0,4599,0,5.75467348,0.07861333,24.16145325
5500,0.87725717,0.87725717,0,0.00000000,0.00000000,nan,0.00000000,0,4499,0,41.33557129,0.25530022,32.55934811
5600,0.35758603,0.35758603,0,0.00000000,0.00000000,nan,0.00000000,0,4399,0,27.30002594,0.10347260,25.15082359
5700,0.53635079,0.53635079,0,0.00000000,0.00000000,nan,0.00000000,0,4299,0,43.95972443,0.17646366,27.20252419
5800,0.54779464,0.54779464,0,0.00000000,0.00000000,nan,0.00000000,0,4199,0,46.72382355,0.32220566,30.15821648
5900,0.35860363,0.35860363,0,0.00000000,0.00000000,nan,0.00000000,0,4099,0,29.39167595,0.17743142,26.09571139
6000,1.78060961,1.78060961,0,0.00000000,0.00000000,nan,0.00000000,0,3999,0,1.16289139,0.00264922,33.59619013
6100,0.62073803,0.62073803,0,0.00000000,0.00000000,nan,0.00000000,0,3899,0,25.02928352,0.11164459,27.88769226
6200,1.18999183,1.18999183,0,0.00000000,0.00000000,nan,0.00000000,0,3799,0,22.32571030,0.19760613,33.14460468
6300,0.38261238,0.38261238,0,0.00000000,0.00000000,nan,0.00000000,0,3699,0,44.40328598,0.13320230,26.34474182
6400,0.53155923,0.53155923,0,0.00000000,0.00000000,nan,0.00000000,0,3599,0,29.34419441,0.13531739,28.00804710
6500,0.43534759,0.43534759,0,0.00000000,0.00000000,nan,0.00000000,0,3499,0,35.60457993,0.15243477,25.93078677
6600,0.50924122,0.50924122,0,0.00000000,0.00000000,nan,0.00000000,0,3399,0,33.81248474,0.12708826,27.14480352
6700,0.42816776,0.42816776,0,0.00000000,0.00000000,nan,0.00000000,0,3299,0,48.64513397,0.26679775,29.01915359
6800,0.32255968,0.32255968,0,0.00000000,0.00000000,nan,0.00000000,0,3199,0,38.57549286,0.18605286,25.20117378
6900,0.24577178,0.24577178,0,0.00000000,0.00000000,nan,0.00000000,0,3099,0,46.43018341,0.18010895,24.79415894
7000,5.81356525,5.81356525,0,0.00000000,0.00000000,nan,0.00000000,0,2999,0,1.20555508,0.00513959,69.91300774
