step,detector_epoch,phase,transition_surprise,z_score,transition_evidence,valid_local_residual,supported_tables,median_bucket_count,block_completed,block_evidence,block_coverage,num_regions,W_t,log_p_hat,mean_total_var,mean_epistemic_var,predictor_warmup_remaining,residual_calibration_remaining,regime_change,predictor_nll
48300,1,predictor_warmup,0.27528986,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-21.04909897,46.80609512,0.24908145,2499,0,0,30.03482691
48400,1,predictor_warmup,1.29094720,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-31.47192764,17.23683929,0.05042990,2399,0,0,31.86912155
48500,1,predictor_warmup,0.28214443,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-21.05315018,38.30805206,0.21669628,2299,0,0,20.80350828
48600,1,predictor_warmup,0.39415774,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-23.84059525,35.31339645,0.10306790,2199,0,0,24.12890720
48700,1,predictor_warmup,0.96166062,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-28.40800285,29.16751099,0.11524953,2099,0,0,28.80163765
48800,1,predictor_warmup,0.21640716,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-19.91252136,37.26831818,0.09119341,1999,0,0,19.77302599
48900,1,predictor_warmup,0.67236072,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-24.84078789,20.52287865,0.04118698,1899,0,0,25.02828102
49000,1,predictor_warmup,7.11978722,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-80.90978241,1.21448231,0.00642320,1799,0,0,80.67450205
49100,1,predictor_warmup,0.24905862,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-21.11813354,33.69799042,0.06916219,1699,0,0,21.27356656
49200,1,predictor_warmup,0.41432726,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-22.82555389,34.80967331,0.12290122,1599,0,0,22.84436925
49300,1,predictor_warmup,0.15104775,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-19.94817734,33.82651901,0.15338847,1499,0,0,20.28569460
49400,1,predictor_warmup,0.66183704,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-23.59023666,38.54973602,0.15772134,1399,0,0,25.16925112
49500,1,predictor_warmup,0.62378526,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-22.64787483,42.69309998,0.33592144,1299,0,0,32.92411041
49600,1,predictor_warmup,0.50562614,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-21.29325867,43.69565582,0.27609524,1199,0,0,30.78466606
49700,1,predictor_warmup,1.13745916,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-27.57936478,43.36670303,0.15592074,1099,0,0,29.92774439
49800,1,predictor_warmup,0.43609378,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-20.34351540,41.66714478,0.30132049,999,0,0,22.28435135
49900,1,predictor_warmup,0.55918306,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-22.99927139,37.00370789,0.07571018,899,0,0,24.87168694
50000,1,predictor_warmup,7.44780636,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-84.00209045,1.27432477,0.00742309,799,0,0,90.61968994
50100,1,predictor_warmup,0.50379038,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-22.68821144,40.38568497,0.13904721,699,0,0,22.91883087
50200,1,predictor_warmup,0.39195907,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-19.95950890,47.72296524,0.23313838,599,0,0,20.82179133
50300,1,predictor_warmup,0.24971040,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-20.25629044,44.41632843,0.16072538,499,0,0,21.04860687
50400,1,predictor_warmup,0.27443427,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-19.23609161,47.52579498,0.19823371,399,0,0,21.24809837
50500,1,predictor_warmup,0.33618975,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-21.01009750,41.36142349,0.11408929,299,0,0,20.81699562
50600,1,predictor_warmup,1.03491783,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-23.94248962,42.62289047,0.23871581,199,0,0,28.35044670
50700,1,predictor_warmup,0.21758638,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-19.08495522,37.89719772,0.07159092,99,0,0,19.00360489
50800,1,residual_calibration,0.36132622,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-17.31491089,38.76344299,0.16245876,0,9999,0,nan
50900,1,residual_calibration,0.24050100,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-17.97358131,43.27815247,0.14497842,0,9899,0,nan
51000,1,residual_calibration,7.53545904,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-84.70358276,1.36353302,0.00813261,0,9799,0,nan
51100,1,residual_calibration,0.21307911,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-19.09203148,40.19851685,0.21382797,0,9699,0,nan
51200,1,residual_calibration,0.35431936,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-21.75542831,29.42117691,0.09608969,0,9599,0,nan
51300,1,residual_calibration,0.35794607,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-18.31295395,39.26091385,0.21649915,0,9499,0,nan
51400,1,residual_calibration,0.59768063,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-23.94275665,27.08736992,0.08402942,0,9399,0,nan
51500,1,residual_calibration,0.44420534,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-18.07541656,40.36505890,0.18183096,0,9299,0,nan
51600,1,residual_calibration,0.97617888,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-27.46719170,17.17023468,0.04338690,0,9199,0,nan
51700,1,residual_calibration,0.56804824,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-23.79313660,29.95283318,0.05037918,0,9099,0,nan
51800,1,residual_calibration,0.64311814,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-24.44139862,38.99118042,0.11389700,0,8999,0,nan
51900,1,residual_calibration,0.52320921,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-22.99769974,26.89544678,0.04053970,0,8899,0,nan
52000,1,residual_calibration,7.59212255,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-85.16069794,1.31420553,0.00789492,0,8799,0,nan
52100,1,residual_calibration,2.56636524,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-41.41220093,45.92688751,0.14508605,0,8699,0,nan
52200,1,residual_calibration,2.83568954,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-44.37235260,40.68963623,0.11199832,0,8599,0,nan
52300,1,residual_calibration,2.86595798,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-45.53313065,41.19326782,0.15123715,0,8499,0,nan
52400,1,residual_calibration,3.92881274,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-54.50585938,49.88259125,0.29608256,0,8399,0,nan
52500,1,residual_calibration,7.37056637,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-84.56774139,47.01710129,0.12707390,0,8299,0,nan
52600,1,residual_calibration,5.67812252,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-70.92945862,49.52569199,0.31138837,0,8199,0,nan
52700,1,residual_calibration,4.32351828,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-59.22171402,49.36921692,0.36818558,0,8099,0,nan
52800,1,residual_calibration,5.31757641,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-67.82599640,47.64760971,0.17023556,0,7999,0,nan
52900,1,residual_calibration,5.02893686,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-64.47747040,48.99062729,0.22551452,0,7899,0,nan
53000,1,residual_calibration,6.23548555,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-72.96134949,1.31414974,0.00764001,0,7799,0,nan
53100,1,residual_calibration,1.63458765,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-29.99534035,37.50740433,0.14493512,0,7699,0,nan
53200,1,residual_calibration,0.55776060,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-22.24602509,39.04827499,0.07137415,0,7599,0,nan
53300,1,residual_calibration,0.75718021,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-24.85222816,32.56077576,0.10041009,0,7499,0,nan
53400,1,residual_calibration,0.78901362,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-22.61947632,37.77168274,0.11629470,0,7399,0,nan
53500,1,residual_calibration,0.77870077,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-25.53012466,33.77146149,0.06861003,0,7299,0,nan
53600,1,residual_calibration,1.03524351,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-26.75532532,37.49882889,0.15863769,0,7199,0,nan
53700,1,residual_calibration,0.73811829,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-23.13858223,44.60456848,0.18377043,0,7099,0,nan
53800,1,residual_calibration,0.65130496,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-21.49883270,36.57979584,0.14332694,0,6999,0,nan
53900,1,residual_calibration,0.40028375,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-21.01765251,36.09268188,0.07895827,0,6899,0,nan
54000,1,residual_calibration,8.31876373,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-91.73719788,1.33147299,0.00919539,0,6799,0,nan
54100,1,residual_calibration,0.40865529,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-22.49746513,23.47218513,0.07640269,0,6699,0,nan
54200,1,residual_calibration,1.18509650,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-26.38623428,36.63844299,0.19178873,0,6599,0,nan
54300,1,residual_calibration,0.30226082,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-20.64838600,34.38705826,0.08884413,0,6499,0,nan
54400,1,residual_calibration,0.64986217,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-22.70904732,36.12647629,0.13800362,0,6399,0,nan
54500,1,residual_calibration,0.52260429,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-21.11099815,37.14842987,0.13093209,0,6299,0,nan
54600,1,residual_calibration,0.43108621,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-21.92314148,33.57585907,0.04691829,0,6199,0,nan
54700,1,residual_calibration,0.53221774,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-22.46368599,33.68052292,0.07374194,0,6099,0,nan
54800,1,residual_calibration,0.43552873,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-22.10293198,35.66264343,0.06222974,0,5999,0,nan
54900,1,residual_calibration,0.33520234,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-21.11403656,33.35510254,0.07415231,0,5899,0,nan
55000,1,residual_calibration,4.39966345,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-56.42385864,1.28722477,0.00547725,0,5799,0,nan
55100,1,residual_calibration,0.55684090,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-23.19947624,39.15462875,0.08335769,0,5699,0,nan
55200,1,residual_calibration,0.85301363,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-23.17671776,37.84796906,0.18999438,0,5599,0,nan
55300,1,residual_calibration,0.74407089,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-23.56708527,44.93895721,0.13308927,0,5499,0,nan
55400,1,residual_calibration,0.78702152,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-23.08592987,36.97171783,0.11926772,0,5399,0,nan
55500,1,residual_calibration,0.72707272,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-22.34700394,42.85942078,0.11840507,0,5299,0,nan
55600,1,residual_calibration,1.24883747,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-24.98058701,41.87721634,0.26598957,0,5199,0,nan
55700,1,residual_calibration,0.43659723,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-20.24209213,42.96226120,0.14302897,0,5099,0,nan
55800,1,residual_calibration,0.55845666,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-22.53102112,40.26694107,0.08557831,0,4999,0,nan
55900,1,residual_calibration,0.45662478,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-22.33423615,38.75153351,0.09341761,0,4899,0,nan
56000,1,residual_calibration,6.60593510,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-76.41886139,1.43040287,0.00817466,0,4799,0,nan
56100,1,residual_calibration,0.83634520,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-26.00347710,27.61524773,0.03919386,0,4699,0,nan
56200,1,residual_calibration,0.85435063,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-21.58954048,39.83831024,0.20465402,0,4599,0,nan
56300,1,residual_calibration,0.70239508,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-23.42810440,32.45020294,0.07073156,0,4499,0,nan
56400,1,residual_calibration,0.74063176,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-24.97154427,12.23597336,0.03188321,0,4399,0,nan
56500,1,residual_calibration,1.22888899,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-25.87471199,45.99195099,0.17227942,0,4299,0,nan
56600,1,residual_calibration,0.79825783,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-25.52114105,18.06891632,0.03443597,0,4199,0,nan
56700,1,residual_calibration,0.64126450,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-24.79565811,35.38632202,0.09113026,0,4099,0,nan
56800,1,residual_calibration,0.45275149,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-19.80825233,37.29734421,0.13536614,0,3999,0,nan
56900,1,residual_calibration,0.68776858,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-24.40929031,35.00345993,0.09781342,0,3899,0,nan
57000,1,residual_calibration,5.98694658,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-70.76257324,1.29682422,0.00624236,0,3799,0,nan
57100,1,residual_calibration,1.00112903,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-26.73525238,4.29651308,0.02332862,0,3699,0,nan
57200,1,residual_calibration,1.37159371,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-30.59618759,8.45771408,0.05501426,0,3599,0,nan
57300,1,residual_calibration,0.50299031,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-23.04099083,29.84071159,0.08730618,0,3499,0,nan
57400,1,residual_calibration,0.71097553,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-24.20508003,44.01710510,0.13205549,0,3399,0,nan
57500,1,residual_calibration,0.68823159,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-20.96726799,38.94423294,0.17020573,0,3299,0,nan
57600,1,residual_calibration,0.73789787,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-24.20945930,36.18164825,0.08046624,0,3199,0,nan
57700,1,residual_calibration,0.38126683,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-20.32116699,36.31641006,0.10048047,0,3099,0,nan
57800,1,residual_calibration,0.45910564,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-22.70228386,18.24778366,0.04349774,0,2999,0,nan
57900,1,residual_calibration,0.92050755,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-22.76561356,38.24500656,0.16520514,0,2899,0,nan
58000,1,residual_calibration,3.20644593,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-45.73836517,1.26375163,0.00488953,0,2799,0,nan
58100,1,residual_calibration,0.52810550,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-20.25632858,36.43003845,0.14542790,0,2699,0,nan
58200,1,residual_calibration,0.79883796,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-23.75611877,35.94736862,0.09026343,0,2599,0,nan
58300,1,residual_calibration,0.64946735,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-24.26168442,30.87009048,0.08310638,0,2499,0,nan
58400,1,residual_calibration,0.86170173,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-26.27117538,14.60669136,0.04043901,0,2399,0,nan
58500,1,residual_calibration,0.36654997,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-22.01367950,31.41625214,0.10695431,0,2299,0,nan
58600,1,residual_calibration,0.91856629,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-23.42301369,48.21002579,0.25424945,0,2199,0,nan
58700,1,residual_calibration,0.41441485,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-20.01616096,35.55637741,0.11425918,0,2099,0,nan
58800,1,residual_calibration,0.48643780,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-23.12114143,27.15422249,0.05387294,0,1999,0,nan
58900,1,residual_calibration,0.56675065,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-22.10556984,38.24227142,0.11937753,0,1899,0,nan
59000,1,residual_calibration,4.15501499,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-54.22035980,1.24544144,0.00404159,0,1799,0,nan
59100,1,residual_calibration,1.31109643,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-30.19768524,9.53700161,0.06309237,0,1699,0,nan
59200,1,residual_calibration,3.00467324,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-47.54364395,29.23801613,0.16695774,0,1599,0,nan
59300,1,residual_calibration,1.02017570,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-27.52151108,14.22909737,0.03637084,0,1499,0,nan
59400,1,residual_calibration,0.56813067,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-23.04020309,37.05965042,0.10956328,0,1399,0,nan
59500,1,residual_calibration,0.44711530,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-19.61943054,37.62805939,0.14540750,0,1299,0,nan
59600,1,residual_calibration,0.30589047,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-17.87193680,37.75195312,0.16208829,0,1199,0,nan
59700,1,residual_calibration,0.33534908,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-19.51594734,37.34669495,0.15881515,0,1099,0,nan
59800,1,residual_calibration,0.52435434,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-21.19345856,36.26663589,0.12706055,0,999,0,nan
59900,1,residual_calibration,0.37341288,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-20.59456444,33.72736740,0.09244222,0,899,0,nan
60000,1,residual_calibration,3.09928823,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-44.63522720,1.15145361,0.00209261,0,799,0,nan
60100,1,residual_calibration,0.45476735,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-20.71961975,42.02497482,0.09233782,0,699,0,nan
60200,1,residual_calibration,0.52540416,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-23.47905731,28.73623276,0.05123465,0,599,0,nan
60300,1,residual_calibration,0.27563307,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-18.36755753,42.03096008,0.12798780,0,499,0,nan
60400,1,residual_calibration,0.46202543,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-22.74205017,21.80056000,0.05058613,0,399,0,nan
60500,1,residual_calibration,0.42714784,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-22.39150238,31.14288330,0.09730678,0,299,0,nan
60600,1,residual_calibration,0.41144434,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-21.64401054,31.78723907,0.07304594,0,199,0,nan
60700,1,residual_calibration,0.63514030,nan,nan,0,0,nan,0,nan,nan,0,0.00000000,-24.39184952,19.09731483,0.07702989,0,99,0,nan
60800,1,monitoring,0.88697207,0.63627712,0.00000000,1,4,59.50000000,0,nan,nan,0,0.00000000,-25.73761749,34.15061569,0.05895645,0,0,0,nan
60900,1,monitoring,0.72274441,0.13766904,0.00000000,1,4,106.00000000,0,nan,nan,0,0.00000000,-21.54365540,39.67604446,0.18619961,0,0,0,nan
61000,1,monitoring,4.80175591,nan,nan,0,2,7.50000000,0,nan,nan,0,0.00000000,-60.05588150,1.20142627,0.00341167,0,0,0,nan
61100,1,monitoring,0.47440720,-0.38659120,0.00000000,1,4,107.00000000,0,nan,nan,0,0.01872406,-20.59323883,38.83941650,0.16113511,0,0,0,nan
61200,1,monitoring,0.41360319,-0.70433664,0.00000000,1,4,138.00000000,0,nan,nan,0,0.00000000,-21.89171600,30.25449944,0.04815381,0,0,0,nan
61300,1,monitoring,0.49963629,-0.59465554,0.00000000,1,4,58.50000000,0,nan,nan,0,0.00000000,-22.83460617,32.74114990,0.09487423,0,0,0,nan
61400,1,monitoring,0.71483171,-0.29001831,0.00000000,1,4,250.00000000,0,nan,nan,0,0.00000000,-24.82776070,25.05210114,0.04357100,0,0,0,nan
61500,1,monitoring,0.60157990,-0.34641163,0.00000000,1,4,24.50000000,0,nan,nan,0,0.00000000,-19.89421844,38.93784332,0.18872438,0,0,0,nan
61600,1,monitoring,0.31522176,-0.99645424,0.00000000,1,4,181.50000000,0,nan,nan,0,0.00000000,-21.49740219,27.27244377,0.05522467,0,0,0,nan
61700,1,monitoring,0.35972911,-1.34972164,0.00000000,1,4,65.00000000,0,nan,nan,0,0.00000000,-22.10893631,29.59687996,0.09813838,0,0,0,nan
61800,1,monitoring,0.35809863,nan,nan,0,2,59.00000000,0,nan,nan,0,0.00000000,-16.89472008,43.44933319,0.23767503,0,0,0,nan
61900,1,monitoring,0.73614609,0.28978898,0.00000000,1,4,84.00000000,0,nan,nan,0,0.00000000,-21.42672920,45.73717880,0.11698315,0,0,0,nan
62000,1,monitoring,5.76421118,1.90066606,0.00000000,1,4,9.50000000,0,nan,nan,0,0.00000000,-68.68184662,1.25576901,0.00585809,0,0,0,nan
62100,1,monitoring,0.43872234,-0.55956591,0.00000000,1,4,100.50000000,0,nan,nan,0,0.00000000,-21.61303329,33.62884140,0.10329466,0,0,0,nan
62200,1,monitoring,0.46822345,-0.87012324,0.00000000,1,4,82.50000000,0,nan,nan,0,0.00000000,-22.53057861,34.19707108,0.10679452,0,0,0,nan
62300,1,monitoring,0.26960734,-0.83909537,0.00000000,1,4,73.50000000,0,nan,nan,0,0.00000000,-16.15749168,39.38946915,0.17655237,0,0,0,nan
62400,1,monitoring,0.63436627,-0.10426296,0.00000000,1,3,223.00000000,0,nan,nan,0,0.00000000,-24.17008400,33.20531082,0.09516133,0,0,0,nan
62500,1,monitoring,0.40824574,-0.77025840,0.00000000,1,4,56.50000000,0,nan,nan,0,0.00000000,-21.21229362,45.94215775,0.15455143,0,0,0,nan
62600,1,monitoring,0.42977154,-0.80334422,0.00000000,1,4,104.50000000,0,nan,nan,0,0.00000000,-21.65586472,35.44891357,0.06888303,0,0,0,nan
62700,1,monitoring,0.62691879,-0.33015009,0.00000000,1,3,95.00000000,0,nan,nan,0,0.00000000,-24.35303307,32.41109085,0.07040858,0,0,0,nan
62800,1,monitoring,0.46055248,-0.77104023,0.00000000,1,4,32.00000000,0,nan,nan,0,0.00000000,-22.48990822,33.81141281,0.13860358,0,0,0,nan
62900,1,monitoring,0.89309788,0.41236420,0.00000000,1,3,7.00000000,0,nan,nan,0,0.00000000,-26.85751724,45.53384399,0.22083759,0,0,0,nan
63000,1,monitoring,1.53466654,-0.55817358,0.00000000,1,3,11.00000000,0,nan,nan,0,0.00000000,-30.69915009,1.26232851,0.00528754,0,0,0,nan
63100,1,monitoring,0.43225411,-0.72205223,0.00000000,1,4,61.00000000,0,nan,nan,0,0.13827335,-19.50086594,42.42290115,0.12821129,0,0,0,nan
63200,1,monitoring,0.75829089,0.33192493,0.00000000,1,4,49.50000000,0,nan,nan,0,0.12802497,-20.39069366,40.41032028,0.19970396,0,0,0,nan
63300,1,monitoring,0.82958198,0.49093543,0.00000000,1,4,37.00000000,0,nan,nan,0,0.09079409,-26.26865005,21.16586113,0.05071717,0,0,0,nan
63400,1,monitoring,0.47029462,-0.71673158,0.00000000,1,3,84.00000000,0,nan,nan,0,0.06649460,-22.50116158,35.29868317,0.09388354,0,0,0,nan
63500,1,monitoring,0.97552449,0.98705067,0.00000000,1,4,53.00000000,0,nan,nan,0,0.01649460,-24.93870926,36.25669479,0.09318963,0,0,0,nan
63600,1,monitoring,0.68395698,0.31006095,0.00000000,1,3,149.00000000,0,nan,nan,0,0.00000000,-24.95061111,30.31970215,0.06780880,0,0,0,nan
63700,1,monitoring,0.30793864,-0.78265017,0.00000000,1,4,48.50000000,0,nan,nan,0,0.00000000,-19.24871826,38.78046417,0.08572540,0,0,0,nan
63800,1,monitoring,0.80227172,0.07148114,0.00000000,1,4,87.00000000,0,nan,nan,0,0.00000000,-23.37952805,44.99695206,0.13122891,0,0,0,nan
63900,1,monitoring,0.22259299,-1.41037422,0.00000000,1,4,87.00000000,0,nan,nan,0,0.00000000,-17.09486389,44.14156723,0.13121778,0,0,0,nan
64000,1,monitoring,5.91082001,1.93946755,0.00000000,1,3,9.00000000,0,nan,nan,0,0.00000000,-70.15065765,1.30336893,0.00706843,0,0,0,nan
64100,1,monitoring,0.29665387,-1.19282811,0.00000000,1,4,157.00000000,0,nan,nan,0,0.00000000,-19.39227676,38.93847656,0.06954904,0,0,0,nan
64200,1,monitoring,0.46616882,-0.87732113,0.00000000,1,3,19.00000000,0,nan,nan,0,0.00000000,-19.55422974,40.35656738,0.17947410,0,0,0,nan
64300,1,monitoring,0.52180308,-0.35225535,0.00000000,1,4,52.50000000,0,nan,nan,0,0.00000000,-21.34107208,35.91366196,0.10696529,0,0,0,nan
64400,1,monitoring,0.44094366,-0.39884895,0.00000000,1,4,46.50000000,0,nan,nan,0,0.00000000,-16.80264091,42.34974670,0.25182787,0,0,0,nan
64500,1,monitoring,0.80220836,-0.00237656,0.00000000,1,3,61.00000000,0,nan,nan,0,0.00000000,-26.13473701,29.31900406,0.08756593,0,0,0,nan
64600,1,monitoring,0.91808957,0.35762271,0.00000000,1,4,87.50000000,0,nan,nan,0,0.00000000,-26.84955215,23.56213188,0.03437289,0,0,0,nan
64700,1,monitoring,0.21705699,-1.14767065,0.00000000,1,4,35.00000000,0,nan,nan,0,0.00000000,-17.16142273,37.23953629,0.13972551,0,0,0,nan
64800,1,monitoring,0.54971528,-0.45614423,0.00000000,1,4,19.50000000,0,nan,nan,0,0.00000000,-21.65137863,45.44751358,0.10652290,0,0,0,nan
64900,1,monitoring,0.35325378,-0.66603538,0.00000000,1,3,66.00000000,0,nan,nan,0,0.00000000,-18.74993896,37.71902466,0.18433590,0,0,0,nan
65000,1,monitoring,4.14821053,nan,nan,0,2,32.00000000,0,nan,nan,0,0.00000000,-54.20734406,1.22640252,0.00512299,0,0,0,nan
65100,1,monitoring,0.61046356,-0.04222800,0.00000000,1,4,89.00000000,0,nan,nan,0,0.01882039,-23.50387192,34.84469986,0.06266076,0,0,0,nan
65200,1,monitoring,0.36106378,-0.84748204,0.00000000,1,3,72.00000000,0,nan,nan,0,0.00000000,-21.29679871,30.30841827,0.07971981,0,0,0,nan
65300,1,monitoring,0.54941481,-0.47573878,0.00000000,1,4,17.00000000,0,nan,nan,0,0.00000000,-23.15151978,31.73168182,0.11727868,0,0,0,nan
65400,1,monitoring,0.49712166,-0.42115570,0.00000000,1,4,23.00000000,0,nan,nan,0,0.00000000,-20.46899223,38.50836945,0.16527902,0,0,0,nan
65500,1,monitoring,0.45395103,-0.42725357,0.00000000,1,4,57.50000000,0,nan,nan,0,0.00000000,-20.40163612,35.79633713,0.10287007,0,0,0,nan
65600,1,monitoring,0.51618266,-0.47406477,0.00000000,1,4,34.50000000,0,nan,nan,0,0.00000000,-23.38840866,28.70571518,0.07834982,0,0,0,nan
65700,1,monitoring,0.75397766,0.35137822,0.00000000,1,4,48.00000000,0,nan,nan,0,0.00000000,-25.00567245,11.83974266,0.02712127,0,0,0,nan
65800,1,monitoring,0.26843357,-1.33244944,0.00000000,1,3,60.00000000,0,nan,nan,0,0.00000000,-18.31395340,38.22243881,0.15685895,0,0,0,nan
65900,1,monitoring,1.24061775,0.77845688,0.00000000,1,4,44.00000000,0,nan,nan,0,0.00000000,-29.93530273,23.92613792,0.07985391,0,0,0,nan
