step=458490, D_t=15.731966, c_t=3.094081, e_P=0.787061, e_R=0.421266, e_P_bar=4.510713, e_R_bar=3.334276
step=2426026, D_t=21.183866, c_t=3.109672, e_P=0.481162, e_R=0.000156, e_P_bar=6.509050, e_R_bar=-0.939942
step=2428025, D_t=249.486912, c_t=5.016744, e_P=0.461442, e_R=0.411059, e_P_bar=8.650131, e_R_bar=20.594879
step=2434190, D_t=114.962193, c_t=3.000771, e_P=2.088078, e_R=0.395584, e_P_bar=14.675859, e_R_bar=3.813602
step=2448199, D_t=42.619118, c_t=3.094908, e_P=0.938838, e_R=0.226158, e_P_bar=8.453116, e_R_bar=3.712556
step=2456942, D_t=102.257626, c_t=3.960196, e_P=0.669112, e_R=0.557081, e_P_bar=5.942743, e_R_bar=13.007654
step=2479609, D_t=65.940045, c_t=3.101350, e_P=0.838633, e_R=0.156187, e_P_bar=11.070591, e_R_bar=3.053211
step=2508302, D_t=22.456277, c_t=3.115413, e_P=0.576675, e_R=0.025076, e_P_bar=6.701683, e_R_bar=-0.405645
step=2513631, D_t=96.617353, c_t=3.079373, e_P=1.486162, e_R=0.353339, e_P_bar=12.868895, e_R_bar=5.256067
step=2529833, D_t=58.134180, c_t=3.143838, e_P=0.874177, e_R=0.035307, e_P_bar=10.782781, e_R_bar=-0.084570
step=2538990, D_t=22.737117, c_t=3.160550, e_P=0.538610, e_R=0.231404, e_P_bar=4.796110, e_R_bar=4.740418
step=2551458, D_t=29.051134, c_t=3.092393, e_P=0.173515, e_R=0.266815, e_P_bar=0.947966, e_R_bar=7.563308
step=2553095, D_t=143.022437, c_t=3.743586, e_P=0.736140, e_R=0.432753, e_P_bar=9.055109, e_R_bar=14.284603
step=2554554, D_t=17.912743, c_t=3.071634, e_P=0.467704, e_R=0.356786, e_P_bar=3.396071, e_R_bar=4.928711
step=2559632, D_t=42.500254, c_t=3.098324, e_P=0.820492, e_R=0.009581, e_P_bar=9.219572, e_R_bar=-0.783527
step=2561312, D_t=90.384399, c_t=3.116691, e_P=0.703706, e_R=0.455282, e_P_bar=6.963897, e_R_bar=11.500997
step=2565272, D_t=64.150469, c_t=3.473308, e_P=0.467107, e_R=0.460264, e_P_bar=4.216811, e_R_bar=10.512823
step=2567361, D_t=35.165473, c_t=3.072479, e_P=0.801464, e_R=0.117744, e_P_bar=8.234076, e_R_bar=1.590895
step=2570920, D_t=79.964452, c_t=3.054156, e_P=0.614649, e_R=0.373479, e_P_bar=8.363882, e_R_bar=9.485482
step=2572732, D_t=16.875603, c_t=3.081876, e_P=0.149347, e_R=0.215038, e_P_bar=0.523334, e_R_bar=5.785959
step=2575127, D_t=80.033179, c_t=3.562984, e_P=0.831197, e_R=0.184158, e_P_bar=11.388724, e_R_bar=5.510293
step=2576261, D_t=254.362767, c_t=5.135598, e_P=0.645969, e_R=0.871284, e_P_bar=6.671953, e_R_bar=21.545547
step=2579478, D_t=54.987770, c_t=3.497401, e_P=0.705916, e_R=0.333221, e_P_bar=8.443808, e_R_bar=6.219135
step=2582733, D_t=140.725926, c_t=3.078331, e_P=0.940335, e_R=0.509816, e_P_bar=11.973768, e_R_bar=11.750776
step=2584954, D_t=116.148156, c_t=3.649153, e_P=0.880668, e_R=0.258382, e_P_bar=13.483626, e_R_bar=7.105500
step=2587690, D_t=26.344641, c_t=3.118181, e_P=0.414596, e_R=0.118963, e_P_bar=5.940033, e_R_bar=4.171965
step=2590760, D_t=25.837009, c_t=3.154017, e_P=0.401288, e_R=0.245482, e_P_bar=4.332472, e_R_bar=5.736175
step=2596166, D_t=40.102064, c_t=3.141539, e_P=0.250610, e_R=0.237736, e_P_bar=2.681196, e_R_bar=8.544900
step=2597220, D_t=22.090857, c_t=3.073528, e_P=0.490925, e_R=0.233261, e_P_bar=4.433202, e_R_bar=4.952619
step=2603849, D_t=189.838452, c_t=4.092677, e_P=0.971799, e_R=0.171928, e_P_bar=18.642741, e_R_bar=5.667902
step=2610205, D_t=51.625023, c_t=3.073977, e_P=0.256321, e_R=0.250509, e_P_bar=2.747595, e_R_bar=9.782677
step=2619196, D_t=184.165418, c_t=3.891101, e_P=0.943862, e_R=0.028251, e_P_bar=19.191927, e_R_bar=0.028064
step=2623050, D_t=49.718816, c_t=3.110003, e_P=0.337097, e_R=0.320819, e_P_bar=3.847713, e_R_bar=9.199605
step=2625222, D_t=400.355934, c_t=5.199951, e_P=0.754399, e_R=0.854400, e_P_bar=10.448821, e_R_bar=26.297034
step=2627936, D_t=16.124806, c_t=3.011345, e_P=0.318365, e_R=0.183149, e_P_bar=3.176849, e_R_bar=4.707148
step=2630920, D_t=153.530097, c_t=4.058730, e_P=0.576150, e_R=0.305510, e_P_bar=9.963734, e_R_bar=14.414722
step=2633388, D_t=153.444486, c_t=4.453037, e_P=1.092408, e_R=0.063956, e_P_bar=17.429722, e_R_bar=1.758908
step=2635694, D_t=85.123493, c_t=3.044589, e_P=0.957307, e_R=0.099279, e_P_bar=12.769464, e_R_bar=2.681001
step=2641158, D_t=74.248296, c_t=3.180402, e_P=0.590645, e_R=0.082483, e_P_bar=11.641440, e_R_bar=3.601870
step=2643235, D_t=64.482628, c_t=3.458445, e_P=0.524495, e_R=0.259567, e_P_bar=6.643450, e_R_bar=9.210311
step=2645701, D_t=18.745590, c_t=3.057995, e_P=0.243363, e_R=0.170593, e_P_bar=3.102540, e_R_bar=5.278771
step=2647448, D_t=27.858716, c_t=3.118136, e_P=0.474391, e_R=0.171999, e_P_bar=5.473845, e_R_bar=5.074884
step=2649096, D_t=9.367417, c_t=3.032869, e_P=0.131301, e_R=0.143679, e_P_bar=0.360157, e_R_bar=4.313365
step=2653880, D_t=55.976286, c_t=3.135764, e_P=0.331540, e_R=0.219937, e_P_bar=4.674714, e_R_bar=9.492082
step=2655151, D_t=28.807751, c_t=3.181238, e_P=0.311996, e_R=0.223181, e_P_bar=3.363759, e_R_bar=6.804456
step=2658398, D_t=32.622587, c_t=3.079025, e_P=0.456954, e_R=0.158157, e_P_bar=6.365349, e_R_bar=4.972676
step=2661022, D_t=10.498458, c_t=3.022098, e_P=0.260089, e_R=0.128277, e_P_bar=3.290018, e_R_bar=3.189467
step=2663082, D_t=25.615466, c_t=3.033646, e_P=0.289153, e_R=0.169207, e_P_bar=3.434242, e_R_bar=6.279882
step=2668870, D_t=194.535424, c_t=3.392637, e_P=0.267787, e_R=0.394960, e_P_bar=4.163565, e_R_bar=19.280446
step=2671973, D_t=65.882209, c_t=3.253033, e_P=0.647838, e_R=0.193081, e_P_bar=9.256553, e_R_bar=6.788273
step=2675698, D_t=129.161416, c_t=4.040645, e_P=1.082236, e_R=0.272099, e_P_bar=14.537815, e_R_bar=6.853813
step=2679105, D_t=82.437981, c_t=3.123992, e_P=0.623288, e_R=0.231126, e_P_bar=9.417473, e_R_bar=8.728526
step=2683157, D_t=32.504399, c_t=3.249237, e_P=0.352780, e_R=0.209305, e_P_bar=4.353623, e_R_bar=6.786366
step=2687180, D_t=162.820576, c_t=3.228262, e_P=1.171392, e_R=0.092160, e_P_bar=17.948427, e_R_bar=1.869521
step=2689043, D_t=10.968108, c_t=3.039018, e_P=0.136380, e_R=0.147149, e_P_bar=0.659143, e_R_bar=4.636998
step=2690710, D_t=60.296552, c_t=3.314971, e_P=0.217830, e_R=0.305675, e_P_bar=2.069427, e_R_bar=10.784738
step=2694951, D_t=127.874170, c_t=3.207337, e_P=0.482568, e_R=0.326470, e_P_bar=7.268193, e_R_bar=14.245059
step=2697045, D_t=25.920983, c_t=3.178312, e_P=0.384150, e_R=0.221557, e_P_bar=4.130265, e_R_bar=5.897701
step=2699047, D_t=83.426565, c_t=3.503745, e_P=0.186526, e_R=0.376176, e_P_bar=1.470700, e_R_bar=12.833167
step=2700869, D_t=161.368878, c_t=3.244064, e_P=0.989053, e_R=0.346891, e_P_bar=13.405272, e_R_bar=11.959784
step=2703934, D_t=18.167822, c_t=3.054953, e_P=0.127726, e_R=0.166057, e_P_bar=0.622425, e_R_bar=5.995684
step=2706604, D_t=30.662895, c_t=3.114953, e_P=0.533222, e_R=0.034705, e_P_bar=7.818176, e_R_bar=0.449344
step=2710664, D_t=24.271724, c_t=3.050257, e_P=0.253587, e_R=0.168505, e_P_bar=3.062887, e_R_bar=6.257969
step=2717334, D_t=8.440136, c_t=3.021211, e_P=0.297133, e_R=0.001137, e_P_bar=4.108561, e_R_bar=-1.038686
step=2724127, D_t=84.683425, c_t=3.080080, e_P=0.757871, e_R=0.031481, e_P_bar=13.007408, e_R_bar=0.417354
step=2728037, D_t=35.782734, c_t=3.174428, e_P=0.404618, e_R=0.151806, e_P_bar=6.142098, e_R_bar=5.817225
step=2730072, D_t=45.674894, c_t=3.049156, e_P=0.505090, e_R=0.195473, e_P_bar=6.284005, e_R_bar=7.201463
step=2732407, D_t=158.838767, c_t=3.163048, e_P=0.314996, e_R=0.356801, e_P_bar=4.069276, e_R_bar=17.352767
step=2739800, D_t=91.479252, c_t=3.718190, e_P=0.311878, e_R=0.342831, e_P_bar=3.528013, e_R_bar=13.058010
step=2743021, D_t=8.792604, c_t=3.030152, e_P=0.139903, e_R=0.149416, e_P_bar=0.648987, e_R_bar=4.142949
step=2750074, D_t=19.416828, c_t=3.110532, e_P=0.218426, e_R=0.136871, e_P_bar=2.740280, e_R_bar=5.596831
step=2751379, D_t=67.138406, c_t=3.016645, e_P=0.784472, e_R=0.147718, e_P_bar=10.476909, e_R_bar=4.950877
step=2763914, D_t=62.777508, c_t=3.090111, e_P=0.558794, e_R=0.219970, e_P_bar=8.632546, e_R_bar=7.143820
step=2769022, D_t=22.334222, c_t=3.032225, e_P=0.379088, e_R=0.059769, e_P_bar=6.242504, e_R_bar=2.387380
step=2772009, D_t=21.845372, c_t=3.152328, e_P=0.377820, e_R=0.030130, e_P_bar=6.573518, e_R_bar=0.692537
step=2776030, D_t=69.091467, c_t=3.554146, e_P=0.603078, e_R=0.103662, e_P_bar=10.817474, e_R_bar=4.600564
step=2782026, D_t=54.633835, c_t=3.359226, e_P=0.487958, e_R=0.036577, e_P_bar=10.393918, e_R_bar=1.110915
step=2784006, D_t=37.135185, c_t=3.274341, e_P=0.397923, e_R=0.040639, e_P_bar=8.428441, e_R_bar=1.797708
step=2790023, D_t=71.728708, c_t=3.001600, e_P=0.604698, e_R=0.028656, e_P_bar=11.962957, e_R_bar=0.587436
step=2792019, D_t=158.164299, c_t=3.867937, e_P=0.478760, e_R=0.338817, e_P_bar=7.853242, e_R_bar=15.957919
step=2794071, D_t=38.803040, c_t=3.123032, e_P=0.145915, e_R=0.152851, e_P_bar=2.078647, e_R_bar=8.560684
step=2800007, D_t=155.161859, c_t=3.885690, e_P=0.442521, e_R=0.255826, e_P_bar=9.749077, e_R_bar=14.672396
step=2802058, D_t=15.949701, c_t=3.043734, e_P=0.333008, e_R=0.036107, e_P_bar=5.606880, e_R_bar=0.679924
step=2806024, D_t=70.408981, c_t=3.025250, e_P=0.560690, e_R=0.064885, e_P_bar=11.509596, e_R_bar=2.889147
step=2809033, D_t=65.035603, c_t=3.442905, e_P=0.272828, e_R=0.278702, e_P_bar=4.157533, e_R_bar=10.620081
step=2813556, D_t=52.668246, c_t=3.031456, e_P=0.438856, e_R=0.258024, e_P_bar=6.139251, e_R_bar=8.224725
step=2817071, D_t=38.882086, c_t=3.172495, e_P=0.706655, e_R=0.151781, e_P_bar=8.261196, e_R_bar=3.084932
step=2819338, D_t=71.179903, c_t=3.017257, e_P=0.464344, e_R=0.193864, e_P_bar=7.794816, e_R_bar=9.033308
step=2823049, D_t=33.917353, c_t=3.171765, e_P=0.387924, e_R=0.142615, e_P_bar=5.387893, e_R_bar=6.229391
step=2826018, D_t=19.295443, c_t=3.015276, e_P=0.110568, e_R=0.106788, e_P_bar=1.330872, e_R_bar=6.067921
step=2829439, D_t=196.240864, c_t=3.301662, e_P=0.794082, e_R=0.251272, e_P_bar=16.106188, e_R_bar=11.535703
step=2831036, D_t=20.695056, c_t=3.090989, e_P=0.080017, e_R=0.115060, e_P_bar=0.396370, e_R_bar=6.421293
step=2833025, D_t=48.571224, c_t=3.032487, e_P=0.246339, e_R=0.184000, e_P_bar=3.873779, e_R_bar=9.062907
step=2835393, D_t=154.624045, c_t=3.331301, e_P=0.964631, e_R=0.278710, e_P_bar=14.886218, e_R_bar=9.362083
step=2838017, D_t=173.729488, c_t=3.324718, e_P=1.004402, e_R=0.014056, e_P_bar=18.640252, e_R_bar=-0.252052
step=2841032, D_t=22.524832, c_t=3.132577, e_P=0.121104, e_R=0.126505, e_P_bar=1.361100, e_R_bar=6.572448
step=2843021, D_t=9.287886, c_t=3.016504, e_P=0.232963, e_R=0.007352, e_P_bar=4.309962, e_R_bar=-0.578894
step=2846023, D_t=36.751949, c_t=3.034216, e_P=0.354084, e_R=0.070618, e_P_bar=7.620685, e_R_bar=3.927984
step=2850027, D_t=56.328556, c_t=3.143232, e_P=0.504545, e_R=0.115453, e_P_bar=9.185059, e_R_bar=5.319004
step=2853072, D_t=65.390086, c_t=3.060569, e_P=0.259242, e_R=0.218046, e_P_bar=4.133353, e_R_bar=10.662812
step=2855030, D_t=208.128603, c_t=4.969833, e_P=0.241817, e_R=0.263996, e_P_bar=5.928807, e_R_bar=19.521948
step=2856069, D_t=43.434756, c_t=3.252999, e_P=0.228912, e_R=0.186413, e_P_bar=3.174943, e_R_bar=8.762948
step=2860015, D_t=78.441573, c_t=3.455877, e_P=0.518290, e_R=0.005105, e_P_bar=12.525300, e_R_bar=-0.806696
step=2861020, D_t=217.579926, c_t=3.170072, e_P=0.895858, e_R=0.359676, e_P_bar=11.891307, e_R_bar=17.139331
step=2864035, D_t=170.651687, c_t=3.527957, e_P=0.675098, e_R=0.245958, e_P_bar=13.538197, e_R_bar=12.570624
step=2866048, D_t=47.625143, c_t=3.112418, e_P=0.273660, e_R=0.167576, e_P_bar=4.113981, e_R_bar=8.850167
step=2868038, D_t=116.360741, c_t=3.987605, e_P=0.619336, e_R=0.210580, e_P_bar=10.635134, e_R_bar=10.936883
step=2870047, D_t=7.426486, c_t=3.000150, e_P=0.166699, e_R=0.068982, e_P_bar=2.332078, e_R_bar=3.068286
step=2871068, D_t=24.282565, c_t=3.116099, e_P=0.265238, e_R=0.183976, e_P_bar=2.851022, e_R_bar=6.358994
step=2873048, D_t=26.054435, c_t=3.056792, e_P=0.230817, e_R=0.177077, e_P_bar=2.856912, e_R_bar=6.629248
step=2876013, D_t=37.324301, c_t=3.301275, e_P=0.384969, e_R=0.007701, e_P_bar=8.639942, e_R_bar=-0.561084
step=2878011, D_t=190.994073, c_t=4.389373, e_P=0.233561, e_R=0.287806, e_P_bar=4.300772, e_R_bar=19.065453
step=2880727, D_t=17.833450, c_t=3.028258, e_P=0.367348, e_R=0.053616, e_P_bar=5.669728, e_R_bar=1.876455
step=2889042, D_t=43.702122, c_t=3.269508, e_P=0.214100, e_R=0.290920, e_P_bar=2.388101, e_R_bar=9.038873
step=2892041, D_t=117.667660, c_t=3.220220, e_P=0.745450, e_R=0.195867, e_P_bar=13.760262, e_R_bar=6.781631
step=2894019, D_t=76.587335, c_t=3.262730, e_P=0.251013, e_R=0.225585, e_P_bar=4.071135, e_R_bar=11.687623
step=2897017, D_t=58.299850, c_t=3.275791, e_P=0.158051, e_R=0.174033, e_P_bar=2.565261, e_R_bar=10.489001
step=2901014, D_t=37.826500, c_t=3.295067, e_P=0.100128, e_R=0.195178, e_P_bar=1.031479, e_R_bar=8.636495
step=2907015, D_t=56.380719, c_t=3.220578, e_P=0.254530, e_R=0.203245, e_P_bar=4.245345, e_R_bar=9.733370
step=2909034, D_t=6.660761, c_t=3.002742, e_P=0.235624, e_R=0.007214, e_P_bar=3.649866, e_R_bar=-0.595890
step=2912030, D_t=54.369320, c_t=3.242940, e_P=0.445905, e_R=0.097576, e_P_bar=8.918292, e_R_bar=5.403953
step=2914038, D_t=35.450538, c_t=3.193882, e_P=0.383585, e_R=0.088310, e_P_bar=7.189316, e_R_bar=4.383470
step=2915080, D_t=59.529744, c_t=3.511042, e_P=0.227009, e_R=0.220040, e_P_bar=3.136755, e_R_bar=10.450850
step=2917438, D_t=77.883801, c_t=3.239165, e_P=0.225667, e_R=0.200948, e_P_bar=3.788010, e_R_bar=11.891955
step=2920009, D_t=56.273953, c_t=3.048037, e_P=0.457040, e_R=0.058724, e_P_bar=10.125660, e_R_bar=3.165267
step=2925043, D_t=144.810290, c_t=3.696442, e_P=0.533451, e_R=0.208401, e_P_bar=12.622600, e_R_bar=11.414488
step=2930073, D_t=8.586349, c_t=3.008633, e_P=0.132077, e_R=0.092209, e_P_bar=1.250709, e_R_bar=3.950750
step=2934016, D_t=31.958599, c_t=3.192439, e_P=0.124627, e_R=0.109519, e_P_bar=1.782347, e_R_bar=7.793615
step=2935038, D_t=38.507982, c_t=3.303335, e_P=0.202621, e_R=0.162489, e_P_bar=2.613390, e_R_bar=8.377718
step=2939022, D_t=52.777338, c_t=3.013200, e_P=0.458372, e_R=0.110592, e_P_bar=8.852126, e_R_bar=5.214838
step=2942049, D_t=18.270670, c_t=3.099854, e_P=0.125882, e_R=0.127839, e_P_bar=1.341620, e_R_bar=5.894183
step=2945034, D_t=174.060316, c_t=3.331602, e_P=0.759844, e_R=0.173982, e_P_bar=15.598246, e_R_bar=10.237937
step=2949022, D_t=236.634589, c_t=3.140665, e_P=1.063328, e_R=0.014226, e_P_bar=21.754751, e_R_bar=-0.152233
step=2950053, D_t=49.894773, c_t=3.310116, e_P=0.504972, e_R=0.093104, e_P_bar=8.899804, e_R_bar=4.536852
step=2951098, D_t=29.843751, c_t=3.169475, e_P=0.240244, e_R=0.150577, e_P_bar=2.930244, e_R_bar=7.148508
step=2953024, D_t=20.856691, c_t=3.124524, e_P=0.181268, e_R=0.096485, e_P_bar=3.032584, e_R_bar=5.702352
step=2955015, D_t=275.099668, c_t=4.312404, e_P=0.912410, e_R=0.135221, e_P_bar=21.495601, e_R_bar=9.388210
step=2959027, D_t=76.987108, c_t=3.342560, e_P=0.530645, e_R=0.155802, e_P_bar=10.573696, e_R_bar=6.493932
step=2961030, D_t=84.910101, c_t=3.213136, e_P=0.439341, e_R=0.179214, e_P_bar=8.450006, e_R_bar=9.920564
step=2962924, D_t=132.209542, c_t=3.103727, e_P=0.245606, e_R=0.273603, e_P_bar=3.534086, e_R_bar=15.872281
step=2968045, D_t=35.810690, c_t=3.061280, e_P=0.163516, e_R=0.162073, e_P_bar=2.017140, e_R_bar=8.219034
step=2969884, D_t=58.891930, c_t=3.172767, e_P=0.366738, e_R=0.116673, e_P_bar=8.025100, e_R_bar=7.306273
step=2974992, D_t=55.229064, c_t=3.236898, e_P=0.368407, e_R=0.140932, e_P_bar=7.057353, e_R_bar=7.787933
step=2976028, D_t=137.276477, c_t=4.092807, e_P=0.301777, e_R=0.281928, e_P_bar=4.937936, e_R_bar=15.816755
step=2978037, D_t=16.470685, c_t=3.031260, e_P=0.265677, e_R=0.066236, e_P_bar=4.664800, e_R_bar=3.343803
step=2979049, D_t=171.734704, c_t=3.982431, e_P=0.256460, e_R=0.296058, e_P_bar=3.842357, e_R_bar=18.130243
step=2983022, D_t=46.359467, c_t=3.259002, e_P=0.120624, e_R=0.147560, e_P_bar=1.789579, e_R_bar=9.461308
step=2985027, D_t=61.920745, c_t=3.408322, e_P=0.517945, e_R=0.008447, e_P_bar=11.128409, e_R_bar=-0.459491
step=2987069, D_t=27.942499, c_t=3.182157, e_P=0.232475, e_R=0.109627, e_P_bar=3.771789, e_R_bar=6.454348
step=2991036, D_t=76.958223, c_t=3.126151, e_P=0.257094, e_R=0.169387, e_P_bar=5.159017, e_R_bar=11.282774
step=2997011, D_t=17.525432, c_t=3.072701, e_P=0.256064, e_R=0.030278, e_P_bar=5.802720, e_R_bar=1.174437
step=3001029, D_t=10.924158, c_t=3.010751, e_P=0.196757, e_R=0.085334, e_P_bar=3.168137, e_R_bar=3.436746
step=3004020, D_t=79.728425, c_t=3.174104, e_P=0.244064, e_R=0.162180, e_P_bar=5.121765, e_R_bar=11.542286
step=3006016, D_t=151.142257, c_t=3.436731, e_P=0.219637, e_R=0.239485, e_P_bar=3.750556, e_R_bar=16.976980
step=3010026, D_t=39.167738, c_t=3.227924, e_P=0.288769, e_R=0.124910, e_P_bar=5.156492, e_R_bar=7.193474
step=3013017, D_t=196.853343, c_t=3.839895, e_P=0.679131, e_R=0.163535, e_P_bar=16.335344, e_R_bar=11.263358
step=3020055, D_t=151.155456, c_t=4.399407, e_P=1.203541, e_R=0.218838, e_P_bar=16.378597, e_R_bar=5.835449
step=3025067, D_t=53.320738, c_t=3.351098, e_P=0.522880, e_R=0.003542, e_P_bar=10.326736, e_R_bar=-0.791224
step=3027021, D_t=24.208066, c_t=3.141992, e_P=0.092842, e_R=0.135926, e_P_bar=0.775241, e_R_bar=6.914849
step=3032079, D_t=61.529282, c_t=3.244032, e_P=0.259732, e_R=0.190391, e_P_bar=3.924079, e_R_bar=10.375942
step=3033589, D_t=97.282408, c_t=3.350625, e_P=0.465047, e_R=0.162692, e_P_bar=9.689158, e_R_bar=10.034193
step=3036424, D_t=20.190018, c_t=3.047952, e_P=0.161969, e_R=0.164518, e_P_bar=1.888782, e_R_bar=6.067334
step=3040048, D_t=17.094429, c_t=3.021811, e_P=0.297356, e_R=0.055735, e_P_bar=5.249400, e_R_bar=2.575394
step=3043021, D_t=41.314100, c_t=3.206376, e_P=0.393187, e_R=0.048234, e_P_bar=8.732409, e_R_bar=2.524526
step=3045020, D_t=21.397899, c_t=3.005576, e_P=0.216066, e_R=0.095989, e_P_bar=3.989394, e_R_bar=5.184644
step=3048093, D_t=123.323842, c_t=3.863539, e_P=0.786597, e_R=0.219205, e_P_bar=13.316663, e_R_bar=8.325513
step=3051015, D_t=241.642355, c_t=4.003078, e_P=0.510576, e_R=0.332986, e_P_bar=9.331441, e_R_bar=19.904997
step=3052030, D_t=114.664236, c_t=3.340436, e_P=0.491834, e_R=0.231959, e_P_bar=8.279337, e_R_bar=12.679947
step=3056021, D_t=81.256829, c_t=3.008449, e_P=0.343294, e_R=0.187261, e_P_bar=6.735262, e_R_bar=10.823581
step=3058055, D_t=14.805675, c_t=3.022113, e_P=0.295260, e_R=0.059016, e_P_bar=4.908532, e_R_bar=2.348971
step=3060039, D_t=27.914904, c_t=3.163913, e_P=0.111170, e_R=0.125333, e_P_bar=1.216637, e_R_bar=7.372218
step=3065988, D_t=123.369888, c_t=3.796361, e_P=0.353963, e_R=0.203337, e_P_bar=7.556161, e_R_bar=13.771137
step=3069013, D_t=8.276598, c_t=3.015728, e_P=0.212539, e_R=0.052737, e_P_bar=3.505765, e_R_bar=2.064657
step=3071837, D_t=301.957467, c_t=4.516333, e_P=1.177580, e_R=0.008900, e_P_bar=24.574681, e_R_bar=-0.470329
step=3074029, D_t=36.734917, c_t=3.043075, e_P=0.170107, e_R=0.136049, e_P_bar=2.843541, e_R_bar=8.086044
step=3076004, D_t=216.519696, c_t=3.083573, e_P=0.816472, e_R=0.179100, e_P_bar=16.825345, e_R_bar=12.245291
step=3082033, D_t=59.352921, c_t=3.025748, e_P=0.120946, e_R=0.193973, e_P_bar=1.875652, e_R_bar=10.732557
step=3083070, D_t=177.341863, c_t=4.573896, e_P=0.819182, e_R=0.263738, e_P_bar=14.766619, e_R_bar=11.688913
step=3089953, D_t=160.858676, c_t=3.209101, e_P=0.340122, e_R=0.303177, e_P_bar=7.290460, e_R_bar=16.388000
step=3097024, D_t=38.198534, c_t=3.188926, e_P=0.115440, e_R=0.137706, e_P_bar=1.626846, e_R_bar=8.587808
step=3099056, D_t=50.420822, c_t=3.203875, e_P=0.268609, e_R=0.190325, e_P_bar=4.359573, e_R_bar=9.046313
step=3101019, D_t=47.961966, c_t=3.417146, e_P=0.311667, e_R=0.141326, e_P_bar=4.819252, e_R_bar=8.526356
step=3103013, D_t=205.014797, c_t=3.760545, e_P=0.389588, e_R=0.269237, e_P_bar=8.440537, e_R_bar=18.406165
step=3105025, D_t=39.965336, c_t=3.065405, e_P=0.238105, e_R=0.215505, e_P_bar=3.003434, e_R_bar=8.420811
step=3109023, D_t=20.483051, c_t=3.027009, e_P=0.143073, e_R=0.084278, e_P_bar=2.982357, e_R_bar=5.663184
step=3111034, D_t=67.067558, c_t=3.268997, e_P=0.304783, e_R=0.168834, e_P_bar=5.568729, e_R_bar=10.155017
step=3113012, D_t=270.576522, c_t=4.579903, e_P=0.340694, e_R=0.272137, e_P_bar=7.085914, e_R_bar=22.157231
step=3114807, D_t=60.727208, c_t=3.507781, e_P=0.285098, e_R=0.171453, e_P_bar=4.522919, e_R_bar=10.049757
step=3117026, D_t=106.453464, c_t=3.373644, e_P=0.637594, e_R=0.112159, e_P_bar=13.293888, e_R_bar=6.014937
step=3118061, D_t=7.976228, c_t=3.022579, e_P=0.288026, e_R=0.105617, e_P_bar=2.502457, e_R_bar=3.112903
step=3126056, D_t=12.875311, c_t=3.023576, e_P=0.282064, e_R=0.113878, e_P_bar=3.744582, e_R_bar=3.424723
step=3127756, D_t=34.692889, c_t=3.072123, e_P=0.633112, e_R=0.094385, e_P_bar=7.918854, e_R_bar=2.584092
step=3130055, D_t=119.070370, c_t=3.460280, e_P=0.373030, e_R=0.260119, e_P_bar=5.975064, e_R_bar=14.228118
step=3132046, D_t=35.989717, c_t=3.143338, e_P=0.218261, e_R=0.162362, e_P_bar=3.570128, e_R_bar=7.696338
step=3135907, D_t=270.217362, c_t=4.093799, e_P=0.572566, e_R=0.381805, e_P_bar=10.643469, e_R_bar=20.667639
step=3139013, D_t=96.930425, c_t=3.835252, e_P=0.095254, e_R=0.213113, e_P_bar=0.969912, e_R_bar=13.889569
step=3141045, D_t=70.605151, c_t=3.158605, e_P=0.320199, e_R=0.283372, e_P_bar=5.013265, e_R_bar=10.773926
step=3145029, D_t=28.726667, c_t=3.154906, e_P=0.198063, e_R=0.142693, e_P_bar=3.103344, e_R_bar=6.915388
step=3146099, D_t=59.690067, c_t=3.392716, e_P=0.408177, e_R=0.193577, e_P_bar=6.082575, e_R_bar=9.076476
step=3149023, D_t=22.483620, c_t=3.105613, e_P=0.254561, e_R=0.081645, e_P_bar=4.548929, e_R_bar=4.926914
step=3152034, D_t=46.949969, c_t=3.289605, e_P=0.402817, e_R=0.003045, e_P_bar=9.690198, e_R_bar=-0.851061
step=3155012, D_t=118.654412, c_t=3.081822, e_P=0.286740, e_R=0.221595, e_P_bar=5.723944, e_R_bar=14.301933
step=3156047, D_t=19.972878, c_t=3.051392, e_P=0.316547, e_R=0.067270, e_P_bar=5.603685, e_R_bar=2.923093
step=3158023, D_t=32.979062, c_t=3.080335, e_P=0.179608, e_R=0.119986, e_P_bar=3.511883, e_R_bar=7.322896
step=3163023, D_t=144.231059, c_t=3.673441, e_P=0.270218, e_R=0.241383, e_P_bar=5.727607, e_R_bar=15.989266
step=3165046, D_t=24.004390, c_t=3.086431, e_P=0.287090, e_R=0.090765, e_P_bar=5.419233, e_R_bar=4.317487
step=3167023, D_t=61.201251, c_t=3.374050, e_P=0.148188, e_R=0.169028, e_P_bar=2.174658, e_R_bar=10.847736
step=3169021, D_t=40.047455, c_t=3.261235, e_P=0.237704, e_R=0.145172, e_P_bar=3.306945, e_R_bar=8.316191
step=3171027, D_t=28.405844, c_t=3.030745, e_P=0.120841, e_R=0.109864, e_P_bar=1.752371, e_R_bar=7.330817
step=3174005, D_t=60.683050, c_t=3.030090, e_P=0.429154, e_R=0.038168, e_P_bar=10.919086, e_R_bar=1.462761
step=3176020, D_t=17.013761, c_t=3.037555, e_P=0.373076, e_R=0.080985, e_P_bar=4.821748, e_R_bar=3.283027
