step,fast_slow_gap,fast_wins,p0_hat,p1_hat,bernoulli_llr,cusum_W,detector_active,regime_change,p0_update_enabled,initial_warmup_remaining,calibration_remaining,log_p_fast,log_p_slow,fast_mean_total_var,slow_mean_total_var,fast_mean_epistemic_var,slow_mean_epistemic_var,predictor_nll
76100,1.02412987,1,0.69161780,0.89161780,0.00000000,0.00000000,0,0,0,0,2120,-19.25192451,-20.27605438,5.84319639,5.50372505,0.13925368,0.14597866,21.04149818
76200,-0.28223038,0,0.67622541,0.87622541,0.00000000,0.00000000,0,0,0,0,2020,-12.49932098,-12.21709061,11.55281734,11.89970589,0.07843741,0.07350090,14.81851530
76300,-0.64870858,0,0.66376250,0.86376250,0.00000000,0.00000000,0,0,0,0,1920,-2.66209149,-2.01338291,5.59679747,6.39502144,0.04287808,0.02993302,3.22479856
76400,0.61871529,1,0.65489215,0.85489215,0.00000000,0.00000000,0,0,0,0,1820,-2.61648273,-3.23519802,9.16839981,10.90475655,0.04917349,0.04747862,2.73152351
76500,-0.15313148,0,0.64746893,0.84746893,0.00000000,0.00000000,0,0,0,0,1720,-10.09725666,-9.94412518,7.95240593,8.88225365,0.04757174,0.04620273,10.17292833
76600,0.02379906,1,0.63842307,0.83842307,0.00000000,0.00000000,0,0,0,0,1620,-1.24887526,-1.27267432,4.70011759,5.25245619,0.05682021,0.05896984,0.78455973
76700,-0.51281309,0,0.63160903,0.83160903,0.00000000,0.00000000,0,0,0,0,1520,-4.90193367,-4.38912058,8.56572819,10.35401154,0.04322333,0.05023016,8.11893541
76800,-1.12087631,0,0.61767158,0.81767158,0.00000000,0.00000000,0,0,0,0,1420,-8.53275394,-7.41187763,12.43700504,14.00922871,0.20227745,0.18801612,8.36447203
76900,-0.40788150,0,0.61286834,0.81286834,0.00000000,0.00000000,0,0,0,0,1320,-0.74038768,-0.33250618,9.46756840,10.88228798,0.11229189,0.09927503,1.52899877
77000,0.29541779,1,0.60805475,0.80805475,0.00000000,0.00000000,0,0,0,0,1220,-35.46418381,-35.75960159,1.66952550,1.69514287,0.01825374,0.01877750,36.72924995
77100,-0.84049845,0,0.60605283,0.80605283,0.00000000,0.00000000,0,0,0,0,1120,-0.80907333,0.03142512,6.35726738,6.78403854,0.07137404,0.05152828,1.52064196
77200,-0.42194605,0,0.59814954,0.79814954,0.00000000,0.00000000,0,0,0,0,1020,-1.81718469,-1.39523864,11.03930473,12.35422611,0.07742397,0.08235783,4.39821267
77300,-0.44873238,0,0.59721883,0.79721883,0.00000000,0.00000000,0,0,0,0,920,-11.38248253,-10.93375015,8.58138752,8.89880657,0.05120918,0.04733801,13.51589131
77400,0.47754192,1,0.59942844,0.79942844,0.00000000,0.00000000,0,0,0,0,820,-7.52526093,-8.00280285,13.93327999,13.85759449,0.16103680,0.14416441,8.34440804
77500,-0.27995586,0,0.59827867,0.79827867,0.00000000,0.00000000,0,0,0,0,720,-5.42622185,-5.14626598,9.01728439,8.55182743,0.08486889,0.08126577,6.00474138
77600,-1.36643648,0,0.59536258,0.79536258,0.00000000,0.00000000,0,0,0,0,620,-3.10350132,-1.73706484,7.25177002,6.52954102,0.05383249,0.07437497,5.11950955
77700,-0.39599323,0,0.58924205,0.78924205,0.00000000,0.00000000,0,0,0,0,520,1.09355736,1.48955059,4.89499092,4.99476004,0.06955424,0.06106654,-0.45011002
77800,-0.17414093,0,0.58534464,0.78534464,0.00000000,0.00000000,0,0,0,0,420,0.91297269,1.08711362,7.31198311,6.73452044,0.06733779,0.05779562,0.81026721
77900,-0.67949438,0,0.58161311,0.78161311,0.00000000,0.00000000,0,0,0,0,320,1.64192057,2.32141495,4.56472111,4.47059393,0.04989949,0.04188113,-0.43958851
78000,0.01430511,1,0.57407793,0.77407793,0.00000000,0.00000000,0,0,0,0,220,-36.78649139,-36.80079651,1.93990624,1.95433807,0.03366523,0.03238713,37.15847524
78100,0.08490181,1,0.57113697,0.77113697,0.00000000,0.00000000,0,0,0,0,120,-3.82973909,-3.91464090,11.04471684,10.38511086,0.08582857,0.07522627,4.47590697
78200,0.78941059,1,0.56511302,0.76511302,0.00000000,0.00000000,0,0,0,0,20,-9.73387623,-10.52328682,13.87823105,13.30161762,0.16358881,0.15066457,10.53136945
78300,-0.00877452,0,0.55235849,0.75235849,-0.59201053,0.00000000,1,0,1,0,0,-1.57964253,-1.57086802,8.33452225,8.05571556,0.04895557,0.04469255,3.05196365
78400,0.40171432,1,0.51594132,0.71594132,0.32760517,0.32760517,1,0,1,0,0,-6.03322220,-6.43493652,7.91796541,8.02666092,0.03426726,0.02982798,5.99604559
78500,0.25529099,1,0.48484275,0.68484275,0.34536464,0.34536464,1,0,1,0,0,-9.00387573,-9.25916672,9.71123028,9.71723270,0.16544484,0.16857554,9.80507565
78600,-0.01204967,0,0.45672596,0.65672596,-0.45908480,0.00000000,1,0,1,0,0,-11.39781189,-11.38576221,12.08767223,11.78407860,0.13577905,0.12399828,12.23357034
78700,-0.20842457,0,0.42845997,0.62845997,-0.43067791,0.00000000,1,0,1,0,0,-5.52464199,-5.31621742,17.37933731,16.98925400,0.12952630,0.11860228,7.27171926
78800,-0.32688260,0,0.40674754,0.60674754,-0.41116824,0.00000000,1,0,1,0,0,-2.61283588,-2.28595328,9.22579575,9.26515865,0.13685417,0.13867085,3.36542924
78900,-0.26755428,0,0.37751840,0.57751840,-0.38756817,0.00000000,1,0,1,0,0,-9.33332634,-9.06577206,10.08533096,9.81590939,0.21384841,0.22104563,10.29286512
79000,0.21594048,1,0.34734074,0.54734074,0.45476527,0.91021889,1,0,1,0,0,-29.37823677,-29.59417725,2.19692183,2.16121507,0.02639947,0.02614559,29.67350483
79100,-0.89991117,0,0.33770182,0.53770182,-0.35950578,0.00000000,1,0,1,0,0,-2.70678639,-1.80687523,7.97413111,7.60438728,0.06942940,0.07299688,3.50452550
79200,-0.94845200,0,0.32364783,0.52364783,-0.35055647,0.00000000,1,0,1,0,0,-5.83440971,-4.88595772,7.67246151,7.43256950,0.12212631,0.12567392,10.99067545
79300,0.14399624,1,0.30893040,0.50893040,0.49919527,0.49919527,1,0,1,0,0,-7.14177799,-7.28577423,12.23934841,11.79728127,0.20559648,0.19984260,5.20139694
79400,-0.43091512,0,0.29382407,0.49382407,-0.33298010,0.75039010,1,0,1,0,0,-2.17169380,-1.74077868,6.17164612,5.77245903,0.03011496,0.02738391,2.88384000
79500,1.01664686,1,0.29239994,0.49239994,0.52116875,1.04332332,1,0,1,0,0,-5.28378248,-6.30042934,11.58104610,11.09271240,0.06217527,0.05566646,7.04705024
79600,0.46552849,1,0.27869901,0.47869901,0.54093965,0.54093965,1,0,1,0,0,-4.67670107,-5.14222956,10.19589615,9.86053944,0.04043957,0.03422330,4.92654173
79700,-1.17058659,0,0.26801232,0.46801232,-0.31914335,0.00000000,1,0,1,0,0,-8.46667767,-7.29609108,6.13586187,5.90279627,0.05434000,0.05132589,8.62847090
79800,-0.90076375,0,0.25772192,0.45772192,-0.31394501,0.00000000,1,0,1,0,0,-2.11898303,-1.21821928,13.33020401,12.65050220,0.04638225,0.05495745,3.37932796
79900,-0.38379002,0,0.25225484,0.45225484,-0.31125208,0.00000000,1,0,1,0,0,-5.74789238,-5.36410236,12.44874001,12.92699718,0.28752100,0.29989326,6.40639544
80000,-0.04945755,0,0.26028742,0.46028742,-0.31522497,0.22897427,1,0,1,0,0,-37.18607712,-37.13661957,1.89781821,1.90487540,0.02434154,0.02402925,37.87465820
80100,-1.44251299,0,0.27184479,0.47184479,-0.32112403,6.64309628,1,0,1,0,0,-2.14572930,-0.70321631,5.86570311,5.38179302,0.03984802,0.04969876,0.26215899
80200,-0.19877362,0,0.26022509,0.46022509,-0.31519375,0.00000000,1,0,1,0,0,-2.33927679,-2.14050317,10.68688774,10.75257683,0.08008221,0.07890304,nan
80300,-0.40889823,0,0.25467705,0.45467705,-0.31243943,0.40124723,1,0,1,0,0,-0.97542906,-0.56653082,9.80137444,9.82764530,0.05299406,0.04359208,1.61891362
80400,-1.16613317,0,0.24736865,0.44736865,-0.30888439,0.00000000,1,0,1,0,0,-4.26844835,-3.10231519,5.31752586,5.48992825,0.04284933,0.03827098,5.34399647
80500,0.84008551,1,0.24591842,0.44591842,0.59513616,2.28769616,1,0,1,0,0,-5.57412767,-6.41421318,12.52280807,13.23836899,0.24443378,0.21983510,5.63706994
80600,0.37580490,1,0.25962578,0.45962578,0.57117135,6.59600181,1,0,1,0,0,-6.82880688,-7.20461178,9.41236973,9.57143211,0.02803468,0.02663980,7.51267195
80700,0.41303492,1,0.27266005,0.47266005,0.55015063,10.86761000,1,0,0,0,0,-3.80045557,-4.21349049,6.12214661,6.02887535,0.02624422,0.03064134,4.61756492
80800,-0.08443308,0,0.27340126,0.47340126,-0.32193553,7.49115744,1,0,1,0,0,-4.42708492,-4.34265184,7.28489351,6.76934719,0.08983225,0.08147314,5.36146951
80900,-0.41664171,0,0.28107752,0.48107752,-0.32599903,15.71046144,1,0,0,0,0,-5.16939068,-4.75274897,11.77313709,12.12140369,0.22337110,0.16831666,5.43989038
81000,0.01191711,1,0.28107752,0.48107752,0.53739793,20.23662779,1,0,0,0,0,-23.67662811,-23.68854523,2.16033745,2.16503620,0.03318383,0.02990739,23.83502579
81100,-1.57105041,0,0.28107752,0.48107752,-0.32599903,22.17260329,1,0,0,0,0,-2.69363213,-1.12258172,6.65244055,6.17110252,0.05549612,0.03641236,3.78246588
81200,-0.45014691,0,0.27466935,0.47466935,-0.32259975,0.87582110,1,0,1,0,0,-2.01309824,-1.56295133,11.23907089,10.90488720,0.10823116,0.09323817,3.40727592
81300,-1.53118896,0,0.27913501,0.47913501,-0.32496099,2.02824649,1,0,1,0,0,-7.40667820,-5.87548923,5.43725681,4.59179592,0.04415574,0.04851238,9.79622221
81400,-0.10848427,0,0.27454779,0.47454779,-0.32253595,0.00000000,1,0,1,0,0,-1.71657109,-1.60808682,9.60520935,10.00348759,0.09656888,0.09558038,2.17800260
81500,-0.40912485,0,0.29018924,0.49018924,-0.33095880,6.09931320,1,0,1,0,0,-3.15391827,-2.74479342,11.24689770,11.41031265,0.13058001,0.12196627,4.68591229
81600,-0.50385094,0,0.30141155,0.50141155,-0.33728079,10.96169272,1,0,0,0,0,-4.29196644,-3.78811550,10.09188461,10.35953426,0.17881936,0.15603137,7.23380971
81700,-0.21772540,0,0.30111014,0.50111014,-0.33710781,11.08424019,1,0,0,0,0,0.79196656,1.00969195,4.99824047,4.99076653,0.03968927,0.03614439,-1.36843836
81800,-1.52311397,0,0.29352535,0.49352535,-0.33281305,0.00000000,1,0,1,0,0,-3.62848949,-2.10537553,5.01762199,4.70810223,0.02809330,0.03454185,5.53597879
81900,0.62035704,1,0.28066871,0.48066871,0.53800328,0.53800328,1,0,1,0,0,-5.91370821,-6.53406525,11.00754833,11.73576736,0.08653684,0.08862524,7.01181173
82000,-0.47008133,0,0.28165199,0.48165199,-0.32630729,1.28973671,1,0,1,0,0,-32.66015625,-32.19007492,1.81593657,1.83921301,0.03948724,0.03696975,32.98968569
82100,-1.55156326,0,0.29199492,0.49199492,-0.33195982,5.08527899,1,0,1,0,0,-7.81992531,-6.26836205,10.19447327,9.99658680,0.08393352,0.08274076,9.02263610
82200,-0.11284351,0,0.28628812,0.48628812,-0.32881679,0.00000000,1,0,1,0,0,-5.49461079,-5.38176727,13.59508133,13.99497032,0.27589560,0.24893101,6.36600264
82300,0.18263912,1,0.28665719,0.48665719,0.52927291,1.05957157,1,0,1,0,0,-3.73646307,-3.91910219,9.06123734,9.22771645,0.08407952,0.09269938,5.32877779
82400,-1.65702438,0,0.29938691,0.49938691,-0.33612227,4.23486493,1,0,1,0,0,-7.03722191,-5.38019753,9.09649658,9.89624977,0.12517023,0.12003032,8.34001722
82500,0.62140751,1,0.29017057,0.49017057,0.52428451,2.76054757,1,0,1,0,0,-2.62705827,-3.24846578,9.56933880,10.69865036,0.21352810,0.23179160,2.84306765
82600,0.06263947,1,0.30468687,0.50468687,0.50465359,8.28082452,1,0,1,0,0,0.48165417,0.41901469,6.71965742,6.62243319,0.05621527,0.06859402,0.82483423
82700,0.78951323,1,0.31005107,0.51005107,0.49777383,4.59867132,1,0,1,0,0,-1.63692224,-2.42643547,5.95149851,6.33279562,0.06337860,0.06600181,1.77067566
82800,-0.60297704,0,0.32415611,0.52415611,-0.35087228,7.39203621,1,0,1,0,0,0.15030813,0.75328517,6.17608118,6.36445284,0.07951649,0.07880592,0.50002462
82900,-0.10463905,0,0.31911072,0.51911072,-0.34776265,0.07059030,1,0,1,0,0,-4.21421909,-4.10958004,10.78089046,12.04793167,0.21875976,0.19770867,4.89999795
83000,-1.35766602,0,0.31907064,0.51907064,-0.34773817,0.00000000,1,0,1,0,0,-48.55452728,-47.19686127,1.61516201,1.66672444,0.01866365,0.01855343,49.42534180
83100,-0.91172123,0,0.30637045,0.50637045,-0.34015269,0.00000000,1,0,1,0,0,-1.93753362,-1.02581239,5.43337440,5.73401833,0.04310692,0.04431405,2.54941112
83200,-1.30778790,0,0.28876929,0.48876929,-0.33017589,0.06290851,1,0,1,0,0,-5.27042484,-3.96263695,12.08880997,12.91854858,0.24283470,0.22146831,6.25905257
83300,-1.47355461,0,0.26985372,0.46985372,-0.32009193,0.00000000,1,0,1,0,0,-3.67844057,-2.20488596,6.09362030,6.64594269,0.05577571,0.04882916,4.84523716
83400,-0.61528897,0,0.25164376,0.45164376,-0.31095397,0.00000000,1,0,1,0,0,-3.94780302,-3.33251405,12.10623455,12.95466995,0.15159260,0.16781507,4.66526739
83500,-1.25460219,0,0.23915701,0.43915701,-0.30498603,0.00000000,1,0,1,0,0,1.20489860,2.45950079,6.79967165,7.04203701,0.03715728,0.04641733,-0.18132788
83600,-0.64021254,0,0.24427081,0.44427081,-0.30740199,3.25167244,1,0,1,0,0,-3.21281767,-2.57260513,6.98705244,8.05762386,0.05141074,0.05932252,4.89998615
83700,-0.51370549,0,0.25154923,0.45154923,-0.31090791,1.68848497,1,0,1,0,0,-1.72856712,-1.21486163,5.61428022,6.37907171,0.02598810,0.02485951,2.49602908
83800,-1.76637220,0,0.24476674,0.44476674,-0.30763834,0.84501229,1,0,1,0,0,-6.25667524,-4.49030304,5.86735868,6.20760250,0.04230439,0.04546734,5.99583292
83900,0.44268990,1,0.23969624,0.43969624,0.60671167,0.90906181,1,0,1,0,0,1.77958226,1.33689237,5.15698433,5.54808617,0.06333565,0.05697813,-1.42364593
84000,-0.26947784,0,0.25749393,0.45749393,-0.31383177,9.71703914,1,0,1,0,0,-48.02350998,-47.75403214,1.55760658,1.58737910,0.02108796,0.02046628,48.44184875
84100,-1.71817851,0,0.25746450,0.45746450,-0.31381716,15.65878687,1,0,0,0,0,-0.50516915,1.21300936,6.09318733,6.40572929,0.08372553,0.08543260,0.14754963
84200,-0.98381329,0,0.25746450,0.45746450,-0.31381716,23.37699333,1,0,0,0,0,-7.27838564,-6.29457235,8.37210178,8.34677505,0.11399415,0.08979872,12.47203318
84300,0.03930271,1,0.25527472,0.45527472,0.57856072,6.25811636,1,0,1,0,0,-0.93755710,-0.97685981,10.34501171,10.93044567,0.07709742,0.06678326,2.66094470
84400,-3.25816083,0,0.24918595,0.44918595,-0.30976074,0.25189361,1,0,1,0,0,-4.38474655,-1.12658572,7.89563560,7.99413109,0.06289747,0.06435554,6.45640475
84500,-1.36651349,0,0.24148783,0.44148783,-0.30608243,0.00000000,1,0,1,0,0,-2.06210685,-0.69559336,6.18437243,6.52578974,0.07389858,0.07142398,5.12595034
84600,-0.77238274,0,0.24449646,0.44449646,-0.30750949,4.17667726,1,0,1,0,0,-1.72710681,-0.95472407,6.03983021,7.05576515,0.06649551,0.05103521,2.68320727
84700,-1.24647045,0,0.24757893,0.44757893,-0.30898554,0.00000000,1,0,1,0,0,-6.04332638,-4.79685593,9.72097301,10.93233299,0.19744970,0.20702042,6.25132942
84800,-0.62563586,0,0.24090019,0.44090019,-0.30580526,0.00000000,1,0,1,0,0,0.65321708,1.27885294,4.85024118,5.66354561,0.02796534,0.02390443,0.12798433
84900,-2.86635303,0,0.23993308,0.43993308,-0.30535021,0.00000000,1,0,1,0,0,-0.98404217,1.88231087,8.36394882,9.60062790,0.04813398,0.04510415,7.36525571
85000,-0.78884888,0,0.22676366,0.42676366,-0.29928665,2.24614052,1,0,1,0,0,-33.32065201,-32.53180313,1.99088562,2.06991482,0.02625093,0.02487921,33.24347305
85100,-2.02713251,0,0.23680173,0.43680173,-0.30388612,10.57261207,1,0,0,0,0,-1.99950027,0.02763224,5.73802233,5.32653236,0.05782637,0.05369882,2.56015484
85200,-1.57275581,0,0.22732593,0.42732593,-0.29954057,0.70088670,1,0,1,0,0,-6.67159271,-5.09883690,8.95598698,9.02993011,0.23442501,0.23753053,7.32491493
85300,-0.63510203,0,0.22286576,0.42286576,-0.29753821,0.43947964,1,0,1,0,0,-4.12903547,-3.49393344,7.58690405,7.92223454,0.04140175,0.03923090,6.30587101
85400,0.25976086,1,0.22823130,0.42823130,0.62930387,0.68889050,1,0,1,0,0,-0.42682576,-0.68658662,6.41946983,6.83364677,0.05454467,0.05070078,0.77840167
85500,-0.72603798,0,0.23787236,0.43787236,-0.30438511,1.86828028,1,0,1,0,0,-10.54273224,-9.81669426,5.79246759,6.40467548,0.11781030,0.11939944,12.34987831
85600,-0.41098452,0,0.22468106,0.42468106,-0.29834992,0.00000000,1,0,1,0,0,-3.71861434,-3.30762982,6.47146511,7.44298315,0.05442129,0.04754557,2.78061056
85700,-1.61899042,0,0.22525964,0.42525964,-0.29860956,0.00000000,1,0,1,0,0,-3.20301795,-1.58402753,5.44042635,6.33166265,0.04039194,0.03857993,3.98580519
85800,-0.76175570,0,0.21037684,0.41037684,-0.29207220,0.00000000,1,0,1,0,0,-2.77159476,-2.00983906,11.07695484,11.87179565,0.22174318,0.22450893,3.14451432
85900,-0.80888617,0,0.20390989,0.40390989,-0.28932053,0.00000000,1,0,1,0,0,-1.65198171,-0.84309554,5.34070778,5.99223423,0.07632567,0.08094774,1.86659153
86000,-0.77654648,0,0.20069317,0.40069317,-0.28797119,0.00000000,1,0,1,0,0,-35.65904236,-34.88249588,1.74484932,1.79748154,0.02005001,0.01903698,35.22795486
86100,0.18231392,1,0.20531669,0.40531669,0.68011510,1.07164896,1,0,1,0,0,-8.12293148,-8.30524540,6.24463654,6.48451567,0.08251107,0.07161880,8.32990551
86200,0.14433038,1,0.20849423,0.40849423,0.67256643,1.34699876,1,0,1,0,0,-1.45427883,-1.59860921,6.10368156,6.13954926,0.09138635,0.10072298,2.16485530
86300,-0.61541414,0,0.20754906,0.40754906,-0.29086253,0.00000000,1,0,1,0,0,-3.62971878,-3.01430464,8.99375725,8.97843742,0.10924700,0.11045858,4.68079896
86400,-0.38709569,0,0.20217271,0.40217271,-0.28859025,0.40113933,1,0,1,0,0,-1.39823437,-1.01113868,8.19075966,8.49975777,0.07824637,0.07349247,5.06087523
86500,-1.35247469,0,0.21609395,0.41609395,-0.29454908,4.81979910,1,0,1,0,0,-6.54064417,-5.18816948,5.88772106,5.97485256,0.03505193,0.02780410,6.03894679
86600,0.51576543,1,0.21552408,0.41552408,0.65646792,1.31469439,1,0,1,0,0,-3.68240666,-4.19817209,6.93797350,7.35016203,0.19764599,0.19443241,3.62371331
86700,0.85029447,1,0.22457549,0.42457549,0.63687792,3.27190535,1,0,1,0,0,-0.05475461,-0.90504909,5.95954943,6.42034721,0.09409460,0.09265862,0.89264321
86800,-1.51787543,0,0.23555334,0.43555334,-0.30330636,3.75583803,1,0,1,0,0,1.83762646,3.35550189,4.66611004,4.93877888,0.03885227,0.04432559,-0.65301079
86900,0.13620925,1,0.23723219,0.43723219,0.61142502,4.14137086,1,0,1,0,0,-1.62177849,-1.75798774,6.17155123,6.80461407,0.03810570,0.04843587,1.73467588
87000,-1.09432220,0,0.23729000,0.43729000,-0.30411348,0.00881096,1,0,1,0,0,-49.40904999,-48.31472778,1.95832443,2.02860260,0.02765443,0.02878426,50.61490479
87100,-0.22071362,0,0.24163279,0.44163279,-0.30615089,0.00000000,1,0,1,0,0,2.03399086,2.25470448,4.98939848,5.33627081,0.03224543,0.03456496,-1.57552862
87200,-0.93341255,0,0.22436521,0.42436521,-0.29820836,0.34074617,1,0,1,0,0,-5.66508484,-4.73167229,7.86275911,8.51038837,0.22040489,0.22438420,5.98859406
87300,-1.79576969,0,0.21338082,0.41338082,-0.29336839,0.00000000,1,0,1,0,0,-6.77798557,-4.98221588,5.13165951,5.31381416,0.17455925,0.17291377,7.95537519
87400,0.08508873,1,0.19881825,0.39881825,0.69611471,1.39425840,1,0,1,0,0,-7.60896635,-7.69405508,3.46155047,3.52994275,0.06077354,0.05541997,8.54145575
87500,-0.82391429,0,0.19801516,0.39801516,-0.28685744,0.66722054,1,0,1,0,0,-2.26115847,-1.43724418,4.21352577,4.28750372,0.05146726,0.04878524,3.76351154
87600,0.50175071,1,0.20480607,0.40480607,0.68134459,2.48392923,1,0,1,0,0,-3.36003375,-3.86178446,5.02317572,4.81104803,0.08859814,0.07762452,3.50163853
87700,-1.33460116,0,0.20159731,0.40159731,-0.28834917,0.35202356,1,0,1,0,0,-4.37045479,-3.03585362,5.58957481,5.37497807,0.04213544,0.03840975,5.56808889
87800,-0.41204262,0,0.20070627,0.40070627,-0.28797665,1.29314839,1,0,1,0,0,1.40627337,1.81831598,6.06382084,5.95981503,0.06900765,0.07254348,-1.03748322
87900,-0.32792425,0,0.20318429,0.40318429,-0.28901505,0.39821834,1,0,1,0,0,1.27196169,1.59988594,4.18492222,4.07602310,0.03449722,0.04052790,0.27542039
88000,0.07444000,1,0.19812655,0.39812655,0.69786396,0.69786396,1,0,1,0,0,-35.56597519,-35.64041519,1.86159277,1.86732185,0.01826913,0.01744775,35.70426369
88100,-1.27147555,0,0.20170344,0.40170344,-0.28839361,0.00000000,1,0,1,0,0,-5.17199135,-3.90051579,6.29634476,5.55894136,0.05191696,0.04864478,5.72776947
88200,-2.42810345,0,0.20326811,0.40326811,-0.28905031,0.72607313,1,0,1,0,0,0.35756946,2.78567290,5.78862810,4.87836218,0.02292872,0.03218609,-0.21753126
88300,-0.86464238,0,0.19343441,0.39343441,-0.28497235,0.00000000,1,0,1,0,0,-3.54925179,-2.68460941,6.93898296,6.26463223,0.03591261,0.03649860,4.39136553
88400,0.41568947,1,0.18952401,0.38952401,0.72040978,3.62426248,1,0,1,0,0,-6.64536285,-7.06105232,7.08013010,6.93139839,0.24500002,0.24406451,7.84569609
88500,-0.72605276,0,0.18091631,0.38091631,-0.27994580,0.00000000,1,0,1,0,0,-5.43665791,-4.71060514,10.02065182,10.01318550,0.13932742,0.16513176,8.50173683
88600,-0.49600887,0,0.18532111,0.38532111,-0.28169404,0.00000000,1,0,1,0,0,-9.53479481,-9.03878593,6.08595419,6.13918161,0.07076719,0.07173546,11.41873336
88700,-0.75941372,0,0.18587886,0.38587886,-0.28191697,1.07388856,1,0,1,0,0,-9.54642487,-8.78701115,4.22808266,3.98569322,0.10863473,0.10159916,9.59469636
88800,-1.52245474,0,0.18241227,0.38241227,-0.28053708,0.00000000,1,0,1,0,0,-1.61578989,-0.09333515,10.21592236,9.76282787,0.05486763,0.05856289,1.59705961
88900,0.97880554,1,0.17963853,0.37963853,0.74827289,4.50124883,1,0,1,0,0,-9.47046280,-10.44926834,7.35820007,7.42129326,0.05175175,0.05943690,10.01579690
89000,-0.27689743,0,0.17854631,0.37854631,-0.27901417,0.00000000,1,0,1,0,0,-42.60502625,-42.32812881,1.87301552,1.86210167,0.02811244,0.02714280,43.86267471
89100,-1.20283508,0,0.19005673,0.39005673,-0.28359825,10.43896719,1,0,0,0,0,-1.26577115,-0.06293607,7.81832314,7.38164091,0.03612452,0.03330885,1.38717079
89200,-0.36685944,0,0.18331325,0.38331325,-0.28089441,0.00000000,1,0,1,0,0,0.47087193,0.83773136,6.72128725,6.91343260,0.02616296,0.02998871,-0.33185005
89300,-0.08703542,0,0.19542496,0.39542496,-0.28578844,18.41502944,1,0,0,0,0,-1.18706298,-1.10002756,5.40462160,5.86444902,0.14436550,0.12665790,1.35549363
89400,-0.02646160,0,0.19542496,0.39542496,-0.28578844,46.29884725,1,0,0,0,0,0.11378884,0.14025044,4.87744236,5.59240866,0.03433394,0.02704579,0.50591540
89500,0.95796180,1,0.19542496,0.39542496,0.70478457,65.26750797,1,0,0,0,0,2.84589958,1.88793778,4.96275806,5.51222181,0.03391904,0.03582210,-2.63558912
89600,-2.80584168,0,0.19542496,0.39542496,-0.28578844,80.27387664,1,0,0,0,0,-5.28687572,-2.48103404,4.14459419,5.09832382,0.05376209,0.04322737,6.44079932
89700,-0.54672050,0,0.19542496,0.39542496,-0.28578844,95.28024531,1,0,0,0,0,2.70401311,3.25073361,5.55247211,6.13756895,0.07819463,0.09431430,-0.75123656
89800,-0.14767766,0,0.28571429,0.48571429,0.00000000,0.00000000,0,0,0,0,4921,2.94486141,3.09253907,6.41899538,6.46012974,0.03928548,0.04170906,-2.37350027
89900,-0.20365000,0,0.28787879,0.48787879,0.00000000,0.00000000,0,0,0,0,4821,3.85074472,4.05439472,6.28612852,6.30610943,0.04747633,0.06152206,-3.80200547
90000,0.37105942,1,0.29865772,0.49865772,0.00000000,0.00000000,0,0,0,0,4721,-33.86730194,-34.23836136,1.90956092,1.90672815,0.03009464,0.02858547,34.30672518
90100,-15.36530018,0,0.43467337,0.63467337,0.00000000,0.00000000,0,0,0,0,4621,-23.18612862,-7.82082844,10.50198174,11.29447079,0.27255738,0.28724119,46.15777397
90200,-3.38984942,0,0.36144578,0.56144578,0.00000000,0.00000000,0,0,0,0,4521,-6.54237032,-3.15252090,6.75028038,6.91060638,0.05090375,0.08750378,6.69089778
90300,-4.62027836,0,0.30434783,0.50434783,0.00000000,0.00000000,0,0,0,0,4421,-7.04408455,-2.42380643,6.79286623,7.16567039,0.12548229,0.14121908,7.17013280
90400,-0.80809379,0,0.26504298,0.46504298,0.00000000,0.00000000,0,0,0,0,4321,-2.19269037,-1.38459659,6.32706594,6.75117064,0.04098459,0.02472420,2.35335952
90500,-2.64576864,0,0.24561404,0.44561404,0.00000000,0.00000000,0,0,0,0,4221,-2.32032275,0.32544589,4.33863068,4.72118950,0.09142565,0.06891550,2.17052555
90600,-1.09244227,0,0.23273942,0.43273942,0.00000000,0.00000000,0,0,0,0,4121,-3.38221049,-2.28976822,4.30515099,4.51629162,0.10295290,0.08630171,3.05655932
90700,1.40129042,1,0.24749499,0.44749499,0.00000000,0.00000000,0,0,0,0,4021,3.01756287,1.61627245,4.70269442,4.98713160,0.05299667,0.03732220,-2.97974420
90800,0.68873692,1,0.27049180,0.47049180,0.00000000,0.00000000,0,0,0,0,3921,-3.86556244,-4.55429935,5.50435209,5.76561546,0.13555299,0.11198650,4.73772244
90900,0.79249203,1,0.30050083,0.50050083,0.00000000,0.00000000,0,0,0,0,3821,0.14090908,-0.65158296,5.19289827,5.70980549,0.05243182,0.04547913,0.50645022
91000,0.02102280,1,0.33590139,0.53590139,0.00000000,0.00000000,0,0,0,0,3721,-35.45228195,-35.47330475,1.86333382,1.88552046,0.03713635,0.03535314,37.36350632
91100,-3.91927242,0,0.36194564,0.56194564,0.00000000,0.00000000,0,0,0,0,3621,-8.21235466,-4.29308224,13.80690193,11.80063725,0.18885688,0.23500991,10.52811623
91200,0.55538225,1,0.37049399,0.57049399,0.00000000,0.00000000,0,0,0,0,3521,-4.50825405,-5.06363630,5.99936247,5.97611666,0.08064122,0.08149084,4.10549871
91300,-0.57647419,0,0.38923655,0.58923655,0.00000000,0.00000000,0,0,0,0,3421,-2.65630388,-2.07982969,5.30613041,5.45097303,0.05138546,0.05053665,1.95561171
