step,fast_slow_gap,fast_wins,p0_hat,p1_hat,bernoulli_llr,cusum_W,detector_active,regime_change,p0_update_enabled,initial_warmup_remaining,calibration_remaining,log_p_fast,log_p_slow,fast_mean_total_var,slow_mean_total_var,fast_mean_epistemic_var,slow_mean_epistemic_var,predictor_nll
36800,0.19475746,1,0.83050847,0.99500000,0.00000000,0.00000000,0,0,0,0,3426,-14.58082485,-14.77558231,26.60993767,29.60348511,0.06730635,0.07868959,15.50567849
36900,1.02927399,1,0.80921441,0.99500000,0.00000000,0.00000000,0,0,0,0,3326,-15.11781693,-16.14709091,18.37529755,20.05083466,0.04130025,0.04322368,15.05730597
37000,-0.22072601,0,0.78862242,0.98862242,0.00000000,0.00000000,0,0,0,0,3226,-36.25788879,-36.03716278,1.35212660,1.37786674,0.00532539,0.00526716,36.54664898
37100,2.34858704,1,0.77126255,0.97126255,0.00000000,0.00000000,0,0,0,0,3126,-20.41742325,-22.76601028,12.36592007,10.83035278,0.04723773,0.04385361,21.10144043
37200,-2.25859928,0,0.74360261,0.94360261,0.00000000,0.00000000,0,0,0,0,3026,-15.85741615,-13.59881687,38.46147537,34.67250443,0.12153853,0.11670312,22.31312027
37300,0.18116379,1,0.71380793,0.91380793,0.00000000,0.00000000,0,0,0,0,2926,-16.71635437,-16.89751816,24.85839081,24.48562241,0.06525619,0.06428296,17.39003372
37400,0.40653801,1,0.69767442,0.89767442,0.00000000,0.00000000,0,0,0,0,2826,-11.36639786,-11.77293587,23.49196434,25.09180069,0.05457731,0.04978915,11.53737679
37500,0.30112648,1,0.69908417,0.89908417,0.00000000,0.00000000,0,0,0,0,2726,-13.00052452,-13.30165100,17.54386711,17.90799141,0.05336852,0.04871191,11.76280117
37600,-0.02482033,0,0.70121187,0.90121187,0.00000000,0.00000000,0,0,0,0,2626,-10.55928612,-10.53446579,25.08265114,27.60273361,0.11172730,0.11276460,10.81990528
37700,-0.11411476,0,0.69995989,0.89995989,0.00000000,0.00000000,0,0,0,0,2526,-10.81013870,-10.69602394,23.68302345,24.93797684,0.18734623,0.15029989,14.36947274
37800,-0.19381905,0,0.69919013,0.89919013,0.00000000,0.00000000,0,0,0,0,2426,-16.42544556,-16.23162651,17.67566872,18.70602798,0.06360336,0.05026437,16.83913040
37900,-0.19967747,0,0.70107687,0.90107687,0.00000000,0.00000000,0,0,0,0,2326,-15.50164890,-15.30197144,24.66576767,25.97143936,0.13820760,0.11413659,18.45569820
38000,-0.18857193,0,0.69745793,0.89745793,0.00000000,0.00000000,0,0,0,0,2226,-42.36885834,-42.18028641,1.46236205,1.48866105,0.00759409,0.00663063,42.91024526
38100,0.46133614,1,0.68233667,0.88233667,0.00000000,0.00000000,0,0,0,0,2126,-16.62877655,-17.09011269,23.61581802,22.55122566,0.05725090,0.05475384,17.75763766
38200,0.59946632,1,0.66388239,0.86388239,0.00000000,0.00000000,0,0,0,0,2026,-14.24076366,-14.84022999,21.70564461,22.15802383,0.07953104,0.07488137,15.54586919
38300,-0.30149269,0,0.64985451,0.84985451,0.00000000,0.00000000,0,0,0,0,1926,-16.53025055,-16.22875786,15.93902588,15.95368481,0.06360403,0.06021003,17.44098949
38400,0.49170876,1,0.64516129,0.84516129,0.00000000,0.00000000,0,0,0,0,1826,-11.46541119,-11.95711994,26.15971947,27.12739563,0.08636508,0.08395252,11.16813421
38500,-0.19854927,0,0.64075311,0.84075311,0.00000000,0.00000000,0,0,0,0,1726,-10.43409729,-10.23554802,23.97312164,24.80687523,0.07632011,0.07048751,11.05101426
38600,0.42052078,1,0.63218391,0.83218391,0.00000000,0.00000000,0,0,0,0,1626,-9.64941978,-10.06994057,21.20714378,24.00624275,0.06774916,0.05979766,nan
38700,-0.59208965,0,0.62839966,0.82839966,0.00000000,0.00000000,0,0,0,0,1526,-11.05541801,-10.46332836,31.07512665,33.98460007,0.08699301,0.08045550,15.86638037
38800,-0.30676651,0,0.62538269,0.82538269,0.00000000,0.00000000,0,0,0,0,1426,-11.15283966,-10.84607315,29.38370705,31.56121826,0.07594768,0.06978139,15.54631742
38900,0.63390255,1,0.62848633,0.82848633,0.00000000,0.00000000,0,0,0,0,1326,-14.31490517,-14.94880772,19.00823402,19.65672112,0.05582155,0.05003075,14.61793009
39000,-0.01998520,0,0.63142631,0.83142631,0.00000000,0.00000000,0,0,0,0,1226,-37.57857132,-37.55858612,1.48976529,1.49441290,0.01604611,0.01540142,37.86453056
39100,-1.27506828,0,0.62265605,0.82265605,0.00000000,0.00000000,0,0,0,0,1126,-12.08364105,-10.80857277,20.74130440,21.38129234,0.08280909,0.08104124,13.66786289
39200,0.45759964,1,0.61131981,0.81131981,0.00000000,0.00000000,0,0,0,0,1026,-13.73474884,-14.19234848,17.75062752,17.69203949,0.03802118,0.03825522,13.47372007
39300,-1.12484074,0,0.60273638,0.80273638,0.00000000,0.00000000,0,0,0,0,926,-14.88427544,-13.75943470,27.51989365,27.20966911,0.05524797,0.05517478,17.38380432
39400,-0.32749939,0,0.59599332,0.79599332,0.00000000,0.00000000,0,0,0,0,826,-12.12648392,-11.79898453,23.45030022,25.55440903,0.07276470,0.07017747,13.36899090
39500,-1.82951164,0,0.59282553,0.79282553,0.00000000,0.00000000,0,0,0,0,726,-9.80438900,-7.97487736,26.91773415,29.82131577,0.09099516,0.08935019,13.16951847
39600,0.61237335,1,0.59071250,0.79071250,0.00000000,0.00000000,0,0,0,0,626,-11.04064751,-11.65302086,18.05719757,18.98280334,0.03253070,0.03270665,10.73433471
39700,0.46908474,1,0.58624527,0.78624527,0.00000000,0.00000000,0,0,0,0,526,-14.10125256,-14.57033730,23.92144775,24.17317581,0.10860176,0.10520773,14.25772047
39800,0.00592422,1,0.57979534,0.77979534,0.00000000,0.00000000,0,0,0,0,426,-10.90465736,-10.91058159,17.18049812,18.18238258,0.07212272,0.06939467,10.82943185
39900,0.02478695,1,0.57788195,0.77788195,0.00000000,0.00000000,0,0,0,0,326,-14.94252872,-14.96731567,20.59299850,21.35358810,0.09644016,0.08457909,17.04717541
40000,0.20189667,1,0.57208429,0.77208429,0.00000000,0.00000000,0,0,0,0,226,-44.01778793,-44.21968460,1.68712986,1.68779719,0.02463617,0.02351670,46.41665077
40100,-1.25946236,0,0.56693235,0.76693235,0.00000000,0.00000000,0,0,0,0,126,-12.83630371,-11.57684135,26.03366852,25.91650581,0.13895644,0.11747590,13.75546487
40200,0.24279404,1,0.56138594,0.76138594,0.00000000,0.00000000,0,0,0,0,26,-11.56879425,-11.81158829,27.65699196,26.81367874,0.08232221,0.06448409,11.41498121
40300,-1.02062035,0,0.53501710,0.73501710,-0.56233533,0.00000000,1,0,1,0,0,-12.02542686,-11.00480652,20.13204002,20.21861649,0.08394367,0.07443589,12.25508404
40400,-0.13395214,0,0.52822714,0.72822714,-0.55153099,0.65130428,1,0,1,0,0,-11.06463909,-10.93068695,22.84649849,21.57339668,0.06536128,0.05929329,11.37966366
40500,-0.25504112,0,0.52288626,0.72288626,-0.54332687,1.19466573,1,0,1,0,0,-10.23725510,-9.98221397,17.60191917,18.58245277,0.15043360,0.12690455,10.81392574
40600,0.06143379,1,0.53772763,0.73772763,0.31622252,9.31646047,1,0,1,0,0,-12.30604744,-12.36748123,21.07912445,20.62179565,0.05652600,0.05440009,13.49732526
40700,0.24575520,1,0.53833193,0.73833193,0.31591815,10.91993798,1,0,0,0,0,-11.62736511,-11.87312031,20.43526459,20.47595978,0.08873461,0.07180808,11.80241919
40800,-0.70674419,0,0.54349432,0.74349432,-0.57645034,9.72161337,1,0,1,0,0,-12.43310452,-11.72636032,25.05673599,25.33417892,0.08837996,0.07903918,15.13826714
40900,0.01192188,1,0.54409591,0.74409591,0.31304440,12.62207134,1,0,0,0,0,-10.79170227,-10.80362415,18.63209915,19.92719078,0.06829827,0.06642675,11.08175707
41000,0.21274948,1,0.54443606,0.74443606,0.31287646,4.90390874,1,0,1,0,0,-60.04177475,-60.25452423,1.45363152,1.47034431,0.01991550,0.01850357,60.30920919
41100,-1.64656067,0,0.52412501,0.72412501,-0.54520737,0.00000000,1,0,1,0,0,-10.82724380,-9.18068314,24.49261093,25.45587730,0.12575991,0.12070171,13.06741524
41200,0.18199348,1,0.50691579,0.70691579,0.33256666,1.43522650,1,0,1,0,0,-16.25689125,-16.43888474,19.54856110,20.30467033,0.09693840,0.09522417,19.13031864
41300,0.11977005,1,0.50629493,0.70629493,0.33291353,0.62617267,1,0,1,0,0,-16.23148727,-16.35125732,18.33478355,18.98536110,0.09493298,0.08696125,17.34821002
41400,0.45468044,1,0.51632991,0.71632991,0.32739491,5.92561224,1,0,1,0,0,-7.78127575,-8.23595619,17.98623657,18.76122093,0.05974399,0.06428821,8.09228007
41500,0.02417850,1,0.51186842,0.71186842,0.32982549,0.32982549,1,0,1,0,0,-12.04694271,-12.07112122,20.28804779,20.69766426,0.08681467,0.08044899,14.98282623
41600,-0.38628197,0,0.49358783,0.69358783,-0.50241975,0.00000000,1,0,1,0,0,-11.95775604,-11.57147408,20.71865082,21.04789925,0.07915158,0.07294328,12.99287987
41700,0.08431053,1,0.49529354,0.69529354,0.33918352,2.95606068,1,0,1,0,0,-14.09524059,-14.17955112,18.48341560,18.70487022,0.09384671,0.08581091,15.26328278
41800,-0.70653152,0,0.49943148,0.69943148,-0.51006875,0.50204944,1,0,1,0,0,-11.69125175,-10.98472023,30.67317009,31.89046478,0.13212095,0.11892655,14.71729851
41900,0.11746407,1,0.51078850,0.71078850,0.33041931,2.26470504,1,0,1,0,0,-13.35379791,-13.47126198,17.07153893,17.12879372,0.06263682,0.05707512,13.70006609
42000,-0.28585052,0,0.49900669,0.69900669,-0.50950470,0.00000000,1,0,1,0,0,-59.79045868,-59.50460815,1.81210411,1.82870781,0.03272982,0.02944306,60.88107204
42100,-1.17728043,0,0.48561135,0.68561135,-0.49234915,0.00000000,1,0,1,0,0,-10.56172562,-9.38444519,19.90535355,20.30547333,0.08660266,0.09065897,11.19080114
42200,0.04645824,1,0.46249122,0.66249122,0.35937973,0.71911102,1,0,1,0,0,-14.19902611,-14.24548435,17.05382919,18.00340843,0.13147897,0.11430249,16.18129559
42300,0.04900455,1,0.45547614,0.65547614,0.36401857,1.09315335,1,0,1,0,0,-11.09109688,-11.14010143,21.59076309,21.64999580,0.12287206,0.12417805,12.35595385
42400,-0.09922600,0,0.44835060,0.64835060,-0.45027804,0.00000000,1,0,1,0,0,-12.40265846,-12.30343246,17.28237915,17.87745285,0.10201126,0.09310324,12.63460112
42500,-0.20297527,0,0.43035966,0.63035966,-0.43247470,0.00000000,1,0,1,0,0,-12.31654835,-12.11357307,15.76502132,16.29080963,0.04768663,0.04164563,13.61032248
42600,-0.23542118,0,0.44036922,0.64036922,-0.44219935,7.98952736,1,0,1,0,0,-11.56775379,-11.33233261,19.09838867,19.70000267,0.05847450,0.05039054,12.65816212
42700,0.53602123,1,0.42987023,0.62987023,0.38203044,0.76448290,1,0,1,0,0,-10.46076298,-10.99678421,17.97304344,18.64422989,0.10141888,0.09372156,11.00056648
42800,0.29866505,1,0.43865727,0.63865727,0.37564956,3.90562931,1,0,1,0,0,-10.75560665,-11.05427170,21.89378357,23.27896118,0.12352198,0.12479748,11.73191333
42900,-0.37603951,0,0.44627449,0.64627449,-0.44814788,1.02650180,1,0,1,0,0,-12.54190636,-12.16586685,17.49054337,18.65343285,0.06732367,0.06648997,13.47573757
43000,-0.11645126,0,0.44803299,0.64803299,-0.44995083,0.00000000,1,0,1,0,0,-56.91345596,-56.79700470,1.88558877,1.89965296,0.03706885,0.03468101,58.45563507
43100,-0.09954071,0,0.41661962,0.61661962,-0.41981177,0.00000000,1,0,1,0,0,-7.52577305,-7.42623234,13.87213612,14.69180679,0.13067204,0.11314620,9.00110245
43200,0.07164001,1,0.40279925,0.60279925,0.40314592,0.40314592,1,0,1,0,0,-9.44770241,-9.51934242,17.26844025,17.68596649,0.04736941,0.04588486,9.18790913
43300,-0.07389736,0,0.38444309,0.58444309,-0.39290783,0.00000000,1,0,1,0,0,-13.68101501,-13.60711765,20.69505119,21.19646454,0.07168327,0.06680260,13.88966815
43400,-1.53524590,0,0.37682821,0.57682821,-0.38704400,2.36583817,1,0,1,0,0,-11.76993847,-10.23469257,26.17592430,26.14818573,0.11187240,0.10841352,20.12489557
43500,0.22216034,1,0.39531024,0.59531024,0.40941181,10.08107316,1,0,0,0,0,-15.12724018,-15.34940052,13.84463310,13.80212402,0.05425250,0.05388796,16.45654742
43600,-0.18652821,0,0.39531024,0.59531024,-0.40159479,21.01500981,1,0,0,0,0,-10.45140743,-10.26487923,24.19058228,24.16074944,0.08788911,0.08742019,12.29450607
43700,0.01377487,1,0.39531024,0.59531024,0.40941181,25.46089373,1,0,0,0,0,-7.37632942,-7.39010429,13.47666550,13.56142807,0.06234887,0.05841872,7.74357963
43800,-0.37213802,0,0.39531024,0.59531024,-0.40159479,20.98570515,1,0,0,0,0,-9.29821301,-8.92607498,18.20653534,18.39450836,0.06477525,0.05668638,8.33791733
43900,0.17944431,1,0.39593992,0.59593992,0.40887737,7.60844998,1,0,1,0,0,-9.89901924,-10.07846355,17.26922417,17.75496101,0.11024254,0.10480940,10.38518429
44000,-0.02811050,0,0.37806530,0.57806530,-0.38798454,0.46296892,1,0,1,0,0,-36.09432983,-36.06621933,1.86313462,1.85790253,0.02543195,0.02478964,36.53410149
44100,-0.53889275,0,0.36076866,0.56076866,-0.37524018,0.00000000,1,0,1,0,0,-12.20877552,-11.66988277,15.04294872,14.51022720,0.05014256,0.05117274,12.85743942
44200,-0.35209846,0,0.33409155,0.53409155,-0.35716304,0.00000000,1,0,1,0,0,-11.65319061,-11.30109215,18.48852348,18.04981422,0.07354447,0.07512753,11.27081609
44300,-1.23373985,0,0.31546804,0.51546804,-0.34555194,0.14631021,1,0,1,0,0,-9.98753929,-8.75379944,17.10127068,17.58802605,0.13064985,0.13257627,11.08772850
44400,-0.34613419,0,0.31207521,0.51207521,-0.34351824,0.00000000,1,0,1,0,0,-12.09885788,-11.75272369,18.59257317,18.42870140,0.12274528,0.11503729,13.27196280
44500,-0.22515202,0,0.30538132,0.50538132,-0.33957591,0.33008927,1,0,1,0,0,-9.99083328,-9.76568127,17.23781395,17.75041962,0.06786832,0.06386079,12.16026115
44600,-0.58522415,0,0.31634752,0.51634752,-0.34608308,3.76918984,1,0,1,0,0,-9.45263863,-8.86741447,21.64322853,22.41137695,0.10266872,0.10410158,16.21506405
44700,1.57927799,1,0.33091750,0.53091750,0.47273754,8.57896283,1,0,1,0,0,-12.32474232,-13.90402031,13.72980881,14.03428364,0.03652579,0.03344113,12.81953182
44800,0.96271801,1,0.33263063,0.53263063,0.47079552,11.83161674,1,0,0,0,0,-15.47796345,-16.44068146,18.28517532,18.20356369,0.06509132,0.05814039,16.72717222
44900,-2.36947346,0,0.33263063,0.53263063,-0.35622379,17.56020348,1,0,0,0,0,-13.69369411,-11.32422066,17.82475853,17.89244843,0.04844795,0.04662862,15.42309443
45000,0.85076141,1,0.33402770,0.53402770,0.46922379,7.59759434,1,0,1,0,0,-41.96455002,-42.81531143,1.94516134,1.93979216,0.03868584,0.03455626,43.23440266
45100,-0.37785721,0,0.33861873,0.53861873,-0.36010573,10.35968396,1,0,0,0,0,-10.81581020,-10.43795300,18.22978783,17.99374962,0.07767778,0.08076039,11.21576468
45200,0.02094650,1,0.34572414,0.54572414,0.45647244,14.55243102,1,0,0,0,0,-6.34227753,-6.36322403,16.53102875,16.43763542,0.09086411,0.08351533,6.72389587
45300,1.38882828,1,0.34572414,0.54572414,0.45647244,42.13114357,1,0,0,0,0,-7.57831955,-8.96714783,16.13258553,16.17009544,0.05871717,0.06075843,7.46785450
45400,0.96618271,1,0.34572414,0.54572414,0.45647244,66.42466864,1,0,0,0,0,-7.13404846,-8.10023117,13.65065479,14.86192989,0.07007537,0.07691643,7.36722946
45500,0.54029083,1,0.34572414,0.54572414,0.45647244,85.79041250,1,0,0,0,0,-7.08001995,-7.62031078,16.16017532,16.67449188,0.11801510,0.11533368,6.72564363
45600,-0.57484770,0,0.33333333,0.53333333,0.00000000,0.00000000,0,0,0,0,4944,-7.88254499,-7.30769730,11.37349701,11.62759399,0.03496455,0.03354346,7.50769965
45700,-0.61735344,0,0.24000000,0.44000000,0.00000000,0.00000000,0,0,0,0,4844,-11.83088112,-11.21352768,21.48180389,21.48392868,0.09552404,0.09191713,14.34362570
45800,-0.66574097,0,0.21454545,0.41454545,0.00000000,0.00000000,0,0,0,0,4744,-12.07874680,-11.41300583,22.54643250,22.34185028,0.10212105,0.09452865,13.19577909
45900,-1.12332582,0,0.21066667,0.41066667,0.00000000,0.00000000,0,0,0,0,4644,-8.08835030,-6.96502447,16.27939987,15.28777885,0.06472895,0.05132771,12.74002361
46000,0.18997955,1,0.19789474,0.39789474,0.00000000,0.00000000,0,0,0,0,4544,-37.99298096,-38.18296051,1.73670256,1.69555402,0.03127784,0.02953029,37.95811176
46100,-1.41550350,0,0.22260870,0.42260870,0.00000000,0.00000000,0,0,0,0,4444,-9.40903473,-7.99353123,14.85292053,13.17617607,0.09052256,0.07206820,15.63846302
46200,0.05377769,1,0.22222222,0.42222222,0.00000000,0.00000000,0,0,0,0,4344,-15.07077789,-15.12455559,19.00951767,17.15425873,0.13950540,0.13499564,14.93963099
46300,0.40336514,1,0.22064516,0.42064516,0.00000000,0.00000000,0,0,0,0,4244,-12.72051620,-13.12388134,29.31688499,26.69911766,0.16668528,0.16449206,15.66592852
46400,0.57970238,1,0.22171429,0.42171429,0.00000000,0.00000000,0,0,0,0,4144,-19.98714066,-20.56684303,14.49151230,13.52287579,0.04517154,0.03933179,20.64503956
46500,-0.65135670,0,0.21743590,0.41743590,0.00000000,0.00000000,0,0,0,0,4044,-9.91342926,-9.26207256,24.48461151,22.61520004,0.06803000,0.05518422,9.62199306
46600,-0.23815536,0,0.21488372,0.41488372,0.00000000,0.00000000,0,0,0,0,3944,-14.68009186,-14.44193649,13.31317520,13.13887215,0.09511079,0.08828159,14.70515394
46700,-0.48662329,0,0.21787234,0.41787234,0.00000000,0.00000000,0,0,0,0,3844,-7.93377495,-7.44715166,23.65600777,22.44094467,0.12077924,0.10783608,9.65933943
46800,-0.60142994,0,0.23137255,0.43137255,0.00000000,0.00000000,0,0,0,0,3744,-5.24954319,-4.64811325,22.40887260,21.81027603,0.10580117,0.09095155,4.73470736
46900,-1.02493620,0,0.22981818,0.42981818,0.00000000,0.00000000,0,0,0,0,3644,-6.97865391,-5.95371771,15.90680981,15.56361771,0.06221770,0.05661293,7.56509113
47000,0.41791153,1,0.22372881,0.42372881,0.00000000,0.00000000,0,0,0,0,3544,-51.88743210,-52.30534363,1.91888702,1.87561119,0.03503075,0.03531434,52.32183647
47100,0.09342003,1,0.22222222,0.42222222,0.00000000,0.00000000,0,0,0,0,3444,-13.28710747,-13.38052750,21.85411072,19.33768082,0.10735643,0.10546294,14.39418316
47200,0.11852264,1,0.22388060,0.42388060,0.00000000,0.00000000,0,0,0,0,3344,-6.66864204,-6.78716469,14.42547417,13.36925888,0.07605079,0.06865021,7.03137469
47300,-0.16859674,0,0.23098592,0.43098592,0.00000000,0.00000000,0,0,0,0,3244,-5.95432949,-5.78573275,13.98116875,13.85436916,0.04830130,0.04345625,5.74505126
47400,0.27749443,1,0.23573333,0.43573333,0.00000000,0.00000000,0,0,0,0,3144,-6.47351074,-6.75100517,13.40755177,13.83380604,0.07812134,0.07920569,6.11682447
47500,-0.18855858,0,0.24303797,0.44303797,0.00000000,0.00000000,0,0,0,0,3044,-11.88777733,-11.69921875,21.79478645,21.56954002,0.09524988,0.09262567,14.41461372
47600,-0.11675739,0,0.24144578,0.44144578,0.00000000,0.00000000,0,0,0,0,2944,-7.09817982,-6.98142242,9.15561485,9.78372383,0.10238121,0.09838456,8.63832808
47700,0.05510998,1,0.24597701,0.44597701,0.00000000,0.00000000,0,0,0,0,2844,-10.24837208,-10.30348206,15.04163647,15.18806458,0.06714443,0.06119883,10.46467519
47800,0.83545399,1,0.25362637,0.45362637,0.00000000,0.00000000,0,0,0,0,2744,-7.35125637,-8.18671036,14.71778011,15.52478886,0.06365890,0.05051157,8.36376691
47900,-0.92881012,0,0.26778947,0.46778947,0.00000000,0.00000000,0,0,0,0,2644,-5.95703459,-5.02822447,11.99272156,13.36151505,0.07330298,0.06447840,4.83043575
48000,-0.44334412,0,0.27434343,0.47434343,0.00000000,0.00000000,0,0,0,0,2544,-42.05120850,-41.60786438,1.57362700,1.61193871,0.02566776,0.02372631,42.13140869
48100,-0.86444473,0,0.27611650,0.47611650,0.00000000,0.00000000,0,0,0,0,2444,-10.97336102,-10.10891628,21.02307129,20.76156044,0.13935195,0.13071132,nan
48200,-0.54728031,0,0.26953271,0.46953271,0.00000000,0.00000000,0,0,0,0,2344,-13.84897041,-13.30169010,13.26112652,13.82064629,0.07242087,0.07139318,14.41166162
48300,-2.34658337,0,0.26270270,0.46270270,0.00000000,0.00000000,0,0,0,0,2244,-6.71573925,-4.36915588,10.47482967,12.37381840,0.19347221,0.18221001,8.35653512
48400,-0.32724476,0,0.25530435,0.45530435,0.00000000,0.00000000,0,0,0,0,2144,-14.16490078,-13.83765602,15.90224361,16.49611092,0.07192706,0.06915370,14.88074589
48500,-1.16935778,0,0.25008403,0.45008403,0.00000000,0.00000000,0,0,0,0,2044,-7.33075905,-6.16140127,15.04981136,16.05377960,0.06318242,0.06055107,8.19177945
48600,-0.79604435,0,0.25073171,0.45073171,0.00000000,0.00000000,0,0,0,0,1944,-11.31820965,-10.52216530,18.58892441,19.46144485,0.07930356,0.07320671,12.35833581
48700,0.99658394,1,0.25133858,0.45133858,0.00000000,0.00000000,0,0,0,0,1844,-12.59208298,-13.58866692,17.36866951,17.58448029,0.17494805,0.16897345,14.49410057
48800,-0.11663055,0,0.25343511,0.45343511,0.00000000,0.00000000,0,0,0,0,1744,-5.31089878,-5.19426823,10.99406242,12.27727890,0.06151138,0.05522791,5.04863644
48900,0.36459160,1,0.26607407,0.46607407,0.00000000,0.00000000,0,0,0,0,1644,-8.27137470,-8.63596630,14.41570568,15.99857235,0.05849973,0.05546220,8.63102849
49000,-0.36160660,0,0.27798561,0.47798561,0.00000000,0.00000000,0,0,0,0,1544,-45.22222519,-44.86061859,1.54002488,1.59072459,0.02415868,0.02265904,45.87369003
49100,-0.01028728,0,0.27692308,0.47692308,0.00000000,0.00000000,0,0,0,0,1444,-5.90564346,-5.89535618,9.31549072,10.07885456,0.03795677,0.04629116,6.35947771
49200,-0.33807945,0,0.27537415,0.47537415,0.00000000,0.00000000,0,0,0,0,1344,-8.72241879,-8.38433933,11.06434155,12.54074287,0.05931769,0.05933280,9.75510025
49300,-0.89055777,0,0.27152318,0.47152318,0.00000000,0.00000000,0,0,0,0,1244,-5.75488424,-4.86432648,16.18457031,18.79662704,0.05631806,0.05554301,6.27138548
49400,-0.15922165,0,0.26683871,0.46683871,0.00000000,0.00000000,0,0,0,0,1144,-12.31143951,-12.15221786,23.10246468,23.93164062,0.12892655,0.12791044,16.74941730
49500,-0.45443344,0,0.26364780,0.46364780,0.00000000,0.00000000,0,0,0,0,1044,-9.39271736,-8.93828392,17.80039787,18.23827553,0.08911905,0.09700763,16.50559044
49600,-1.05572319,0,0.26110429,0.46110429,0.00000000,0.00000000,0,0,0,0,944,-8.22522163,-7.16949844,20.73481369,21.63496399,0.13216628,0.12691021,11.55912177
49700,-1.14450741,0,0.25940120,0.45940120,0.00000000,0.00000000,0,0,0,0,844,-16.07181740,-14.92730999,16.00979233,18.04237175,0.15138428,0.14600664,18.68749046
49800,-0.79942036,0,0.25801170,0.45801170,0.00000000,0.00000000,0,0,0,0,744,-10.83126831,-10.03184795,20.15717888,20.84150124,0.13060215,0.12765728,14.21215801
49900,0.40165615,1,0.25302857,0.45302857,0.00000000,0.00000000,0,0,0,0,644,-9.99664783,-10.39830399,11.80638790,12.38258743,0.04122376,0.03745507,10.78554344
50000,0.44635773,1,0.25050279,0.45050279,0.00000000,0.00000000,0,0,0,0,544,-37.33185577,-37.77821350,1.63389969,1.62600124,0.02744107,0.02767800,38.26080195
50100,17.00213623,1,0.25923497,0.45923497,0.00000000,0.00000000,0,0,0,0,444,-13.89088535,-30.89302063,12.94709587,12.97327423,0.04115611,0.04689889,15.65815067
50200,24.45327377,1,0.27294118,0.47294118,0.00000000,0.00000000,0,0,0,0,344,-13.91027832,-38.36355209,14.54714298,16.15645599,0.05061866,0.05333585,15.60762715
50300,2.77839279,1,0.28314136,0.48314136,0.00000000,0.00000000,0,0,0,0,244,-13.09419060,-15.87258339,20.28022003,23.96125221,0.12907954,0.14942896,19.37940598
50400,26.14893913,1,0.29394872,0.49394872,0.00000000,0.00000000,0,0,0,0,144,-13.43271065,-39.58164978,11.97344685,14.72090340,0.05778009,0.06426497,14.60783768
50500,9.70574093,1,0.30331658,0.50331658,0.00000000,0.00000000,0,0,0,0,44,-12.43756199,-22.14330292,7.89629602,9.16274643,0.05216168,0.06295901,13.65396595
50600,8.79172707,1,0.32227999,0.52227999,0.48278312,13.18726348,1,0,0,0,0,-14.07728004,-22.86900711,11.90081215,14.25920582,0.07801814,0.06802538,14.82634258
50700,0.10785770,1,0.32227999,0.52227999,0.48278312,41.48575393,1,0,0,0,0,-9.32868671,-9.43654442,13.58639050,15.75829411,0.04158108,0.04978995,9.32627411
50800,2.25493717,1,0.32227999,0.52227999,0.48278312,63.95679653,1,0,0,0,0,-10.09434986,-12.34928703,17.89528275,23.97892952,0.09310858,0.10171595,10.55351067
50900,0.23801041,1,0.32227999,0.52227999,0.48278312,91.42279443,1,0,0,0,0,-13.23814392,-13.47615433,13.38196659,16.28880119,0.05765531,0.06410543,15.62847424
51000,0.00343895,1,0.59574468,0.79574468,0.00000000,0.00000000,0,0,0,0,4925,-28.54225731,-28.54569626,1.46773267,1.48129499,0.01089073,0.01111523,28.76578789
51100,1.48923779,1,0.62886598,0.82886598,0.00000000,0.00000000,0,0,0,0,4825,-11.68155670,-13.17079449,10.24580574,10.14648628,0.02989659,0.02870378,12.47533989
51200,1.33257675,1,0.63605442,0.83605442,0.00000000,0.00000000,0,0,0,0,4725,-8.32243633,-9.65501308,9.21583366,9.66943073,0.06175947,0.06793033,7.46201992
51300,-0.48556232,0,0.58375635,0.78375635,0.00000000,0.00000000,0,0,0,0,4625,-10.80814362,-10.32258129,7.86464787,8.10744095,0.05189682,0.05732858,11.29355113
51400,0.61053276,1,0.59109312,0.79109312,0.00000000,0.00000000,0,0,0,0,4525,-13.84969902,-14.46023178,8.92545700,8.99254513,0.05645783,0.05347082,19.92469406
51500,0.72428226,1,0.61111111,0.81111111,0.00000000,0.00000000,0,0,0,0,4425,-10.01047993,-10.73476219,9.87296867,9.75010109,0.02328515,0.02275063,10.26226664
51600,1.08598232,1,0.64985591,0.84985591,0.00000000,0.00000000,0,0,0,0,4325,-12.29736137,-13.38334370,8.28021049,8.06982231,0.03034141,0.03311916,12.55623182
51700,-0.00475597,0,0.67254408,0.87254408,0.00000000,0.00000000,0,0,0,0,4225,-9.64430428,-9.63954830,11.96376228,11.42570686,0.03130704,0.03190746,11.70848656
51800,-0.47195244,0,0.68680089,0.88680089,0.00000000,0.00000000,0,0,0,0,4125,-13.20744133,-12.73548889,10.64982986,10.37290764,0.03031770,0.02783556,13.57798195
51900,1.93957710,1,0.70824950,0.90824950,0.00000000,0.00000000,0,0,0,0,4025,-9.24768257,-11.18725967,9.24513912,8.93837452,0.02644125,0.02829702,9.45661807
52000,0.30900574,1,0.72394881,0.92394881,0.00000000,0.00000000,0,0,0,0,3925,-59.06742477,-59.37643051,1.29371786,1.30757535,0.01020818,0.01073336,59.69622421
