step,current_error,kde_neighbors,kde_support,kde_neff,kde_mean_error,kde_std_error,trusted,z_t,L_t,W_t,mean_total_var,mean_epistemic_var,warning,frozen,warmup_remaining,regime_change,predictor_nll
36000,0.60256048,3,0.38326350,2.07549888,0.37973905,0.01995903,0,nan,0.00000000,0.00000000,1.23927009,0.01150093,0,0,0,0,45.00115967
36100,0.63977910,0,0.00000000,0.00000000,nan,nan,0,nan,0.00000000,0.00000000,24.41395950,0.26252007,0,0,0,0,22.55122375
36200,0.52796513,3,0.03406404,1.45120580,0.25644333,0.05999281,0,nan,0.00000000,0.00000000,15.82483578,0.13875535,0,0,0,0,19.06767273
36300,0.44064229,1,0.42211885,1.00000000,0.12156159,0.00000000,0,nan,0.00000000,0.00000000,42.41847229,0.23010267,0,0,0,0,21.78088252
36400,0.33055435,3,0.09519924,2.04923847,0.28238526,0.02185319,0,nan,0.00000000,0.00000000,41.78904724,0.32018778,0,0,0,0,17.23964214
36500,0.31870978,7,1.12292850,5.11494068,0.71673598,0.25742308,0,nan,0.00000000,0.00000000,35.05241776,0.24699065,0,0,0,0,16.34422565
36600,0.36121285,0,0.00000000,0.00000000,nan,nan,0,nan,0.00000000,0.00000000,19.39580536,0.07995252,0,0,0,0,18.89248784
36700,0.51189745,0,0.00000000,0.00000000,nan,nan,0,nan,0.00000000,0.00000000,27.11066818,0.16803342,0,0,0,0,19.49045992
36800,0.48513233,1,0.01000041,1.00000000,0.36167753,0.00000000,0,nan,0.00000000,0.00000000,31.48061752,0.24968618,0,0,0,0,16.91136169
36900,0.43078311,9,0.70118903,6.25599324,0.24752015,0.09605710,0,nan,0.00000000,0.00000000,30.96533203,0.15827119,0,0,0,0,15.01485634
37000,0.34965976,11,2.74874828,5.33265025,0.28622999,0.13256620,0,nan,0.00000000,0.00000000,1.38512182,0.00752868,0,0,0,0,44.05627728
37100,0.17370861,2,0.24323913,1.19266844,0.17052966,0.02905373,0,nan,0.00000000,0.00000000,6.49409819,0.05925052,0,0,0,0,14.92505908
37200,0.22993489,4,1.19404379,3.72754678,0.37847852,0.13317457,0,nan,0.00000000,0.00000000,34.45706177,0.12832041,0,0,0,0,16.53574467
37300,0.13124862,6,1.02368751,4.46389734,0.34750027,0.06320865,0,nan,0.00000000,0.00000000,37.01565552,0.45064226,0,0,0,0,15.87391599
37400,0.27269371,3,0.32695129,1.61825195,0.31097009,0.38600138,0,nan,0.00000000,0.00000000,20.78930473,0.23059861,0,0,0,0,17.50013304
37500,0.17424764,6,1.27213474,2.86769983,0.31207889,0.09284777,0,nan,0.00000000,0.00000000,31.31407738,0.16611376,0,0,0,0,12.49546051
37600,0.74016187,0,0.00000000,0.00000000,nan,nan,0,nan,0.00000000,0.00000000,24.93977547,0.17600127,0,0,0,0,22.39958254
37700,0.89630319,0,0.00000000,0.00000000,nan,nan,0,nan,0.00000000,0.00000000,39.08714294,0.33603349,0,0,0,0,nan
37800,0.38388515,21,3.03697714,11.46795976,0.48375791,0.14727936,0,nan,0.00000000,0.00000000,13.56481552,0.07780322,0,0,0,0,17.08419863
37900,0.36270789,0,0.00000000,0.00000000,nan,nan,0,nan,0.00000000,0.00000000,31.91443634,0.37032112,0,0,0,0,13.85114169
38000,1.04967375,2,0.22674775,1.26023841,0.35673708,0.03386477,0,nan,0.00000000,0.00000000,1.54413271,0.01829952,0,0,0,0,75.12322489
38100,0.40511650,1,0.10020529,1.00000000,0.35221601,0.00000000,0,nan,0.00000000,0.00000000,45.08548737,0.47806925,0,0,0,0,22.81568718
38200,0.19773100,3,0.24412964,2.33025983,0.24940293,0.12245799,0,nan,0.00000000,0.00000000,35.11806870,0.29771101,0,0,0,0,14.73240757
38300,0.59429316,13,1.11509059,8.84628168,0.41379252,0.21195627,0,nan,0.00000000,0.00000000,18.20227051,0.17639120,0,0,0,0,18.11306000
38400,0.16873443,8,1.11018977,6.25484636,0.36577885,0.09392551,0,nan,0.00000000,0.00000000,18.98365021,0.09072365,0,0,0,0,15.45095158
38500,0.26366465,5,0.49137986,2.48618402,0.26257507,0.14034076,0,nan,0.00000000,0.00000000,27.03351212,0.36322305,0,0,0,0,15.21180121
38600,0.06764478,13,1.64423424,7.66369694,0.26380485,0.11833661,0,nan,0.00000000,0.00000000,25.69587898,0.31121430,0,0,0,0,11.25067711
38700,0.18365525,14,2.21968171,9.20795337,0.23199266,0.11751138,0,nan,0.00000000,0.00000000,27.55040932,0.28055319,0,0,0,0,12.56936827
38800,0.28830637,30,2.99553859,18.46731319,0.58755496,0.27354948,0,nan,0.00000000,0.00000000,25.51305389,0.22172880,0,0,0,0,13.55263495
38900,0.23638227,34,4.97056009,21.39575812,0.44287576,0.15220214,0,nan,0.00000000,0.00000000,18.86279678,0.14905459,0,0,0,0,12.58123144
39000,0.18206007,16,2.88677605,10.58572705,0.36854137,0.20533248,0,nan,0.00000000,0.00000000,1.33200836,0.01142251,0,0,0,0,29.85796165
39100,0.25511770,3,0.47004934,2.58289734,0.60431091,0.22354107,0,nan,0.00000000,0.00000000,16.16465187,0.17924088,0,0,0,0,14.63552895
39200,0.21223124,15,1.71009636,7.29275829,0.40329744,0.23710378,0,nan,0.00000000,0.00000000,27.92330170,0.15637819,0,0,0,0,13.57901621
39300,0.33732907,0,0.00000000,0.00000000,nan,nan,0,nan,0.00000000,0.00000000,40.50111771,0.50698066,0,0,0,0,17.02340253
39400,0.58041150,16,2.29656389,8.36554268,0.29424141,0.10632976,0,nan,0.00000000,0.00000000,32.35476303,0.19849989,0,0,0,0,15.44118690
39500,0.40270277,1,0.17598233,1.00000000,0.44385624,0.00000000,0,nan,0.00000000,0.00000000,36.11008835,0.20330168,0,0,0,0,12.36216164
39600,0.37520722,2,0.14052482,1.99278276,0.35976728,0.09453557,0,nan,0.00000000,0.00000000,33.23241806,0.67338401,0,0,0,0,11.33453703
39700,0.14602598,5,0.43875276,4.86164151,0.31912676,0.18402537,0,nan,0.00000000,0.00000000,25.56019783,0.25141299,0,0,0,0,11.08137722
39800,0.22616947,10,1.02944303,6.12561037,0.33171017,0.17782060,0,nan,0.00000000,0.00000000,20.83343887,0.19610845,0,0,0,0,12.59265518
39900,0.31056953,2,0.21237553,1.82462578,0.35158925,0.00650285,0,nan,0.00000000,0.00000000,16.81038284,0.08490345,0,0,0,0,16.43567880
40000,0.18346710,10,2.22449910,6.18118031,0.23697525,0.11673441,0,nan,0.00000000,0.00000000,1.48097169,0.01538212,0,0,0,0,28.91470146
40100,0.33256247,7,0.66047957,5.66700133,0.21576027,0.11022525,0,nan,0.00000000,0.00000000,26.98642731,0.12590604,0,0,0,0,13.70286331
40200,0.52687671,4,0.59224045,3.21291740,0.78609188,0.29336011,0,nan,0.00000000,0.00000000,27.47150040,0.20942393,0,0,0,0,19.66771889
40300,0.53276804,0,0.00000000,0.00000000,nan,nan,0,nan,0.00000000,0.00000000,43.21516418,0.70964980,0,0,0,0,33.49020195
40400,0.27590467,1,0.01695059,1.00000000,0.31819043,0.00000000,0,nan,0.00000000,0.00000000,22.09031487,0.29507282,0,0,0,0,15.43053126
40500,0.41135769,1,0.00659367,1.00000000,0.26010638,0.00000000,0,nan,0.00000000,0.00000000,44.19375992,0.46456310,0,0,0,0,18.50128714
40600,0.29670789,4,0.16761563,2.51139174,0.38679924,0.11005476,0,nan,0.00000000,0.00000000,17.50579071,0.18227634,0,0,0,0,15.70590083
40700,0.16281827,3,0.45477402,2.31993220,0.24298480,0.01999504,0,nan,0.00000000,0.00000000,30.76856232,0.26111734,0,0,0,0,12.35165811
40800,0.59595672,0,0.00000000,0.00000000,nan,nan,0,nan,0.00000000,0.00000000,30.03954315,0.35729325,0,0,0,0,18.06304312
40900,0.64480256,9,0.94133109,6.55309158,0.47253997,0.11368593,0,nan,0.00000000,0.00000000,26.92151451,0.27077726,0,0,0,0,15.39237595
41000,0.23826792,20,5.21572275,11.57356811,0.32496602,0.13910785,0,nan,0.00000000,0.00000000,1.33213425,0.00775312,0,0,0,0,29.40949631
41100,0.32320058,4,0.25052149,2.90099607,0.48699784,0.10720901,0,nan,0.00000000,0.00000000,38.90030289,0.30311453,0,0,0,0,23.26509781
41200,0.39740612,3,0.45792902,2.54623727,0.29198809,0.03022785,0,nan,0.00000000,0.00000000,12.77320194,0.12396830,0,0,0,0,19.54513741
41300,0.80045514,4,0.37194092,2.78969687,0.60364113,0.07467262,0,nan,0.00000000,0.00000000,26.11110687,0.20431261,0,0,0,0,20.69218953
41400,0.39688176,3,0.27373044,2.57395278,0.44466622,0.13602626,0,nan,0.00000000,0.00000000,39.62882614,0.51386505,0,0,0,0,22.09155750
41500,0.34291991,8,0.72953715,5.16458749,0.27890830,0.26061238,0,nan,0.00000000,0.00000000,22.50503922,0.21740362,0,0,0,0,12.77005450
41600,0.58042996,3,0.47409660,2.64743023,0.53079947,0.11497483,0,nan,0.00000000,0.00000000,11.68439579,0.09883017,0,0,0,0,26.22054927
41700,0.42801433,2,0.08711536,1.79986471,0.48823144,0.11682391,0,nan,0.00000000,0.00000000,32.72538757,0.25777677,0,0,0,0,20.57674154
41800,0.79519971,0,0.00000000,0.00000000,nan,nan,0,nan,0.00000000,0.00000000,34.50270462,0.20606712,0,0,0,0,22.33269246
41900,0.65115863,5,0.51664967,3.23242409,0.47503696,0.09542450,0,nan,0.00000000,0.00000000,22.31711388,0.23974596,0,0,0,0,18.03245227
42000,0.40018573,16,4.03336836,7.82258262,0.22463432,0.06710382,0,nan,0.00000000,0.00000000,1.56470108,0.01729567,0,0,0,0,31.55527496
42100,0.08998804,9,1.32533036,5.56170895,0.39311513,0.23601003,0,nan,0.00000000,0.00000000,20.04438019,0.11699525,0,0,0,0,13.20980072
42200,0.47534574,2,0.08747891,1.00663375,0.13372901,0.01648890,0,nan,0.00000000,0.00000000,27.92730904,0.31900242,0,0,0,0,15.43269944
42300,0.97701712,3,0.27821942,2.39921024,0.78037829,0.23370382,0,nan,0.00000000,0.00000000,32.57900620,0.40510899,0,0,0,0,19.55611992
42400,0.23589582,4,0.33329429,3.34060395,0.64483049,0.19290625,0,nan,0.00000000,0.00000000,25.43178558,0.30146739,0,0,0,0,13.37052727
42500,1.17677974,0,0.00000000,0.00000000,nan,nan,0,nan,0.00000000,0.00000000,37.07688904,0.43985575,0,0,0,0,16.24881315
42600,0.18090625,5,0.56171325,4.24622019,0.29789020,0.10144220,0,nan,0.00000000,0.00000000,29.23613167,0.28708473,0,0,0,0,12.35309664
42700,0.33559557,3,0.35775019,2.58773436,0.51640946,0.05353022,0,nan,0.00000000,0.00000000,26.09546852,0.20663166,0,0,0,0,12.12244225
42800,0.35464860,0,0.00000000,0.00000000,nan,nan,0,nan,0.00000000,0.00000000,32.24630356,0.42099643,0,0,0,0,14.91550827
42900,0.58444075,0,0.00000000,0.00000000,nan,nan,0,nan,0.00000000,0.00000000,33.66521072,0.45926926,0,0,0,0,23.89051819
43000,0.49291100,6,2.15724520,4.29330292,0.29840600,0.10609585,0,nan,0.00000000,0.00000000,1.49292052,0.02140396,0,0,0,0,59.24868774
43100,0.23922351,12,1.36925315,7.79066682,0.48071969,0.20711656,0,nan,0.00000000,0.00000000,23.70360374,0.30018085,0,0,0,0,12.23914878
43200,0.25239146,10,1.97129078,6.22753171,0.33881734,0.13806638,0,nan,0.00000000,0.00000000,28.75473404,0.25864065,0,0,0,0,12.29525995
43300,0.36614941,0,0.00000000,0.00000000,nan,nan,0,nan,0.00000000,0.00000000,29.15226173,0.26764679,0,0,0,0,18.98902130
43400,0.35791158,15,1.60457014,9.25462300,0.33911637,0.14437580,0,nan,0.00000000,0.00000000,16.68707657,0.15910222,0,0,0,0,17.81232643
43500,0.53365840,6,0.68668306,4.63231557,0.33302712,0.19576358,0,nan,0.00000000,0.00000000,20.43113708,0.26764181,0,0,0,0,17.11546516
43600,0.32686987,0,0.00000000,0.00000000,nan,nan,0,nan,0.00000000,0.00000000,24.21053696,0.24408402,0,0,0,0,17.50253029
43700,0.26564712,21,1.97187737,11.87422330,0.27128751,0.15900856,0,nan,0.00000000,0.00000000,15.59845448,0.19217150,0,0,0,0,12.60479164
43800,0.28087227,6,0.97232670,3.81678340,0.28779395,0.05529657,0,nan,0.00000000,0.00000000,17.01784515,0.17851761,0,0,0,0,14.40025330
43900,0.23999257,21,3.14794481,14.13489502,0.30439050,0.18472314,0,nan,0.00000000,0.00000000,18.93815422,0.34202030,0,0,0,0,12.74972757
44000,0.12106725,14,3.42048030,7.97267572,0.29727788,0.09996601,0,nan,0.00000000,0.00000000,1.53742921,0.01583138,0,0,0,0,28.26327324
44100,0.44721243,1,0.05165215,1.00000000,1.05861568,0.00000000,0,nan,0.00000000,0.00000000,21.87428474,0.22768180,0,0,0,0,13.57584095
44200,0.09940248,27,2.95241861,17.02564106,0.27224320,0.08449886,0,nan,0.00000000,0.00000000,19.62461281,0.18554480,0,0,0,0,10.78311952
44300,0.45882467,9,0.71554221,5.27961668,0.38582303,0.17545613,0,nan,0.00000000,0.00000000,27.06598282,0.35414383,0,0,0,0,16.32575925
44400,0.45613335,11,1.35023696,7.75249735,0.50324127,0.24172273,0,nan,0.00000000,0.00000000,18.62329102,0.22567505,0,0,0,0,16.69189262
44500,0.46934280,3,0.28329444,2.77644303,0.35453746,0.03323660,0,nan,0.00000000,0.00000000,11.24971199,0.28060240,0,0,0,0,18.64708710
44600,0.59449161,1,0.01608175,1.00000000,0.78061694,0.00000000,0,nan,0.00000000,0.00000000,28.08138275,0.45030382,0,0,0,0,14.86908865
44700,0.46666899,3,0.39736918,1.36124914,0.44712600,0.12651607,0,nan,0.00000000,0.00000000,29.01427460,0.53781563,0,0,0,0,15.69300785
44800,0.18990885,5,0.52606571,4.33616622,0.37310953,0.03794511,0,nan,0.00000000,0.00000000,14.41109562,0.36340442,0,0,0,0,12.71123886
44900,0.18762725,6,0.51586465,3.46949484,0.22349386,0.05646420,0,nan,0.00000000,0.00000000,29.13780403,0.31389314,0,0,0,0,15.01832803
45000,0.27640372,5,1.83739404,3.69556187,0.20029422,0.11529537,0,nan,0.00000000,0.00000000,1.41290987,0.02208482,0,0,0,0,46.19349194
45100,0.34450042,1,0.06229022,1.00000000,0.60022295,0.00000000,0,nan,0.00000000,0.00000000,6.38427830,0.11208791,0,0,0,0,16.97447268
45200,0.54375457,3,0.34918147,2.30268784,0.64445168,0.33147031,0,nan,0.00000000,0.00000000,21.75046921,0.20989281,0,0,0,0,20.01678610
45300,0.89200637,1,0.05764391,1.00000000,0.51402372,0.00000000,0,nan,0.00000000,0.00000000,37.64993668,0.92933738,0,0,0,0,19.89953105
45400,0.18752106,3,0.12923570,2.06452843,0.34404212,0.19492618,0,nan,0.00000000,0.00000000,11.31746292,0.11371759,0,0,0,0,11.44479370
45500,0.24805771,12,1.84467268,7.79745502,0.36058022,0.19106997,0,nan,0.00000000,0.00000000,18.63484764,0.13626634,0,0,0,0,11.06003714
45600,0.23566842,15,2.03380889,10.79310294,0.36270771,0.11210349,0,nan,0.00000000,0.00000000,12.50154686,0.23837052,0,0,0,0,10.75906420
45700,0.16032881,3,0.35712158,2.23915623,0.25728957,0.18827240,0,nan,0.00000000,0.00000000,20.76222038,0.27969486,0,0,0,0,9.98001671
45800,0.13147343,37,4.15131071,23.68066146,0.19792275,0.14376002,0,nan,0.00000000,0.00000000,9.27189159,0.15000266,0,0,0,0,8.86206207
45900,0.30407420,17,2.11307309,12.61436230,0.48802301,0.39716104,0,nan,0.00000000,0.00000000,21.84236336,0.36792374,0,0,0,0,15.13105373
46000,0.62802518,3,0.56112302,1.78798243,0.30153315,0.11579294,0,nan,0.00000000,0.00000000,1.23525596,0.01941864,0,0,0,0,50.52418137
46100,0.20454607,11,1.03494723,8.21698636,0.40945410,0.15821296,0,nan,0.00000000,0.00000000,24.44983292,0.26696378,0,0,0,0,12.79877424
46200,0.17229485,9,1.46209881,6.18552782,0.28593856,0.05945821,0,nan,0.00000000,0.00000000,24.03806305,0.29363051,0,0,0,0,12.28007936
46300,0.14465203,23,2.84903352,14.99772696,0.26403587,0.13454317,0,nan,0.00000000,0.00000000,7.21839142,0.11068629,0,0,0,0,10.02126344
46400,0.17170277,44,5.80561590,24.45750286,0.20923477,0.12152482,0,nan,0.00000000,0.00000000,17.07707405,0.34322166,0,0,0,0,9.70311260
46500,0.26166348,0,0.00000000,0.00000000,nan,nan,0,nan,0.00000000,0.00000000,14.12695312,0.16306202,0,0,0,0,13.91997528
46600,0.51369548,9,0.91393631,4.86773304,0.41191847,0.15471960,0,nan,0.00000000,0.00000000,12.25939846,0.16610534,0,0,0,0,17.70661545
46700,0.27845737,3,0.25356299,1.73872853,0.68354077,0.24580064,0,nan,0.00000000,0.00000000,28.72887802,0.46828154,0,0,0,0,17.34473483
46800,0.36823220,32,4.47567506,20.42166145,0.45042785,0.16818511,0,nan,0.00000000,0.00000000,14.53286552,0.10656291,0,0,0,0,15.22077338
46900,0.42554528,25,3.46147277,12.99711404,0.46249250,0.14524555,0,nan,0.00000000,0.00000000,12.22887325,0.13786122,0,0,0,0,16.41538982
47000,0.64674786,3,0.53105050,1.87745928,0.60611396,0.08524031,0,nan,0.00000000,0.00000000,1.22036159,0.02697585,0,0,0,0,40.99293709
47100,0.17153173,3,0.60553905,2.72829400,0.28615935,0.07432382,0,nan,0.00000000,0.00000000,27.29014206,0.53510308,0,0,0,0,nan
47200,0.16442123,10,1.73626191,7.33334456,0.32126623,0.17556297,0,nan,0.00000000,0.00000000,23.62660980,0.49120522,0,0,0,0,12.54920038
47300,0.41594324,27,2.54248020,14.13653520,0.29587715,0.12575506,0,nan,0.00000000,0.00000000,18.90407562,0.28105718,0,0,0,0,14.29521561
47400,0.55583837,11,2.24727189,7.30642092,0.31926555,0.11701917,0,nan,0.00000000,0.00000000,24.77705956,0.39062202,0,0,0,0,14.33437220
47500,0.17240950,3,0.45280263,1.30393259,0.21770296,0.07278932,0,nan,0.00000000,0.00000000,15.64818954,0.17966323,0,0,0,0,9.30421352
47600,0.38291047,24,3.34675099,13.10697429,0.29872996,0.15755430,0,nan,0.00000000,0.00000000,9.57686996,0.13636108,0,0,0,0,12.07151842
47700,0.41340835,0,0.00000000,0.00000000,nan,nan,0,nan,0.00000000,0.00000000,15.79784107,0.21030807,0,0,0,0,16.80901375
47800,0.41744358,21,2.47825663,10.20138071,0.42008668,0.12652531,0,nan,0.00000000,0.00000000,12.62165642,0.22489282,0,0,0,0,13.35364590
47900,0.09835479,44,5.39409615,28.01122125,0.26645788,0.14930466,0,nan,0.00000000,0.00000000,12.44912815,0.27707464,0,0,0,0,6.87409818
48000,0.34820360,12,2.49084491,7.86681310,0.45989094,0.17784989,0,nan,0.00000000,0.00000000,1.35306656,0.02317929,0,0,0,0,36.19945335
48100,0.22591419,8,0.69018938,4.88115616,0.26931368,0.07556569,0,nan,0.00000000,0.00000000,15.22018814,0.30278680,0,0,0,0,12.85629511
48200,0.25599842,25,3.57844552,16.69240110,0.31410306,0.16265554,0,nan,0.00000000,0.00000000,22.47266960,0.47966439,0,0,0,0,12.46202215
48300,0.30017586,30,3.83871669,20.83013178,0.36751315,0.17136772,0,nan,0.00000000,0.00000000,13.35295677,0.16997311,0,0,0,0,11.63153315
48400,0.27071490,10,1.53475768,4.22526678,0.24602985,0.12178835,0,nan,0.00000000,0.00000000,7.87672091,0.12556568,0,0,0,0,14.77546946
48500,0.31065328,2,0.19062483,1.50113049,0.29180718,0.07291400,0,nan,0.00000000,0.00000000,23.22127533,0.53309876,0,0,0,0,13.29634126
48600,0.36301177,30,4.39097596,17.85940499,0.23999004,0.20690367,0,nan,0.00000000,0.00000000,17.51861572,0.42731535,0,0,0,0,11.68777180
48700,0.33693216,4,0.80275644,3.43335543,0.27569079,0.03855077,0,nan,0.00000000,0.00000000,15.45753002,0.28075126,0,0,0,0,10.57941222
48800,0.82959898,12,1.22858101,7.84567241,0.48235507,0.17137834,0,nan,0.00000000,0.00000000,25.60019684,0.41259494,0,0,0,0,17.57362843
48900,0.32088225,42,6.93059292,26.41720712,0.43737655,0.16111276,0,nan,0.00000000,0.00000000,9.91726685,0.27346906,0,0,0,0,15.47877598
49000,0.26173690,12,4.60573753,10.48227626,0.28049576,0.08551031,0,nan,0.00000000,0.00000000,1.26186156,0.01460321,0,0,0,0,27.75846901
49100,0.45699997,16,1.47861169,9.59015418,0.25801815,0.10738411,0,nan,0.00000000,0.00000000,10.80862141,0.27476221,0,0,0,0,15.62664127
49200,0.10656707,3,0.37543852,1.94765480,0.10936581,0.01320833,0,nan,0.00000000,0.00000000,13.22661781,0.32372782,0,0,0,0,8.09514046
49300,0.47715516,1,0.10064551,1.00000000,0.64198750,0.00000000,0,nan,0.00000000,0.00000000,23.75249100,0.25881106,0,0,0,0,27.74982643
49400,0.13374654,14,2.12774785,6.44224523,0.24952515,0.09011650,0,nan,0.00000000,0.00000000,19.52864265,0.15955761,0,0,0,0,8.87594922
49500,0.14329590,13,2.08948842,8.38725892,0.25978134,0.14611305,0,nan,0.00000000,0.00000000,26.04943466,0.39164585,0,0,0,0,10.19856548
49600,0.23109205,8,0.74062365,6.62177359,0.27101906,0.10627923,0,nan,0.00000000,0.00000000,17.88924026,0.13400587,0,0,0,0,8.21730423
49700,0.23112545,41,5.31062332,25.68593240,0.29739654,0.15075771,0,nan,0.00000000,0.00000000,9.33621407,0.14839400,0,0,0,0,12.21095530
49800,0.31509482,28,3.67914922,18.81306847,0.37797216,0.25066271,0,nan,0.00000000,0.00000000,23.11601067,0.45938647,0,0,0,0,13.86428680
49900,0.18917179,65,11.66118492,39.23653945,0.19338970,0.12328471,0,nan,0.00000000,0.00000000,7.78516960,0.15319006,0,0,0,0,8.21496682
50000,0.70150055,9,3.07845637,6.51063320,0.29530564,0.10609358,0,nan,0.00000000,0.00000000,1.37839699,0.02608126,0,0,0,0,48.46766917
50100,1.04270256,0,0.00000000,0.00000000,nan,nan,0,nan,0.00000000,0.00000000,13.81572723,0.32665744,0,0,0,0,22.82561429
50200,0.94309260,0,0.00000000,0.00000000,nan,nan,0,nan,0.00000000,0.00000000,11.70039940,0.19834438,0,0,0,0,22.26565297
50300,0.44539470,7,0.67745128,5.43188616,0.21852225,0.13581303,0,nan,0.00000000,0.00000000,11.79274082,0.20575754,0,0,0,0,16.43197823
50400,0.84195411,0,0.00000000,0.00000000,nan,nan,0,nan,0.00000000,0.00000000,25.02320862,0.54504466,0,0,0,0,23.91880894
50500,0.62792904,0,0.00000000,0.00000000,nan,nan,0,nan,0.00000000,0.00000000,28.40896225,0.41577703,0,0,0,0,24.42254972
50600,0.81210383,6,0.19606921,2.38767049,0.42887597,0.08564893,0,nan,0.00000000,0.00000000,24.56075287,0.38963291,0,0,0,0,19.62700081
50700,0.35508164,0,0.00000000,0.00000000,nan,nan,0,nan,0.00000000,0.00000000,20.37607384,0.34659651,0,0,0,0,16.81374454
50800,1.10694388,0,0.00000000,0.00000000,nan,nan,0,nan,0.00000000,0.00000000,29.11185074,0.34516510,0,0,0,0,21.73995209
50900,0.11211891,0,0.00000000,0.00000000,nan,nan,0,nan,0.00000000,0.00000000,8.63189316,0.05959922,0,0,0,0,12.55070424
51000,0.58515216,0,0.00000000,0.00000000,nan,nan,0,nan,0.00000000,0.00000000,1.42617393,0.01725269,0,0,0,0,57.29855601
51100,0.40327079,0,0.00000000,0.00000000,nan,nan,0,nan,0.00000000,0.00000000,3.50475359,0.08964629,0,0,0,0,23.43515301
51200,0.11823771,3,0.75979265,1.93611734,0.20333558,0.11617994,0,nan,0.00000000,0.00000000,3.77335858,0.06587686,0,0,0,0,14.62609553
51300,0.35272265,5,0.60165162,4.22005259,0.30965405,0.08790686,0,nan,0.00000000,0.00000000,35.09692383,0.38000560,0,0,0,0,14.17622630
51400,0.42963082,0,0.00000000,0.00000000,nan,nan,0,nan,0.00000000,0.00000000,19.31757736,0.16982055,0,0,0,0,14.98686949
51500,0.37213496,0,0.00000000,0.00000000,nan,nan,0,nan,0.00000000,0.00000000,20.10172272,0.15688536,0,0,0,0,17.70977306
51600,0.71784502,0,0.00000000,0.00000000,nan,nan,0,nan,0.00000000,0.00000000,18.20814133,0.17692405,0,0,0,0,20.90991688
51700,0.58481545,0,0.00000000,0.00000000,nan,nan,0,nan,0.00000000,0.00000000,11.86528015,0.19333002,0,0,0,0,14.67631626
51800,0.48443979,0,0.00000000,0.00000000,nan,nan,0,nan,0.00000000,0.00000000,10.29220867,0.08059511,0,0,0,0,14.96970081
51900,0.13787334,4,0.31035220,1.61558692,0.29341008,0.15735194,0,nan,0.00000000,0.00000000,10.13015079,0.09300200,0,0,0,0,10.37998819
52000,0.62340400,7,2.80266183,5.17520043,0.30220710,0.09782088,0,nan,0.00000000,0.00000000,1.51513648,0.02631325,0,0,0,0,46.09501648
52100,0.22666042,1,0.03200420,1.00000000,0.24982043,0.00000000,0,nan,0.00000000,0.00000000,5.22916126,0.12482206,0,0,0,0,14.78402576
52200,0.33703150,1,0.03001902,1.00000000,0.62695199,0.00000000,0,nan,0.00000000,0.00000000,3.24831223,0.04180740,0,0,0,0,22.45791969
52300,0.42832529,0,0.00000000,0.00000000,nan,nan,0,nan,0.00000000,0.00000000,27.19440842,0.55272609,0,0,0,0,17.15572882
52400,0.42840009,3,0.39421783,1.36063698,0.49942103,0.05620139,0,nan,0.00000000,0.00000000,32.31475449,0.41791996,0,0,0,0,13.30846119
52500,0.63002559,0,0.00000000,0.00000000,nan,nan,0,nan,0.00000000,0.00000000,24.24562836,0.17026046,0,0,0,0,17.30977035
52600,0.49034332,0,0.00000000,0.00000000,nan,nan,0,nan,0.00000000,0.00000000,12.64427376,0.11367652,0,0,0,0,16.34260114
52700,0.47983494,0,0.00000000,0.00000000,nan,nan,0,nan,0.00000000,0.00000000,27.24577904,0.46196577,0,0,0,0,15.95258999
52800,0.29951858,5,0.53074614,3.66751901,0.24743585,0.12176917,0,nan,0.00000000,0.00000000,14.02267838,0.17283891,0,0,0,0,13.66478888
52900,0.27197126,0,0.00000000,0.00000000,nan,nan,0,nan,0.00000000,0.00000000,29.31042480,0.57055688,0,0,0,0,14.68909383
53000,0.77152660,3,0.23675049,2.43943854,0.19475780,0.04154193,0,nan,0.00000000,0.00000000,1.20612800,0.02507102,0,0,0,0,47.26933670
53100,0.86599108,0,0.00000000,0.00000000,nan,nan,0,nan,0.00000000,0.00000000,6.60151672,0.67760259,0,0,0,0,24.39440982
53200,0.54876305,0,0.00000000,0.00000000,nan,nan,0,nan,0.00000000,0.00000000,18.01378632,0.42411298,0,0,0,0,19.24618196
53300,0.46927881,1,0.14341691,1.00000000,0.42206857,0.00000000,0,nan,0.00000000,0.00000000,17.94502258,0.21287809,0,0,0,0,15.47273254
53400,0.15190111,5,0.62430854,4.11086240,0.12749204,0.06782563,0,nan,0.00000000,0.00000000,12.91837406,0.12534557,0,0,0,0,11.51009750
53500,0.57012451,2,0.24844381,1.35030917,0.37128259,0.05550814,0,nan,0.00000000,0.00000000,31.91936493,0.56405598,0,0,0,0,17.35907674
53600,0.33697498,5,0.82612153,3.32879894,0.31044368,0.08370765,0,nan,0.00000000,0.00000000,19.82864380,0.22003037,0,0,0,0,12.47966266
53700,0.55375017,3,0.47042258,2.19535934,0.32514802,0.05804972,0,nan,0.00000000,0.00000000,14.40069580,0.10053042,0,0,0,0,14.16312313
53800,0.48045461,7,1.07359401,4.59565408,0.37859947,0.15900061,0,nan,0.00000000,0.00000000,9.35593605,0.17469379,0,0,0,0,12.52743340
53900,0.31174540,5,0.81396355,3.84233019,0.15834457,0.13311294,0,nan,0.00000000,0.00000000,15.08019829,0.24600023,0,0,0,0,14.37321186
54000,0.36900293,6,1.29101007,3.46251313,0.51361917,0.16970523,0,nan,0.00000000,0.00000000,1.37341964,0.02660422,0,0,0,0,41.71851158
