step,surprise_raw,surprise_clipped,state_action_pseudo_count,familiarity,e_t,block_E_k,W_k,block_completed,warmup_remaining,regime_change,mean_total_var,mean_epistemic_var,gradient_coherence,gradient_novelty,predictor_nll
1300,2.97384262,2.97384262,0,0.00000000,0.00000000,nan,0.00000000,0,8699,0,2.33804870,0.11876098,0.01256504,0.98743496,46.74611282
1400,2.10814452,2.10814452,0,0.00000000,0.00000000,nan,0.00000000,0,8599,0,2.45875788,0.10579886,0.11762245,0.88237755,40.49818134
1500,0.62706006,0.62706006,0,0.00000000,0.00000000,nan,0.00000000,0,8499,0,21.94387817,0.39070827,-0.02608716,1.02608716,33.61738348
1600,0.67830044,0.67830044,0,0.00000000,0.00000000,nan,0.00000000,0,8399,0,4.72783232,0.14007542,0.06720211,0.93279789,28.28980637
1700,0.56011778,0.56011778,0,0.00000000,0.00000000,nan,0.00000000,0,8299,0,10.01415634,0.23335153,-0.03188087,1.03188087,29.47676697
1800,0.35673082,0.35673082,0,0.00000000,0.00000000,nan,0.00000000,0,8199,0,27.15622711,0.36849231,-0.03159059,1.03159059,30.09227257
1900,0.24542744,0.24542744,0,0.00000000,0.00000000,nan,0.00000000,0,8099,0,24.18016434,0.35560143,0.00436307,0.99563693,25.54269473
2000,7.30749273,7.30749273,0,0.00000000,0.00000000,nan,0.00000000,0,7999,0,1.08176839,0.00459704,-0.19163751,1.19163751,81.15633901
2100,0.94742405,0.94742405,0,0.00000000,0.00000000,nan,0.00000000,0,7899,0,6.03144836,0.21648321,-0.05794220,1.05794220,31.39458084
2200,0.36200470,0.36200470,0,0.00000000,0.00000000,nan,0.00000000,0,7799,0,4.12004423,0.11524417,0.01761662,0.98238338,23.27303251
2300,1.68502665,1.68502665,0,0.00000000,0.00000000,nan,0.00000000,0,7699,0,19.25913429,0.24125960,0.01953761,0.98046239,42.17599106
2400,0.48340517,0.48340517,0,0.00000000,0.00000000,nan,0.00000000,0,7599,0,15.02663994,0.34707713,0.04992784,0.95007216,26.02514966
2500,0.15455055,0.15455055,0,0.00000000,0.00000000,nan,0.00000000,0,7499,0,37.07405853,0.60664850,-0.02822568,1.02822568,24.50390005
2600,0.30278143,0.30278143,0,0.00000000,0.00000000,nan,0.00000000,0,7399,0,17.61027527,0.26524231,0.06894202,0.93105798,24.99955654
2700,0.39570412,0.39570412,0,0.00000000,0.00000000,nan,0.00000000,0,7299,0,12.21194935,0.16174975,0.05575849,0.94424151,24.62842846
2800,1.01801634,1.01801634,0,0.00000000,0.00000000,nan,0.00000000,0,7199,0,23.27723503,0.26258948,0.01215253,0.98784747,33.41485214
2900,0.67070460,0.67070460,0,0.00000000,0.00000000,nan,0.00000000,0,7099,0,6.94702816,0.09412243,0.07603515,0.92396485,26.57429504
3000,6.83326721,6.83326721,0,0.00000000,0.00000000,nan,0.00000000,0,6999,0,1.10696423,0.00423236,0.15075647,0.84924353,79.29985046
3100,1.99522841,1.99522841,0,0.00000000,0.00000000,nan,0.00000000,0,6899,0,2.88136959,0.07491002,0.09640126,0.90359874,35.90509605
3200,0.47965240,0.47965240,0,0.00000000,0.00000000,nan,0.00000000,0,6799,0,18.84115601,0.27567339,-0.04041860,1.04041860,25.89319086
3300,1.94531822,1.94531822,0,0.00000000,0.00000000,nan,0.00000000,0,6699,0,5.92920351,0.10594731,0.08118218,0.91881782,38.18356094
3400,0.63007003,0.63007003,0,0.00000000,0.00000000,nan,0.00000000,0,6599,0,28.13292122,0.39579451,0.00581121,0.99418879,28.28291512
3500,0.46552435,0.46552435,0,0.00000000,0.00000000,nan,0.00000000,0,6499,0,30.08323860,0.28270313,0.07614633,0.92385367,26.29909261
3600,0.28941351,0.28941351,0,0.00000000,0.00000000,nan,0.00000000,0,6399,0,21.66179466,0.17536825,0.03347449,0.96652551,25.51396036
3700,0.52838206,0.52838206,0,0.00000000,0.00000000,nan,0.00000000,0,6299,0,19.65099525,0.14775914,0.00499556,0.99500444,27.96118975
3800,0.34469721,0.34469721,0,0.00000000,0.00000000,nan,0.00000000,0,6199,0,33.32271576,0.46835408,-0.00326166,1.00326166,28.66310183
3900,0.22922209,0.22922209,0,0.00000000,0.00000000,nan,0.00000000,0,6099,0,12.64605045,0.11492973,0.12104522,0.87895478,23.29161119
4000,6.29110956,6.29110956,0,0.00000000,0.00000000,nan,0.00000000,0,5999,0,1.17062116,0.00633963,0.35524591,0.64475409,73.31043498
4100,0.85496861,0.85496861,0,0.00000000,0.00000000,nan,0.00000000,0,5899,0,6.67729712,0.11603364,-0.01092112,1.01092112,27.92648570
4200,0.84512627,0.84512627,0,0.00000000,0.00000000,nan,0.00000000,0,5799,0,4.19916105,0.05717158,0.12170738,0.87829262,26.79483223
4300,0.55311823,0.55311823,0,0.00000000,0.00000000,nan,0.00000000,0,5699,0,24.96342087,0.28420386,-0.00469099,1.00469099,27.69261551
4400,0.20891789,0.20891789,0,0.00000000,0.00000000,nan,0.00000000,0,5599,0,47.67720032,0.42512733,-0.00235821,1.00235821,26.37176933
4500,0.90769303,0.90769303,0,0.00000000,0.00000000,nan,0.00000000,0,5499,0,24.04230499,0.21268624,0.04932259,0.95067741,30.92058372
4600,0.40448692,0.40448692,0,0.00000000,0.00000000,nan,0.00000000,0,5399,0,22.81489372,0.26394749,-0.06282232,1.06282232,24.91798337
4700,0.75603700,0.75603700,0,0.00000000,0.00000000,nan,0.00000000,0,5299,0,25.24256325,0.13300951,0.00762295,0.99237705,29.59675217
4800,0.54475051,0.54475051,0,0.00000000,0.00000000,nan,0.00000000,0,5199,0,40.03779602,0.27606747,0.09544511,0.90455489,27.88652325
4900,0.77185082,0.77185082,0,0.00000000,0.00000000,nan,0.00000000,0,5099,0,19.82775688,0.12129642,0.11581709,0.88418291,28.26073647
5000,4.53526211,4.53526211,0,0.00000000,0.00000000,nan,0.00000000,0,4999,0,1.13713157,0.00357908,0.05458448,0.94541552,57.59336599
5100,2.76452684,2.76452684,0,0.00000000,0.00000000,nan,0.00000000,0,4899,0,2.63649201,0.03197381,0.14913680,0.85086320,42.61990229
5200,0.94040322,0.94040322,0,0.00000000,0.00000000,nan,0.00000000,0,4799,0,10.54086304,0.11960808,-0.00234998,1.00234998,29.72218399
5300,0.41056097,0.41056097,0,0.00000000,0.00000000,nan,0.00000000,0,4699,0,26.78571701,0.18195230,-0.08427417,1.08427417,25.97006162
5400,0.55299085,0.55299085,0,0.00000000,0.00000000,nan,0.00000000,0,4599,0,5.75467348,0.07861333,-0.04256343,1.04256343,24.16145325
5500,0.87725717,0.87725717,0,0.00000000,0.00000000,nan,0.00000000,0,4499,0,41.33557129,0.25530022,0.16944316,0.83055684,32.55934811
5600,0.35758603,0.35758603,0,0.00000000,0.00000000,nan,0.00000000,0,4399,0,27.30002594,0.10347260,0.04925285,0.95074715,25.15082359
5700,0.53635079,0.53635079,0,0.00000000,0.00000000,nan,0.00000000,0,4299,0,43.95972443,0.17646366,-0.07672995,1.07672995,27.20252419
5800,0.54779464,0.54779464,0,0.00000000,0.00000000,nan,0.00000000,0,4199,0,46.72382355,0.32220566,-0.04593473,1.04593473,30.15821648
5900,0.35860363,0.35860363,0,0.00000000,0.00000000,nan,0.00000000,0,4099,0,29.39167595,0.17743142,-0.09199426,1.09199426,26.09571139
6000,1.78060961,1.78060961,0,0.00000000,0.00000000,nan,0.00000000,0,3999,0,1.16289139,0.00264922,-0.46534082,1.46534082,33.59619013
6100,0.62073803,0.62073803,0,0.00000000,0.00000000,nan,0.00000000,0,3899,0,25.02928352,0.11164459,0.01255013,0.98744987,27.88769226
6200,1.18999183,1.18999183,0,0.00000000,0.00000000,nan,0.00000000,0,3799,0,22.32571030,0.19760613,0.08227598,0.91772402,33.14460468
6300,0.38261238,0.38261238,0,0.00000000,0.00000000,nan,0.00000000,0,3699,0,44.40328598,0.13320230,0.02950483,0.97049517,26.34474182
6400,0.53155923,0.53155923,0,0.00000000,0.00000000,nan,0.00000000,0,3599,0,29.34419441,0.13531739,-0.02429466,1.02429466,28.00804710
6500,0.43534759,0.43534759,0,0.00000000,0.00000000,nan,0.00000000,0,3499,0,35.60457993,0.15243477,0.11205952,0.88794048,25.93078677
6600,0.50924122,0.50924122,0,0.00000000,0.00000000,nan,0.00000000,0,3399,0,33.81248474,0.12708826,0.14842990,0.85157010,27.14480352
6700,0.42816776,0.42816776,0,0.00000000,0.00000000,nan,0.00000000,0,3299,0,48.64513397,0.26679775,-0.06159305,1.06159305,29.01915359
6800,0.32255968,0.32255968,0,0.00000000,0.00000000,nan,0.00000000,0,3199,0,38.57549286,0.18605286,0.07011088,0.92988912,25.20117378
6900,0.24577178,0.24577178,0,0.00000000,0.00000000,nan,0.00000000,0,3099,0,46.43018341,0.18010895,0.05995584,0.94004416,24.79415894
7000,5.81356525,5.81356525,0,0.00000000,0.00000000,nan,0.00000000,0,2999,0,1.20555508,0.00513959,0.15741580,0.84258420,69.91300774
7100,1.03232098,1.03232098,0,0.00000000,0.00000000,nan,0.00000000,0,2899,0,45.32508087,0.28885588,0.07665403,0.92334597,33.49432437
7200,0.52819192,0.52819192,0,0.00000000,0.00000000,nan,0.00000000,0,2799,0,46.79885483,0.19617932,-0.09691455,1.09691455,31.02998114
7300,0.65050662,0.65050662,0,0.00000000,0.00000000,nan,0.00000000,0,2699,0,10.08867550,0.06812403,0.06825895,0.93174105,26.02334468
7400,0.64980704,0.64980704,0,0.00000000,0.00000000,nan,0.00000000,0,2599,0,48.55915833,0.15311055,0.02843974,0.97156026,29.71145439
7500,0.58163714,0.58163714,0,0.00000000,0.00000000,nan,0.00000000,0,2499,0,27.80421829,0.12762852,0.06377515,0.93622485,25.86554718
7600,0.37351814,0.37351814,0,0.00000000,0.00000000,nan,0.00000000,0,2399,0,36.74638367,0.09033725,-0.01221038,1.01221038,25.01787615
7700,0.66576028,0.66576028,0,0.00000000,0.00000000,nan,0.00000000,0,2299,0,4.98803282,0.04248881,0.07855148,0.92144852,24.36176729
7800,0.43106747,0.43106747,0,0.00000000,0.00000000,nan,0.00000000,0,2199,0,40.54495239,0.17987353,0.05620079,0.94379921,27.02257729
7900,0.61978781,0.61978781,0,0.00000000,0.00000000,nan,0.00000000,0,2099,0,18.01998138,0.08413046,0.01562957,0.98437043,26.23940150
8000,7.63115120,7.63115120,0,0.00000000,0.00000000,nan,0.00000000,0,1999,0,1.21029532,0.00345295,-0.05090242,1.05090242,86.59148598
8100,0.66093129,0.66093129,0,0.00000000,0.00000000,nan,0.00000000,0,1899,0,41.02331924,0.14479880,0.18982074,0.81017926,30.84565210
8200,0.65016705,0.65016705,0,0.00000000,0.00000000,nan,0.00000000,0,1799,0,24.09542847,0.08751401,0.18814286,0.81185714,27.05108404
8300,0.34269863,0.34269863,0,0.00000000,0.00000000,nan,0.00000000,0,1699,0,40.18832016,0.12168559,-0.01204270,1.01204270,24.26730537
8400,0.18866749,0.18866749,0,0.00000000,0.00000000,nan,0.00000000,0,1599,0,35.69302750,0.08860960,0.26565591,0.73434409,22.23518133
8500,1.27724802,1.27724802,0,0.00000000,0.00000000,nan,0.00000000,0,1499,0,28.30125046,0.13137209,0.02095654,0.97904346,31.20956230
8600,0.92992920,0.92992920,0,0.00000000,0.00000000,nan,0.00000000,0,1399,0,6.54871321,0.02462132,0.11524255,0.88475745,27.33831215
8700,0.16578060,0.16578060,0,0.00000000,0.00000000,nan,0.00000000,0,1299,0,41.78861618,0.11304465,0.00041713,0.99958287,21.57430124
8800,0.42696306,0.42696306,0,0.00000000,0.00000000,nan,0.00000000,0,1199,0,38.08831406,0.07449811,0.16056083,0.83943917,24.67694044
8900,0.37898481,0.37898481,0,0.00000000,0.00000000,nan,0.00000000,0,1099,0,47.99909973,0.12729816,-0.14475919,1.14475919,23.51496029
9000,3.60400605,3.60400605,0,0.00000000,0.00000000,nan,0.00000000,0,999,0,1.09804702,0.00140028,-0.18810854,1.18810854,49.23427963
9100,0.38921377,0.38921377,0,0.00000000,0.00000000,nan,0.00000000,0,899,0,25.37194061,0.12819937,-0.25779656,1.25779656,24.58597374
9200,1.02977014,1.02977014,0,0.00000000,0.00000000,nan,0.00000000,0,799,0,44.88309860,0.16276771,-0.19545809,1.19545809,33.99505488
9300,0.45503828,0.45503828,0,0.00000000,0.00000000,nan,0.00000000,0,699,0,13.47064590,0.07752614,-0.05672640,1.05672640,23.63606977
9400,0.62429017,0.62429017,0,0.00000000,0.00000000,nan,0.00000000,0,599,0,27.42831039,0.11075056,0.14444830,0.85555170,25.80795193
9500,0.61068273,0.61068273,0,0.00000000,0.00000000,nan,0.00000000,0,499,0,27.49554062,0.05285383,0.03135201,0.96864799,26.17232370
9600,0.28980640,0.28980640,0,0.00000000,0.00000000,nan,0.00000000,0,399,0,19.53291130,0.03248866,0.14020809,0.85979191,21.80696011
9700,0.80374247,0.80374247,0,0.00000000,0.00000000,nan,0.00000000,0,299,0,46.74728775,0.17237130,0.18309709,0.81690291,27.90085459
9800,0.24059971,0.24059971,0,0.00000000,0.00000000,nan,0.00000000,0,199,0,39.86405182,0.10458361,-0.03109465,1.03109465,21.15575663
9900,0.50589997,0.50589997,0,0.00000000,0.00000000,nan,0.00000000,0,99,0,23.44552040,0.09746837,0.08530383,0.91469617,24.85989475
10000,3.93221235,3.93221235,0,0.00000000,0.00000000,nan,0.00000000,0,0,0,1.19159770,0.00373118,0.11299828,0.88700172,53.17644024
10100,0.38138473,0.38138473,0,0.00000000,0.00000000,nan,0.00000000,0,0,0,8.80045414,0.03875202,0.03187720,0.96812280,21.78092117
10200,1.43232226,1.43232226,2,0.18126925,0.00154645,nan,0.00000000,0,0,0,6.69891930,0.04291959,0.00280446,0.99719554,31.07052612
10300,0.27697742,0.27697742,0,0.00000000,0.00000000,nan,0.00000000,0,0,0,19.63430977,0.04228557,0.02368514,0.97631486,21.53914833
10400,0.73918885,0.73918885,7,0.50341470,0.04747434,nan,0.00000000,0,0,0,15.87825203,0.06488567,0.00062738,0.99937262,23.92443085
10500,0.34207481,0.34207481,7,0.50341470,0.02196973,nan,0.00000000,0,0,0,14.75777149,0.04359629,0.18414347,0.81585653,20.51478958
10600,0.25653255,0.25653255,1,0.09516258,0.00002104,nan,0.00000000,0,0,0,38.33901215,0.13275464,-0.07589752,1.07589752,22.91782990
10700,0.38904375,0.38904375,10,0.63212056,0.06211523,nan,0.00000000,0,0,0,34.58467102,0.10269651,-0.01248913,1.01248913,22.78270292
10800,0.72857296,0.72857296,4,0.32967995,0.00860683,nan,0.00000000,0,0,0,26.01103401,0.07875273,0.03331375,0.96668625,24.52942975
10900,0.42330366,0.42330366,3,0.25918178,0.00191016,nan,0.00000000,0,0,0,33.85432434,0.08147846,-0.03166269,1.03166269,21.94292068
11000,8.42102909,8.42102909,6,0.45118836,0.34897694,nan,0.00000000,0,0,0,1.19629228,0.00349100,-0.20847436,1.20847436,94.48947525
11100,0.82488692,0.82488692,12,0.69880579,0.19670726,nan,0.00000000,0,0,0,9.23330498,0.08241752,-0.16058717,1.16058717,25.59987068
11200,0.44014156,0.44014156,5,0.39346934,0.01054960,nan,0.00000000,0,0,0,12.75268936,0.06497415,0.04596674,0.95403326,23.50300980
11300,0.39389455,0.39389455,0,0.00000000,0.00000000,nan,0.00000000,0,0,0,43.06694794,0.10756203,-0.19774995,1.19774995,24.73376846
11400,0.31964174,0.31964174,7,0.50341470,0.02052896,nan,0.00000000,0,0,0,23.46794891,0.05479439,0.11730570,0.88269430,20.81987381
11500,0.87718654,0.87718654,9,0.59343034,0.10878548,nan,0.00000000,0,0,0,17.87320900,0.03703520,-0.01406507,1.01406507,26.72555161
11600,0.17433031,0.17433031,11,0.66712892,0.03453122,nan,0.00000000,0,0,0,44.00594711,0.10665008,-0.00380468,1.00380468,21.10669613
11700,0.41777301,0.41777301,4,0.32967995,0.00493527,nan,0.00000000,0,0,0,47.17834473,0.11438937,0.07602635,0.92397365,26.36990023
11800,0.75628495,0.75628495,16,0.79810348,0.30684728,nan,0.00000000,0,0,0,26.35712814,0.04945583,0.16066309,0.83933691,27.37857628
11900,0.33782017,0.33782017,9,0.59343034,0.04189523,nan,0.00000000,0,0,0,12.93235016,0.03609388,0.32728435,0.67271565,19.85544968
12000,5.18403292,5.18403292,24,0.90928205,3.54374298,nan,0.00000000,0,0,0,1.12320662,0.00282164,0.00170722,0.99829278,61.42963537
12100,0.19453162,0.19453162,4,0.32967995,0.00229805,nan,0.00000000,0,0,0,15.05230045,0.06760173,-0.09492900,1.09492900,20.18013954
12200,0.63789868,0.63789868,26,0.92572642,0.46847060,nan,0.00000000,0,0,0,27.26944351,0.06052933,-0.02468720,1.02468720,25.81259664
12300,0.23193489,0.23193489,8,0.55067104,0.02132726,nan,0.00000000,0,0,0,49.70969772,0.10299286,-0.01465864,1.01465864,22.57117128
12400,0.24628989,0.24628989,15,0.77686984,0.08970975,nan,0.00000000,0,0,0,33.85130310,0.10729907,-0.04099047,1.04099047,21.75427119
12500,0.66149294,0.66149294,23,0.89974116,0.43350645,nan,0.00000000,0,0,0,20.78866577,0.06099170,0.15712211,0.84287789,25.58542633
12600,0.44823539,0.44823539,7,0.50341470,0.02878788,nan,0.00000000,0,0,0,33.43789673,0.07588950,0.06039818,0.93960182,23.20981693
12700,0.72509640,0.72509640,42,0.98500442,0.68257201,nan,0.00000000,0,0,0,38.35771942,0.12071191,-0.11075090,1.11075090,23.35655912
12800,0.25829637,0.25829637,36,0.97267628,0.23120201,nan,0.00000000,0,0,0,14.62782478,0.07736701,0.02278885,0.97721115,19.55632114
12900,0.38906607,0.38906607,16,0.79810348,0.15785567,nan,0.00000000,0,0,0,17.28139877,0.06258567,0.14036777,0.85963223,19.67796707
13000,3.40228868,3.40228868,37,0.97527647,3.07809593,nan,0.00000000,0,0,0,1.14723372,0.00251245,0.13657070,0.86342930,46.93246206
13100,0.34325302,0.34325302,13,0.72746821,0.09613254,nan,0.00000000,0,0,0,7.39094210,0.03198973,0.12965185,0.87034815,20.73063850
13200,0.98658913,0.98658913,9,0.59343034,0.12235320,nan,0.00000000,0,0,0,23.06426620,0.07773413,-0.14786433,1.14786433,26.40920162
13300,0.32838869,0.32838869,14,0.75340304,0.10580292,nan,0.00000000,0,0,0,17.78545570,0.08508635,-0.00046618,1.00046618,20.71351369
13400,0.92968148,0.92968148,23,0.89974116,0.60926261,nan,0.00000000,0,0,0,27.32849121,0.06907015,-0.14124719,1.14124719,27.21711082
13500,0.60915500,0.60915500,23,0.89974116,0.39920701,nan,0.00000000,0,0,0,27.04706573,0.05675757,0.04935134,0.95064866,24.27612972
13600,0.34773085,0.34773085,23,0.89974116,0.22788386,nan,0.00000000,0,0,0,47.08421326,0.14025865,-0.00232282,1.00232282,28.78916454
13700,0.36853212,0.36853212,15,0.77686984,0.13423581,nan,0.00000000,0,0,0,46.65607071,0.15153591,0.06411035,0.93588965,25.15318871
13800,0.41895136,0.41895136,23,0.89974116,0.27455791,nan,0.00000000,0,0,0,23.04054070,0.04725908,0.12422663,0.87577337,20.83831673
13900,0.15550478,0.15550478,2,0.18126925,0.00016790,nan,0.00000000,0,0,0,46.69602585,0.19471209,-0.06545055,1.06545055,26.77154477
14000,3.18278837,3.18278837,43,0.98643144,3.01352909,nan,0.00000000,0,0,0,1.10733545,0.00290731,-0.06635337,1.06635337,43.77640406
14100,1.20374703,1.20374703,16,0.79810348,0.48839595,nan,0.00000000,0,0,0,6.37979937,0.03462559,0.09212275,0.90787725,27.48004103
14200,0.95270419,0.95270419,11,0.66712892,0.18871097,nan,0.00000000,0,0,0,2.95000863,0.01383248,-0.06229444,1.06229444,25.03683567
14300,0.50033164,0.50033164,3,0.25918178,0.00225775,nan,0.00000000,0,0,0,18.36326599,0.05973110,-0.26330401,1.26330401,22.73527813
14400,0.44025004,0.44025004,5,0.39346934,0.01055220,nan,0.00000000,0,0,0,16.12679291,0.05726998,0.03610844,0.96389156,20.72451401
14500,0.35332230,0.35332230,8,0.55067104,0.03248927,nan,0.00000000,0,0,0,36.76308060,0.15037584,0.11255892,0.88744108,20.58004761
14600,1.23011184,1.23011184,22,0.88919684,0.76901754,nan,0.00000000,0,0,0,4.15388584,0.01424580,-0.01662143,1.01662143,27.18907674
14700,0.80709445,0.80709445,52,0.99448344,0.78943173,nan,0.00000000,0,0,0,2.55898023,0.00968110,0.44439884,0.55560116,22.43550587
14800,1.18972063,1.18972063,44,0.98772266,1.13236141,nan,0.00000000,0,0,0,3.28233981,0.02019719,0.18755136,0.81244864,26.51875534
14900,0.19286907,0.19286907,46,0.98994816,0.18523046,nan,0.00000000,0,0,0,25.77039528,0.07049988,-0.17072884,1.17072884,17.06265640
15000,4.84922266,4.84922266,61,0.99775713,4.80586414,nan,0.00000000,0,0,0,1.12146413,0.00291699,0.02470192,0.97529808,56.29534149
15100,0.86852169,0.86852169,46,0.98994816,0.83412375,nan,0.00000000,0,0,0,5.79475641,0.02930619,0.04949601,0.95050399,24.96857452
15200,0.25299290,0.25299290,40,0.98168436,0.23496102,nan,0.00000000,0,0,0,25.47301483,0.06016104,0.26364965,0.73635035,17.53767800
15300,0.35771862,0.35771862,58,0.99697245,0.35340620,nan,0.00000000,0,0,0,8.17571545,0.04014928,-0.10114196,1.10114196,18.49362755
15400,0.56098145,0.56098145,16,0.79810348,0.22760685,nan,0.00000000,0,0,0,14.37629509,0.05614350,-0.08155452,1.08155452,19.51449203
15500,0.74910277,0.74910277,10,0.63212056,0.11960272,nan,0.00000000,0,0,0,6.51847696,0.03760185,-0.03297326,1.03297326,22.68001480
15600,0.71378702,0.71378702,26,0.92572642,0.52420274,nan,0.00000000,0,0,0,38.07229233,0.13852549,0.06825553,0.93174447,25.17853928
15700,0.44445312,0.44445312,3,0.25918178,0.00200560,nan,0.00000000,0,0,0,18.94021034,0.04907078,0.13331222,0.86668778,20.81365967
15800,0.65706229,0.65706229,55,0.99591323,0.64638690,nan,0.00000000,0,0,0,7.30109835,0.03132440,0.07233499,0.92766501,20.99084218
15900,1.20016074,1.20016074,17,0.81731648,0.53555050,nan,0.00000000,0,0,0,31.65433693,0.08386100,-0.12607565,1.12607565,27.59517813
16000,3.63739514,3.63739514,47,0.99090472,3.50685715,nan,0.00000000,0,0,0,1.09150040,0.00219526,-0.09125845,1.09125845,49.45145416
16100,0.67631096,0.67631096,47,0.99090472,0.65203967,nan,0.12997796,0,0,0,4.85448217,0.03816240,-0.05382784,1.05382784,22.74495602
16200,0.68516761,0.68516761,32,0.95923780,0.58009878,nan,0.08751814,0,0,0,25.21961212,0.07878739,-0.10819062,1.10819062,24.07103475
16300,0.10317364,0.10317364,50,0.99326205,0.10042090,nan,0.07496804,0,0,0,4.77616739,0.01647992,-0.07011711,1.07011711,16.70068741
16400,1.09542143,1.09542143,16,0.79810348,0.44444503,nan,0.03479068,0,0,0,38.25092316,0.07239553,-0.25641350,1.25641350,30.12372684
16500,0.30784324,0.30784324,39,0.97975809,0.28366454,nan,0.00000000,0,0,0,40.19191360,0.12189404,0.12117562,0.87882438,18.13899612
16600,0.32954544,0.32954544,21,0.87754357,0.19542947,nan,0.00000000,0,0,0,33.15484619,0.07786796,0.10721802,0.89278198,18.79396121
16700,0.35254282,0.35254282,57,0.99665403,0.34784806,nan,0.00000000,0,0,0,24.38053131,0.06331045,0.18525497,0.81474503,18.76434860
16800,0.56751388,0.56751388,29,0.94497678,0.45254424,nan,0.00000000,0,0,0,28.64367676,0.07738893,0.15014219,0.84985781,23.33496761
16900,0.38198861,0.38198861,52,0.99448344,0.37362905,nan,0.00000000,0,0,0,14.51793098,0.03373279,0.00143069,0.99856931,18.71113300
17000,3.16267991,3.16267991,75,0.99944692,3.15568880,nan,0.00000000,0,0,0,1.13355339,0.00217613,0.26276800,0.73723200,44.47526932
17100,0.55639988,0.55639988,30,0.95021293,0.45359763,nan,0.20718150,0,0,0,8.28943253,0.02921769,0.04668557,0.95331443,20.14204597
17200,0.45595011,0.45595011,24,0.90928205,0.31168205,nan,0.23762193,0,0,0,29.45033836,0.07480895,-0.00136555,1.00136555,19.07044268
17300,0.36932287,0.36932287,12,0.69880579,0.08807085,nan,0.04681648,0,0,0,31.19507599,0.05055543,-0.20092567,1.20092567,19.07458839
17400,0.70160425,0.70160425,51,0.99390325,0.68465007,nan,0.00000000,0,0,0,33.79087067,0.07400015,0.02288970,0.97711030,21.52702236
17500,0.64106077,0.64106077,8,0.55067104,0.05894787,nan,0.00000000,0,0,0,20.08376312,0.08870481,-0.00646407,1.00646407,21.14425532
17600,0.45475122,0.45475122,17,0.81731648,0.20292469,nan,0.00000000,0,0,0,12.34592056,0.05385079,-0.11388432,1.11388432,19.02079328
17700,0.37275964,0.37275964,19,0.85043138,0.19497817,nan,0.00000000,0,0,0,15.02936935,0.06326019,-0.16804199,1.16804199,18.08146286
17800,0.16443473,0.16443473,50,0.99326205,0.16004751,nan,0.00000000,0,0,0,7.11273098,0.02341583,-0.20483106,1.20483106,14.30129004
17900,0.27186662,0.27186662,44,0.98772266,0.25875929,nan,0.00000000,0,0,0,26.31755829,0.07529664,0.16404095,0.83595905,17.57027054
18000,2.38703537,2.38703537,70,0.99908812,2.37834049,nan,0.00000000,0,0,0,1.04766989,0.00219523,-0.20425627,1.20425627,37.22457504
18100,1.18229151,1.18229151,34,0.96662673,1.03219030,nan,0.23505683,0,0,0,7.89531279,0.04314546,-0.04793610,1.04793610,26.66647911
18200,0.42047283,0.42047283,48,0.99177025,0.40680122,nan,0.07235866,0,0,0,40.55121231,0.13094497,0.14584948,0.85415052,18.68765577
18300,0.60926652,0.60926652,13,0.72746821,0.17063314,nan,0.00000000,0,0,0,40.75502777,0.08743286,0.08021895,0.91978105,28.81142330
