block_index,step,E_k,W_k,mean_familiarity,mean_surprise,regime_change
0,10099,0.00000552,0.00000000,0.00570975,1.13032798,0
1,10199,0.00037358,0.00000000,0.09044186,0.45466687,0
2,10299,0.00335723,0.00000000,0.20470027,0.49057677,0
3,10399,0.01082566,0.00000000,0.30134758,0.43116914,0
4,10499,0.03086921,0.00000000,0.42142384,0.44619443,0
5,10599,0.06017131,0.00000000,0.45263092,0.51015667,0
6,10699,0.08451453,0.00000000,0.49502899,0.52727986,0
7,10799,0.12709260,0.00000000,0.57893808,0.56746251,0
8,10899,0.14436355,0.00000000,0.66046454,0.48847344,0
9,10999,0.14847483,0.00000000,0.64734268,0.51473692,0
10,11099,0.05871385,0.00000000,0.25142266,1.40847410,0
11,11199,0.04749514,0.00000000,0.31304677,1.00693172,0
12,11299,0.05076791,0.00000000,0.32258051,0.97757453,0
13,11399,0.07557812,0.00000000,0.42415961,0.74778461,0
14,11499,0.10173852,0.00000000,0.50128617,0.75604059,0
15,11599,0.13021771,0.00000000,0.46799693,0.90849207,0
16,11699,0.19140173,0.00000000,0.71674220,0.48146167,0
17,11799,0.19371707,0.00000000,0.78153271,0.41739589,0
18,11899,0.25685630,0.00000000,0.78253679,0.49833605,0
19,11999,0.20481475,0.00000000,0.74533934,0.50251110,0
20,12099,0.25092339,0.00000000,0.62602846,0.92274708,0
21,12199,0.24944020,0.00000000,0.68302479,0.72836077,0
22,12299,0.30010170,0.00000000,0.65321329,0.89773833,0
23,12399,0.28502717,0.00000000,0.68159756,0.74859997,0
24,12499,0.22173870,0.00000000,0.62345632,0.77579171,0
25,12599,0.23707409,0.00000000,0.80962055,0.46015490,0
26,12699,0.23181179,0.00000000,0.80603167,0.43628108,0
27,12799,0.29436587,0.00000000,0.89945749,0.41268340,0
28,12899,0.30860041,0.00000000,0.86768411,0.43911481,0
29,12999,0.26801542,0.00000000,0.84020444,0.46487991,0
30,13099,0.37870893,0.00000000,0.68001801,1.10496895,0
31,13199,0.37052422,0.00000000,0.78359202,0.73124124,0
32,13299,0.33460330,0.00000000,0.73352734,0.81132436,0
33,13399,0.32160027,0.00000000,0.89207279,0.45992878,0
34,13499,0.34646543,0.00000000,0.91214187,0.46803765,0
35,13599,0.33867866,0.00000000,0.88615059,0.48018408,0
36,13699,0.39275401,0.00000000,0.90526686,0.51528454,0
37,13799,0.40507220,0.00000000,0.91661797,0.52611468,0
38,13899,0.40065401,0.00000000,0.89192274,0.52257043,0
39,13999,0.38367981,0.00000000,0.91685185,0.51298516,0
40,14099,0.45628400,0.00000000,0.74006424,1.02534442,0
41,14199,0.41119116,0.00000000,0.75101031,0.88280159,0
42,14299,0.39224211,0.00000000,0.80875672,0.74884604,0
43,14399,0.35351170,0.00000000,0.91576478,0.44961019,0
44,14499,0.38876162,0.00000000,0.94519900,0.45064212,0
45,14599,0.40270147,0.00000000,0.93313786,0.48238228,0
46,14699,0.41310111,0.00000000,0.94348286,0.49921891,0
47,14799,0.39522688,0.00000000,0.93461633,0.50719410,0
48,14899,0.43348572,0.00000000,0.91696738,0.55708160,0
49,14999,0.41845953,0.00000000,0.93374803,0.50503691,0
50,15099,0.72653946,0.35178993,0.82759584,1.13637198,0
51,15199,0.55434299,0.45878029,0.90082539,0.74641254,0
52,15299,0.48829276,0.51174624,0.88103606,0.68415705,0
53,15399,0.49201553,0.68933530,0.77663336,0.95888446,0
54,15499,0.47700566,0.64115112,0.93613041,0.63037656,0
55,15599,0.44858801,0.56396625,0.95605075,0.50752329,0
56,15699,0.37143998,0.44346545,0.91874370,0.49607846,0
57,15799,0.48470303,0.40823825,0.94830581,0.57468155,0
58,15899,0.42223890,0.31245613,0.94051386,0.50672857,0
59,15999,0.46443274,0.24946051,0.95364248,0.53110583,0
60,16099,0.45861169,0.42228565,0.72963567,1.08046514,0
61,16199,0.55786243,0.60467786,0.81009586,0.95441711,0
62,16299,0.35412308,0.38034357,0.98400100,0.37292263,0
63,16399,0.41813807,0.29829849,0.92051915,0.51103763,0
64,16499,0.45554460,0.21505995,0.95856018,0.51155581,0
65,16599,0.41180238,0.09009582,0.96142043,0.46915607,0
66,16699,0.46748487,0.04574547,0.93633189,0.56931619,0
67,16799,0.53735468,0.05721749,0.94683502,0.59852996,0
68,16899,0.47413985,0.01910671,0.93797682,0.56367553,0
69,16999,0.49158059,0.04131050,0.90802658,0.60267478,0
70,17099,0.70621900,0.30273982,0.89023599,0.98924610,0
71,17199,0.61347536,0.46609822,0.88663804,0.86509983,0
72,17299,0.58644914,0.56221879,0.91826379,0.75969846,0
73,17399,0.42827812,0.56475934,0.86210906,0.69449295,0
74,17499,0.37857905,0.44820679,0.92549468,0.48218100,0
75,17599,0.37350191,0.36440336,0.89574779,0.50026011,0
76,17699,0.42328441,0.30364610,0.90713179,0.52980936,0
77,17799,0.43394848,0.24258089,0.92194349,0.54811902,0
78,17899,0.47680468,0.21217889,0.91467505,0.58947558,0
79,17999,0.48220172,0.15750092,0.95217039,0.54551489,0
80,18099,0.65553083,0.30439930,0.93164642,0.80295093,0
81,18199,0.59975311,0.36500625,0.95351077,0.68891958,0
82,18299,0.54246313,0.48771193,0.82312082,0.91304121,0
83,18399,0.43186222,0.41974471,0.93016760,0.52439573,0
84,18499,0.38843249,0.28283583,0.94188897,0.47000861,0
85,18599,0.40497297,0.14422464,0.95130029,0.46647082,0
86,18699,0.43614898,0.02822867,0.95853471,0.49163877,0
87,18799,0.42807911,0.00000000,0.96898244,0.46537599,0
88,18899,0.45082670,0.00000000,0.95911169,0.51378572,0
89,18999,0.51623680,0.00000000,0.98168002,0.54711579,0
90,19099,0.76296439,0.37762621,0.82742580,1.19684001,0
91,19199,0.70112400,0.65194382,0.86435769,0.97532895,0
92,19299,0.57338847,0.68245343,0.94919011,0.66259367,0
93,19399,0.55958177,0.77717457,0.86611166,0.85342249,0
94,19499,0.35073280,0.51238996,0.99400411,0.35897126,0
95,19599,0.39696745,0.30077697,0.99076322,0.40989683,0
96,19699,0.43004636,0.14196477,0.97103672,0.46384802,0
97,19799,0.40045253,0.00000000,0.97642843,0.43059705,0
98,19899,0.41833206,0.00000000,0.98962279,0.43427377,0
99,19999,0.46717463,0.00000000,0.99274051,0.47675311,0
100,20099,0.69853640,0.30818519,0.80048717,1.18386712,0
101,20199,0.51274310,0.22523224,0.98072758,0.53826231,0
