block_index,step,E_k,W_k,mean_familiarity,mean_surprise,regime_change
0,10099,0.00013569,0.00000000,0.02947311,1.03759836,0
1,10199,0.00084498,0.00000000,0.12326398,0.68758644,0
2,10299,0.00831893,0.00000000,0.25305008,0.52203334,0
3,10399,0.01922866,0.00000000,0.29036275,0.68964630,0
4,10499,0.03009409,0.00000000,0.37114285,0.61208788,0
5,10599,0.06421456,0.00000000,0.45946665,0.59758615,0
6,10699,0.07070842,0.00000000,0.45858920,0.68410795,0
7,10799,0.07334805,0.00000000,0.42016228,0.85635354,0
8,10899,0.06302306,0.00000000,0.41014665,0.80351918,0
9,10999,0.14268650,0.00000000,0.54799037,0.75524915,0
10,11099,0.13316812,0.00000000,0.58813129,0.61679771,0
11,11199,0.15972515,0.00000000,0.62159762,0.57720457,0
12,11299,0.16669054,0.00000000,0.66158240,0.54126207,0
13,11399,0.18072111,0.00000000,0.68081021,0.52880512,0
14,11499,0.18319010,0.00000000,0.67405137,0.59845900,0
15,11599,0.19369596,0.00000000,0.65999733,0.67289645,0
16,11699,0.24576212,0.00000000,0.74292434,0.59502093,0
17,11799,0.23040262,0.00000000,0.71159281,0.62189920,0
18,11899,0.36823454,0.00000000,0.80763925,0.64780422,0
19,11999,0.26126366,0.00000000,0.74712181,0.59397185,0
20,12099,0.41842391,0.00000000,0.74787103,0.84261901,0
21,12199,0.31138697,0.00000000,0.77394110,0.65599910,0
22,12299,0.32389122,0.00000000,0.77309040,0.66780846,0
23,12399,0.40213861,0.00000000,0.84249805,0.65354733,0
24,12499,0.37583418,0.00000000,0.86846745,0.60503229,0
25,12599,0.35686623,0.00000000,0.89789885,0.50446305,0
26,12699,0.33267862,0.00000000,0.84484349,0.56195181,0
27,12799,0.34715106,0.00000000,0.90671323,0.48235242,0
28,12899,0.38958533,0.00000000,0.93043108,0.50023289,0
29,12999,0.45637081,0.00000000,0.89408055,0.62532840,0
30,13099,0.55984371,0.00000000,0.79432236,1.02016756,0
31,13199,0.43331088,0.00000000,0.92466524,0.55983722,0
32,13299,0.44931930,0.00000000,0.92049483,0.56159248,0
33,13399,0.46659751,0.00000000,0.89383428,0.67108893,0
34,13499,0.42029334,0.00000000,0.94226875,0.52355665,0
35,13599,0.46159678,0.00000000,0.92575222,0.58593760,0
36,13699,0.51941700,0.00000000,0.92986141,0.64240976,0
37,13799,0.42560787,0.00000000,0.85902756,0.63253833,0
38,13899,0.42925975,0.00000000,0.81790905,0.68277487,0
39,13999,0.37792290,0.00000000,0.78905990,0.73574560,0
40,14099,0.58994956,0.00000000,0.84663972,0.91809250,0
41,14199,0.49995615,0.00000000,0.91218831,0.68994485,0
42,14299,0.45224837,0.00000000,0.91253962,0.59330687,0
43,14399,0.45308931,0.00000000,0.92825422,0.56294599,0
44,14499,0.51680380,0.00000000,0.91009822,0.64776890,0
45,14599,0.46181851,0.00000000,0.93641714,0.57120908,0
46,14699,0.40069305,0.00000000,0.91452061,0.50381876,0
47,14799,0.45741640,0.00000000,0.91051475,0.62703896,0
48,14899,0.55684093,0.06411118,0.84925760,0.93771988,0
49,14999,0.42854347,0.01926424,0.84714928,0.65483368,0
50,15099,0.63338898,0.13339523,0.86213472,0.88049261,0
51,15199,0.35743613,0.00000000,0.91832651,0.46430839,0
52,15299,0.42782799,0.00000000,0.95005739,0.48717018,0
53,15399,0.45824009,0.00000000,0.95425954,0.51914857,0
54,15499,0.43025885,0.00000000,0.93622953,0.50559410,0
55,15599,0.46063061,0.00000000,0.96842742,0.50772132,0
56,15699,0.46200510,0.00000000,0.97567938,0.50431267,0
57,15799,0.47720672,0.00000000,0.97875383,0.52608239,0
58,15899,0.49792511,0.00000000,0.96163720,0.55381257,0
59,15999,0.64382309,0.11048146,0.89345677,0.86347885,0
60,16099,0.53090750,0.05046517,0.92057678,0.67304488,0
61,16199,0.49220911,0.00000000,0.92964629,0.59633871,0
