step,surprise_raw,surprise_clipped,state_action_pseudo_count,familiarity,e_t,block_E_k,W_k,block_completed,warmup_remaining,regime_change,mean_total_var,mean_epistemic_var,gradient_coherence,gradient_novelty,predictor_nll
2500,0.63014847,0.63014847,0,0.00000000,0.00000000,nan,0.00000000,0,7499,0,5.47011375,0.07580585,0.06442404,0.93557596,26.40773964
2600,0.54378408,0.54378408,0,0.00000000,0.00000000,nan,0.00000000,0,7399,0,11.99527550,0.13529390,0.03476027,0.96523973,28.23417155
2700,0.70024663,0.70024663,0,0.00000000,0.00000000,nan,0.00000000,0,7299,0,17.04323387,0.15631972,0.11961992,0.88038008,30.84729830
2800,0.57817346,0.57817346,0,0.00000000,0.00000000,nan,0.00000000,0,7199,0,36.32801819,0.37907261,-0.03412183,1.03412183,30.89841557
2900,0.37917578,0.37917578,0,0.00000000,0.00000000,nan,0.00000000,0,7099,0,8.73303890,0.09623215,0.00697302,0.99302698,25.19931094
3000,5.07115602,5.07115602,0,0.00000000,0.00000000,nan,0.00000000,0,6999,0,1.16714239,0.00433460,-0.27603623,1.27603623,63.67358907
3100,0.80793023,0.80793023,0,0.00000000,0.00000000,nan,0.00000000,0,6899,0,12.23191643,0.13555305,0.11436645,0.88563355,29.58703295
3200,1.23575401,1.23575401,0,0.00000000,0.00000000,nan,0.00000000,0,6799,0,5.44395781,0.05868955,0.05952865,0.94047135,36.70730209
3300,0.46042627,0.46042627,0,0.00000000,0.00000000,nan,0.00000000,0,6699,0,15.77125168,0.18014540,0.01545761,0.98454239,27.84287930
3400,0.33425906,0.33425906,0,0.00000000,0.00000000,nan,0.00000000,0,6599,0,46.36616898,0.30928499,0.00665547,0.99334453,32.12781652
3500,1.52017021,1.52017021,0,0.00000000,0.00000000,nan,0.00000000,0,6499,0,4.24639368,0.05656409,-0.03209691,1.03209691,34.73600082
3600,0.59061962,0.59061962,0,0.00000000,0.00000000,nan,0.00000000,0,6399,0,37.28187943,0.16451818,0.10475558,0.89524442,28.30748844
3700,1.14533210,1.14533210,0,0.00000000,0.00000000,nan,0.00000000,0,6299,0,23.09569359,0.22082520,0.07584006,0.92415994,34.60310237
3800,0.84323138,0.84323138,0,0.00000000,0.00000000,nan,0.00000000,0,6199,0,6.47581387,0.07365170,0.19751991,0.80248009,28.61093521
3900,0.68652916,0.68652916,0,0.00000000,0.00000000,nan,0.00000000,0,6099,0,19.71939278,0.12699559,0.00477194,0.99522806,28.91990566
4000,4.67439938,4.67439938,0,0.00000000,0.00000000,nan,0.00000000,0,5999,0,1.09920037,0.00178031,-0.36694739,1.36694739,60.15179062
4100,0.46915558,0.46915558,0,0.00000000,0.00000000,nan,0.00000000,0,5899,0,29.68860817,0.24841779,0.09408311,0.90591689,27.12794304
4200,0.46916491,0.46916491,0,0.00000000,0.00000000,nan,0.00000000,0,5799,0,10.84651375,0.06762923,0.02215654,0.97784346,24.97275019
4300,0.34896845,0.34896845,0,0.00000000,0.00000000,nan,0.00000000,0,5699,0,20.88534927,0.16726992,-0.07124379,1.07124379,25.08110523
4400,0.47937188,0.47937188,0,0.00000000,0.00000000,nan,0.00000000,0,5599,0,6.58234167,0.08760765,0.05720788,0.94279212,24.62838809
4500,0.52729964,0.52729964,0,0.00000000,0.00000000,nan,0.00000000,0,5499,0,32.52397537,0.27969897,0.05221686,0.94778314,27.37592411
4600,0.22867733,0.22867733,0,0.00000000,0.00000000,nan,0.00000000,0,5399,0,26.71437836,0.11297425,0.03351525,0.96648475,23.48639774
4700,0.40275064,0.40275064,0,0.00000000,0.00000000,nan,0.00000000,0,5299,0,13.29906654,0.11713954,0.13511682,0.86488318,22.62214279
4800,0.34501553,0.34501553,0,0.00000000,0.00000000,nan,0.00000000,0,5199,0,43.53746414,0.20127565,-0.03036824,1.03036824,28.76867008
4900,0.47377989,0.47377989,0,0.00000000,0.00000000,nan,0.00000000,0,5099,0,12.57296371,0.10720406,0.06227571,0.93772429,24.32523600
5000,4.91675329,4.91675329,0,0.00000000,0.00000000,nan,0.00000000,0,4999,0,1.12483084,0.00281532,0.05176147,0.94823853,62.80772400
5100,0.65208393,0.65208393,0,0.00000000,0.00000000,nan,0.00000000,0,4899,0,11.56613636,0.05596936,0.16070546,0.83929454,25.31894588
5200,0.53234172,0.53234172,0,0.00000000,0.00000000,nan,0.00000000,0,4799,0,22.92704201,0.07408950,0.17358235,0.82641765,25.67128817
5300,0.73253095,0.73253095,0,0.00000000,0.00000000,nan,0.00000000,0,4699,0,10.86708355,0.06661448,0.13443856,0.86556144,27.54147301
5400,0.62503290,0.62503290,0,0.00000000,0.00000000,nan,0.00000000,0,4599,0,38.00591660,0.13890123,0.02709247,0.97290753,31.92872302
5500,0.74010903,0.74010903,0,0.00000000,0.00000000,nan,0.00000000,0,4499,0,5.83997250,0.03848186,0.02305585,0.97694415,26.29979992
5600,0.67933184,0.67933184,0,0.00000000,0.00000000,nan,0.00000000,0,4399,0,14.42294979,0.05403713,0.04039361,0.95960639,26.87330882
5700,0.32855466,0.32855466,0,0.00000000,0.00000000,nan,0.00000000,0,4299,0,37.78919601,0.17431402,0.18143179,0.81856821,26.85844103
5800,0.76613957,0.76613957,0,0.00000000,0.00000000,nan,0.00000000,0,4199,0,32.63236618,0.19632538,-0.02133482,1.02133482,29.43419409
5900,1.21523774,1.21523774,0,0.00000000,0.00000000,nan,0.00000000,0,4099,0,4.29270935,0.03038652,0.15196190,0.84803810,29.47186152
6000,6.70767832,6.70767832,0,0.00000000,0.00000000,nan,0.00000000,0,3999,0,1.18679380,0.00390888,-0.07485524,1.07485524,79.33535385
6100,0.88422465,0.88422465,0,0.00000000,0.00000000,nan,0.00000000,0,3899,0,13.58087254,0.05615979,-0.08087682,1.08087682,29.15098445
6200,0.58920765,0.58920765,0,0.00000000,0.00000000,nan,0.00000000,0,3799,0,7.89832497,0.05074048,0.24289719,0.75710281,25.75459226
6300,0.19435644,0.19435644,0,0.00000000,0.00000000,nan,0.00000000,0,3699,0,38.18151855,0.13100807,0.11074114,0.88925886,24.18979009
6400,0.55638450,0.55638450,0,0.00000000,0.00000000,nan,0.00000000,0,3599,0,27.49693108,0.11779656,0.16306331,0.83693669,26.25075022
6500,0.61403060,0.61403060,0,0.00000000,0.00000000,nan,0.00000000,0,3499,0,50.22639847,0.49900711,0.07688367,0.92311633,32.81864929
6600,0.40254688,0.40254688,0,0.00000000,0.00000000,nan,0.00000000,0,3399,0,42.58668900,0.17781602,0.08655397,0.91344603,26.41792202
6700,0.31490552,0.31490552,0,0.00000000,0.00000000,nan,0.00000000,0,3299,0,23.16456795,0.10361648,0.14033159,0.85966841,24.21992493
6800,0.31239152,0.31239152,0,0.00000000,0.00000000,nan,0.00000000,0,3199,0,25.95834732,0.10551151,0.04453274,0.95546726,23.31665166
6900,0.42913800,0.42913800,0,0.00000000,0.00000000,nan,0.00000000,0,3099,0,44.72071838,0.21698835,-0.09888686,1.09888686,24.80660248
7000,6.51577568,6.51577568,0,0.00000000,0.00000000,nan,0.00000000,0,2999,0,1.19805479,0.00379756,-0.26108540,1.26108540,77.70555115
7100,0.33131164,0.33131164,0,0.00000000,0.00000000,nan,0.00000000,0,2899,0,14.98843765,0.10057610,-0.21673687,1.21673687,22.58083344
7200,0.43484619,0.43484619,0,0.00000000,0.00000000,nan,0.00000000,0,2799,0,14.95317459,0.07889602,-0.13791900,1.13791900,23.00345230
7300,0.25309172,0.25309172,0,0.00000000,0.00000000,nan,0.00000000,0,2699,0,10.92241287,0.06939548,0.03669448,0.96330552,21.92881680
7400,0.72284669,0.72284669,0,0.00000000,0.00000000,nan,0.00000000,0,2599,0,9.73179436,0.04859328,-0.17361959,1.17361959,26.02923584
7500,0.56706417,0.56706417,0,0.00000000,0.00000000,nan,0.00000000,0,2499,0,49.70576477,0.18803981,0.15402516,0.84597484,29.64578676
7600,0.33526754,0.33526754,0,0.00000000,0.00000000,nan,0.00000000,0,2399,0,47.31413269,0.16809236,0.06042761,0.93957239,25.17734591
7700,0.52875358,0.52875358,0,0.00000000,0.00000000,nan,0.00000000,0,2299,0,25.51766205,0.09684743,0.12687511,0.87312489,25.02139206
7800,0.47016844,0.47016844,0,0.00000000,0.00000000,nan,0.00000000,0,2199,0,49.96683121,0.29627997,-0.05798191,1.05798191,33.94979858
7900,0.49176422,0.49176422,0,0.00000000,0.00000000,nan,0.00000000,0,2099,0,14.94582748,0.06257082,0.24017462,0.75982538,24.14564896
8000,3.63194370,3.63194370,0,0.00000000,0.00000000,nan,0.00000000,0,1999,0,1.19018006,0.00301520,0.11663224,0.88336776,49.04154396
8100,0.40878952,0.40878952,0,0.00000000,0.00000000,nan,0.00000000,0,1899,0,8.82378292,0.04741086,0.08415822,0.91584178,23.25331421
8200,2.13584399,2.13584399,0,0.00000000,0.00000000,nan,0.00000000,0,1799,0,3.85307312,0.01708851,0.01241072,0.98758928,37.27443441
8300,0.24842699,0.24842699,0,0.00000000,0.00000000,nan,0.00000000,0,1699,0,11.87471771,0.06008440,0.20512276,0.79487724,21.03587008
8400,0.41058439,0.41058439,0,0.00000000,0.00000000,nan,0.00000000,0,1599,0,35.57213593,0.05229841,0.31670200,0.68329800,24.08523464
8500,0.18601568,0.18601568,0,0.00000000,0.00000000,nan,0.00000000,0,1499,0,23.36369705,0.06380746,0.08858237,0.91141763,20.57928228
8600,0.50578165,0.50578165,0,0.00000000,0.00000000,nan,0.00000000,0,1399,0,44.30571365,0.16303533,0.13359934,0.86640066,26.47868983
8700,0.99831146,0.99831146,0,0.00000000,0.00000000,nan,0.00000000,0,1299,0,49.87342072,0.23436669,0.04538219,0.95461781,36.96732521
8800,0.89262134,0.89262134,0,0.00000000,0.00000000,nan,0.00000000,0,1199,0,42.71390533,0.18001762,0.03664942,0.96335058,29.30841827
8900,0.67907304,0.67907304,0,0.00000000,0.00000000,nan,0.00000000,0,1099,0,46.64968872,0.27397072,-0.11875659,1.11875659,28.50888189
9000,4.90216351,4.90216351,0,0.00000000,0.00000000,nan,0.00000000,0,999,0,1.16769648,0.00273675,-0.05404993,1.05404993,60.87463474
9100,0.76285398,0.76285398,0,0.00000000,0.00000000,nan,0.00000000,0,899,0,17.29163933,0.07949095,-0.10582836,1.10582836,26.59069633
9200,0.75284225,0.75284225,0,0.00000000,0.00000000,nan,0.00000000,0,799,0,11.17119122,0.06074137,0.26126842,0.73873158,24.56743050
9300,1.05278945,1.05278945,0,0.00000000,0.00000000,nan,0.00000000,0,699,0,49.70089722,0.20443082,-0.05920150,1.05920150,50.57218323
9400,0.45627677,0.45627677,0,0.00000000,0.00000000,nan,0.00000000,0,599,0,30.59812355,0.06684375,-0.03453974,1.03453974,23.45857239
9500,0.63854927,0.63854927,0,0.00000000,0.00000000,nan,0.00000000,0,499,0,39.72914124,0.20699283,0.09237198,0.90762802,26.93055487
9600,0.67109692,0.67109692,0,0.00000000,0.00000000,nan,0.00000000,0,399,0,25.31248474,0.05965306,0.02449040,0.97550960,25.79503250
9700,0.35770193,0.35770193,0,0.00000000,0.00000000,nan,0.00000000,0,299,0,27.94083405,0.06899320,-0.00501124,1.00501124,22.80161794
9800,0.33401415,0.33401415,0,0.00000000,0.00000000,nan,0.00000000,0,199,0,38.73143768,0.12918574,-0.13919051,1.13919051,20.68306351
9900,0.10190081,0.10190081,0,0.00000000,0.00000000,nan,0.00000000,0,99,0,20.44089890,0.08862413,0.16345600,0.83654400,18.06158066
10000,8.67797470,8.67797470,0,0.00000000,0.00000000,nan,0.00000000,0,0,0,1.21175706,0.00527512,0.12459346,0.87540654,95.37557411
10100,1.46417940,1.46417940,0,0.00000000,0.00000000,nan,0.00000000,0,0,0,6.59233618,0.03273167,0.16521053,0.83478947,31.36848958
10200,0.63750094,0.63750094,5,0.39346934,0.01528004,nan,0.00000000,0,0,0,16.63931084,0.06233042,0.20888296,0.79111704,23.51355886
10300,0.37426651,0.37426651,2,0.18126925,0.00040409,nan,0.00000000,0,0,0,16.05222702,0.06735624,0.02478050,0.97521950,21.99072520
10400,0.33737889,0.33737889,6,0.45118836,0.01398136,nan,0.00000000,0,0,0,14.98304939,0.05034076,-0.14938308,1.14938308,20.13607216
10500,0.72037327,0.72037327,5,0.39346934,0.01726638,nan,0.00000000,0,0,0,4.33251095,0.02685996,0.25459694,0.74540306,23.26067034
10600,0.28033382,0.28033382,7,0.50341470,0.01800442,nan,0.00000000,0,0,0,21.63524628,0.10844895,-0.02699828,1.02699828,19.80607452
10700,1.42667770,1.42667770,2,0.18126925,0.00154036,nan,0.00000000,0,0,0,4.42660522,0.01572274,0.26174219,0.73825781,28.88413906
10800,0.52125812,0.52125812,19,0.85043138,0.27265279,nan,0.00000000,0,0,0,5.67084503,0.03280909,0.19104719,0.80895281,21.07702732
10900,0.64528233,0.64528233,9,0.59343034,0.08002557,nan,0.00000000,0,0,0,17.44784164,0.04156950,0.02459720,0.97540280,22.58520635
11000,4.49063349,4.49063349,12,0.69880579,1.07086219,nan,0.00000000,0,0,0,1.26763999,0.00361187,-0.11570032,1.11570032,56.64179993
11100,0.82201570,0.82201570,25,0.91791500,0.58356600,nan,0.00000000,0,0,0,17.95180511,0.07315879,-0.04054931,1.04054931,25.53966284
11200,0.20510860,0.20510860,9,0.59343034,0.02543682,nan,0.00000000,0,0,0,46.99542999,0.11417247,-0.20030209,1.20030209,26.14700890
11300,0.17942058,0.17942058,17,0.81731648,0.08006326,nan,0.00000000,0,0,0,4.23193550,0.01584722,0.31542341,0.68457659,18.08078861
11400,0.62516916,0.62516916,4,0.32967995,0.00738529,nan,0.00000000,0,0,0,6.06157494,0.02949132,0.02139707,0.97860293,21.51951981
11500,0.57866663,0.57866663,9,0.59343034,0.07176413,nan,0.00000000,0,0,0,15.95937634,0.06365245,0.11473835,0.88526165,21.95432281
11600,1.06338513,1.06338513,24,0.90928205,0.72691737,nan,0.00000000,0,0,0,12.29280472,0.06254563,0.28131185,0.71868815,24.53383764
11700,0.24223158,0.24223158,22,0.88919684,0.15143365,nan,0.00000000,0,0,0,28.65377808,0.06894594,0.16615173,0.83384827,17.45967979
11800,0.47938693,0.47938693,17,0.81731648,0.21391794,nan,0.00000000,0,0,0,15.44028568,0.05595233,-0.01898458,1.01898458,20.70834637
11900,0.40887767,0.40887767,34,0.96662673,0.35696743,nan,0.00000000,0,0,0,9.07606888,0.02867007,0.28313721,0.71686279,18.66238880
12000,2.38530731,2.38530731,36,0.97267628,2.13509712,nan,0.00000000,0,0,0,1.19425178,0.00268980,0.05505775,0.94494225,37.85776424
12100,0.53978562,0.53978562,23,0.89974116,0.35374610,nan,0.00000000,0,0,0,12.67589951,0.06687345,0.05338619,0.94661381,20.41688919
12200,0.41397870,0.41397870,17,0.81731648,0.18473067,nan,0.00000000,0,0,0,12.62947845,0.03974298,0.37637858,0.62362142,20.02005386
12300,0.50020766,0.50020766,2,0.18126925,0.00054007,nan,0.00000000,0,0,0,39.34947205,0.09752592,-0.12823928,1.12823928,27.64522123
12400,0.36866736,0.36866736,7,0.50341470,0.02367763,nan,0.00000000,0,0,0,28.23454475,0.04733938,-0.03623283,1.03623283,21.46263568
12500,0.66459405,0.66459405,0,0.00000000,0.00000000,nan,0.00000000,0,0,0,47.68999863,0.23922999,-0.01397444,1.01397444,36.68268967
12600,0.46963242,0.46963242,14,0.75340304,0.15130997,nan,0.00000000,0,0,0,43.40502930,0.14042874,-0.00625790,1.00625790,27.51421738
12700,0.34064543,0.34064543,11,0.66712892,0.06747480,nan,0.00000000,0,0,0,32.68364716,0.09377837,-0.07561474,1.07561474,22.20328617
12800,0.38863045,0.38863045,17,0.81731648,0.17341946,nan,0.00000000,0,0,0,39.64186096,0.11878154,0.17195682,0.82804318,22.29522419
12900,1.15146911,1.15146911,9,0.59343034,0.14280101,nan,0.00000000,0,0,0,36.22536850,0.08725697,0.03624179,0.96375821,30.95789719
13000,5.04718494,5.04718494,35,0.96980262,4.46460072,nan,0.00000000,0,0,0,1.34238136,0.00503833,-0.11837796,1.11837796,59.81620661
13100,0.38994920,0.38994920,33,0.96311683,0.33552426,nan,0.00000000,0,0,0,21.65860939,0.08149637,0.20880044,0.79119956,22.05568075
13200,0.16389145,0.16389145,45,0.98889100,0.15672923,nan,0.00000000,0,0,0,3.02561283,0.01291386,0.44096101,0.55903899,18.03754616
13300,0.29810941,0.29810941,22,0.88919684,0.18636628,nan,0.00000000,0,0,0,22.19458389,0.08124116,0.27286291,0.72713709,19.32865143
13400,0.47119755,0.47119755,40,0.98168436,0.43761330,nan,0.00000000,0,0,0,7.85478544,0.02589999,0.28439344,0.71560656,20.67442513
13500,0.47105700,0.47105700,35,0.96980262,0.41668404,nan,0.00000000,0,0,0,8.28661060,0.03965584,-0.17911964,1.17911964,20.33469582
13600,1.04100430,1.04100430,21,0.87754357,0.61734407,nan,0.00000000,0,0,0,2.91513062,0.01185716,0.30850631,0.69149369,25.56286240
13700,0.39008883,0.39008883,21,0.87754357,0.23133336,nan,0.00000000,0,0,0,24.49477959,0.06399097,-0.33574831,1.33574831,20.81312656
13800,1.21775806,1.21775806,15,0.77686984,0.44356172,nan,0.00000000,0,0,0,7.89206886,0.02967142,0.23613066,0.76386934,27.05989393
13900,1.01232612,1.01232612,13,0.72746821,0.28351531,nan,0.00000000,0,0,0,12.48937511,0.04720043,-0.00330160,1.00330160,27.13557720
14000,5.00268698,5.00268698,68,0.99888622,4.98043671,nan,0.00000000,0,0,0,1.34740674,0.00476181,-0.05745368,1.05745368,60.47021866
14100,0.55957180,0.55957180,30,0.95021293,0.45618349,nan,0.00000000,0,0,0,3.89312649,0.02468065,0.32259147,0.67740853,21.55690511
14200,1.45496511,1.45496511,10,0.63212056,0.23230162,nan,0.00000000,0,0,0,4.77889013,0.02149611,-0.06681304,1.06681304,30.15085793
14300,0.34771115,0.34771115,40,0.98168436,0.32292830,nan,0.00000000,0,0,0,24.17105675,0.07372855,-0.10950288,1.10950288,20.44684505
14400,0.33714974,0.33714974,20,0.86466472,0.18845765,nan,0.00000000,0,0,0,47.82768250,0.16498137,0.01512918,0.98487082,23.70147705
14500,0.32916859,0.32916859,9,0.59343034,0.04082229,nan,0.00000000,0,0,0,16.46921730,0.06695549,0.12890203,0.87109797,19.57274055
14600,0.55093086,0.55093086,8,0.55067104,0.05066010,nan,0.00000000,0,0,0,14.97525883,0.05990469,-0.20791782,1.20791782,22.81599490
14700,0.16883336,0.16883336,30,0.95021293,0.13763916,nan,0.00000000,0,0,0,19.51831627,0.03385081,-0.00779457,1.00779457,17.79348373
14800,0.23013157,0.23013157,8,0.55067104,0.02116144,nan,0.00000000,0,0,0,41.88584518,0.08210415,0.04254897,0.95745103,19.86757978
14900,0.64573252,0.64573252,20,0.86466472,0.36094714,nan,0.00000000,0,0,0,47.94465256,0.13747460,-0.02164848,1.02164848,23.96015549
15000,2.85044956,2.85044956,52,0.99448344,2.78806937,nan,0.00000000,0,0,0,1.25980902,0.00422919,-0.00239035,1.00239035,41.83141556
15100,0.50452065,0.50452065,41,0.98342732,0.47189789,nan,0.00000000,0,0,0,16.04092789,0.08452559,0.10399972,0.89600028,21.72751745
15200,0.47943422,0.47943422,6,0.45118836,0.01986829,nan,0.00000000,0,0,0,13.49909306,0.05363086,0.03422974,0.96577026,21.07108879
15300,0.31349260,0.31349260,49,0.99255342,0.30425859,nan,0.00000000,0,0,0,4.29210281,0.02958569,0.22212513,0.77787487,18.22333590
15400,0.71027279,0.71027279,83,0.99975148,0.70956699,nan,0.00000000,0,0,0,5.31072330,0.01912769,-0.04054176,1.04054176,21.67079099
15500,0.58807248,0.58807248,120,0.99999386,0.58805803,nan,0.00000000,0,0,0,5.90769148,0.02303108,0.12971975,0.87028025,20.72488467
15600,0.94493932,0.94493932,36,0.97267628,0.84581857,nan,0.00000000,0,0,0,19.26079559,0.07830766,-0.04584293,1.04584293,26.01614189
15700,0.40864819,0.40864819,66,0.99863963,0.40642908,nan,0.00000000,0,0,0,4.63656950,0.01730339,-0.21053533,1.21053533,18.30346171
15800,0.57449430,0.57449430,33,0.96311683,0.49431253,nan,0.00000000,0,0,0,17.41132355,0.06781019,-0.14838036,1.14838036,18.56488991
15900,0.72063023,0.72063023,99,0.99994983,0.72048561,nan,0.00000000,0,0,0,13.41863155,0.02837943,0.02099206,0.97900794,19.98159409
16000,3.32932067,3.32932067,71,0.99917490,3.31834611,nan,0.00000000,0,0,0,1.23408759,0.00392394,0.12377902,0.87622098,45.41391678
16100,0.15188113,0.15188113,81,0.99969646,0.15169681,nan,0.00000000,0,0,0,20.34351540,0.07359755,-0.00774157,1.00774157,14.44834805
16200,0.78325301,0.78325301,50,0.99326205,0.76235535,nan,0.00000000,0,0,0,3.62593412,0.01988267,-0.04325282,1.04325282,19.81532860
16300,0.37802544,0.37802544,91,0.99988833,0.37785662,nan,0.00000000,0,0,0,5.20212650,0.02576121,-0.02945745,1.02945745,15.66809940
16400,0.50243270,0.50243270,34,0.96662673,0.43864492,nan,0.00000000,0,0,0,33.64444351,0.10658233,-0.26539236,1.26539236,30.92396164
16500,0.15478648,0.15478648,101,0.99995892,0.15476105,nan,0.00000000,0,0,0,10.50593090,0.03761864,0.03841403,0.96158597,11.53606796
16600,0.49573264,0.49573264,65,0.99849656,0.49275814,nan,0.00000000,0,0,0,5.21805239,0.03379130,0.25944684,0.74055316,15.91970889
16700,0.32884297,0.32884297,92,0.99989896,0.32871008,nan,0.00000000,0,0,0,13.24157906,0.02842734,-0.13491735,1.13491735,13.10837669
16800,0.68586445,0.68586445,72,0.99925341,0.68381851,nan,0.00000000,0,0,0,4.71811867,0.01981152,0.07662645,0.92337355,18.21566582
16900,0.44602659,0.44602659,49,0.99255342,0.43288876,nan,0.00000000,0,0,0,7.23300409,0.03036716,-0.11058177,1.11058177,14.57830858
17000,2.65244675,2.65244675,55,0.99591323,2.60935205,nan,0.00000000,0,0,0,1.35395622,0.00633674,-0.10744815,1.10744815,37.64289093
17100,0.35599625,0.35599625,68,0.99888622,0.35441290,nan,0.16041021,0,0,0,11.60766602,0.05420182,-0.02858613,1.02858613,14.96347555
17200,0.65590465,0.65590465,26,0.92572642,0.48169412,nan,0.04805582,0,0,0,11.82271004,0.03817812,0.31535640,0.68464360,17.21671057
17300,0.52118820,0.52118820,50,0.99326205,0.50728258,nan,0.00000000,0,0,0,17.35991669,0.05448425,-0.22262167,1.22262167,16.99062729
17400,0.28088802,0.28088802,106,0.99997508,0.28086003,nan,0.00000000,0,0,0,23.84072876,0.08591947,-0.17233361,1.17233361,12.99581409
17500,0.94368184,0.94368184,103,0.99996637,0.94355489,nan,0.00000000,0,0,0,3.45520639,0.02223384,-0.00899066,1.00899066,20.77067375
17600,1.08509874,1.08509874,45,0.98889100,1.03767885,nan,0.00000000,0,0,0,19.91144180,0.12639046,0.15169099,0.84830901,22.04463132
17700,0.24725622,0.24725622,84,0.99977513,0.24703390,nan,0.00000000,0,0,0,10.47463322,0.05127912,-0.32787005,1.32787005,12.53513336
17800,0.44902071,0.44902071,52,0.99448344,0.43919419,nan,0.00000000,0,0,0,14.36898136,0.07206406,0.11146684,0.88853316,15.12918091
17900,0.79859912,0.79859912,24,0.90928205,0.54591282,nan,0.00000000,0,0,0,25.03664398,0.06944852,-0.06090617,1.06090617,23.66127062
18000,2.96261120,2.96261120,130,0.99999774,2.96258441,nan,0.00000000,0,0,0,1.28159201,0.00428028,-0.09137879,1.09137879,41.30684789
18100,1.24708045,1.24708045,99,0.99994983,1.24683018,nan,0.48611435,0,0,0,9.51498604,0.05067239,0.44898902,0.55101098,24.79416148
18200,0.48177099,0.48177099,162,0.99999991,0.48177081,nan,0.38680421,0,0,0,2.56664157,0.01243266,0.25123434,0.74876566,17.71705294
18300,0.46827093,0.46827093,28,0.93918994,0.36434341,nan,0.25220297,0,0,0,30.96602631,0.09397160,-0.30601496,1.30601496,19.46982765
