block_index,step,E_k,W_k,mean_familiarity,mean_surprise,mean_gradient_coherence,mean_gradient_novelty,regime_change
174,27499,0.56444324,0.01573017,0.98396165,0.58753899,0.04197790,0.95802210,0
175,27599,0.58466554,0.00000000,0.99355452,0.59560071,-0.00738310,1.00738310,0
176,27699,0.59106127,0.00000000,0.99009637,0.61117625,0.04065623,0.95934377,0
177,27799,0.64587338,0.00000000,0.95980659,0.74756023,-0.03387507,1.03387507,0
178,27899,0.64218571,0.06239590,0.91136107,0.84142189,-0.00451660,1.00451660,0
179,27999,0.48197023,0.00000000,0.90963009,0.62802689,-0.05691043,1.05691043,0
180,28099,0.94270988,0.28692145,0.96741577,1.02448257,0.06126727,0.93873273,0
181,28199,0.58317425,0.22730521,0.94902995,0.67977090,0.01196161,0.98803839,0
182,28299,0.44257646,0.04749991,0.94714782,0.52385739,-0.00996267,1.00996267,0
183,28399,0.36007515,0.00000000,0.97616858,0.39115867,0.00335191,0.99664809,0
184,28499,0.38845642,0.00000000,0.96267278,0.45054904,0.03763395,0.96236605,0
185,28599,0.39536903,0.00000000,0.95071930,0.47104978,0.02317523,0.97682477,0
186,28699,0.42356536,0.00000000,0.95477967,0.47604350,-0.02275349,1.02275349,0
187,28799,0.47177729,0.00000000,0.97291905,0.52264782,0.03191401,0.96808599,0
188,28899,0.48321578,0.00000000,0.93414114,0.57804795,0.00235863,0.99764137,0
189,28999,0.51186070,0.00000000,0.93223355,0.60423099,-0.01374674,1.01374674,0
190,29099,1.01890390,0.38601050,0.94203120,1.17483231,0.02525968,0.97474032,0
191,29199,0.62543034,0.31515513,0.98920872,0.64725195,0.12160819,0.87839181,0
192,29299,0.59635382,0.27937314,0.95381735,0.71124268,-0.01839905,1.01839905,0
193,29399,0.44829665,0.12951915,0.94378120,0.55134333,0.00959489,0.99040511,0
194,29499,0.42064330,0.00000000,0.90935089,0.54855947,-0.04279621,1.04279621,0
195,29599,0.43797317,0.00000000,0.95168515,0.49975178,-0.01980469,1.01980469,0
196,29699,0.44204471,0.00000000,0.97001581,0.47755948,0.01185259,0.98814741,0
197,29799,0.41487722,0.00000000,0.97222705,0.44966124,0.04454881,0.95545119,0
198,29899,0.39954077,0.00000000,0.97575466,0.43177718,0.01302873,0.98697127,0
199,29999,0.49286046,0.00000000,0.96848195,0.54367053,0.01391002,0.98608998,0
200,30099,0.84220412,0.16386901,0.98222084,0.88887069,0.08339631,0.91660369,0
201,30199,0.66102929,0.11932320,0.99702396,0.66731233,0.08166415,0.91833585,0
202,30299,0.60572028,0.02385490,0.99503134,0.61373831,0.02416041,0.97583959,0
203,30399,0.69619707,0.04201912,0.97780947,0.73734890,-0.07073441,1.07073441,0
204,30499,0.62826276,0.00000000,0.99158843,0.64769148,0.01614199,0.98385801,0
205,30599,0.52550067,0.00000000,0.99308233,0.53676012,0.03320078,0.96679922,0
206,30699,0.58610179,0.00000000,0.99205357,0.59790519,0.03411573,0.96588427,0
207,30799,0.58296163,0.00000000,0.99040781,0.61370845,0.03825897,0.96174103,0
208,30899,0.61793731,0.00000000,0.98802189,0.64947681,0.01733874,0.98266126,0
209,30999,0.58094805,0.00000000,0.99604376,0.59359508,0.02724070,0.97275930,0
210,31099,0.97101098,0.33452844,0.94552931,1.08158246,-0.06214638,1.06214638,0
211,31199,0.56396726,0.19681469,0.99270736,0.58360041,0.11790080,0.88209920,0
212,31299,0.53342222,0.03293149,0.99153479,0.54768064,0.08589345,0.91410655,0
213,31399,0.51798113,0.00000000,0.98544384,0.53893469,0.05038923,0.94961077,0
214,31499,0.56095975,0.00000000,0.98953352,0.57850433,0.04470151,0.95529849,0
215,31599,0.52523889,0.00000000,0.98448572,0.54807523,0.03239423,0.96760577,0
216,31699,0.53546134,0.00000000,0.97077453,0.60061335,0.07371181,0.92628819,0
217,31799,0.61199028,0.00000000,0.97897751,0.64773201,0.02770786,0.97229214,0
218,31899,0.57492436,0.00000000,0.98881700,0.60494196,0.07263926,0.92736074,0
219,31999,0.59514328,0.00000000,0.97766928,0.63617818,0.07196758,0.92803242,0
220,32099,0.90547765,0.26009213,0.95437668,1.03660415,-0.01397149,1.01397149,0
221,32199,0.50194995,0.18006938,0.92019775,0.65146626,-0.04061092,1.04061092,0
222,32299,0.42110704,0.00000000,0.97563209,0.45093044,0.01329635,0.98670365,0
223,32399,0.51923470,0.00000000,0.97160055,0.57636133,0.02872604,0.97127396,0
224,32499,0.33630327,0.00000000,0.98086582,0.36024529,-0.03384123,1.03384123,0
225,32599,0.41404342,0.00000000,0.99325812,0.42577946,-0.02188710,1.02188710,0
226,32699,0.51662257,0.00000000,0.97485030,0.55196328,-0.01103171,1.01103171,0
227,32799,0.53893044,0.00000000,0.95083217,0.61655242,-0.06348965,1.06348965,0
228,32899,0.51759208,0.00000000,0.95830287,0.58044027,-0.02637103,1.02637103,0
229,32999,0.49492379,0.00000000,0.93886207,0.59546146,-0.01946667,1.01946667,0
230,33099,0.96461205,0.37414439,0.92658291,1.17062243,0.04385932,0.95614068,0
231,33199,0.43817078,0.17175529,0.95815872,0.50107953,0.01079742,0.98920258,0
232,33299,0.43514744,0.00000000,0.95736931,0.48248155,-0.06345540,1.06345540,0
233,33399,0.47986023,0.00000000,0.94449548,0.56521935,-0.06583717,1.06583717,0
234,33499,0.48232432,0.00000000,0.97065460,0.53680828,-0.02213578,1.02213578,0
235,33599,0.53677833,0.00000000,0.93596690,0.61511602,-0.00480746,1.00480746,0
236,33699,0.50626523,0.00000000,0.95654686,0.57955444,0.00341701,0.99658299,0
237,33799,0.48952990,0.00000000,0.96853230,0.54444152,-0.00389203,1.00389203,0
238,33899,0.48512607,0.00000000,0.96248959,0.54897864,0.01280358,0.98719642,0
239,33999,0.43510028,0.00000000,0.97232295,0.48674402,-0.02203746,1.02203746,0
240,34099,0.92018501,0.25987658,0.97747531,0.99236007,0.09749297,0.90250703,0
241,34199,0.40927101,0.01858288,0.96949064,0.45124571,-0.01915802,1.01915802,0
242,34299,0.49160682,0.00000000,0.98899993,0.51566159,0.00343008,0.99656992,0
243,34399,0.51434003,0.00000000,0.97642106,0.55940674,0.01806867,0.98193133,0
244,34499,0.54152269,0.00000000,0.98572550,0.56849480,0.00557960,0.99442040,0
245,34599,0.55473080,0.00000000,0.98190112,0.59303090,0.01670548,0.98329452,0
246,34699,0.56919363,0.00000000,0.99069005,0.58710955,0.00615073,0.99384927,0
247,34799,0.53372457,0.00000000,0.97320899,0.56420843,-0.00942488,1.00942488,0
248,34899,0.55337402,0.00000000,0.98501206,0.58238621,0.00221571,0.99778429,0
249,34999,0.55098733,0.00000000,0.98389596,0.57904275,-0.00379566,1.00379566,0
250,35099,1.04928436,0.36028671,0.99138936,1.07987250,0.06131631,0.93868369,0
251,35199,0.82291585,0.48171906,0.99347086,0.83181148,0.09519880,0.90480120,0
252,35299,0.70666078,0.54880956,0.95778461,0.77498542,-0.00920574,1.00920574,0
253,35399,0.50907187,0.38477482,0.96920109,0.53591120,0.02048138,0.97951862,0
254,35499,0.47430404,0.19034030,0.97337611,0.50953619,0.00700739,0.99299261,0
255,35599,0.45009125,0.00000000,0.99184884,0.46637145,-0.01096871,1.01096871,0
256,35699,0.56358676,0.00000000,0.99220599,0.58311926,-0.02160974,1.02160974,0
257,35799,0.57608231,0.00000000,0.97503023,0.62188082,0.03031285,0.96968715,0
258,35899,0.58333355,0.00000000,0.95651118,0.64149232,-0.01564517,1.01564517,0
259,35999,0.53909401,0.00000000,0.98295153,0.58800720,-0.02588760,1.02588760,0
260,36099,0.88224414,0.18091749,0.99581229,0.89662059,0.14944882,0.85055118,0
261,36199,0.64286435,0.14864167,0.98116342,0.68368437,0.12502887,0.87497113,0
262,36299,0.73532341,0.19791359,0.98177298,0.80037569,-0.07238735,1.07238735,0
263,36399,0.58487797,0.08172964,0.99314054,0.59632265,0.04316975,0.95683025,0
264,36499,0.48584300,0.00000000,0.99850784,0.48849332,-0.00004163,1.00004163,0
265,36599,0.56818594,0.00000000,0.99763468,0.57197641,0.01144733,0.98855267,0
266,36699,0.49895906,0.00000000,0.99531024,0.50322185,0.02108568,0.97891432,0
267,36799,0.53183437,0.00000000,0.99895492,0.53450844,0.02155158,0.97844842,0
268,36899,0.55517663,0.00000000,0.99800729,0.55892491,0.03349767,0.96650233,0
269,36999,0.52087753,0.00000000,0.99524521,0.53095236,0.04029409,0.95970591,0
270,37099,0.66627455,0.00000000,0.99833468,0.66895173,0.00920421,0.99079579,0
271,37199,0.49143263,0.00000000,0.99386111,0.49807431,0.05356735,0.94643265,0
272,37299,0.57722709,0.00000000,0.99658818,0.58443050,0.00405403,0.99594597,0
273,37399,0.61486075,0.00000000,0.99197982,0.62406856,0.01562902,0.98437098,0
274,37499,0.61485015,0.00000000,0.99833739,0.61986310,-0.00084693,1.00084693,0
275,37599,0.53453745,0.00000000,0.99954527,0.53572896,0.01704435,0.98295565,0
276,37699,0.55157720,0.00000000,0.99948352,0.55281944,0.03356084,0.96643916,0
277,37799,0.57802253,0.00000000,0.99886084,0.58296656,0.04359582,0.95640418,0
278,37899,0.62194040,0.00000000,0.99786990,0.62923304,0.04605564,0.95394436,0
279,37999,0.54296109,0.00000000,0.99847296,0.54741884,0.09240749,0.90759251,0
280,38099,0.92376875,0.22753588,0.99415145,0.94128219,-0.01173936,1.01173936,0
281,38199,0.68502615,0.20155327,0.99946659,0.68675216,0.05338264,0.94661736,0
282,38299,0.53893248,0.02970987,0.99903457,0.54086547,0.11199433,0.88800567,0
283,38399,0.75095427,0.07289233,0.99811331,0.75611939,0.03918342,0.96081658,0
284,38499,0.56526165,0.00000000,0.99960019,0.56655636,0.08988790,0.91011210,0
285,38599,0.76216785,0.06615820,0.98968466,0.78407216,0.00146864,0.99853136,0
286,38699,0.59286343,0.00000000,0.99953972,0.59394354,0.00768130,0.99231870,0
287,38799,0.61168576,0.00000000,0.99920757,0.61378629,0.10062691,0.89937309,0
288,38899,0.57037735,0.00000000,0.99981826,0.57071737,0.07349151,0.92650849,0
289,38999,0.53516403,0.00000000,0.99862368,0.53910483,0.04168422,0.95831578,0
290,39099,0.71109450,0.01711011,0.98854849,0.75449370,0.00170316,0.99829684,0
291,39199,0.66499156,0.00000000,0.99947839,0.66642763,0.07516802,0.92483198,0
292,39299,0.68542046,0.00000000,0.99630743,0.69030896,0.02605604,0.97394396,0
293,39399,0.71808831,0.00923305,0.99712704,0.72756673,0.07870761,0.92129239,0
294,39499,0.65803024,0.00000000,0.99640022,0.66698039,0.01336539,0.98663461,0
295,39599,0.62241743,0.00000000,0.99436641,0.63362040,0.07302332,0.92697668,0
296,39699,0.62865667,0.00000000,0.99659257,0.64579386,0.02480981,0.97519019,0
297,39799,0.78329280,0.07582280,0.99566376,0.80162676,0.04869806,0.95130194,0
298,39899,0.83178303,0.21396576,0.98408644,0.88280132,0.02676056,0.97323944,0
299,39999,0.61419714,0.10822453,0.99918100,0.61765710,0.03718711,0.96281289,0
300,40099,0.64741587,0.05668961,0.98410881,0.67635895,0.05148149,0.94851851,0
301,40199,0.52047281,0.00000000,0.98651465,0.54794605,0.03353151,0.96646849,0
302,40299,0.73245138,0.05640294,0.97158529,0.79466476,0.02756458,0.97243542,0
303,40399,0.60408326,0.00000000,0.99292263,0.61156889,0.08088312,0.91911688,0
304,40499,0.56545286,0.00000000,0.99170580,0.57990206,0.03477670,0.96522330,0
305,40599,0.54787212,0.00000000,0.99526649,0.55338236,0.04696451,0.95303549,0
306,40699,0.50806366,0.00000000,0.99667254,0.51772627,0.03081307,0.96918693,0
307,40799,0.70907469,0.00000000,0.99730794,0.71453671,0.02262341,0.97737659,0
308,40899,0.75346362,0.08421980,0.97381841,0.84516511,0.01326598,0.98673402,0
309,40999,0.61673988,0.00805617,0.98460818,0.65757278,-0.03784362,1.03784362,0
310,41099,0.83525352,0.13923588,0.98913563,0.85711142,0.31579926,0.68420074,0
311,41199,0.61455578,0.05426613,0.98479774,0.63400403,0.22309358,0.77690642,0
312,41299,0.64670109,0.00109966,0.98393324,0.67086336,0.01631803,0.98368197,0
313,41399,0.60264056,0.00000000,0.99362895,0.61363883,-0.00643257,1.00643257,0
314,41499,0.56668984,0.00000000,0.96686482,0.61052616,-0.05539815,1.05539815,0
315,41599,0.52412478,0.00000000,0.97985527,0.55637667,-0.02741718,1.02741718,0
316,41699,0.53952161,0.00000000,0.97968275,0.57390538,-0.02736672,1.02736672,0
317,41799,0.47696102,0.00000000,0.97321026,0.51163522,-0.01515380,1.01515380,0
318,41899,0.42606364,0.00000000,0.97890759,0.44925219,0.00104706,0.99895294,0
319,41999,0.49029325,0.00000000,0.97937603,0.52242871,0.01250487,0.98749513,0
320,42099,0.92270017,0.22396493,0.99014675,0.95904262,0.34000063,0.65999937,0
