step,detector_epoch,fast_slow_gap,fast_wins,state_action_pseudo_count,state_action_familiarity_weight,familiarity_ready,familiarity_warmup_remaining,block_completed,block_valid,block_win_rate,block_familiarity,block_weight_sum,q_short,q_long,rate_gap,detector_armed,regime_change,positive_streak,initial_stabilization_streak,rearm_streak,initial_arming_complete,rate_warmup_remaining,initial_warmup_remaining,log_p_fast,log_p_slow,fast_mean_total_var,slow_mean_total_var,fast_mean_epistemic_var,slow_mean_epistemic_var,predictor_nll
10600,0,0.68265915,1,3,0.25918178,1,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,0,0,0,20,0,-24.93786621,-25.62052536,50.07400513,49.93073654,0.34333542,0.34792864,28.15657711
10699,0,0.42065811,1,1,0.09516258,1,0,1,0,0.68182495,0.22050788,22.05078778,nan,nan,nan,0,0,0,0,0,0,20,0,-26.45324326,-26.87390137,33.10265350,31.14859772,0.14144672,0.14847511,26.80827236
10700,0,0.48871613,1,4,0.32967995,1,0,0,0,nan,nan,nan,nan,nan,nan,0,0,0,0,0,0,20,0,-25.77237320,-26.26108932,50.03467560,49.79060364,0.29509079,0.31275421,27.68168736
10799,0,0.12620735,1,9,0.59343034,1,0,1,1,0.55130732,0.32073466,32.07346583,0.55130732,0.55130732,0.00000000,0,0,0,0,0,0,19,0,-25.08997726,-25.21618462,29.36845589,28.64093781,0.12346146,0.12555763,25.16193835
10800,0,0.29837799,1,3,0.25918178,1,0,0,0,nan,nan,nan,0.55130732,0.55130732,0.00000000,0,0,0,0,0,0,19,0,-27.34587097,-27.64424896,37.62127686,36.71247101,0.13084497,0.13860300,27.92266388
10899,0,0.76482391,1,1,0.09516258,1,0,1,1,0.75100289,0.36904475,36.90447467,0.59124644,0.55330428,0.03794216,0,0,0,0,0,0,18,0,-23.73912811,-24.50395203,49.66333771,49.50398636,0.26985511,0.29092824,25.32812548
10900,0,-0.00450325,0,15,0.77686984,1,0,0,0,nan,nan,nan,0.59124644,0.55330428,0.03794216,0,0,0,0,0,0,18,0,-24.74293709,-24.73843384,30.66337013,29.61210823,0.11677469,0.12079956,24.70527344
10999,0,0.39684677,1,7,0.50341470,1,0,1,1,0.77309313,0.37205572,37.20557217,0.62761577,0.55550216,0.07211361,0,0,0,0,0,0,17,0,-24.01327133,-24.41011810,48.84106445,48.64402771,0.24799082,0.25246561,24.88923025
11000,0,0.44185638,1,18,0.83470111,1,0,0,0,nan,nan,nan,0.62761577,0.55550216,0.07211361,0,0,0,0,0,0,17,0,-71.14906311,-71.59091949,1.14105141,1.13797235,0.00264924,0.00276690,71.64429474
11099,0,1.32032204,1,2,0.18126925,1,0,1,1,0.89836286,0.39896221,39.89622147,0.68176519,0.55893077,0.12283442,0,0,0,0,0,0,16,0,-26.76820755,-28.08852959,23.06958580,21.21233749,0.14292783,0.15065157,27.24307442
11100,0,1.11984825,1,0,0.00000000,1,0,0,0,nan,nan,nan,0.68176519,0.55893077,0.12283442,0,0,0,0,0,0,16,0,-30.38938713,-31.50923538,37.16412354,35.57963943,0.21327117,0.22332114,33.29159927
11199,0,0.78752708,1,2,0.18126925,1,0,1,1,0.87565097,0.34280685,34.28068508,0.72054235,0.56209797,0.15844437,0,0,0,0,0,0,15,0,-28.33938789,-29.12691498,27.26455688,25.75152588,0.07593879,0.08828501,28.45911980
11200,0,-0.60808754,0,3,0.25918178,1,0,0,0,nan,nan,nan,0.72054235,0.56209797,0.15844437,0,0,0,0,0,0,15,0,-28.47850037,-27.87041283,48.64548874,48.48751831,0.20691374,0.21846998,30.86011124
11299,0,0.79705048,1,2,0.18126925,1,0,1,1,0.80381343,0.43801506,43.80150585,0.73719656,0.56451513,0.17268144,0,0,0,0,0,0,14,0,-28.37369537,-29.17074585,43.97394562,43.03689194,0.20286037,0.20583987,29.43618889
11300,0,0.47272682,1,8,0.55067104,1,0,0,0,nan,nan,nan,0.73719656,0.56451513,0.17268144,0,0,0,0,0,0,14,0,-24.38555336,-24.85828018,20.73075676,19.47895050,0.07849053,0.08552527,24.41988373
11399,0,0.28903198,1,4,0.32967995,1,0,1,1,0.76088047,0.46887682,46.88768248,0.74193334,0.56647878,0.17545456,0,0,0,0,0,0,13,0,-26.01362610,-26.30265808,40.15778351,39.77876282,0.14852589,0.15807423,26.66701603
11400,0,0.24167442,1,6,0.45118836,1,0,0,0,nan,nan,nan,0.74193334,0.56647878,0.17545456,0,0,0,0,0,0,13,0,-23.67856979,-23.92024422,33.93823624,33.13928604,0.18054236,0.19190986,24.17651081
11499,0,0.06370354,1,9,0.59343034,1,0,1,1,0.75320931,0.47197110,47.19711006,0.74418854,0.56834609,0.17584245,0,0,0,0,0,0,12,0,-25.85046959,-25.91417313,36.13826370,35.68746185,0.12022344,0.13343246,25.81682110
11500,0,0.01104355,1,2,0.18126925,1,0,0,0,nan,nan,nan,0.74418854,0.56834609,0.17584245,0,0,0,0,0,0,12,0,-24.76874924,-24.77979279,47.52294922,47.68816757,0.17075913,0.18966842,25.99362421
11599,0,0.33932877,1,8,0.55067104,1,0,1,1,0.80824984,0.52247978,52.24797756,0.75700080,0.57074512,0.18625567,0,0,0,0,0,0,11,0,-24.09224701,-24.43157578,27.24608231,27.26423073,0.06381562,0.07203256,23.81480551
11600,0,0.30852699,1,14,0.75340304,1,0,0,0,nan,nan,nan,0.75700080,0.57074512,0.18625567,0,0,0,0,0,0,11,0,-26.58873367,-26.89726067,16.03644753,15.80970383,0.08676019,0.08750505,26.73043966
11699,0,0.29526711,1,4,0.32967995,1,0,1,1,0.90332191,0.57368817,57.36881706,0.78626502,0.57407089,0.21219413,0,0,0,0,0,0,10,0,-23.99614334,-24.29141045,38.27930450,38.85375977,0.15439309,0.15718430,25.24176979
11700,0,0.12311172,1,5,0.39346934,1,0,0,0,nan,nan,nan,0.78626502,0.57407089,0.21219413,0,0,0,0,0,0,10,0,-26.34275627,-26.46586800,22.78569794,22.54546738,0.10766123,0.11246819,26.61800079
11799,0,0.75276375,1,21,0.87754357,1,0,1,1,0.93147343,0.59007647,59.00764690,0.81530670,0.57764492,0.23766178,0,0,0,0,0,0,9,0,-24.48051643,-25.23328018,40.95606995,41.43457794,0.11034223,0.12162081,24.96685457
11800,0,0.80138397,1,21,0.87754357,1,0,0,0,nan,nan,nan,0.81530670,0.57764492,0.23766178,0,0,0,0,0,0,9,0,-25.39008522,-26.19146919,44.07220459,44.76228333,0.17138748,0.18329215,26.16956139
11899,0,0.95492554,1,8,0.55067104,1,0,1,1,0.88577707,0.61913924,61.91392426,0.82940078,0.58072624,0.24867454,0,0,0,0,0,0,8,0,-23.39377213,-24.34869766,28.79865265,29.45182228,0.07167868,0.08176061,23.66567485
11900,0,0.78164482,1,7,0.50341470,1,0,0,0,nan,nan,nan,0.82940078,0.58072624,0.24867454,0,0,0,0,0,0,8,0,-24.09092903,-24.87257385,35.93712616,35.69264221,0.14554214,0.14963664,24.23207569
11999,0,0.74609756,1,5,0.39346934,1,0,1,1,0.96420647,0.65039014,65.03901389,0.85636191,0.58456104,0.27180087,0,0,0,0,0,0,7,0,-24.70143509,-25.44753265,19.08266258,18.69287109,0.07277478,0.07706945,24.97891299
12000,0,0.08955002,1,28,0.93918994,1,0,0,0,nan,nan,nan,0.85636191,0.58456104,0.27180087,0,0,0,0,0,0,7,0,-52.76888275,-52.85843277,1.13177049,1.13813245,0.00174126,0.00177569,52.62279320
12099,0,0.54618073,1,20,0.86466472,1,0,1,1,0.75533084,0.56120821,56.12082120,0.83615570,0.58626874,0.24988696,0,0,0,0,0,0,6,0,-27.55539322,-28.10157394,13.50345898,13.22219372,0.08748928,0.09016570,26.86601639
12100,0,0.44419098,1,15,0.77686984,1,0,0,0,nan,nan,nan,0.83615570,0.58626874,0.24988696,0,0,0,0,0,0,6,0,-23.16423035,-23.60842133,40.90512466,42.20198441,0.12175477,0.12325600,23.05351448
12199,0,0.49100113,1,9,0.59343034,1,0,1,1,0.96136120,0.72220704,72.22070448,0.86119680,0.59001966,0.27117713,0,0,0,0,0,0,5,0,-26.80291748,-27.29391861,42.91582489,43.34219360,0.11919061,0.12910944,28.10467196
12200,0,0.77698135,1,19,0.85043138,1,0,0,0,nan,nan,nan,0.86119680,0.59001966,0.27117713,0,0,0,0,0,0,5,0,-23.87227631,-24.64925766,40.48111725,41.38943863,0.13717867,0.14810926,24.11007786
12299,0,0.53310585,1,6,0.45118836,1,0,1,1,0.92890991,0.71646243,71.64624308,0.87473942,0.59340857,0.28133085,0,0,0,0,0,0,4,0,-27.43361664,-27.96672249,28.68316650,29.47263527,0.09152815,0.09518239,28.33421771
12300,0,1.43750572,1,6,0.45118836,1,0,0,0,nan,nan,nan,0.87473942,0.59340857,0.28133085,0,0,0,0,0,0,4,0,-23.07613182,-24.51363754,41.54208755,42.49930573,0.16910551,0.19002502,22.35933971
12399,0,1.05469322,1,30,0.95021293,1,0,1,1,0.92241003,0.68995713,68.99571274,0.88427354,0.59669858,0.28757496,0,0,0,0,0,0,3,0,-24.52226639,-25.57695961,34.35097122,36.03588867,0.08815803,0.08764447,24.57922697
12400,0,1.13512421,1,22,0.88919684,1,0,0,0,nan,nan,nan,0.88427354,0.59669858,0.28757496,0,0,0,0,0,0,3,0,-22.36185837,-23.49698257,22.95846176,23.61697197,0.11767691,0.12610063,22.55724716
12499,0,0.73763084,1,17,0.81731648,1,0,1,1,0.94599140,0.72638833,72.63883256,0.89661711,0.60019151,0.29642560,0,0,0,0,0,0,2,0,-22.36120415,-23.09883499,11.59275532,11.91680336,0.07923713,0.08318956,22.45286846
12500,0,0.61603546,1,18,0.83470111,1,0,0,0,nan,nan,nan,0.89661711,0.60019151,0.29642560,0,0,0,0,0,0,2,0,-23.60661316,-24.22264862,16.67937469,17.20034027,0.05831811,0.05833584,23.18384171
12599,0,1.58712196,1,12,0.69880579,1,0,1,1,0.96330731,0.76686963,76.68696311,0.90995515,0.60382267,0.30613249,0,0,0,0,0,0,1,0,-22.72407341,-24.31119537,32.58375931,32.75935364,0.12838237,0.13253413,23.22211266
12600,0,1.01433372,1,12,0.69880579,1,0,0,0,nan,nan,nan,0.90995515,0.60382267,0.30613249,0,0,0,0,0,0,1,0,-24.58746338,-25.60179710,23.30144691,23.88632584,0.08635659,0.09228444,24.66961365
12699,0,0.28725433,1,20,0.86466472,1,0,1,1,0.93452394,0.79160615,79.16061475,0.91486891,0.60712968,0.30773923,0,0,0,0,0,0,0,0,-24.58701897,-24.87427330,41.27170181,42.13792038,0.20787662,0.22086534,25.90201569
12700,0,1.40064621,1,20,0.86466472,1,0,0,0,nan,nan,nan,0.91486891,0.60712968,0.30773923,0,0,0,0,0,0,0,0,-23.79627228,-25.19691849,18.65271568,19.20255852,0.09760482,0.10563812,23.96216901
12799,0,0.96222496,1,8,0.55067104,1,0,1,1,0.95474238,0.77538606,77.53860591,0.92284361,0.61060581,0.31223780,0,0,0,0,0,0,0,0,-23.70269585,-24.66492081,36.62862015,37.33094788,0.10948154,0.11170527,25.24324481
12800,0,0.48209763,1,11,0.66712892,1,0,0,0,nan,nan,nan,0.92284361,0.61060581,0.31223780,0,0,0,0,0,0,0,0,-22.66486740,-23.14696503,40.38339615,41.91709900,0.12167508,0.12096816,24.04504967
12899,0,0.55769920,1,8,0.55067104,1,0,1,1,0.95654199,0.77524839,77.52483917,0.92958328,0.61406517,0.31551811,0,0,0,0,0,0,0,0,-25.17953110,-25.73723030,39.82040024,40.81465530,0.19013047,0.19881631,26.84372584
12900,0,0.91232681,1,9,0.59343034,1,0,0,0,nan,nan,nan,0.92958328,0.61406517,0.31551811,0,0,0,0,0,0,0,0,-23.83804703,-24.75037384,43.83747864,45.21530914,0.14237359,0.14371037,24.24477673
12999,0,-3.63766861,0,15,0.77686984,1,0,1,1,0.88607455,0.72544018,72.54401784,0.92088154,0.61678526,0.30409627,0,0,0,0,0,0,0,0,-31.77264404,-28.13497543,47.22471237,48.66308594,0.20482238,0.21478474,42.82637723
13000,0,-0.02973175,0,34,0.96662673,1,0,0,0,nan,nan,nan,0.92088154,0.61678526,0.30409627,0,0,0,0,0,0,0,0,-54.72859192,-54.69886017,1.15872312,1.17771852,0.00322925,0.00332819,54.95931091
13099,0,0.59354019,1,9,0.59343034,1,0,1,1,0.69213615,0.60478342,60.47834220,0.87513246,0.61753877,0.25759369,0,0,0,0,0,0,0,0,-28.34492493,-28.93846512,6.04257965,6.38569069,0.04915773,0.05066012,29.34768391
13100,0,0.51766396,1,8,0.55067104,1,0,0,0,nan,nan,nan,0.87513246,0.61753877,0.25759369,0,0,0,0,0,0,0,0,-26.77014732,-27.28781128,9.02602577,9.64963818,0.08895407,0.09345438,27.23949146
13199,0,0.76564980,1,18,0.83470111,1,0,1,1,0.99052015,0.76282748,76.28274848,0.89821000,0.62126859,0.27694141,0,0,0,0,0,0,0,0,-29.43302727,-30.19867706,3.15459847,3.22213912,0.02835672,0.03183787,29.37117910
13200,0,1.37327766,1,12,0.69880579,1,0,0,0,nan,nan,nan,0.89821000,0.62126859,0.27694141,0,0,0,0,0,0,0,0,-26.30622292,-27.67950058,10.02774429,9.85400772,0.05869130,0.06275029,26.89180660
13299,0,2.46961021,1,33,0.96311683,1,0,1,1,1.00000000,0.70188392,70.18839207,0.91856800,0.62505590,0.29351210,0,0,0,0,0,0,0,0,-30.20846367,-32.67807388,32.62383270,33.55685425,0.13067597,0.13771929,35.75811640
13300,0,1.04948425,1,4,0.32967995,1,0,0,0,nan,nan,nan,0.91856800,0.62505590,0.29351210,0,0,0,0,0,0,0,0,-26.15662956,-27.20611382,28.49749374,29.15500259,0.10984263,0.10919200,28.24160528
13399,0,-2.07015228,0,11,0.66712892,1,0,1,1,0.89133627,0.69182298,69.18229825,0.91312165,0.62771870,0.28540295,0,0,0,0,0,0,0,0,-25.22257614,-23.15242386,46.80135727,46.18584442,0.21372853,0.22326282,27.44064713
13400,0,-1.30259705,0,26,0.92572642,1,0,0,0,nan,nan,nan,0.91312165,0.62771870,0.28540295,0,0,0,0,0,0,0,0,-25.81872749,-24.51613045,48.65707779,48.89929962,0.23276938,0.22063528,34.97026698
13499,0,-0.45636940,0,25,0.91791500,1,0,1,1,0.21839109,0.80691955,80.69195504,0.77417554,0.62362543,0.15055011,0,0,0,0,0,0,0,0,-22.60711861,-22.15074921,44.40176010,44.29756546,0.10063529,0.10729904,21.97526550
13500,0,-0.71292114,0,27,0.93279449,1,0,0,0,nan,nan,nan,0.77417554,0.62362543,0.15055011,0,0,0,0,0,0,0,0,-22.55635071,-21.84342957,39.63650131,39.58402634,0.13656473,0.14179876,23.76707649
13599,0,0.20144463,1,43,0.98643144,1,0,1,1,0.62967231,0.88021596,88.02159584,0.74527489,0.62368590,0.12158900,0,0,0,0,0,0,0,0,-22.77179337,-22.97323799,9.86820316,9.29282188,0.06037438,0.06143709,22.84265137
13600,0,0.36198807,1,44,0.98772266,1,0,0,0,nan,nan,nan,0.74527489,0.62368590,0.12158900,0,0,0,0,0,0,0,0,-22.78237915,-23.14436722,15.03065109,14.77129936,0.08563368,0.09000507,21.30159569
13699,0,0.60045624,1,27,0.93279449,1,0,1,1,0.86497975,0.84921480,84.92147990,0.76921587,0.62609883,0.14311703,0,0,0,0,0,0,0,0,-22.31308365,-22.91353989,44.92213821,45.11146927,0.23824528,0.23235051,25.01403236
13700,0,0.87340736,1,37,0.97527647,1,0,0,0,nan,nan,nan,0.76921587,0.62609883,0.14311703,0,0,0,0,0,0,0,0,-23.17001152,-24.04341888,38.65066910,39.33494568,0.10717481,0.11088087,24.59976069
13799,0,0.85713196,1,66,0.99863963,1,0,1,1,0.84396691,0.84374158,84.37415780,0.78416607,0.62827752,0.15588856,0,0,0,0,0,0,0,0,-21.04617691,-21.90330887,16.69862556,17.07181740,0.06451213,0.06728072,20.86222839
13800,0,1.28911781,1,46,0.98994816,1,0,0,0,nan,nan,nan,0.78416607,0.62827752,0.15588856,0,0,0,0,0,0,0,0,-27.84419823,-29.13331604,5.14875889,5.02042055,0.02080338,0.02217736,28.65118885
13899,0,0.72829628,1,26,0.92572642,1,0,1,1,0.91013797,0.84237410,84.23741017,0.80936045,0.63109612,0.17826433,0,0,0,0,0,0,0,0,-22.49928284,-23.22757912,29.55475616,30.30177498,0.13522220,0.13650271,22.03570938
13900,0,0.98206520,1,21,0.87754357,1,0,0,0,nan,nan,nan,0.80936045,0.63109612,0.17826433,0,0,0,0,0,0,0,0,-23.05068207,-24.03274727,36.50939941,37.55763626,0.10346396,0.11387935,22.81734403
13999,0,0.86643410,1,45,0.98889100,1,0,1,1,0.92115260,0.89629764,89.62976403,0.83171888,0.63399668,0.19772220,0,0,0,0,0,0,0,0,-20.51361275,-21.38004684,11.72988415,11.99730301,0.04895850,0.05049019,19.89601517
14000,0,0.18721771,1,52,0.99448344,1,0,0,0,nan,nan,nan,0.83171888,0.63399668,0.19772220,0,0,0,0,0,0,0,0,-32.69801331,-32.88523102,1.10910738,1.11695611,0.00250832,0.00241497,32.83955812
14099,0,0.36861610,1,6,0.45118836,1,0,1,1,0.77609431,0.72053609,72.05360894,0.82059397,0.63541766,0.18517631,0,0,0,0,0,0,0,0,-27.11292839,-27.48154449,17.46874237,17.55045128,0.08529022,0.09450426,27.51757336
14100,0,0.49146843,1,5,0.39346934,1,0,0,0,nan,nan,nan,0.82059397,0.63541766,0.18517631,0,0,0,0,0,0,0,0,-30.84919167,-31.34066010,35.11631393,35.51064682,0.18655990,0.18302727,32.59116364
14199,0,-0.28879356,0,12,0.69880579,1,0,1,1,0.76762066,0.80699818,80.69981809,0.80999931,0.63673969,0.17325962,0,0,0,0,0,0,0,0,-24.23386574,-23.94507217,35.95222473,36.02400589,0.09153719,0.09966986,25.18768120
14200,0,1.19752884,1,28,0.93918994,1,0,0,0,nan,nan,nan,0.80999931,0.63673969,0.17325962,0,0,0,0,0,0,0,0,-26.48563385,-27.68316269,43.40345764,42.91269302,0.14616349,0.16160685,29.00338236
14299,0,-0.10394478,0,45,0.98889100,1,0,1,1,0.73296119,0.86209638,86.20963843,0.79459168,0.63770191,0.15688978,0,0,0,0,0,0,0,0,-23.62130356,-23.51735878,38.59854507,39.67945862,0.12979791,0.13824934,23.89922667
14300,0,-0.75863266,0,33,0.96311683,1,0,0,0,nan,nan,nan,0.79459168,0.63770191,0.15688978,0,0,0,0,0,0,0,0,-22.94699097,-22.18835831,41.31123352,41.94283676,0.11277427,0.11988943,24.24858030
14399,0,0.37953949,1,37,0.97527647,1,0,1,1,0.81714694,0.83294781,83.29478074,0.79910273,0.63949636,0.15960638,0,0,0,0,0,0,0,0,-21.46164703,-21.84118652,23.32989120,23.24332619,0.06273968,0.06686355,21.58039522
14400,0,0.10327721,1,49,0.99255342,1,0,0,0,nan,nan,nan,0.79910273,0.63949636,0.15960638,0,0,0,0,0,0,0,0,-23.40560341,-23.50888062,29.48264503,29.53360367,0.10871521,0.11731987,23.72356796
14499,0,0.74789047,1,38,0.97762923,1,0,1,1,0.92636847,0.86616494,86.61649377,0.82455588,0.64236508,0.18219080,0,0,0,0,0,0,0,0,-21.76116180,-22.50905228,32.99607468,33.31122971,0.09899611,0.10043450,21.49177297
14500,0,0.86505127,1,32,0.95923780,1,0,0,0,nan,nan,nan,0.82455588,0.64236508,0.18219080,0,0,0,0,0,0,0,0,-24.85482788,-25.71987915,23.28195190,23.64385223,0.05747144,0.06116395,25.03264618
14599,0,0.74415588,1,9,0.59343034,1,0,1,1,0.93125432,0.87385810,87.38581010,0.84589557,0.64525397,0.20064160,0,0,0,0,0,0,0,0,-22.11506653,-22.85922241,18.01271248,18.85448837,0.03274369,0.03486403,22.57535267
14600,0,0.28363228,1,54,0.99548342,1,0,0,0,nan,nan,nan,0.84589557,0.64525397,0.20064160,0,0,0,0,0,0,0,0,-22.23416138,-22.51779366,17.58698273,17.99811172,0.08813885,0.09070002,22.11090660
14699,0,0.77854347,1,27,0.93279449,1,0,1,1,0.87940886,0.87970082,87.97008228,0.85259823,0.64759552,0.20500271,0,0,0,0,0,0,0,0,-21.19195175,-21.97049522,14.89112473,15.63714409,0.07209028,0.07632276,21.42748451
14700,0,0.32107162,1,66,0.99863963,1,0,0,0,nan,nan,nan,0.85259823,0.64759552,0.20500271,0,0,0,0,0,0,0,0,-23.51095963,-23.83203125,9.20963097,9.40500450,0.05849493,0.06231081,22.80796051
14799,0,0.90913391,1,74,0.99938875,1,0,1,1,0.93843808,0.88741449,88.74144895,0.86976620,0.65050394,0.21926225,0,0,0,0,0,0,0,0,-21.49084854,-22.39998245,30.58363152,31.93347168,0.09105913,0.09477399,21.83929698
14800,0,0.62574959,1,61,0.99775713,1,0,0,0,nan,nan,nan,0.86976620,0.65050394,0.21926225,0,0,0,0,0,0,0,0,-22.08074570,-22.70649529,10.56780815,10.90981102,0.04813120,0.05053057,22.87920856
14899,0,0.62189865,1,72,0.99925341,1,0,1,1,0.92159729,0.89622893,89.62289337,0.88013242,0.65321488,0.22691754,0,0,0,0,0,0,0,0,-28.43000412,-29.05190277,4.87654114,4.95794821,0.03124844,0.03065680,27.86437893
14900,0,0.51596451,1,44,0.98772266,1,0,0,0,nan,nan,nan,0.88013242,0.65321488,0.22691754,0,0,0,0,0,0,0,0,-20.29049683,-20.80646133,29.90996361,31.37358284,0.08036450,0.08169231,20.57405281
14999,0,1.29003906,1,51,0.99390325,1,0,1,1,0.90185411,0.93340411,93.34041085,0.88447676,0.65570127,0.22877549,0,0,0,0,0,0,0,0,-20.78144073,-22.07147980,23.79507065,25.78870773,0.07808142,0.07906873,21.09291903
15000,0,0.14043808,1,62,0.99797057,1,0,0,0,nan,nan,nan,0.88447676,0.65570127,0.22877549,0,0,0,0,0,0,0,0,-62.33058929,-62.47102737,1.13692522,1.15016150,0.00270659,0.00277570,63.36360168
15099,0,-0.45539093,0,35,0.96980262,1,0,1,1,0.53913057,0.73676275,73.67627474,0.81540752,0.65453556,0.16087196,0,0,0,0,0,0,0,0,-32.56981659,-32.11442566,7.82148838,8.34253979,0.06361067,0.06539899,33.85252380
15100,0,0.93876266,1,9,0.59343034,1,0,0,0,nan,nan,nan,0.81540752,0.65453556,0.16087196,0,0,0,0,0,0,0,0,-26.61954117,-27.55830383,31.80233383,33.74330139,0.10476337,0.11183601,27.79578209
15199,0,1.86562347,1,2,0.18126925,1,0,1,1,0.97015440,0.77193261,77.19326094,0.84635689,0.65769175,0.18866514,0,0,0,0,0,0,0,0,-28.19210434,-30.05772781,35.97753906,36.17597961,0.13002701,0.13508160,30.87982941
15200,0,0.89886284,1,14,0.75340304,1,0,0,0,nan,nan,nan,0.84635689,0.65769175,0.18866514,0,0,0,0,0,0,0,0,-24.41005135,-25.30891418,9.01815224,9.42626858,0.07037188,0.07301259,24.63067198
15299,0,1.42560959,1,64,0.99833844,1,0,1,1,0.99882900,0.81266172,81.26617153,0.87685132,0.66110312,0.21574819,0,0,0,0,0,0,0,0,-28.82405090,-30.24966049,11.12679005,11.12226582,0.06920663,0.06942227,29.57414627
15300,0,1.17365646,1,19,0.85043138,1,0,0,0,nan,nan,nan,0.87685132,0.66110312,0.21574819,0,0,0,0,0,0,0,0,-24.46838188,-25.64203835,14.94912529,14.80626297,0.09025470,0.09138107,25.01533508
15399,0,0.42617607,1,11,0.66712892,1,0,1,1,1.00000000,0.83453019,83.45301872,0.90148105,0.66449209,0.23698896,0,0,0,0,0,0,0,0,-27.56101227,-27.98718834,14.82800961,14.09804916,0.05814406,0.05870004,27.91739655
15400,0,0.21867752,1,43,0.98643144,1,0,0,0,nan,nan,nan,0.90148105,0.66449209,0.23698896,0,0,0,0,0,0,0,0,-27.31662750,-27.53530502,11.66595936,10.79261017,0.08341409,0.08071118,27.77151489
15499,0,0.72737885,1,20,0.86466472,1,0,1,1,1.00000000,0.76189724,76.18972379,0.92118484,0.66784717,0.25333767,0,0,0,0,0,0,0,0,-29.16484833,-29.89222717,14.13336277,13.14513588,0.10565515,0.10636233,30.43350172
15500,0,0.65721703,1,13,0.72746821,1,0,0,0,nan,nan,nan,0.92118484,0.66784717,0.25333767,0,0,0,0,0,0,0,0,-28.43209076,-29.08930779,14.25241470,12.78207302,0.06305306,0.06810823,29.96948719
15599,0,1.91299057,1,24,0.90928205,1,0,1,1,1.00000000,0.88013368,88.01336809,0.93694787,0.67116870,0.26577917,0,0,0,0,0,0,0,0,-29.33221817,-31.24520874,17.48142052,15.93221855,0.07131749,0.07033451,29.67799616
15600,0,0.12921143,1,15,0.77686984,1,0,0,0,nan,nan,nan,0.93694787,0.67116870,0.26577917,0,0,0,0,0,0,0,0,-23.91049957,-24.03971100,25.39373970,22.69290352,0.08646420,0.08462712,24.04249859
15699,0,1.34662819,1,62,0.99797057,1,0,1,1,1.00000000,0.93677695,93.67769510,0.94955830,0.67445701,0.27510129,0,0,0,0,0,0,0,0,-21.04352760,-22.39015579,19.98128510,17.66611862,0.08593524,0.08855482,21.10445658
15700,0,1.33692932,1,82,0.99972535,1,0,0,0,nan,nan,nan,0.94955830,0.67445701,0.27510129,0,0,0,0,0,0,0,0,-27.45653152,-28.79346085,2.82949567,2.59815788,0.01771002,0.01675179,27.26300955
15799,0,1.18945122,1,31,0.95495080,1,0,1,1,0.98468272,0.90917658,90.91765837,0.95658318,0.67755927,0.27902391,0,0,0,0,0,0,0,0,-28.50483131,-29.69428253,5.67904329,4.98919773,0.02895127,0.02748330,30.72399521
15800,0,1.60889435,1,61,0.99775713,1,0,0,0,nan,nan,nan,0.95658318,0.67755927,0.27902391,0,0,0,0,0,0,0,0,-24.69401932,-26.30291367,26.59606171,24.17065811,0.08759371,0.08943035,25.05542501
15899,0,1.50888062,1,81,0.99969646,1,0,1,1,0.98006016,0.88855968,88.85596845,0.96127858,0.68058428,0.28069430,0,0,0,0,0,0,0,0,-21.24277878,-22.75165939,9.35518551,7.96007776,0.03617311,0.03688338,21.48424339
15900,0,1.14052582,1,19,0.85043138,1,0,0,0,nan,nan,nan,0.96127858,0.68058428,0.28069430,0,0,0,0,0,0,0,0,-19.95885468,-21.09938049,6.37296486,5.50338125,0.03271867,0.03514136,19.79494047
15999,0,0.45331764,1,77,0.99954717,1,0,1,1,0.70384030,0.85051737,85.05173662,0.90979092,0.68081684,0.22897408,0,0,0,0,0,0,0,0,-25.10667992,-25.55999756,9.53094864,7.98272705,0.05078243,0.04841788,25.30288601
16000,0,3.96669769,1,64,0.99833844,1,0,0,0,nan,nan,nan,0.90979092,0.68081684,0.22897408,0,0,0,0,0,0,0,0,-92.58388519,-96.55058289,1.20365345,1.17968118,0.00372266,0.00368142,95.03617350
16099,0,-0.70476532,0,77,0.99954717,1,0,1,1,0.91654898,0.82409101,82.40910125,0.91114253,0.68317416,0.22796837,0,0,0,0,0,0,0,0,-23.10553360,-22.40076828,18.35416412,15.19776058,0.08093664,0.07746932,22.62263632
16100,0,-0.23008919,0,19,0.85043138,1,0,0,0,nan,nan,nan,0.91114253,0.68317416,0.22796837,0,0,0,0,0,0,0,0,-21.65178299,-21.42169380,12.91803455,10.63035011,0.02994950,0.02864517,21.73492241
16199,0,0.58797455,1,14,0.75340304,1,0,1,1,0.54268913,0.91457781,91.45778147,0.83745185,0.68176931,0.15568254,0,0,0,0,0,0,0,0,-22.20701599,-22.79499054,34.68091583,32.43584442,0.08310017,0.08064772,21.50067902
16200,0,0.25577927,1,24,0.90928205,1,0,0,0,nan,nan,nan,0.83745185,0.68176931,0.15568254,0,0,0,0,0,0,0,0,-22.02536392,-22.28114319,39.68610001,37.56214142,0.12665828,0.12581174,22.65823746
16299,0,1.13970757,1,36,0.97267628,1,0,1,1,0.92038912,0.94828263,94.82826258,0.85403931,0.68415551,0.16988380,0,0,0,0,0,0,0,0,-21.56862831,-22.70833588,15.49162960,14.26851940,0.04469699,0.04763795,21.61649399
