step,detector_epoch,block_evidence,block_coverage,num_regions,W_t,regime_change
31899,0,0.02056319,0.92000000,253,0.00000000,0
31999,0,0.00674012,0.97000000,235,0.00000000,0
32099,0,0.11599757,0.83000000,235,0.06599757,0
32199,0,0.02539410,0.94000000,239,0.04139167,0
32299,0,0.01914164,0.97000000,265,0.01053331,0
32399,0,0.00094941,0.95000000,236,0.00000000,0
32499,0,0.03848316,0.96000000,244,0.00000000,0
32599,0,0.08527604,0.98000000,249,0.03527604,0
32699,0,0.03375709,0.97000000,239,0.01903313,0
32799,0,0.01197140,0.93000000,251,0.00000000,0
32899,0,0.08396446,0.92000000,241,0.03396446,0
32999,0,0.01197064,0.90000000,255,0.00000000,0
33099,0,0.30822051,0.80000000,231,0.25822051,0
33199,0,0.02951159,0.95000000,247,0.23773210,0
33299,0,0.03636544,0.88000000,229,0.22409754,0
33399,0,0.01273463,0.96000000,265,0.18683217,0
33499,0,0.03605317,0.92000000,238,0.17288534,0
33599,0,0.06082291,0.88000000,253,0.18370825,0
33699,0,0.05341226,0.89000000,244,0.18712050,0
33799,0,0.02532352,0.93000000,249,0.16244403,0
33899,0,0.03217452,0.87000000,220,0.14461854,0
33999,0,0.08151225,0.89000000,233,0.17613079,0
34099,0,0.08603346,0.79000000,212,0.21216425,0
34199,0,0.05261015,0.90000000,246,0.21477440,0
34299,0,0.03027342,0.92000000,233,0.19504781,0
34399,0,0.04020950,0.91000000,240,0.18525732,0
34499,0,0.04740973,0.81000000,218,0.18266705,0
34599,0,0.08123474,0.87000000,238,0.21390179,0
34699,0,0.02964390,0.88000000,222,0.19354568,0
34799,0,0.09505589,0.84000000,230,0.23860157,0
34899,0,0.24725153,0.85000000,229,0.43585310,0
34999,0,0.06834737,0.88000000,232,0.45420047,0
35099,0,0.32850950,0.72000000,165,0.73270997,0
35199,0,0.14745522,0.99000000,195,0.83016519,0
35299,0,0.03189570,0.89000000,232,0.81206089,0
35399,0,0.09746751,0.94000000,245,0.85952841,0
35499,0,0.14460806,0.79000000,212,0.95413647,0
35599,0,0.07606272,0.87000000,232,0.98019919,0
35699,0,0.15231282,0.85000000,217,1.08251200,0
35799,0,0.01107649,0.91000000,231,1.04358849,0
35899,0,0.06400604,0.90000000,222,1.05759453,0
35999,0,0.10267226,0.90000000,241,1.11026679,0
36099,0,0.38632983,0.81000000,206,1.44659661,0
36199,0,0.04080496,0.98000000,261,1.43740157,0
36299,0,0.06427208,0.94000000,242,1.45167365,0
36399,0,0.01952874,0.89000000,229,1.42120239,0
36499,0,0.10810313,0.95000000,245,1.47930552,0
36599,0,0.04624723,0.96000000,238,1.47555275,0
36699,0,0.06388274,0.93000000,243,1.48943548,0
36799,0,0.00922331,0.89000000,231,1.44865880,0
36899,0,0.13748287,0.86000000,226,1.53614166,0
36999,0,0.09136541,0.90000000,232,1.57750707,0
37099,0,0.25774084,0.71000000,170,1.78524792,0
37199,0,0.09021620,0.83000000,237,1.82546412,0
37299,0,0.06153895,0.89000000,221,1.83700307,0
37399,0,0.05880855,0.98000000,237,1.84581163,0
37499,0,0.01552010,0.99000000,245,1.81133173,0
37599,0,0.10851246,0.93000000,242,1.86984419,0
37699,0,0.18116662,0.95000000,243,2.00101081,0
37799,0,0.04344442,0.91000000,233,1.99445523,0
37899,0,0.09700369,0.96000000,243,2.04145892,0
37999,0,0.03783728,0.94000000,238,2.02929620,0
38099,0,0.40354687,0.84000000,230,2.38284308,0
38199,0,0.08168075,0.92000000,234,2.41452383,0
38299,0,0.13626916,0.88000000,224,2.50079299,0
38399,0,0.05925918,0.93000000,231,2.51005217,0
38499,0,0.18252414,0.88000000,223,2.64257631,0
38599,0,0.06892040,0.93000000,237,2.66149672,0
38699,0,0.11613559,0.90000000,228,2.72763230,0
38799,0,0.10619281,0.93000000,232,2.78382511,0
38899,0,0.09441392,0.96000000,222,2.82823903,0
38999,0,0.04004040,0.96000000,237,2.81827943,0
39099,0,0.18021983,0.80000000,226,2.94849925,0
39199,0,0.22447271,0.91000000,228,3.12297196,0
39299,0,0.13623981,0.86000000,215,3.20921177,0
39399,0,0.16123426,0.90000000,226,3.32044603,0
39499,0,0.20835208,0.90000000,228,3.47879812,0
39599,0,0.05208803,0.84000000,209,3.48088615,0
39699,0,0.27049507,0.86000000,225,3.70138122,0
39799,0,0.06461430,0.84000000,221,3.71599552,0
39899,0,0.18161344,0.85000000,213,3.84760896,0
39999,0,0.25724351,0.92000000,228,4.05485247,0
40099,0,0.43333354,0.76000000,211,4.43818601,0
40199,0,0.08943310,0.82000000,207,4.47761910,0
40299,0,0.27837973,0.80000000,206,4.70599883,0
40399,0,0.15326900,0.90000000,211,4.80926784,0
40499,0,0.05543837,0.86000000,206,4.81470621,0
40599,0,0.05588755,0.84000000,229,4.82059376,0
40699,0,0.22837517,0.82000000,200,4.99896893,0
40799,0,0.08492662,0.82000000,194,5.03389555,1
60899,1,0.00000000,1.00000000,202,0.00000000,0
60999,1,0.00000000,1.00000000,181,0.00000000,0
61099,1,0.06872406,0.42000000,122,0.01872406,0
61199,1,0.01937551,1.00000000,193,0.00000000,0
61299,1,0.00000000,0.99000000,180,0.00000000,0
61399,1,0.00000000,1.00000000,192,0.00000000,0
61499,1,0.00297988,0.99000000,191,0.00000000,0
61599,1,0.01700902,0.99000000,194,0.00000000,0
61699,1,0.00000000,0.98000000,195,0.00000000,0
61799,1,0.00230639,0.98000000,182,0.00000000,0
61899,1,0.00306409,0.96000000,188,0.00000000,0
61999,1,0.00000000,0.98000000,213,0.00000000,0
62099,1,0.01259880,0.55000000,156,0.00000000,0
62199,1,0.00000000,0.96000000,206,0.00000000,0
62299,1,0.00934584,0.94000000,197,0.00000000,0
62399,1,0.00092415,0.93000000,198,0.00000000,0
62499,1,0.00000000,0.97000000,208,0.00000000,0
62599,1,0.00000000,0.97000000,206,0.00000000,0
62699,1,0.03153778,1.00000000,220,0.00000000,0
62799,1,0.01498905,0.99000000,207,0.00000000,0
62899,1,0.00005260,0.99000000,216,0.00000000,0
62999,1,0.03548629,0.99000000,216,0.00000000,0
63099,1,0.18827335,0.64000000,192,0.13827335,0
63199,1,0.03975162,0.99000000,205,0.12802497,0
63299,1,0.01276912,1.00000000,230,0.09079409,0
63399,1,0.02570050,0.99000000,203,0.06649460,0
63499,1,0.00000000,1.00000000,204,0.01649460,0
63599,1,0.00016987,0.99000000,198,0.00000000,0
63699,1,0.00643359,0.99000000,187,0.00000000,0
63799,1,0.00016197,0.97000000,204,0.00000000,0
63899,1,0.01603823,1.00000000,198,0.00000000,0
63999,1,0.00000000,0.97000000,193,0.00000000,0
64099,1,0.02117546,0.60000000,147,0.00000000,0
64199,1,0.00260567,0.98000000,212,0.00000000,0
64299,1,0.00142285,0.99000000,219,0.00000000,0
64399,1,0.00000000,0.99000000,193,0.00000000,0
64499,1,0.00000000,0.95000000,199,0.00000000,0
64599,1,0.00196973,0.97000000,207,0.00000000,0
64699,1,0.00000000,0.99000000,205,0.00000000,0
64799,1,0.01160668,0.99000000,205,0.00000000,0
64899,1,0.02496769,0.97000000,176,0.00000000,0
64999,1,0.00000000,0.99000000,196,0.00000000,0
65099,1,0.06882039,0.49000000,144,0.01882039,0
65199,1,0.00000000,0.99000000,192,0.00000000,0
65299,1,0.00000000,0.97000000,175,0.00000000,0
65399,1,0.00000000,0.98000000,173,0.00000000,0
65499,1,0.00000000,0.95000000,168,0.00000000,0
65599,1,0.00000000,0.97000000,180,0.00000000,0
65699,1,0.00000000,0.99000000,172,0.00000000,0
65799,1,0.00000000,0.99000000,193,0.00000000,0
65899,1,0.00000000,0.97000000,175,0.00000000,0
65999,1,0.00000000,0.97000000,168,0.00000000,0
66099,1,0.00000000,0.30000000,74,0.00000000,0
66199,1,0.00000000,0.28000000,56,0.00000000,0
66299,1,nan,0.22000000,44,0.00000000,0
66399,1,nan,0.18000000,29,0.00000000,0
66499,1,nan,0.07000000,18,0.00000000,0
66599,1,nan,0.02000000,6,0.00000000,0
66699,1,nan,0.06000000,15,0.00000000,0
66799,1,0.76736105,0.42000000,102,0.71736105,0
66899,1,0.32079123,0.63000000,103,0.98815229,0
66999,1,0.58188778,0.61000000,106,1.52004007,0
67099,1,0.08653990,0.61000000,132,1.55657997,0
67199,1,0.00103013,0.98000000,163,1.50761009,0
67299,1,0.00000000,0.99000000,138,1.45761009,0
67399,1,0.00000000,0.97000000,150,1.40761009,0
67499,1,0.00000000,0.97000000,151,1.35761009,0
67599,1,0.00000000,0.99000000,157,1.30761009,0
67699,1,0.00000000,0.98000000,165,1.25761009,0
67799,1,0.00000000,0.99000000,163,1.20761009,0
67899,1,0.00000000,0.99000000,150,1.15761009,0
67999,1,0.00000000,0.96000000,143,1.10761009,0
68099,1,0.01023586,0.78000000,150,1.06784596,0
68199,1,0.00000000,0.99000000,163,1.01784596,0
68299,1,0.00000000,0.98000000,174,0.96784596,0
68399,1,0.00000000,0.98000000,142,0.91784596,0
68499,1,0.00000000,0.99000000,155,0.86784596,0
68599,1,0.00000000,0.96000000,169,0.81784596,0
68699,1,0.00000000,0.97000000,149,0.76784596,0
68799,1,0.00000000,0.93000000,153,0.71784596,0
68899,1,0.00000000,0.95000000,143,0.66784596,0
68999,1,0.00000000,0.94000000,134,0.61784596,0
69099,1,0.09211538,0.30000000,59,0.65996133,0
69199,1,nan,0.11000000,29,0.65996133,0
69299,1,nan,0.15000000,26,0.65996133,0
69399,1,nan,0.19000000,45,0.65996133,0
69499,1,nan,0.12000000,29,0.65996133,0
69599,1,nan,0.09000000,20,0.65996133,0
69699,1,nan,0.08000000,18,0.65996133,0
69799,1,nan,0.11000000,20,0.65996133,0
69899,1,nan,0.19000000,29,0.65996133,0
69999,1,nan,0.10000000,24,0.65996133,0
70099,1,0.00000000,0.42000000,103,0.60996133,0
70199,1,0.00000000,0.95000000,152,0.55996133,0
70299,1,0.00000000,0.98000000,152,0.50996133,0
70399,1,0.00000000,0.99000000,147,0.45996133,0
70499,1,0.00000000,0.99000000,157,0.40996133,0
70599,1,0.00000000,0.95000000,159,0.35996133,0
70699,1,0.00000000,0.99000000,163,0.30996133,0
70799,1,0.00000000,0.94000000,142,0.25996133,0
70899,1,0.00000000,0.96000000,140,0.20996133,0
70999,1,0.00000000,0.95000000,157,0.15996133,0
71099,1,nan,0.20000000,52,0.15996133,0
71199,1,0.00000000,0.43000000,109,0.10996133,0
71299,1,0.00000000,0.93000000,147,0.05996133,0
71399,1,0.00000000,0.92000000,159,0.00996133,0
71499,1,0.00000000,0.94000000,166,0.00000000,0
71599,1,0.00000000,0.91000000,165,0.00000000,0
71699,1,0.00000000,0.96000000,158,0.00000000,0
71799,1,0.00000000,0.98000000,162,0.00000000,0
71899,1,0.00000000,0.98000000,180,0.00000000,0
71999,1,0.00000000,0.95000000,164,0.00000000,0
72099,1,0.00000000,0.65000000,154,0.00000000,0
72199,1,0.00000000,0.96000000,170,0.00000000,0
72299,1,0.00000000,0.94000000,179,0.00000000,0
72399,1,0.00000000,0.94000000,182,0.00000000,0
72499,1,0.00000000,0.93000000,170,0.00000000,0
72599,1,0.00000000,0.90000000,182,0.00000000,0
72699,1,0.00000000,0.96000000,179,0.00000000,0
72799,1,0.00000000,0.94000000,187,0.00000000,0
72899,1,0.00000000,0.96000000,203,0.00000000,0
72999,1,0.00000000,0.91000000,181,0.00000000,0
73099,1,0.00000000,0.66000000,149,0.00000000,0
73199,1,0.00000000,0.90000000,175,0.00000000,0
73299,1,0.01087704,0.93000000,185,0.00000000,0
73399,1,0.00269329,0.95000000,186,0.00000000,0
73499,1,0.01107965,0.95000000,194,0.00000000,0
73599,1,0.00182996,0.88000000,183,0.00000000,0
73699,1,0.00568671,0.95000000,201,0.00000000,0
73799,1,0.00000000,0.95000000,181,0.00000000,0
73899,1,0.00000000,0.95000000,192,0.00000000,0
73999,1,0.00000000,0.98000000,186,0.00000000,0
74099,1,0.00000000,0.34000000,101,0.00000000,0
74199,1,0.00000000,0.98000000,196,0.00000000,0
74299,1,0.00000000,0.95000000,182,0.00000000,0
74399,1,0.00000000,0.96000000,164,0.00000000,0
74499,1,0.00319943,0.94000000,178,0.00000000,0
74599,1,0.00000000,0.97000000,174,0.00000000,0
74699,1,0.00000000,0.96000000,197,0.00000000,0
74799,1,0.00000000,0.96000000,187,0.00000000,0
74899,1,0.00000000,0.97000000,171,0.00000000,0
74999,1,0.00029607,0.96000000,172,0.00000000,0
75099,1,0.00000000,0.61000000,163,0.00000000,0
75199,1,0.00000000,0.97000000,185,0.00000000,0
75299,1,0.00379784,0.94000000,194,0.00000000,0
75399,1,0.00000000,0.97000000,188,0.00000000,0
75499,1,0.04106893,0.95000000,208,0.00000000,0
75599,1,0.00000000,0.96000000,192,0.00000000,0
75699,1,0.00058809,0.93000000,202,0.00000000,0
75799,1,0.01574266,0.95000000,218,0.00000000,0
75899,1,0.00000000,0.96000000,202,0.00000000,0
75999,1,0.02291363,0.91000000,210,0.00000000,0
76099,1,0.07808094,0.51000000,130,0.02808094,0
76199,1,0.00000000,0.95000000,186,0.00000000,0
76299,1,0.00000000,1.00000000,197,0.00000000,0
76399,1,0.00000000,0.98000000,187,0.00000000,0
76499,1,0.00677589,0.97000000,205,0.00000000,0
76599,1,0.00182722,0.95000000,199,0.00000000,0
76699,1,0.01774506,0.95000000,210,0.00000000,0
76799,1,0.00422087,0.96000000,212,0.00000000,0
76899,1,0.00568297,0.97000000,211,0.00000000,0
76999,1,0.00000000,0.99000000,205,0.00000000,0
77099,1,0.11678492,0.49000000,143,0.06678492,0
77199,1,0.00000000,0.99000000,196,0.01678492,0
77299,1,0.00769864,0.95000000,184,0.00000000,0
77399,1,0.00000000,0.95000000,192,0.00000000,0
77499,1,0.00216933,0.98000000,185,0.00000000,0
77599,1,0.03023990,0.96000000,200,0.00000000,0
77699,1,0.00000000,0.97000000,202,0.00000000,0
77799,1,0.00000000,0.99000000,175,0.00000000,0
77899,1,0.04772185,0.99000000,197,0.00000000,0
77999,1,0.00000000,0.99000000,188,0.00000000,0
78099,1,0.00533970,0.59000000,153,0.00000000,0
78199,1,0.00000000,0.99000000,190,0.00000000,0
78299,1,0.00000000,0.98000000,191,0.00000000,0
78399,1,0.00000000,1.00000000,181,0.00000000,0
78499,1,0.02642996,1.00000000,198,0.00000000,0
78599,1,0.00705881,0.98000000,202,0.00000000,0
78699,1,0.00000000,0.97000000,196,0.00000000,0
78799,1,0.00000000,1.00000000,190,0.00000000,0
78899,1,0.00899521,0.99000000,210,0.00000000,0
78999,1,0.00000000,0.99000000,196,0.00000000,0
79099,1,0.00226061,0.54000000,55,0.00000000,0
79199,1,0.07876434,0.43000000,69,0.02876434,0
79299,1,0.04935230,0.58000000,159,0.02811664,0
79399,1,0.00000000,0.98000000,209,0.00000000,0
79499,1,0.00000000,0.98000000,208,0.00000000,0
79599,1,0.00161226,0.97000000,186,0.00000000,0
79699,1,0.03736327,1.00000000,199,0.00000000,0
79799,1,0.00697484,1.00000000,189,0.00000000,0
79899,1,0.00000000,1.00000000,197,0.00000000,0
79999,1,0.00000000,1.00000000,186,0.00000000,0
80099,1,0.01495329,0.61000000,139,0.00000000,0
80199,1,0.00000000,1.00000000,185,0.00000000,0
80299,1,0.00000000,1.00000000,199,0.00000000,0
80399,1,0.00000000,1.00000000,211,0.00000000,0
80499,1,0.00000000,1.00000000,214,0.00000000,0
80599,1,0.00000000,1.00000000,204,0.00000000,0
80699,1,0.00000000,0.99000000,194,0.00000000,0
80799,1,0.00000000,0.99000000,187,0.00000000,0
80899,1,0.00000000,1.00000000,194,0.00000000,0
80999,1,0.01344698,0.98000000,206,0.00000000,0
81099,1,nan,0.17000000,50,0.00000000,0
81199,1,0.08921800,0.79000000,199,0.03921800,0
81299,1,0.00000000,1.00000000,191,0.00000000,0
81399,1,0.00000000,1.00000000,185,0.00000000,0
81499,1,0.00000000,0.99000000,177,0.00000000,0
81599,1,0.00000000,0.97000000,178,0.00000000,0
81699,1,0.00009511,1.00000000,195,0.00000000,0
81799,1,0.00000000,0.98000000,181,0.00000000,0
81899,1,0.00000000,1.00000000,188,0.00000000,0
81999,1,0.00000000,0.99000000,180,0.00000000,0
82099,1,0.03536720,0.76000000,176,0.00000000,0
82199,1,0.00000000,1.00000000,200,0.00000000,0
82299,1,0.01013239,0.98000000,199,0.00000000,0
82399,1,0.01059370,1.00000000,180,0.00000000,0
82499,1,0.00000000,1.00000000,168,0.00000000,0
82599,1,0.00069080,1.00000000,167,0.00000000,0
82699,1,0.00000000,0.99000000,184,0.00000000,0
82799,1,0.00000000,1.00000000,183,0.00000000,0
82899,1,0.00000000,0.98000000,165,0.00000000,0
82999,1,0.00000000,0.98000000,184,0.00000000,0
83099,1,0.02336829,0.62000000,146,0.00000000,0
83199,1,0.00000000,1.00000000,199,0.00000000,0
83299,1,0.00253223,1.00000000,201,0.00000000,0
83399,1,0.00445238,1.00000000,184,0.00000000,0
83499,1,0.00000000,0.99000000,185,0.00000000,0
83599,1,0.00000000,0.98000000,186,0.00000000,0
83699,1,0.00000000,0.99000000,192,0.00000000,0
83799,1,0.00000000,0.98000000,186,0.00000000,0
83899,1,0.00000000,0.99000000,190,0.00000000,0
83999,1,0.00000000,1.00000000,188,0.00000000,0
84099,1,nan,0.11000000,33,0.00000000,0
84199,1,0.11153500,0.69000000,148,0.06153500,0
84299,1,0.00000000,0.98000000,174,0.01153500,0
84399,1,0.00000000,1.00000000,183,0.00000000,0
84499,1,0.00000000,0.99000000,177,0.00000000,0
84599,1,0.00000000,0.98000000,170,0.00000000,0
84699,1,0.00000000,1.00000000,178,0.00000000,0
84799,1,0.00000000,0.99000000,155,0.00000000,0
84899,1,0.00000000,0.99000000,171,0.00000000,0
84999,1,0.00000000,1.00000000,185,0.00000000,0
85099,1,0.08163537,0.52000000,137,0.03163537,0
85199,1,0.00000000,0.99000000,165,0.00000000,0
85299,1,0.00000000,1.00000000,161,0.00000000,0
85399,1,0.00000000,0.99000000,167,0.00000000,0
85499,1,0.00000000,0.99000000,170,0.00000000,0
85599,1,0.00000000,1.00000000,177,0.00000000,0
85699,1,0.00000000,0.99000000,191,0.00000000,0
85799,1,0.00000000,0.99000000,189,0.00000000,0
85899,1,0.00000000,0.99000000,177,0.00000000,0
85999,1,0.00000000,0.98000000,192,0.00000000,0
86099,1,0.04633267,0.57000000,154,0.00000000,0
86199,1,0.00000000,0.98000000,213,0.00000000,0
86299,1,0.00000000,0.97000000,177,0.00000000,0
86399,1,0.00000000,0.98000000,181,0.00000000,0
86499,1,0.00000000,0.98000000,174,0.00000000,0
86599,1,0.00000000,0.98000000,184,0.00000000,0
86699,1,0.00091568,0.99000000,187,0.00000000,0
86799,1,0.00139637,1.00000000,177,0.00000000,0
86899,1,0.00000000,0.99000000,183,0.00000000,0
86999,1,0.00000000,1.00000000,159,0.00000000,0
87099,1,0.00232278,0.69000000,173,0.00000000,0
87199,1,0.00000000,0.99000000,181,0.00000000,0
87299,1,0.00623171,0.99000000,190,0.00000000,0
87399,1,0.00297095,0.98000000,204,0.00000000,0
87499,1,0.00000000,0.99000000,182,0.00000000,0
87599,1,0.00000000,0.95000000,182,0.00000000,0
87699,1,0.01381265,0.95000000,181,0.00000000,0
87799,1,0.00239686,0.97000000,172,0.00000000,0
87899,1,0.00087773,0.96000000,185,0.00000000,0
87999,1,0.00000000,0.99000000,198,0.00000000,0
88099,1,0.27342025,0.54000000,68,0.22342025,0
88199,1,0.00200504,0.72000000,165,0.17542528,0
88299,1,0.00622579,0.94000000,166,0.13165108,0
88399,1,0.01009124,0.94000000,158,0.09174232,0
88499,1,0.02268064,0.91000000,168,0.06442296,0
88599,1,0.00000000,0.91000000,144,0.01442296,0
88699,1,0.01143618,0.96000000,171,0.00000000,0
88799,1,0.00056932,0.98000000,167,0.00000000,0
88899,1,0.00000000,0.94000000,157,0.00000000,0
88999,1,0.00000000,0.94000000,178,0.00000000,0
89099,1,0.02862646,0.69000000,167,0.00000000,0
89199,1,0.00000000,0.96000000,156,0.00000000,0
89299,1,0.00621317,0.92000000,147,0.00000000,0
89399,1,0.00000000,0.94000000,166,0.00000000,0
89499,1,0.01507887,0.94000000,180,0.00000000,0
89599,1,0.01136527,0.98000000,177,0.00000000,0
89699,1,0.00000000,0.99000000,190,0.00000000,0
89799,1,0.00583611,0.98000000,163,0.00000000,0
89899,1,0.01039692,0.98000000,185,0.00000000,0
89999,1,0.00000000,0.97000000,182,0.00000000,0
90099,1,0.07418351,0.48000000,132,0.02418351,0
90199,1,0.00006630,1.00000000,178,0.00000000,0
90299,1,0.00801552,0.98000000,169,0.00000000,0
90399,1,0.00000000,0.99000000,183,0.00000000,0
90499,1,0.00148608,0.97000000,179,0.00000000,0
90599,1,0.00000000,0.97000000,169,0.00000000,0
90699,1,0.00000000,0.98000000,171,0.00000000,0
90799,1,0.00000000,0.98000000,186,0.00000000,0
90899,1,0.00000000,0.98000000,178,0.00000000,0
90999,1,0.00185545,0.97000000,190,0.00000000,0
91099,1,0.00267757,0.67000000,160,0.00000000,0
91199,1,0.00270335,0.94000000,183,0.00000000,0
91299,1,0.00026411,0.97000000,191,0.00000000,0
91399,1,0.01111709,0.99000000,185,0.00000000,0
91499,1,0.00253145,0.98000000,188,0.00000000,0
91599,1,0.00250759,0.99000000,198,0.00000000,0
91699,1,0.00000000,0.98000000,176,0.00000000,0
