step,surprise_raw,surprise_clipped,state_action_pseudo_count,familiarity,e_t,block_E_k,W_k,block_completed,warmup_remaining,regime_change,mean_total_var,mean_epistemic_var,predictor_nll
0,10.27330112,10.27330112,0,0.00000000,0.00000000,nan,0.00000000,0,9999,0,0.99915409,0.00296839,109.54988480
100,20.35258865,20.00000000,0,0.00000000,0.00000000,nan,0.00000000,0,9899,0,1.59822893,0.31167537,279.87768173
200,9.57431507,9.57431507,0,0.00000000,0.00000000,nan,0.00000000,0,9799,0,1.50057364,0.20257430,149.80642192
300,4.81499434,4.81499434,0,0.00000000,0.00000000,nan,0.00000000,0,9699,0,2.27021360,0.33173835,86.79520925
400,7.17132044,7.17132044,0,0.00000000,0.00000000,nan,0.00000000,0,9599,0,1.16876137,0.03380129,86.84114838
500,1.13537169,1.13537169,0,0.00000000,0.00000000,nan,0.00000000,0,9499,0,1.22434568,0.03418116,28.91043968
600,1.96571052,1.96571052,0,0.00000000,0.00000000,nan,0.00000000,0,9399,0,2.74313855,0.33824900,44.24858475
700,0.81055045,0.81055045,0,0.00000000,0.00000000,nan,0.00000000,0,9299,0,4.77778435,0.31128898,39.83327675
800,5.68961525,5.68961525,0,0.00000000,0.00000000,nan,0.00000000,0,9199,0,1.55979133,0.08731160,75.81422170
900,2.44054294,2.44054294,0,0.00000000,0.00000000,nan,0.00000000,0,9099,0,3.05779338,0.17748418,53.44761848
1000,4.52195930,4.52195930,0,0.00000000,0.00000000,nan,0.00000000,0,8999,0,1.03766012,0.00211011,58.47735469
1100,3.98941851,3.98941851,0,0.00000000,0.00000000,nan,0.00000000,0,8899,0,2.85367322,0.10476766,75.41510582
1200,0.46944803,0.46944803,0,0.00000000,0.00000000,nan,0.00000000,0,8799,0,5.21100807,0.15604262,23.49531937
1300,4.20152187,4.20152187,0,0.00000000,0.00000000,nan,0.00000000,0,8699,0,2.65673780,0.16990115,82.35600662
1400,1.10793316,1.10793316,0,0.00000000,0.00000000,nan,0.00000000,0,8599,0,4.63887787,0.20293590,30.35238838
1500,0.44216186,0.44216186,0,0.00000000,0.00000000,nan,0.00000000,0,8499,0,9.51947498,0.31837729,27.32448069
1600,0.66851860,0.66851860,0,0.00000000,0.00000000,nan,0.00000000,0,8399,0,16.57524872,0.30927044,35.91628647
1700,0.21784717,0.21784717,0,0.00000000,0.00000000,nan,0.00000000,0,8299,0,29.23387718,0.36225089,30.45035887
1800,1.12956512,1.12956512,0,0.00000000,0.00000000,nan,0.00000000,0,8199,0,8.76748371,0.23067512,34.33446217
1900,2.80666971,2.80666971,0,0.00000000,0.00000000,nan,0.00000000,0,8099,0,2.74929738,0.04899412,46.51355743
2000,7.70598507,7.70598507,0,0.00000000,0.00000000,nan,0.00000000,0,7999,0,1.14308310,0.00564428,84.99911753
2100,1.08424568,1.08424568,0,0.00000000,0.00000000,nan,0.00000000,0,7899,0,2.77407122,0.06221886,29.67281647
2200,1.11541617,1.11541617,0,0.00000000,0.00000000,nan,0.00000000,0,7799,0,5.00082350,0.11099275,32.35593033
2300,1.16347659,1.16347659,0,0.00000000,0.00000000,nan,0.00000000,0,7699,0,6.61883640,0.11284272,33.31069832
2400,1.07540762,1.07540762,0,0.00000000,0.00000000,nan,0.00000000,0,7599,0,14.16874027,0.26843941,33.09500376
2500,0.28855282,0.28855282,0,0.00000000,0.00000000,nan,0.00000000,0,7499,0,9.91092300,0.18586278,23.98544566
2600,0.94813061,0.94813061,0,0.00000000,0.00000000,nan,0.00000000,0,7399,0,23.04700470,0.16499898,34.88311386
2700,0.79206961,0.79206961,0,0.00000000,0.00000000,nan,0.00000000,0,7299,0,3.18335485,0.04173422,26.42632961
2800,1.60490835,1.60490835,0,0.00000000,0.00000000,nan,0.00000000,0,7199,0,19.79076576,0.19424437,40.03631592
2900,1.10118425,1.10118425,0,0.00000000,0.00000000,nan,0.00000000,0,7099,0,7.42565489,0.12187285,31.19659185
3000,8.97945786,8.97945786,0,0.00000000,0.00000000,nan,0.00000000,0,6999,0,1.18045950,0.00490676,96.90479851
3100,0.30316570,0.30316570,0,0.00000000,0.00000000,nan,0.00000000,0,6899,0,18.22172928,0.14295578,24.74378824
3200,0.16006429,0.16006429,0,0.00000000,0.00000000,nan,0.00000000,0,6799,0,15.00936890,0.12482662,22.94714483
