step,e_P,e_R,e_P_bar,e_R_bar,D_t,c_t,regime_change
1604000,0.04769387,0.04755681,0.00000000,0.00000000,0.00000000,0.00000000,0
1605000,0.11031742,0.00320441,0.46860028,-0.91178686,0.10979311,0.12412387,0
1606000,0.08703488,0.05555024,0.23502494,1.58925580,1.29048536,0.53823156,0
1607000,0.10168558,0.06744101,0.62773459,2.39973342,3.07638559,0.57753258,0
1608000,0.06950421,0.00358365,0.03008396,-0.94923592,0.00045252,0.75567762,0
1609000,0.04552329,0.04463344,0.00000000,0.00000000,0.00000000,0.00000000,0
1610000,0.06893045,0.07323288,-0.01665063,2.85161282,4.06584783,0.47136234,0
1611000,0.08170673,0.03999568,0.33609297,1.19466206,0.77008797,0.67933765,0
1612000,0.07641748,0.02886401,0.00000000,0.00000000,0.00000000,0.00000000,0
1613000,0.27471045,0.05824700,2.81975015,1.25368516,4.76135870,0.08335098,0
1614000,0.19039690,0.00048104,1.84358021,-1.03293801,1.69939399,0.18662175,0
1615000,0.06368905,0.06480917,-0.21719123,1.95642457,1.91379856,0.71026454,0
1616000,0.10787936,0.04725442,0.63460583,1.21062662,0.93417069,0.97580086,0
1617000,0.09441569,0.06845316,0.41747093,2.36231289,2.87740208,0.84630814,0
1618000,0.06800949,0.02164790,-0.08408082,-0.01106569,0.00000000,0.82414397,0
1619000,0.13077699,0.07477532,1.26461614,2.84618069,4.84999926,0.91699888,0
1620000,0.14071742,0.08114062,1.53923939,3.27233343,6.53871200,0.75319787,0
1621000,0.22123989,0.02969900,0.00000000,0.00000000,0.00000000,0.00000000,0
1622000,0.06561834,0.01358955,-0.26171357,-0.47755350,0.00000000,0.17017481,0
1623000,0.09580731,0.00339565,0.29155822,-0.89898630,0.04250310,0.24878317,0
1624000,0.10479368,0.01337995,0.52093840,-0.44727652,0.13568841,0.40583856,0
1625000,0.06578110,0.06017905,-0.12386905,1.96554038,1.93167449,1.37408497,0
1626000,0.10459379,0.03133694,0.65915338,0.52945169,0.35740114,0.77763392,0
1627000,0.10493115,0.00316784,0.72085848,-0.99465760,0.25981847,0.54198020,0
1628000,0.04868277,0.01283086,-0.43117375,-0.44585866,0.00000000,1.08405462,0
1629000,0.26981002,0.02678257,4.46626965,0.38111724,10.04640749,0.62698464,0
1630000,0.06066217,0.00772022,0.00000000,0.00000000,0.00000000,0.00000000,0
1631000,0.06752738,0.01426608,-0.19028525,-0.44513927,0.00000000,0.35326035,0
1632000,0.15941037,0.03065699,1.69073071,0.47189199,1.54062619,0.55861817,0
1633000,0.07202498,0.03791000,0.00000000,0.00000000,0.00000000,0.00000000,0
1634000,0.12761444,0.04242016,0.48000813,0.58581287,0.28679226,0.09814805,0
1635000,0.07054653,0.04648528,-0.15672732,0.91964660,0.42287494,0.11330086,0
1636000,0.05310376,0.01686693,-0.39331068,-0.23358825,0.00000000,0.33762201,0
1637000,0.18305734,0.04927314,1.83441973,1.30048922,2.52818398,0.24768946,0
1638000,0.08657166,0.07168673,0.24896273,2.48714307,3.12393156,0.30254059,0
1639000,0.06665096,0.02553920,0.00000000,0.00000000,0.00000000,0.00000000,0
1640000,0.10532138,0.04803218,0.30327701,0.86499485,0.42009652,0.16208384,0
1641000,0.17710103,0.03303518,1.60453976,0.42691589,1.37840252,0.14812573,0
1642000,0.06324875,0.07207852,-0.18745138,2.26250026,2.55945372,0.26458169,0
1643000,0.06716556,0.01997786,-0.08607230,-0.06859678,0.00000000,0.71441491,0
1644000,0.07302380,0.02013319,0.05901170,-0.02698975,0.00174119,0.53981248,0
1645000,0.11347449,0.05369650,0.91452244,1.74820179,1.94628039,0.21899087,0
1646000,0.15253815,0.06416620,1.79162724,2.39396054,4.47048761,0.60252270,0
1647000,0.06112297,0.02499406,-0.11366150,0.29586887,0.04376919,0.53699651,0
1648000,0.06132070,0.14026949,0.00000000,0.00000000,0.00000000,0.00000000,0
1649000,0.04207861,0.04182766,-0.47724649,1.11268539,0.61903439,0.23927948,0
1650000,0.10553261,0.05817768,0.96558542,2.20802927,2.90387423,1.10144868,0
1651000,0.07281771,0.00538986,0.00000000,0.00000000,0.00000000,0.00000000,0
1652000,0.16298653,0.04271189,1.18314600,0.50769792,0.82879582,0.05947981,0
1653000,0.20971461,0.01984857,2.21454983,-0.15862766,2.45211547,0.27962765,0
1654000,0.24812713,0.00808178,3.15638607,-0.60712797,4.98138650,0.15473205,0
1655000,0.06049463,0.01953888,-0.19662403,-0.12415144,0.00000000,0.27503324,0
1656000,0.11460141,0.09396435,0.92887440,3.28911670,5.84054816,0.30566812,0
1657000,0.08063632,0.07710423,0.26643459,2.63731013,3.51319605,0.31487333,0
1658000,0.05302494,0.01973785,-0.30372664,-0.06763059,0.00000000,0.44218650,0
1659000,0.04037305,0.03476133,-0.57505401,0.69819329,0.24373694,0.84793846,0
1660000,0.04735298,0.00469508,-0.41327552,-0.83086031,0.00000000,0.53579129,0
1661000,0.05965097,0.03630665,-0.12095165,0.84347473,0.35572481,0.37247897,0
1662000,0.06293169,0.05521770,-0.03277768,1.89843094,1.80202002,0.42583185,0
1663000,0.06533037,0.04538386,0.03207718,1.39629460,0.97533377,0.96821241,0
1664000,0.12843722,0.06584828,1.62394806,2.57345650,4.62994282,1.17941284,0
1665000,0.07272103,0.09371087,0.00000000,0.00000000,0.00000000,0.00000000,0
1666000,0.10606610,0.05751190,0.00000000,0.00000000,0.00000000,0.00000000,0
1667000,0.05600551,0.02434143,-0.35557180,-0.01009264,0.00000000,0.20872632,0
1668000,0.04904522,0.06137848,-0.42239828,1.61802800,1.30900730,0.30945355,0
1669000,0.07354873,0.02957870,0.07449443,0.37667357,0.07371620,0.08069748,0
1670000,0.14732045,0.03050913,1.59962115,0.49506864,1.40194039,0.20171063,0
1671000,0.14640588,0.06276771,1.68842968,2.20107903,3.84777183,0.44565455,0
1672000,0.31760946,0.09538309,5.52737622,4.08218736,23.60807078,0.76930907,0
1673000,0.11803813,0.12193512,0.00000000,0.00000000,0.00000000,0.00000000,0
1674000,0.10692457,0.04051888,0.09417091,0.08532672,0.00807440,0.09226939,0
1675000,0.08554062,0.05030717,0.00534891,0.55377151,0.15334575,0.21078255,0
1676000,0.06751611,0.01276588,-0.17639868,-0.41464917,0.00000000,0.03744471,0
1677000,0.05539287,0.08009820,-0.32331199,1.85371597,1.71813144,0.16408210,0
1678000,0.05014827,0.03067340,-0.39280200,0.25466657,0.03242753,0.47567256,0
1679000,0.04699728,0.01877075,-0.43996143,-0.15582721,0.00000000,0.24425466,0
1680000,0.09984197,0.02260885,0.58938389,0.01412813,0.17378649,0.31234594,0
1681000,0.06962172,0.05133035,0.03376566,1.22600927,0.75211943,0.42542245,0
1682000,0.06157475,0.05865578,-0.10655899,1.60098512,1.28157667,0.35563510,0
1683000,0.21629171,0.05452110,3.16756531,1.47577211,6.10568665,0.52272128,0
1684000,0.15900682,0.10372222,2.01007060,3.74262616,9.02381719,1.40140584,0
1685000,0.10503697,0.00067158,0.87530716,-0.93613668,0.38308131,0.38960444,0
1686000,0.07235284,0.04413329,0.16612637,1.10966512,0.62947732,0.50224605,0
1687000,0.19215389,0.06868440,2.92323715,2.32218958,6.96893993,1.08736911,0
1688000,0.09925937,0.07725083,0.80942583,2.78914275,4.21724373,0.64694164,0
1689000,0.30544022,0.00357473,5.70047245,-0.83003058,16.24769308,1.17245423,0
1690000,0.09665734,0.07221035,0.77987492,2.64028581,3.78965703,1.02622961,0
1691000,0.09521212,0.08654301,0.00000000,0.00000000,0.00000000,0.00000000,0
1692000,0.07117016,0.00455979,0.06495385,-0.86068767,0.00210950,0.44843548,0
1693000,0.03386693,0.03138650,-0.67505372,0.68567222,0.23507320,0.57640999,0
1694000,0.05840594,0.06112078,-0.08563682,2.62019311,3.43270597,1.29293033,0
1695000,0.08129464,0.04325587,0.00000000,0.00000000,0.00000000,0.00000000,0
1696000,0.05257561,0.01926826,-0.37062037,-0.11478604,0.00000000,0.25418797,0
1697000,0.15669718,0.04915654,1.64713894,1.62019403,2.66904769,0.41708739,0
1698000,0.09133793,0.14428490,0.49400141,7.51443526,28.35538730,0.94836987,0
1699000,0.05987143,0.05817455,-0.11950199,2.46355163,3.03454331,0.77672751,0
1700000,0.05737390,0.00383525,-0.15989814,-0.98028876,0.00000000,0.88520641,0
1701000,0.08280473,0.05039105,0.45972714,2.11400470,2.34018246,1.07311826,0
1702000,0.08953717,0.01414416,0.65499263,-0.29391492,0.21450768,0.72838581,0
1703000,0.05627431,0.05436284,-0.14325238,2.49764738,3.11912123,0.81179621,0
1704000,0.07655814,0.01921010,0.39241108,0.07494046,0.07980126,0.72977666,0
1705000,0.15029173,0.01392396,2.35653740,-0.29327909,2.77663426,1.67500584,0
1706000,0.08480273,0.02197867,0.65477565,0.29454221,0.25774313,1.15180045,0
1707000,0.33526534,0.01599089,0.00000000,0.00000000,0.00000000,0.00000000,0
1708000,0.06105546,0.01101510,-0.18133824,-0.54888584,0.00000000,0.26152307,0
1709000,0.16186114,0.09651070,1.96888156,3.99105220,9.90249614,0.68028206,0
1710000,0.25686827,0.02141774,4.33939480,0.04704627,9.41628031,0.35147915,0
1711000,0.12520710,0.02916857,1.45037099,0.54201146,1.19867622,1.38320195,0
1712000,0.09961063,0.06796764,0.90247672,2.95648061,4.77762092,0.51675660,0
1713000,0.07187682,0.03789438,0.00000000,0.00000000,0.00000000,0.00000000,0
1714000,0.12196099,0.04066729,0.89416488,0.98766973,0.88751116,0.63073956,0
1715000,0.04691843,0.03332672,-0.48185906,0.70599983,0.24921788,0.34537196,0
1716000,0.09326851,0.02478641,0.57024909,0.28951282,0.20450085,0.68116627,0
1717000,0.09206304,0.00359764,0.59658616,-0.99640109,0.17795752,1.22747418,0
1718000,0.13597994,0.01335501,1.71508717,-0.38216159,1.47076199,1.36194728,0
1719000,0.05703779,0.00076430,0.00000000,0.00000000,0.00000000,0.00000000,0
1720000,0.05205747,0.00133208,-0.44911501,-0.81879328,0.00000000,0.08952592,0
1721000,0.06204484,0.01937149,-0.24588542,-0.21789753,0.00000000,0.09904866,0
1722000,0.08782752,0.02371015,0.27980350,-0.02892624,0.03914500,0.19323813,0
1723000,0.06447063,0.06114010,-0.13521743,1.57199041,1.23557693,0.57585864,0
1724000,0.06211337,0.05311159,0.00000000,0.00000000,0.00000000,0.00000000,0
1725000,0.10137101,0.06251765,0.34883992,1.31732065,0.92851149,0.15277205,0
1726000,0.10210010,0.03401680,0.48846123,0.39810849,0.19854237,0.40555820,0
1727000,0.06720278,0.06420249,-0.07082593,1.80751582,1.63355672,0.23317461,0
1728000,0.05273796,0.07103687,-0.32694133,2.28400662,2.60834313,0.30297205,0
1729000,0.12036628,0.03572793,1.09750025,0.65980728,0.81992622,0.66070427,0
1730000,0.05898803,0.07894780,-0.18453868,2.87651742,4.13717624,0.60622135,0
1731000,0.09647810,0.03122839,0.68663640,0.50281218,0.36214482,0.75297201,0
1732000,0.07299324,0.03129182,0.17227543,0.53182339,0.15625747,0.59314601,0
1733000,0.17790623,0.09293117,2.72196785,3.90124518,11.31441148,1.12154461,0
1734000,0.06452817,0.07217955,0.00106311,2.83986506,4.03241736,0.67409144,0
1735000,0.13423528,0.10938786,1.76929325,4.99366588,14.03354878,0.81248118,0
1736000,0.15150809,0.02261723,0.00000000,0.00000000,0.00000000,0.00000000,0
1737000,0.16250518,0.04603449,1.36345588,0.84245095,1.28436777,0.35824348,0
1738000,0.11060102,0.01282768,0.66768910,-0.43707730,0.22290437,0.25267000,0
1739000,0.11796469,0.02761389,0.00000000,0.00000000,0.00000000,0.00000000,0
1740000,0.08449300,0.02063377,0.07186261,-0.18958671,0.00258212,0.47777670,0
1741000,0.07577384,0.08531226,0.00568107,2.44254084,2.98301901,0.13202550,0
1742000,0.09982296,0.03899847,0.54812702,0.67192803,0.37596525,0.23902248,0
1743000,0.09181127,0.01315755,0.00000000,0.00000000,0.00000000,0.00000000,0
1744000,0.06807537,0.04048549,-0.24901548,0.35527066,0.06310862,0.04510572,0
1745000,0.08711153,0.04535213,0.16029095,0.67546448,0.24097273,0.12959191,0
1746000,0.07120462,0.06745644,-0.05666985,1.62999275,1.32843819,0.18098512,0
1747000,0.05044851,0.02914587,-0.43177178,0.22189458,0.02461860,0.61627988,0
1748000,0.08517767,0.07863254,0.29647137,2.35632253,2.82007557,0.37008902,0
1749000,0.06769550,0.10317667,0.00000000,0.00000000,0.00000000,0.00000000,0
1750000,0.10455129,0.02254505,0.39263848,-0.07608823,0.07708249,0.02239937,0
1751000,0.09213663,0.01954406,0.41126498,-0.13010088,0.08456944,0.13554876,0
1752000,0.07193626,0.06534646,0.11277752,2.24514270,2.52669225,0.13755983,0
1753000,0.13585982,0.01978195,1.59597040,-0.06390514,1.27356076,0.41543908,0
1754000,0.05325449,0.03937008,-0.25459522,1.05821900,0.55991372,1.30200720,0
1755000,0.21016474,0.05932993,3.62529935,2.28145221,9.17390977,1.07305164,0
1756000,0.05953463,0.00039559,-0.07672350,-1.17560615,0.00000000,0.99805511,0
1757000,0.09895896,0.02152757,0.98258938,0.10901620,0.48868321,1.19901386,0
1758000,0.38179234,0.01758118,0.00000000,0.00000000,0.00000000,0.00000000,0
1759000,0.07330652,0.13355386,0.09348214,5.25884116,13.83207462,0.92446764,0
1760000,0.06580001,0.04880418,-0.02689249,1.37925794,0.95117623,0.46405391,0
1761000,0.06546084,0.00317979,0.03181603,-0.98558803,0.00050613,0.46812256,0
1762000,0.05886281,0.10359593,0.00000000,0.00000000,0.00000000,0.00000000,0
1763000,0.12229531,0.02318015,0.00000000,0.00000000,0.00000000,0.00000000,0
1764000,0.07354438,0.02625140,0.04036397,0.15697696,0.01313551,0.28258856,0
1765000,0.06177295,0.01139118,-0.11237189,-0.49432204,0.00000000,0.34746378,0
1766000,0.05565532,0.04055782,-0.20087294,1.03858789,0.53933240,0.34002345,0
1767000,0.05851509,0.01284249,-0.11734321,-0.42851945,0.00000000,0.59133750,0
1768000,0.04085913,0.00692741,0.00000000,0.00000000,0.00000000,0.00000000,0
1769000,0.05838576,0.00796548,-0.25041650,-0.74648896,0.00000000,0.19434721,0
1770000,0.06336571,0.14242949,-0.07918541,6.17076359,19.03916163,0.74200950,0
1771000,0.06675992,0.02819464,0.06140980,0.40304955,0.08311005,0.17435096,0
1772000,0.12763864,0.04809155,1.49477299,1.61737104,2.42511768,0.81316405,0
1773000,0.06068631,0.00345282,-0.00131522,-1.01394070,0.00000000,0.43546566,0
1774000,0.18208873,0.04825357,3.08151502,1.79083065,6.35140461,0.51151878,0
1775000,0.05575069,0.00831716,0.00000000,0.00000000,0.00000000,0.00000000,0
1776000,0.05338718,0.05973101,-0.18203132,2.21706011,2.45767777,0.14811710,0
1777000,0.04475933,0.01039213,-0.36029120,-0.55850344,0.00000000,0.67848475,0
1778000,0.09628097,0.00716069,0.00000000,0.00000000,0.00000000,0.00000000,0
1779000,0.07549568,0.00701977,0.12518681,-0.62469244,0.00783587,0.12254945,0
1780000,0.08159769,0.09240948,0.31418149,3.16300646,5.05165992,0.68933027,0
1781000,0.07418905,0.02342637,0.19350769,0.10899651,0.02466273,0.30198179,0
1782000,0.05580368,0.01739627,-0.16374549,-0.15738084,0.00000000,0.28731446,0
1783000,0.06186773,0.00239632,0.00000000,0.00000000,0.00000000,0.00000000,0
1784000,0.14233015,0.00684678,1.22100952,-0.66359494,0.74543212,0.09133576,0
1785000,0.06159703,0.00344610,-0.07262700,-0.83334189,0.00000000,0.27559894,0
1786000,0.09693444,0.00093573,0.00000000,0.00000000,0.00000000,0.00000000,0
1787000,0.10249352,0.01061436,0.50505761,-0.55641184,0.12754159,0.51274788,0
1788000,0.07166635,0.07857537,0.08906602,2.86340175,4.10350117,0.84683056,0
1789000,0.07682604,0.03340546,0.28444371,0.67478677,0.26812270,0.28278008,0
1790000,0.12030437,0.05939045,0.00000000,0.00000000,0.00000000,0.00000000,0
1791000,0.09347425,0.05582723,0.12633432,1.04049335,0.54929338,0.03660624,0
1792000,0.06586679,0.01390051,-0.15823677,-0.43690612,0.00000000,0.19925065,0
1793000,0.08162303,0.15422007,0.20628259,6.06845041,18.43432145,0.50234412,0
1794000,0.08592720,0.02582299,0.37283880,0.17455262,0.08473869,0.43238144,0
1795000,0.19246112,0.03852400,2.68211433,0.87605011,3.98060055,0.39508890,0
1796000,0.10188680,0.00761658,0.84769876,-0.72927030,0.35929659,0.38377892,0
1797000,0.09069882,0.05109737,0.64773277,1.67772581,1.61716081,0.37579279,0
1798000,0.05780596,0.08867764,-0.08842988,3.87466810,7.50652644,0.70358878,0
1799000,0.04462131,0.00357818,-0.39115474,-0.96679658,0.00000000,0.71976723,0
1800000,0.04196932,0.01947223,-0.46291723,-0.03463470,0.00000000,0.73436434,0
1801000,0.08036215,0.04596630,0.00000000,0.00000000,0.00000000,0.00000000,0
1802000,0.04512759,0.01297320,-0.56494456,-0.54723214,0.00000000,0.19668220,0
1803000,0.11461929,0.00740858,0.84707910,-0.78320787,0.35877150,0.19250617,0
1804000,0.13448225,0.05200819,1.45454551,1.79949122,2.67693565,0.63976771,0
1805000,0.06523425,0.04749325,0.04102096,1.64664849,1.35656699,0.58943451,0
1806000,0.14583872,0.06924263,0.00000000,0.00000000,0.00000000,0.00000000,0
1807000,0.20980555,0.09766456,2.04905397,2.22654614,4.57806495,0.21697858,0
1808000,0.06572995,0.03999063,-0.07305296,0.54718092,0.14970348,0.18039776,0
1809000,0.15259714,0.02009358,1.71868578,-0.15963821,1.47694040,0.17382538,0
1810000,0.03857603,0.02981664,-0.52720721,0.30805141,0.04744784,0.33476710,0
1811000,0.06486526,0.00441917,0.07141704,-0.84448941,0.00255020,0.48356535,0
1812000,0.10596111,0.00487382,1.05466641,-0.84257006,0.55616062,0.62832644,0
1813000,0.10465773,0.06011011,1.07686099,1.93913470,2.45993649,0.97836353,0
1814000,0.07154398,0.04295489,0.28890778,1.11910153,0.66792797,0.63346137,0
1815000,0.06151002,0.01072943,0.05585410,-0.55822831,0.00155984,0.60387907,0
1816000,0.09899385,0.02698855,1.06498458,0.32824302,0.62096782,0.90526839,0
1817000,0.05193098,0.02538645,0.00000000,0.00000000,0.00000000,0.00000000,0
1818000,0.06110009,0.08118048,-0.10582282,3.41125096,5.81831657,0.78235735,0
1819000,0.16563912,0.00704792,2.58619935,-0.77668438,3.34421355,0.38102575,0
1820000,0.05535357,0.05593516,0.00000000,0.00000000,0.00000000,0.00000000,0
1821000,0.04005004,0.07562939,-0.60182153,2.98701697,4.46113519,0.38802753,0
1822000,0.15538532,0.01467691,1.99854107,-0.32125951,1.99708320,0.56523896,0
1823000,0.23711249,0.03766576,4.21553577,1.18692845,9.58977048,0.68622358,0
1824000,0.04787123,0.03771571,0.00000000,0.00000000,0.00000000,0.00000000,0
1825000,0.08195206,0.04242253,0.26437699,1.06327479,0.60022423,0.25357418,0
1826000,0.14898974,0.03402984,1.83441700,0.74083988,1.95696472,0.46110748,0
1827000,0.16471045,0.03095092,2.36575327,0.62630543,2.99452352,0.60252117,0
1828000,0.08482797,0.02200613,0.56431235,0.13275177,0.16803573,0.98522407,0
1829000,0.13367221,0.01721614,0.00000000,0.00000000,0.00000000,0.00000000,0
1830000,0.07087649,0.07063150,-0.02501051,2.01649327,2.03312256,0.32892855,0
1831000,0.08145387,0.00243886,0.26659660,-0.96314510,0.03553687,0.17500757,0
1832000,0.05496304,0.03181840,-0.23197992,0.53569275,0.14348336,0.40096779,0
1833000,0.17084144,0.06343881,2.42540745,2.30279061,5.59272294,0.83653379,0
1834000,0.10509557,0.01618893,0.00000000,0.00000000,0.00000000,0.00000000,0
1835000,0.07709312,0.05972596,0.13248573,1.60839602,1.30224512,0.14084716,0
1836000,0.04386113,0.00912811,-0.46535433,-0.62807361,0.00000000,0.28692682,0
1837000,0.09979568,0.05238500,0.79556145,1.60535694,1.60504446,0.20624282,0
1838000,0.16972612,0.02561345,2.52066865,0.25975430,3.21062136,0.71456489,0
1839000,0.06825254,0.04246498,0.19363553,1.23361429,0.77964947,1.36395064,0
1840000,0.18040948,0.03869145,3.05526549,1.05286305,5.22158390,1.35408526,0
1841000,0.06472928,0.07479709,0.13048389,3.22958213,5.22361339,0.80002925,0
1842000,0.05958036,0.07988053,0.00000000,0.00000000,0.00000000,0.00000000,0
1843000,0.05453600,0.02558892,-0.23591162,0.25299656,0.03200363,0.18292736,0
1844000,0.05804208,0.09308928,-0.09681784,4.41695195,9.75473226,0.69233285,0
1845000,0.13717683,0.13820015,0.00000000,0.00000000,0.00000000,0.00000000,0
1846000,0.05546025,0.02056270,-0.18826183,-0.02763986,0.00000000,0.32322082,0
1847000,0.10091386,0.01193975,0.86925455,-0.50618909,0.37780174,0.62524451,0
1848000,0.34992948,0.00576217,0.00000000,0.00000000,0.00000000,0.00000000,0
1849000,0.06683283,0.00042322,-0.01487878,-0.99518491,0.00000000,0.42020896,0
1850000,0.06404202,0.06406073,-0.01901798,1.92001245,1.84322390,0.21871001,0
1851000,0.30003357,0.00839092,5.62708948,-0.68681672,15.83206802,1.04506985,0
1852000,0.08988756,0.00695512,0.70197259,-0.76531332,0.24638276,1.22314070,0
1853000,0.19687320,0.00166787,3.57062480,-1.05617144,6.37468072,0.74340502,0
1854000,0.04821364,0.00753552,-0.32359477,-0.74206869,0.00000000,0.88085367,0
1855000,0.16687979,0.00652410,0.00000000,0.00000000,0.00000000,0.00000000,0
1856000,0.28905788,0.01687705,4.96347598,-0.26875253,12.31804689,0.56446763,0
1857000,0.16183583,0.07655704,2.40134797,3.17164069,7.91288838,0.85776176,0
1858000,0.06316976,0.02502201,0.00317104,0.25396927,0.03225522,0.77464029,0
1859000,0.36502331,0.05759778,8.36777035,2.31401104,37.68711382,1.54074373,0
1860000,0.22518218,0.07142633,0.00000000,0.00000000,0.00000000,0.00000000,0
1861000,0.11089937,0.03518699,0.53116797,0.34006029,0.19889021,0.40637557,0
1862000,0.21830291,0.00915433,2.57089715,-0.66527824,3.30475607,0.23697870,0
1863000,0.06280597,0.06047833,-0.14251193,1.71441451,1.46960856,0.22332721,0
1864000,0.14652775,0.05028933,0.00000000,0.00000000,0.00000000,0.00000000,0
1865000,0.09188700,0.00665383,-0.26755400,-0.56795185,0.00000000,0.00432544,0
1866000,0.07693796,0.05450497,-0.27014132,0.36390033,0.06621172,0.00287747,0
1867000,0.17785026,0.02009343,0.62078558,-0.27652560,0.19268737,0.00045870,0
1868000,0.07272597,0.01501029,-0.21278107,-0.37340464,0.00000000,0.02503136,0
1869000,0.05750572,0.02721235,-0.34155591,-0.04695605,0.00000000,0.10067791,0
1870000,0.08869472,0.08141229,0.01325859,1.52481664,1.16262079,0.10934141,0
1871000,0.10989331,0.06885378,0.27798412,1.24808085,0.81749049,0.02373366,0
1872000,0.15878430,0.00074538,0.89404736,-0.79821828,0.39966034,0.03593031,0
1873000,0.12391938,0.04142124,0.52267380,0.50200935,0.26260064,0.16567192,0
1874000,0.06670678,0.07014417,-0.15944886,1.49437728,1.11658173,0.12594548,0
1875000,0.11995980,0.10883095,0.53287220,2.87105004,4.26344055,0.17354469,0
1876000,0.10151376,0.01623103,0.30990603,-0.31232426,0.04802087,0.04154421,0
1877000,0.08156245,0.01457113,0.05478090,-0.37366758,0.00150047,0.15934988,0
1878000,0.28174227,0.03600841,2.86870510,0.41548757,4.20104943,0.11796032,0
1879000,0.11347627,0.04512601,0.53479532,0.77311767,0.44185848,0.22055640,0
1880000,0.08508136,0.00255015,0.14163768,-0.83695617,0.01003062,0.06348066,0
1881000,0.10094589,0.02024290,0.39231715,-0.15383633,0.07695637,0.19678720,0
1882000,0.07826973,0.01785901,0.06465610,-0.24296663,0.00209021,0.35707526,0
1883000,0.06631325,0.02411564,0.00000000,0.00000000,0.00000000,0.00000000,0
1884000,0.10095204,0.04892747,0.30113039,0.65444679,0.25949006,0.03362408,0
1885000,0.11753072,0.05691571,0.70967202,1.08530927,0.84076529,0.15092146,0
1886000,0.06333807,0.00629836,-0.17080926,-0.70321316,0.00000000,0.27140694,0
1887000,0.06854880,0.02347313,-0.03156439,-0.02072120,0.00000000,0.66144224,0
1888000,0.05619228,0.01792705,-0.25503437,-0.23570974,0.00000000,0.57013688,0
1889000,0.09114324,0.06748927,0.50468329,1.98153534,2.09059377,0.28339493,0
1890000,0.08527949,0.10428787,0.00000000,0.00000000,0.00000000,0.00000000,0
1891000,0.06964283,0.04640456,-0.02811385,0.97886481,0.47908816,0.01623499,0
1892000,0.06348917,0.03210155,-0.02512920,0.54467111,0.14833331,0.30939484,0
1893000,0.08541748,0.00264572,0.00000000,0.00000000,0.00000000,0.00000000,0
1894000,0.07400408,0.02940960,0.00363890,0.27298114,0.03726597,0.00000000,0
1895000,0.05746273,0.00144242,-0.22305969,-1.09566986,0.00000000,0.25754485,0
1896000,0.06256466,0.04484055,-0.07058371,1.38447209,0.95838149,0.74272004,0
1897000,0.05879650,0.00420310,-0.11576837,-0.98131076,0.00000000,1.32519691,0
1898000,0.06377467,0.00031517,0.04313295,-1.22981603,0.00093023,1.65070323,0
1899000,0.14934763,0.06168419,0.00000000,0.00000000,0.00000000,0.00000000,0
1900000,0.08212718,0.05602662,0.36544698,2.24939821,2.59667190,0.83595679,0
1901000,0.14754219,0.03715072,2.02153753,1.21728348,2.78419654,0.62637356,0
1902000,0.11792574,0.00737833,1.48188084,-0.76189872,1.09798541,1.01016260,0
1903000,0.05650216,0.03217981,-0.04081166,1.02188003,0.52211940,1.33023240,0
1904000,0.07602321,0.04693924,0.00000000,0.00000000,0.00000000,0.00000000,0
1905000,0.06701385,0.02694708,-0.09340925,0.22755650,0.02589098,0.14196259,0
1906000,0.07104787,0.02297369,0.09035581,0.09148982,0.00826728,0.72211066,0
1907000,0.10302971,0.14489244,0.00000000,0.00000000,0.00000000,0.00000000,0
1908000,0.04896151,0.04705260,-0.46966390,0.69650178,0.24255737,0.14192201,0
1909000,0.06008748,0.02532740,-0.24003686,-0.02983419,0.00000000,0.48821065,0
1910000,0.09222177,0.06493957,0.41968212,1.80226978,1.71215472,0.32605526,0
1911000,0.06836799,0.04000752,-0.00677478,0.75765309,0.28701910,0.90443118,0
1912000,0.06080882,0.04882583,0.00000000,0.00000000,0.00000000,0.00000000,0
1913000,0.07974824,0.00503140,0.07149149,-0.65021234,0.00255552,0.53958319,0
1914000,0.08858995,0.11831068,0.30725709,3.02795910,4.63147162,0.44919955,0
1915000,0.14949186,0.04814753,1.69819532,0.82301110,1.78060731,0.49318116,0
1916000,0.10774878,0.01659124,0.88990420,-0.29233588,0.39596474,0.58052372,0
1917000,0.15712875,0.02736358,2.15174704,0.16477549,2.32858314,0.24608998,0
1918000,0.10441403,0.05054060,0.95486218,1.17726929,1.14886238,0.61303382,0
1919000,0.08622574,0.01441081,0.54602354,-0.35609644,0.14907085,0.22915593,0
1920000,0.13019748,0.02548349,1.72523386,0.14794119,1.49915923,1.15758537,0
1921000,0.10936108,0.00981524,0.00000000,0.00000000,0.00000000,0.00000000,0
1922000,0.11715292,0.00895528,0.33993442,-0.68275627,0.05777770,1.56199419,0
1923000,0.10902332,0.08610906,0.38702146,2.36329261,2.86746878,0.19330437,0
1924000,0.09719223,0.01259260,0.30688356,-0.51466158,0.04708876,0.22306872,0
1925000,0.06622654,0.04351714,0.00000000,0.00000000,0.00000000,0.00000000,0
1926000,0.08021645,0.02584214,-0.13880578,-0.07361565,0.00000000,0.15731137,0
1927000,0.04628768,0.03118682,-0.62794916,0.18900887,0.01786218,0.45303049,0
1928000,0.05568101,0.01792286,-0.43249689,-0.28531486,0.00000000,0.27758202,0
1929000,0.09934620,0.00834447,0.40119287,-0.68581134,0.08047786,0.62427477,0
1930000,0.06835892,0.03775938,-0.14741624,0.65089266,0.21183063,0.11537689,0
